obs_id,taxon_name,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,BodyShapeI,DemersPelag,DepthRangeDeep,Length,submitted_name,subgroup,common_name,body_part,sample_info,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,biblio_id,location,season,comments_on_data_processing_methods,publication_year,food_item_id,realm
seadata127,Merluccius merluccius,4.291666666666667,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.43,temperate,elongated,demersal,1075,140,Merluccius merluccius,Finfish,NA,muscle,"NA, edible muscle",228.1,2.2887,NA,NA,NA,17.97,1.26,sea11,Marmara Sea,NA,NA,NA,NA,marine
bc279,Merluccius productus,3.2666666666666666,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.980000019073486,temperate,elongated,pelagic-neritic,1000,91,Merluccius productus,Finfish,North pacific hake,muscle_skinless,"Pacific hake, wild, skinless fillet, raw",NA,NA,NA,0.069467419,0.118810272,NA,0.73,fi59,"USA, Alaska, British Columbia, Pacific Northwest waters",Summer,FA converted using XFA,2009,0900298,brackmarine
bc818,Merluccius productus,3.2666666666666666,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.980000019073486,temperate,elongated,pelagic-neritic,1000,91,Merluccius productus,Finfish,North Pacific hake,muscle,"Pacific whiting, wild, fillet, raw",9.2,0.2579,0.3969,NA,NA,NA,NA,fi125,"USA, OR, Northeast Pacific, Astoria",NA,NA,1984,0900837,brackmarine
bc819,Merluccius productus,3.2666666666666666,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.980000019073486,temperate,elongated,pelagic-neritic,1000,91,Merluccius productus,Finfish,North Pacific hake,muscle,"Pacific whiting, wild, fillet, raw",10.4,0.2437,0.3052,NA,NA,NA,NA,fi125,"USA, OR, Northeast Pacific, Astoria",NA,NA,1984,0900838,brackmarine
bc967,Merluccius productus,3.2666666666666666,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.980000019073486,temperate,elongated,pelagic-neritic,1000,91,Merluccius productus,Finfish,North Pacific hake,muscle,"Pacific hake, wild, fillet, raw",NA,NA,NA,NA,NA,16.87,2.61,fi156,"USA, north OR coast",Aug 1977,NA,1979,0900986,brackmarine
c433,Merluccius productus,3.2666666666666666,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.980000019073486,temperate,elongated,pelagic-neritic,1000,91,Merluccius productus,Finfish,Pacific Hake,muscle,"Pacific Hake, muscle",46,NA,NA,NA,NA,16.6,1.7,27,NA,NA,NA,NA,NA,brackmarine
c434,Merluccius productus,3.2666666666666666,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.980000019073486,temperate,elongated,pelagic-neritic,1000,91,Merluccius productus,Finfish,Pacific Hake,whole,"Pacific Hake, whole",NA,NA,NA,NA,NA,14.5,3.6,27,NA,NA,NA,NA,NA,brackmarine
bc631,Micromesistius poutassou,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.700000047683716,temperate,elongated,bathypelagic,3000,55.5,Micromesistius poutassou,Finfish,Blue whiting(=Poutassou),muscle_skinless,"Blue whiting, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.7,fi105,"Unknown, West of Shetland Islands",Sep 2001,NA,2006,0900650,marine
bc632,Micromesistius poutassou,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.700000047683716,temperate,elongated,bathypelagic,3000,55.5,Micromesistius poutassou,Finfish,Blue whiting(=Poutassou),muscle_skinless,"Blue whiting, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.7,fi105,"Unknown, West of Shetland Islands",Sep 2001,NA,2006,0900651,marine
bc563,Micropogonias furnieri,2.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27,subtropical,fusiform / normal,demersal,60,60,Micorpogonias furnieri,Finfish,Whitemouth croaker,muscle,"White croaker, wild, fillet, raw",NA,NA,NA,0.070633962,0.11560213,20.7,1.29,fi95,"Uruguay, Río de la Plata",Dec 1991-Jan 1992 (Summer),FA converted using XFA,1996,0900582,brackmarine
bc615,Microstomus kitt,3,mainly animals (troph. 2.8 and up),sucking food-containing material,3.21,temperate,short and / or deep,demersal,200,65,Microstomus kitt,Finfish,Lemon sole,muscle_skinless,"Lemon sole, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.7,fi105,"Unknown, Nolsoyar Bank",Sep 2001,NA,2006,0900634,marine
bc616,Microstomus kitt,3,mainly animals (troph. 2.8 and up),sucking food-containing material,3.21,temperate,short and / or deep,demersal,200,65,Microstomus kitt,Finfish,Lemon sole,muscle_skinless,"Lemon sole, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.7,fi105,"Unknown, Nolsoyar Bank",Sep 2001,NA,2006,0900635,marine
bc617,Microstomus kitt,3,mainly animals (troph. 2.8 and up),sucking food-containing material,3.21,temperate,short and / or deep,demersal,200,65,Microstomus kitt,Finfish,Lemon sole,muscle_skinless,"Lemon sole, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.8,fi105,"Unknown, Orkney Islands",Feb 2001,NA,2006,0900636,marine
bc618,Microstomus kitt,3,mainly animals (troph. 2.8 and up),sucking food-containing material,3.21,temperate,short and / or deep,demersal,200,65,Microstomus kitt,Finfish,Lemon sole,muscle_skinless,"Lemon sole, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.7,fi105,"Unknown, Orkney Islands",Feb 2001,NA,2006,0900637,marine
af596,Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,short and / or deep,demersal,1370,76,Microstomus pacificus,Finfish,Dover sole,muscle_skinless,"Dover sole, skinless fillet, raw",NA,NA,NA,NA,NA,16.8,0.95,fi195,"USA, Washington/Oregon/N California",NA,NA,1976,0901900,marine
bc195,Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,short and / or deep,demersal,1370,76,Microstomus pacificus,Finfish,Dover sole,muscle_skinless,"Dover sole, wild, boneless, skinless fillet, raw",NA,NA,NA,0.08,0.09,NA,1,fi36,"USA, off the OR coast, Pacific Ocean",Sep 1987,CHOLE-: colorimetric method using ferric chloride (Sweeney and Weihrauch 1976),1991,0900195,marine
bc812,Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,short and / or deep,demersal,1370,76,Microstomus pacificus,Finfish,Dover sole,muscle,"Dover sole, wild, fillet, raw",11.5,0.1984,0.3428,NA,NA,NA,NA,fi125,"USA, OR, Northeast Pacific, Newport",NA,NA,1984,0900831,marine
bc813,Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,short and / or deep,demersal,1370,76,Microstomus pacificus,Finfish,Dover sole,muscle,"Dover sole, wild, fillet, raw",11.9,0.1795,0.3179,NA,NA,NA,NA,fi125,"USA, AK, Northeast Pacific, Cape Ommaney",NA,NA,1984,0900832,marine
bc814,Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,short and / or deep,demersal,1370,76,Microstomus pacificus,Finfish,Dover sole,muscle,"Dover sole, wild, fillet, raw",20.2,0.256,0.5056,NA,NA,NA,NA,fi125,"USA, CA, Northeast Pacific, Santa Cruz",NA,NA,1984,0900833,marine
bc963,Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,short and / or deep,demersal,1370,76,Microstomus pacificus,Finfish,Dover sole,muscle,"Dover sole, wild, fillet, raw",NA,NA,NA,NA,NA,16.81,NA,fi156,"USA, north of Astoria Canyon, North Pacific",Aug 1977,NA,1979,0900982,marine
c457,Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,short and / or deep,demersal,1370,76,Microstomus pacificus,Finfish,Dover Sole,muscle,"Dover Sole, muscle",NA,NA,NA,0.08,0.09,NA,1,25,NA,NA,NA,NA,NA,marine
c458,Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,short and / or deep,demersal,1370,76,Microstomus pacificus,Finfish,Dover Sole,muscle,"Dover Sole, muscle",50,NA,NA,NA,NA,15.1,0.9,27,NA,NA,NA,NA,NA,marine
c459,Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,short and / or deep,demersal,1370,76,Microstomus pacificus,Finfish,Dover Sole,whole,"Dover Sole, whole",NA,NA,NA,NA,NA,12.7,3.5,27,NA,NA,NA,NA,NA,marine
c460,Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,short and / or deep,demersal,1370,76,Microstomus pacificus,Finfish,Dover Sole,viscera,"Dover Sole, offal",NA,NA,NA,NA,NA,11.7,4.4,27,NA,NA,NA,NA,NA,marine
bc621,Molva dypterygia,8.8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.13,temperate,elongated,demersal,1000,155,Molva dypterygia,Finfish,Blue ling,muscle_skinless,"Blue ling, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.8,fi105,"Unknown, Nordhavid",Sep 2001,NA,2006,0900640,marine
bc622,Molva dypterygia,8.8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.13,temperate,elongated,demersal,1000,155,Molva dypterygia,Finfish,Blue ling,muscle_skinless,"Blue ling, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.8,fi105,"Unknown, Nordhavid",Sep 2001,NA,2006,0900641,marine
bc619,Molva molva,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.2,temperate,elongated,demersal,1000,200,Molva molva,Finfish,Ling,muscle_skinless,"Ling, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.7,fi105,"Unknown, Nolsoyar Bank",Sep 2001,NA,2006,0900638,marine
bc620,Molva molva,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.2,temperate,elongated,demersal,1000,200,Molva molva,Finfish,Ling,muscle_skinless,"Ling, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.7,fi105,"Unknown, Pobie Bank",Sep 2001,NA,2006,0900639,marine
af229,Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,Mugil cephalus,Finfish,Flathead grey mullet,muscle_skinless,"Mullet, wild, skinless, muscle flesh, raw",15.7,0.8,2.2,NA,NA,15.3,2.2,fi98,"Unknown (samples from local fish market, Hyderabad, India)",Dec 1988-Mar 1994,NA,1993,0901533,freshbrackmarine
bc302,Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,Mugil cephalus,Finfish,Flathead grey mullet,muscle,"Mullet, wild, fillet, raw",NA,NA,NA,0.18973185,0.138955993,NA,2.09,fi66,"Turkey, local fish market (Meiterranean and Aegean Sea)",NA,FA converted using XFA,2007,0900321,freshbrackmarine
bc330,Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,Mugil cephalus,Finfish,Flathead grey mullet,muscle,"Flathead mullet, wild, fillet, raw",NA,NA,NA,0.170965683,0.086497201,NA,2.13,fi67,"Turkey, Mediterranean Sea",NA,FA converted using XFA,2009,0900349,freshbrackmarine
bc402,Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,Mugil cephalus,Finfish,Flathead grey mullet,muscle,"Grey mullet, wild, edible flesh, raw",NA,NA,NA,NA,NA,NA,1.33,fi80,"Greece, Aegean Sea",NA,"mean of lipid value (spring, fall, winter) used for FA calculation; FAT- (analyzed according to AOAC 1975); FA converted using XFA; FA tr= <0.1g/100g fillet",1995,0900421,freshbrackmarine
bc441,Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,Mugil cephalus,Finfish,Flathead grey mullet,muscle,"Grey mullet, wild, edible flesh, raw",NA,NA,NA,NA,NA,20,1,fi80,"Greece, Aegean Sea",Spring,FAT- (analyzed according to AOAC 1975),1995,0900460,freshbrackmarine
bc442,Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,Mugil cephalus,Finfish,Flathead grey mullet,muscle,"Grey mullet, wild, edible flesh, raw",NA,NA,NA,NA,NA,21,2,fi80,"Greece, Aegean Sea",Fall,FAT- (analyzed according to AOAC 1975),1995,0900461,freshbrackmarine
bc443,Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,Mugil cephalus,Finfish,Flathead grey mullet,muscle,"Grey mullet, wild, edible flesh, raw",NA,NA,NA,NA,NA,18,1,fi80,"Greece, Aegean Sea",Winter,FAT- (analyzed according to AOAC 1975),1995,0900462,freshbrackmarine
c474,Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,Mugil cephalus,Finfish,Flathead Gray Mullet,muscle,"Flathead Gray Mullet, muscle",51,1.7,0.398,NA,NA,20.1,4.6,27,NA,NA,NA,NA,NA,freshbrackmarine
c475,Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,Mugil cephalus,Finfish,Flathead Gray Mullet,whole,"Flathead Gray Mullet, whole",195,NA,NA,NA,NA,15.7,5.1,27,NA,NA,NA,NA,NA,freshbrackmarine
af206,Mullus surmuletus,1.3333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.46,subtropical,fusiform / normal,demersal,409,40,Mullus surmuletus,Finfish,Surmullet,muscle,"Striped red mullet, wild, edible muscle tissue, raw",51.8822,9.4846,1.4933,NA,NA,15.16,17.37,fi92,"Unknown (samples from local fish market, Istanbul)","Winter (Dec 2006, Jan, Feb 2007)",NA,2010,0901510,marine
af207,Mullus surmuletus,1.3333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.46,subtropical,fusiform / normal,demersal,409,40,Mullus surmuletus,Finfish,Surmullet,muscle,"Striped red mullet, wild, edible muscle tissue, raw",62.5135,5.8733,1.1739,NA,NA,17.45,9.71,fi92,"Unknown (samples from local fish market, Istanbul)","Spring (Mar, Apr, May 2007)",NA,2010,0901511,marine
af208,Mullus surmuletus,1.3333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.46,subtropical,fusiform / normal,demersal,409,40,Mullus surmuletus,Finfish,Surmullet,muscle,"Striped red mullet, wild, edible muscle tissue, raw",52.9022,1.8889,1.1905,NA,NA,18.89,2.06,fi92,"Unknown (samples from local fish market, Istanbul)","Summer (Jun, Jul, Aug 2007)",NA,2010,0901512,marine
af209,Mullus surmuletus,1.3333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.46,subtropical,fusiform / normal,demersal,409,40,Mullus surmuletus,Finfish,Surmullet,muscle,"Striped red mullet, wild, edible muscle tissue, raw",60.4496,12.5783,3.0927,NA,NA,16.61,12.28,fi92,"Unknown (samples from local fish market, Istanbul)","Autumn (Sep, Oct, Nov 2007)",NA,2010,0901513,marine
bc577,Mullus surmuletus,1.3333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.46,subtropical,fusiform / normal,demersal,409,40,Mullus surmuletus,Finfish,Surmullet,muscle,"Surmullet, wild, ventral and dorsal muscle flesh, raw",NA,NA,NA,NA,NA,19.57,4.65,fi102,"Tunisia, Gulf of Gabés, Mediterranean Sea",Dec 2005-May 2006,NA,2010,0900596,marine
bc205,Mustelus lenticulatus,2.45,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.5,subtropical,elongated,demersal,860,125,Mustelus lenticulatus,Finfish,Spotted estuary smooth-hound,muscle_skinless,"Rig, wild, skinless fillet, frozen",NA,NA,NA,NA,NA,21.4,0.9,fi42,New Zealand,Dec 1983,NA,1985,0900205,marine
c484,Myoxocephalus scorpius,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.85,polar,fusiform / normal,demersal,451,60,Myoxocephalus scorpius,Finfish,Shorthorn Sculpin,muscle,"Shorthorn Sculpin, muscle",NA,NA,4.3,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,brackmarine
c485,Myoxocephalus scorpius,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.85,polar,fusiform / normal,demersal,451,60,Myoxocephalus scorpius,Finfish,Shorthorn Sculpin,liver,"Shorthorn Sculpin, liver",NA,NA,10,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,brackmarine
af234,Nemipterus japonicus,0.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,tropical,fusiform / normal,demersal,80,32,Nemipterus japonicus,Finfish,Japanese threadfin bream,muscle_skinless,"Pinkperch, wild, skinless, muscle flesh, raw",15,1.7,1.8,NA,NA,15.3,1.3,fi98,"Unknown (samples from local fish market, Hyderabad, India)",Dec 1988-Mar 1999,NA,1993,0901538,marine
bc523,Nemipterus japonicus,0.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,tropical,fusiform / normal,demersal,80,32,Nemipterus japonicus,Finfish,Japanese threadfin bream,muscle,"Japanese threadfin bream, wild, fillet, raw",NA,NA,NA,NA,NA,18.17,2.7,fi88,"Malaysia, West coast of Peninsular",NA,NA,2011,0900542,marine
bc87,Notothenia neglecta,7,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.26,polar,fusiform / normal,benthopelagic,95,45,Notothenia neglecta,Finfish,Yellowbelly rockcod,muscle,"Yellowbelly rockcod, wild, fillet (belly flaps removed), raw",NA,NA,NA,NA,NA,19.1,1.9,fi19,"Unknown, Antarctic waters",Mar 1981,NA,1991,0900087,marine
bc872,Notothenia neglecta,7,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.26,polar,fusiform / normal,benthopelagic,95,45,Notothenia neglecta,Finfish,Yellowbelly rockcod,muscle,"Rock perch, adult fish, muscle flesh, middle portion, raw",NA,NA,NA,0.51678,0.79431,NA,3.19,fi131,"Antarctic, South Shetlands Archipelago, King George Islands, Admiralty Bay",NA,NA,2007,0900891,marine
bc413,Oblada melanura,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.38,subtropical,fusiform / normal,benthopelagic,30,36.6,Oblada melanura,Finfish,Saddled seabream,muscle,"Saddled bream, wild, edible flesh, raw",NA,NA,NA,NA,NA,19,1,fi80,"Greece, Aegean Sea",Winter,FAT- (analyzed according to AOAC 1975),1995,0900432,marine
bc201,Odax pullus,2.35,mainly plants/detritus (troph. 2-2.19),browsing on substrate,2.73,subtropical,fusiform / normal,demersal,NA,40,Odax pullus,Finfish,Butterfish,muscle_skinless,"Butterfish, wild, female, skinless fillet, frozen",NA,NA,NA,NA,NA,17.9,0.9,fi42,New Zealand,Jul 1985,NA,1985,0900201,marine
af590,Oncorhynchus gorbuscha,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,Oncorhynchus gorbuscha,Finfish,Pink(=Humpback)salmon,muscle_skinless,"Pink salmon, skinless fillet, raw",NA,NA,NA,NA,NA,19,4.76,fi195,"USA, SE Alaska/Washington",NA,NA,1976,0901894,freshbrackmarine
bc283,Oncorhynchus gorbuscha,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,Oncorhynchus gorbusha,Finfish,Pink salmon,muscle_skinless,"Pink salmon (marine waters), wild, skinless fillet, raw",NA,NA,NA,0.289409995,0.68509049,NA,3.95,fi59,"USA, Alaska, British Columbia, Pacific Northwest waters",Summer,FA converted using XFA,2009,0900302,freshbrackmarine
bc485,Oncorhynchus gorbuscha,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,Oncorhynchus gorbusha,Finfish,Pink salmon,muscle_skinless,"Humpback salmon, wild, skinless dorsal muscle fillet, frozen",NA,NA,NA,0.166696,0.328416,NA,NA,fi84,"Russia, Siberia",NA,FA expressed per DM - conversion to FW,2006,0900504,freshbrackmarine
c526,Oncorhynchus gorbuscha,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,Oncorhynchus gorbuscha,Finfish,Pink Salmon,muscle,"Pink Salmon, muscle",13,0.93,NA,NA,NA,20.1,4.8,27,NA,NA,NA,NA,NA,freshbrackmarine
c527,Oncorhynchus gorbuscha,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,Oncorhynchus gorbuscha,Finfish,Pink Salmon,eggs,"Pink Salmon, eggs",NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,freshbrackmarine
c530,Oncorhynchus gorbuscha,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,Oncorhynchus gorbuscha,Finfish,Pink Salmon,muscle,"Pink Salmon, muscle",NA,NA,NA,NA,NA,NA,6,55,NA,NA,NA,NA,NA,freshbrackmarine
af588,Oncorhynchus keta,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,Oncorhynchus keta,Finfish,Chum(=Keta=Dog)salmon,muscle_skinless,"Chum salmon, skinless fillet, raw",NA,NA,NA,NA,NA,21.3,3.86,fi195,"USA, Puget Sound",NA,NA,1976,0901892,freshbrackmarine
c534,Oncorhynchus keta,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,Oncorhynchus keta,Finfish,Chum Salmon,muscle,"Chum Salmon, muscle",11,NA,NA,NA,NA,12,1.5,34,NA,NA,NA,NA,NA,freshbrackmarine
c536,Oncorhynchus keta,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,Oncorhynchus keta,Finfish,Chum Salmon,muscle,"Chum Salmon, muscle",12,0.475,1.37,NA,NA,20.4,4.6,27,NA,NA,NA,NA,NA,freshbrackmarine
c537,Oncorhynchus keta,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,Oncorhynchus keta,Finfish,Chum Salmon,whole,"Chum Salmon, whole",NA,NA,NA,NA,NA,14.8,0.8,27,NA,NA,NA,NA,NA,freshbrackmarine
c538,Oncorhynchus keta,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,Oncorhynchus keta,Finfish,Chum Salmon,eggs,"Chum Salmon, eggs",NA,NA,NA,NA,NA,18.4,12.4,27,NA,NA,NA,NA,NA,freshbrackmarine
c541,Oncorhynchus keta,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,Oncorhynchus keta,Finfish,Chum Salmon,muscle,"Chum Salmon, muscle",NA,NA,NA,NA,NA,NA,3.5,55,NA,NA,NA,NA,NA,freshbrackmarine
af591,Oncorhynchus kisutch,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,fusiform / normal,demersal,250,107.95,Oncorhynchus kisutch,Finfish,Coho(=Silver)salmon,muscle_skinless,"Coho salmon, skinless fillet, raw",NA,NA,NA,NA,NA,21.7,5.31,fi195,"USA, Washington/Oregon/Puget Sound",NA,NA,1976,0901895,freshbrackmarine
bc759,Oncorhynchus kisutch,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,fusiform / normal,demersal,250,107.95,Oncorhynchus kisutch,Finfish,Coho(=silver)salmon,muscle_skinless,"Coho salmon, wild, skinless fillet, raw",NA,NA,NA,NA,NA,22.1,3.4,fi120,"USA, WA, Neah Bay",Jul 1989,"FAT (analyzed according to AOAC 1984, method 43.257-43.277); tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g",1992,0900778,freshbrackmarine
bc760,Oncorhynchus kisutch,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,fusiform / normal,demersal,250,107.95,Oncorhynchus kisutch,Finfish,Coho(=silver)salmon,muscle_skinless,"Coho salmon, wild, skinless fillet, raw",NA,NA,NA,NA,NA,20.5,3.2,fi120,"USA, WA, Neah Bay",Sep 1989,"FAT (analyzed according to AOAC 1984, method 43.257-43.277); tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g",1992,0900779,freshbrackmarine
c543,Oncorhynchus kisutch,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,fusiform / normal,demersal,250,107.95,Oncorhynchus kisutch,Finfish,Coho Salmon,muscle,"Coho Salmon, muscle",NA,NA,NA,NA,NA,21.3,3.3,8,NA,NA,NA,NA,NA,freshbrackmarine
c547,Oncorhynchus kisutch,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,fusiform / normal,demersal,250,107.95,Oncorhynchus kisutch,Finfish,Coho Salmon,muscle,"Coho Salmon, muscle",36,1.345,NA,NA,NA,21.1,5.7,27,NA,NA,NA,NA,NA,freshbrackmarine
c548,Oncorhynchus kisutch,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,fusiform / normal,demersal,250,107.95,Oncorhynchus kisutch,Finfish,Coho Salmon,muscle,"Coho Salmon, muscle",NA,NA,NA,7.6,18.6,NA,5.4,55,NA,NA,NA,NA,NA,freshbrackmarine
c549,Oncorhynchus kisutch,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,fusiform / normal,demersal,250,107.95,Oncorhynchus kisutch,Finfish,Coho Salmon,muscle,"Coho Salmon, muscle",NA,NA,NA,6.2,15.8,NA,32.2,55,NA,NA,NA,NA,NA,freshbrackmarine
c550,Oncorhynchus kisutch,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,fusiform / normal,demersal,250,107.95,Oncorhynchus kisutch,Finfish,Coho Salmon,eggs,"Coho Salmon, eggs",NA,NA,NA,NA,NA,18.4,11.2,27,NA,NA,NA,NA,NA,freshbrackmarine
af609,Oncorhynchus mykiss,2.6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.53,subtropical,fusiform / normal,benthopelagic,200,122,Oncorhynchus mykiss,Finfish,Rainbow trout,muscle_skinless,"Steelhead trout, skinless fillet, raw",NA,NA,NA,NA,NA,21.1,9.02,fi195,"USA, SE Alaska",NA,NA,1976,0901913,freshbrackmarine
bc763,Oncorhynchus mykiss,2.6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.53,subtropical,fusiform / normal,benthopelagic,200,122,Oncorhynchus mykiss,Finfish,Rainbow trout,muscle_skinless,"Rainbow trout, wild, skinless fillet, raw",NA,NA,NA,NA,NA,20.6,3.8,fi120,"USA, MT, Clark Canyon / ID, Snake River",Jun 1989,"FAT (analyzed according to AOAC 1984, method 43.257-43.277); tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g",1992,0900782,freshbrackmarine
