obs_id,taxon_name,common_name,subgroup,sample_info,body_part,nutrient,concentration,RDA_percentage,location,season,biblio_id,bibliography,comments_on_data_processing_methods,publication_year,food_item_id,caldata,irondata,zincdata,epadata,dhadata,proteindata,fatdata,data_here
bc1210,Pleuronectes platessa,European plaice,Finfish,"European plaice, wild, fillet with skin, raw",muscle,iron,0.19,1.0555555555555556,"Iceland, North Atlantic",NA,im11,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",NA,2011,0901249,1,1,1,0,0,1,1,5
bc1211,Reinhardtius hippoglossoides,Greenland halibut,Finfish,"Greenland halibut, wild, fillet, raw",muscle,iron,0.09,0.5,"Iceland, North Atlantic",NA,im11,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",NA,2011,0901250,1,1,1,0,0,1,1,5
bc1212,Melanogrammus aeglefinus,Haddock,Finfish,"Haddock, wild, fillet, raw",muscle,iron,0.11,0.6111111111111112,"Iceland, North Atlantic",NA,im11,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",NA,2011,0901251,1,1,1,0,0,1,1,5
bc1213,Cyclopterus lumpus,Lumpfish(=Lumpsucker),Finfish,"Lumpsucker, wild, male, fillet, raw",muscle,iron,0.46,2.555555555555556,"Iceland, North Atlantic",NA,im11,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",NA,2011,0901252,1,1,1,0,0,1,1,5
bc1214,Pollachius virens,Saithe(=Pollock),Finfish,"Pollock, saithe, wild, fillet, raw",muscle,iron,0.25,1.3888888888888888,"Iceland, North Atlantic",NA,im11,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",NA,2011,0901253,1,1,1,0,0,1,1,5
bc1215,Sebastes mentella,Beaked redfish,Finfish,"Deepwater redfish, wild, fillet, raw",muscle,iron,0.15,0.8333333333333334,"Iceland, North Atlantic",NA,im11,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",NA,2011,0901254,1,1,1,0,0,1,1,5
bc1216,Sebastes marinus,Golden redfish,Finfish,"Ocean perch, wild, fillet, raw",muscle,iron,0.2,1.1111111111111112,"Iceland, North Atlantic",NA,im11,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",NA,2011,0901255,1,1,1,0,0,1,1,5
bc1217,Anarhichas lupus,Atlantic wolffish,Finfish,"Wolf-fish, wild, fillet, raw",muscle,iron,0.15,0.8333333333333334,"Iceland, North Atlantic",NA,im11,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",NA,2011,0901256,1,1,1,0,0,1,1,5
bc1218,Nephrops norvegicus,Norway lobster,Crustacean,"Lobster, wild, raw",NA,iron,2.66,14.777777777777779,"Iceland, North Atlantic",NA,im11,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",NA,2011,0901257,1,1,1,0,0,1,1,5
bc122,Abramis brama,Freshwater bream,Finfish,"Bream, wild, dorsal muscle, raw",muscle,iron,0.213572,1.186511111111111,"Poland, Niegocin Lake",Jun 1997,fi26,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",Minerals given per DM - conversion to FW,2009,0900122,1,1,1,0,0,0,0,3
bc1220,Arctica islandica,Ocean quahog,Mollusc,"Ocean quahog, wild, raw",NA,iron,5.3,29.444444444444446,"Iceland, North Atlantic",NA,im11,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",NA,2011,0901259,1,1,1,0,0,1,1,5
bc1222,Cyclopterus lumpus,Lumpfish(=Lumpsucker),Finfish,"Lumpsucker, roe, wild, raw",eggs,iron,0.34,1.8888888888888888,"Iceland, North Atlantic",NA,im11,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",NA,2011,0901261,1,1,1,0,0,1,1,5
bc1223,Mallotus villosus,Capelin,Finfish,"Capelin, roe, wild, raw",eggs,iron,0.16,0.8888888888888888,"Iceland, North Atlantic",NA,im11,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",NA,2011,0901262,1,1,1,0,0,1,1,5
bc1224,Cyclopterus lumpus,Lumpfish(=Lumpsucker),Finfish,"Lumpsucker, wild, male, liver, raw",liver,iron,1.93,10.722222222222221,"Iceland, North Atlantic",NA,im11,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",NA,2011,0901263,1,1,1,0,0,1,1,5
bc1225,Gadus morhua,Atlantic cod,Finfish,"Atlantic cod, roe, wild, raw",eggs,iron,0.66,3.6666666666666665,"Iceland, North Atlantic",NA,im11,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",NA,2011,0901264,1,1,1,0,0,1,1,5
bc123,Abramis brama,Freshwater bream,Finfish,"Bream, wild, dorsal muscle, raw",muscle,iron,0.16992,0.9439999999999998,"Poland, Kisajno Lake",Jun 1997,fi26,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",Minerals given per DM - conversion to FW,2009,0900123,1,1,1,0,0,0,0,3
bc124,Abramis brama,Freshwater bream,Finfish,"Bream, wild, dorsal muscle, raw",muscle,iron,0.177786,0.9877,"Poland, Dargin Lake",Jun 1997,fi26,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",Minerals given per DM - conversion to FW,2009,0900124,1,1,1,0,0,0,0,3
bc125,Abramis brama,Freshwater bream,Finfish,"Bream, wild, dorsal muscle, raw",muscle,iron,0.191706,1.0650333333333333,"Poland, Dargin Lake",Jun 1997,fi26,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",Minerals given per DM - conversion to FW,2009,0900125,1,1,1,0,0,0,0,3
bc1259,Velesunio ambiguus,NA,Mollusc,"Freshwater mussel, wild, raw",NA,iron,16.6,92.22222222222223,Australia,NA,jd1,"Brand J.C., Rae C., McDonnell J., Lee A., Cherikoff V. and Truswell A.S. (1983) The Nutritional composition of Austrialian Aborriginal bushfoods. Food Technology in Austrilia, 35(6): 293-298.",NA,1983,0901298,1,1,1,0,0,1,1,5
bc126,Coregonus albula,Vendace,Finfish,"Vendace, wild, dorsal muscle, raw",muscle,iron,0.233343,1.29635,"Poland, Dargin Lake",Jun 1997,fi26,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",Minerals given per DM - conversion to FW,2009,0900126,1,1,1,0,0,0,0,3
bc127,Coregonus albula,Vendace,Finfish,"Vendace, wild, dorsal muscle, raw",muscle,iron,0.266341,1.479672222222222,"Poland, Dargin Lake",Jun 1997,fi26,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",Minerals given per DM - conversion to FW,2009,0900127,1,1,1,0,0,0,0,3
bc1271,Palaemonidae,NA,Crustacean,"Freshwater crab, wild, (only dorsal and ventral carapace peeled), raw",NA,iron,10,55.55555555555556,"Laos, Champasak and Savannakhet, rice field ecosystems",dry season,fi103,"Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213",FA converted using XFA,2010,0902188,1,1,1,1,0,1,1,6
bc128,Perca fluviatilis,European perch,Finfish,"European perch, wild, dorsal muscle, raw",muscle,iron,0.131172,0.7287333333333335,"Poland, Dargin Lake",Jun 1997,fi26,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",Minerals given per DM - conversion to FW,2009,0900128,1,1,1,0,0,0,0,3
bc1282,Sardinella,Sardinellas nei,Finfish,"Flat sardine, wild, skin-on fillet, raw",muscle,iron,1.8327,10.181666666666667,Ghana,NA,fi139,"Steiner-Asiedu M., Julshamn K., Lie Ø. (1991). Effect of local processing methods (cooking, frying and smoking) on three fish species from Ghana: Part I. Proximate composition, fatty acids, minerals, trace elements and vitamins. Food Chemistry 40:309-321",all values expessed per DM - conversion to FW; FA converted using XFA; tr (minerals) = <0.5 mg/kg DM,1991,0902199,1,1,1,1,1,1,1,7
bc1286,Dentex,Dentex nei,Finfish,"Sea bream, wild, skin-on fillet, raw",muscle,iron,0.70932,3.9406666666666665,Ghana,NA,fi139,"Steiner-Asiedu M., Julshamn K., Lie Ø. (1991). Effect of local processing methods (cooking, frying and smoking) on three fish species from Ghana: Part I. Proximate composition, fatty acids, minerals, trace elements and vitamins. Food Chemistry 40:309-321",all values expessed per DM - conversion to FW; FA converted using XFA; tr (minerals) = <0.5 mg/kg DM,1991,0902203,1,1,1,1,1,1,1,7
bc129,Perca fluviatilis,European perch,Finfish,"European perch, wild, dorsal muscle, raw",muscle,iron,0.108862,0.6047888888888889,"Poland, Kisajno Lake",Jun 1997,fi26,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",Minerals given per DM - conversion to FW,2009,0900129,1,1,1,0,0,0,0,3
bc1290,Oreochromis,Tilapias nei,Finfish,"Tilapia, wild, skin-on fillet, raw",muscle,iron,0.82621,4.590055555555556,Ghana,NA,fi139,"Steiner-Asiedu M., Julshamn K., Lie Ø. (1991). Effect of local processing methods (cooking, frying and smoking) on three fish species from Ghana: Part I. Proximate composition, fatty acids, minerals, trace elements and vitamins. Food Chemistry 40:309-321",all values expessed per DM - conversion to FW; FA converted using XFA; tr (minerals) = <0.5 mg/kg DM,1991,0902207,1,1,1,1,1,1,1,7
bc130,Perca fluviatilis,European perch,Finfish,"European perch, wild, dorsal muscle, raw",muscle,iron,0.107908,0.5994888888888888,"Poland, Niegocin Lake",Jun 1997,fi26,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",Minerals given per DM - conversion to FW,2009,0900130,1,1,1,0,0,0,0,3
bc1308,Danio dangila,NA,Finfish,"cleaned fish, raw",muscle_organs,iron,2.16885,12.049166666666666,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",fi184,"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0902225,1,1,1,0,0,0,0,3
bc1309,Mytilus,Sea mussels nei,Mollusc,"Mussel, edible part, raw",NA,iron,38.481,213.78333333333336,"Brazil, Piauí, Parnaíba delta",NA,fi203,"Carvalho A.F.U., Farias D.F., Barroso C.X., Sombra C.M.L., Silvino A.S., Menezes M.O.T., Soares M.O., Fernandes D.A.O., Gouveia S.T. (2007). Nutritive value of three organisms from mangrove ecosystem: Ucides cordatus (Linnaeus, 1763), Mytella sp. (Soot-Ryen, 1955) and Crassostrea rhizophorae (Guilding, 1828). Braz. J. Biol. 67(4): 787-788",minerals expressed per DM - conversion to FW,2007,0902226,1,1,1,0,0,0,0,3
bc131,Perca fluviatilis,European perch,Finfish,"European perch, wild, dorsal muscle, raw",muscle,iron,0.092598,0.5144333333333333,"Poland, Dargin Lake",Jun 1997,fi26,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",Minerals given per DM - conversion to FW,2009,0900131,1,1,1,0,0,0,0,3
bc132,Perca fluviatilis,European perch,Finfish,"European perch, wild, dorsal muscle, raw",muscle,iron,0.10149,0.5638333333333333,"Poland, Kisajno Lake",Jun 1997,fi26,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",Minerals given per DM - conversion to FW,2009,0900132,1,1,1,0,0,0,0,3
bc133,Esox lucius,Northern pike,Finfish,"Pike, wild, dorsal muscle, raw",muscle,iron,0.10481,0.5822777777777778,"Poland, Kisajno Lake",Jun 1997,fi26,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",Minerals given per DM - conversion to FW,2009,0900133,1,1,1,0,0,0,0,3
bc134,Esox lucius,Northern pike,Finfish,"Pike, wild, dorsal muscle, raw",muscle,iron,0.106455,0.5914166666666667,"Poland, Dargin Lake",Jun 1997,fi26,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",Minerals given per DM - conversion to FW,2009,0900134,1,1,1,0,0,0,0,3
bc135,Esox lucius,Northern pike,Finfish,"Pike, wild, dorsal muscle, raw",muscle,iron,0.08624,0.47911111111111104,"Poland, Dargin Lake",Jun 1997,fi26,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",Minerals given per DM - conversion to FW,2009,0900135,1,1,1,0,0,0,0,3
bc136,Lota lota,Burbot,Finfish,"Burbot, wild, dorsal muscle, raw",muscle,iron,0.146668,0.8148222222222221,"Poland, Dargin Lake",Jun 1997,fi26,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",Minerals given per DM - conversion to FW,2009,0900136,1,1,1,0,0,0,0,3
bc1367,Mastacembelus armatus,NA,Finfish,"Baim, wild, raw",muscle_organs,iron,1.9,10.555555555555555,"Bangladesh, Mymensingh",Jul-Sep 2012,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",NA,2015,0902284,1,1,1,0,0,1,1,5
bc1368,Glossogobius giuris,Tank goby,Finfish,"Tank goby, wild, raw",muscle_organs,iron,2.3,12.777777777777777,"Bangladesh, Mymensingh",Jul-Sep 2012,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",NA,2015,0902285,1,1,1,0,0,1,1,5
bc1369,Colisa fasciatus,Banded gourami,Finfish,"Banded gourami, wild, raw",muscle_organs,iron,4.1,22.777777777777775,"Bangladesh, Mymensingh",Jul-Sep 2012,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",NA,2015,0902286,1,1,1,0,0,1,1,5
bc1370,Pseudambassis ranga,NA,Finfish,"Chanda, wild, raw",muscle_organs,iron,2.1,11.666666666666666,"Bangladesh, Khulna",Jul-Sep 2012,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",NA,2015,0902287,1,1,1,0,0,1,1,5
bc1371,Gudusia chapra,Indian river shad,Finfish,"Indian river shad, wild, raw",muscle_organs,iron,7.6,42.22222222222222,"Bangladesh, Mymensingh",Jul-Sep 2012,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",NA,2015,0902288,1,1,1,0,0,1,1,5
bc1372,Chela cachius,NA,Finfish,"Chela, wild, raw",muscle_organs,iron,0.84,4.666666666666666,"Bangladesh, Mymensingh",Jul-Sep 2012,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",NA,2015,0902289,1,1,1,0,0,1,1,5
bc1373,Esomus danricus,Flying barb,Finfish,"Flying barb, wild, raw",muscle_organs,iron,12,66.66666666666666,"Bangladesh, Mymensingh",Jul-Sep 2012,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",NA,2015,0902290,1,1,1,0,0,1,1,5
bc1374,Osteobrama cotio,NA,Finfish,"Dhela, wild, raw",muscle_organs,iron,1.8,10,"Bangladesh, Mymensingh",Jul-Sep 2012,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",NA,2015,0902291,1,1,1,0,0,1,1,5
bc1375,Hyporhamphus limbatus,NA,Finfish,"Ekthute, wild, raw",muscle_organs,iron,1.5,8.333333333333332,"Bangladesh, Khulna",Jul-Sep 2012,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",NA,2015,0902292,1,1,1,0,0,1,1,5
bc1376,Notopterus notopterus,Bronze featherback,Finfish,"Bronze featherback, wild, raw",muscle_organs,iron,1.7,9.444444444444445,"Bangladesh, Mymensingh",Jul-Sep 2012,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",NA,2015,0902293,1,1,1,0,0,1,1,5
bc1377,Channa marulius,NA,Finfish,"Gojar, wild, raw",muscle_organs,iron,0.43,2.388888888888889,"Bangladesh, Sylhet",Jul-Sep 2012,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",NA,2015,0902294,1,1,1,0,0,1,1,5
bc1378,Mystus cavasius,Gangetic mystus,Finfish,"Gangetic mystus, wild, raw",muscle_organs,iron,1.8,10,"Bangladesh, Mymensingh",Jul-Sep 2012,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",NA,2015,0902295,1,1,1,0,0,1,1,5
bc1379,Mastacembelus pancalus,NA,Finfish,"Guchi, wild, raw",muscle_organs,iron,2.7,15.000000000000002,"Bangladesh, Mymensingh",Jul-Sep 2012,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",NA,2015,0902296,1,1,1,0,0,1,1,5
bc1380,Lepidocephalichthys guntea,NA,Finfish,"Gutum, wild, raw",muscle_organs,iron,3.3,18.333333333333332,"Bangladesh, Mymensingh",Jul-Sep 2012,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",NA,2015,0902297,1,1,1,0,0,1,1,5
bc1381,Puntius sophore,Pool barb,Finfish,"Pool barb, wild, raw",muscle_organs,iron,2.2,12.222222222222223,"Bangladesh, Sylhet",Jul-Sep 2012,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",NA,2015,0902298,1,1,1,1,1,1,1,7
bc1382,Corica soborna,Ganges river sprat,Finfish,"Ganges river sprat, wild, raw",muscle_organs,iron,2.8,15.555555555555555,"Bangladesh, Mymensingh",Jul-Sep 2012,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",NA,2015,0902299,1,1,1,0,0,1,1,5
bc1383,Ailia coila,NA,Finfish,"Kajuli, Bashpata, wild, raw",muscle_organs,iron,0.82,4.555555555555555,"Bangladesh, Sylhet",Jul-Sep 2012,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",NA,2015,0902300,1,1,1,1,1,1,1,7
bc1384,Xenentodon cancila,NA,Finfish,"Kakila, wild, raw",muscle_organs,iron,0.65,3.6111111111111116,"Bangladesh, Mymensingh",Jul-Sep 2012,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",NA,2015,0902301,1,1,1,0,0,1,1,5
bc1385,Anabas testudineus,Climbing perch,Finfish,"Climbing perch, wild, raw",muscle_organs,iron,0.87,4.833333333333333,"Bangladesh, Mymensingh",Jul-Sep 2012,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",NA,2015,0902302,1,1,1,1,1,1,1,7
bc1386,Eleotris fusca,Dusky sleeper,Finfish,"Dusky sleeper, wild, raw",muscle_organs,iron,0.79,4.388888888888889,"Bangladesh, Khulna",Jul-Sep 2012,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",NA,2015,0902303,1,1,1,0,0,1,1,5
