obs_id,taxon_name,common_name,subgroup,sample_info,body_part,ca_mg,fe_mg,zn_mg,epa,dha,fat,protein,location,season,biblio_id,bibliography,comments_on_data_processing_methods,publication_year,food_item_id,caldata,irondata,zincdata,epadata,dhadata,proteindata,fatdata,data_here
bc1073,Puntioplites proctozystron,NA,Finfish,"cleaned fish, raw",muscle_organs,851.73,1.09736,1.66837,NA,NA,NA,NA,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",fi184,"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0901092,1,1,1,0,0,0,0,3
bc1074,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.102,0.22,NA,NA,"Russia, Siberia, Yenisei river",Mar 2003,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901093,0,0,0,1,1,0,0,2
bc1075,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.078,0.237,NA,NA,"Russia, Siberia, Yenisei river",May 2003,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901094,0,0,0,1,1,0,0,2
bc1076,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.06,0.138,NA,NA,"Russia, Siberia, Yenisei river",Jun 2003,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901095,0,0,0,1,1,0,0,2
bc1077,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.092,0.157,NA,NA,"Russia, Siberia, Yenisei river",Jul 2003,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901096,0,0,0,1,1,0,0,2
bc1078,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.079,0.176,NA,NA,"Russia, Siberia, Yenisei river",Aug 2003,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901097,0,0,0,1,1,0,0,2
bc1079,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.078,0.18,NA,NA,"Russia, Siberia, Yenisei river",Sep 2003,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901098,0,0,0,1,1,0,0,2
bc108,Bagrus docmak,Semutundu,Finfish,"Semutundu, wild, skinless, boneless, dorsal muscle, raw",muscle_skinless,NA,NA,NA,0.01008,0.04712,NA,NA,"Uganda, Lwampanga at Lake Kyoga",Dec 2005,fi23,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",NA,2008,0900108,0,0,0,1,1,0,0,2
bc1080,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.07,0.228,NA,NA,"Russia, Siberia, Yenisei river",Oct 2003,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901099,0,0,0,1,1,0,0,2
bc1081,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.071,0.177,NA,NA,"Russia, Siberia, Yenisei river",Nov 2003,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901100,0,0,0,1,1,0,0,2
bc1082,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.072,0.173,NA,NA,"Russia, Siberia, Yenisei river",Jan 2004,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901101,0,0,0,1,1,0,0,2
bc1083,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.069,0.163,NA,NA,"Russia, Siberia, Yenisei river",Mar 2004,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901102,0,0,0,1,1,0,0,2
bc1084,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.085,0.205,NA,NA,"Russia, Siberia, Yenisei river",Apr 2004,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901103,0,0,0,1,1,0,0,2
bc1085,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.046,0.139,NA,NA,"Russia, Siberia, Yenisei river",Jun 2004,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901104,0,0,0,1,1,0,0,2
bc1086,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.044,0.11,NA,NA,"Russia, Siberia, Yenisei river",Jul 2004,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901105,0,0,0,1,1,0,0,2
bc1087,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.062,0.186,NA,NA,"Russia, Siberia, Yenisei river",Aug 2004,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901106,0,0,0,1,1,0,0,2
bc1088,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.081,0.194,NA,NA,"Russia, Siberia, Yenisei river",Oct 2004,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901107,0,0,0,1,1,0,0,2
bc1089,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.056,0.167,NA,NA,"Russia, Siberia, Yenisei river",Nov 2004,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901108,0,0,0,1,1,0,0,2
bc109,Tilapia zilli,Redbelly tilapia,Finfish,"Redbelly tilapia, wild, skinless, boneless, dorsal muscle, raw",muscle_skinless,NA,NA,NA,0.0114,0.07252,NA,NA,"Uganda, Napoleon Gulf in Lake Victora",Nov 2005,fi23,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",NA,2008,0900109,0,0,0,1,1,0,0,2
bc1090,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.064,0.21,NA,NA,"Russia, Siberia, Yenisei river",Dec 2004,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901109,0,0,0,1,1,0,0,2
bc1091,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.064,0.292,NA,NA,"Russia, Siberia, Yenisei river",Mar 2005,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901110,0,0,0,1,1,0,0,2
bc1092,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.056,0.158,NA,NA,"Russia, Siberia, Yenisei river",Mar 2005,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901111,0,0,0,1,1,0,0,2
bc1093,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.077,0.201,NA,NA,"Russia, Siberia, Yenisei river",Apr 2005,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901112,0,0,0,1,1,0,0,2
bc1094,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.072,0.192,NA,NA,"Russia, Siberia, Yenisei river",Jul 2005,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901113,0,0,0,1,1,0,0,2
bc1095,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.096,0.285,NA,NA,"Russia, Siberia, Yenisei river",Aug 2005,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901114,0,0,0,1,1,0,0,2
bc1096,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.104,0.245,NA,NA,"Russia, Siberia, Yenisei river",Sep 2005,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901115,0,0,0,1,1,0,0,2
bc1097,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.092,0.235,NA,NA,"Russia, Siberia, Yenisei river",Oct 2005,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901116,0,0,0,1,1,0,0,2
bc1098,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, muscle tissues (below dorsal fin), fillet, raw",muscle,NA,NA,NA,0.041,0.121,NA,NA,"Russia, Siberia, Yenisei river",Mar 2006,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901117,0,0,0,1,1,0,0,2
bc1099,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, hard roe, raw",eggs,NA,NA,NA,0.307,0.573,NA,NA,"Russia, Siberia, Yenisei river",Sep 2003,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901118,0,0,0,1,1,0,0,2
bc110,Tilapia zilli,Redbelly tilapia,Finfish,"Redbelly tilapia, wild, skinless, boneless, dorsal muscle, raw",muscle_skinless,NA,NA,NA,0.01887,0.04401,NA,NA,"Uganda, Bukungu at Lake Kyoga",Oct 2005,fi23,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",NA,2008,0900110,0,0,0,1,1,0,0,2
bc1100,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, hard roe, raw",eggs,NA,NA,NA,0.454,1.184,NA,NA,"Russia, Siberia, Yenisei river",Mar 2005,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901119,0,0,0,1,1,0,0,2
bc1101,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, hard roe, raw",eggs,NA,NA,NA,0.178,0.57,NA,NA,"Russia, Siberia, Yenisei river",Jun 2005,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901120,0,0,0,1,1,0,0,2
bc1102,Thymallus arcticus,Arctic grayling,Finfish,"Serbian grayling, wild, hard roe, raw",eggs,NA,NA,NA,0.326,0.714,NA,NA,"Russia, Siberia, Yenisei river",Mar 2006,fi186,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358",NA,2007,0901121,0,0,0,1,1,0,0,2
bc1103,Atherina lagunae,silversides(=Sand smelts) nei,Finfish,"silverside, wild, whole, raw",whole,NA,NA,NA,0.16,0.32,6.09,19.11,"Tunisia, north coast",Sep 2008,fi187,"Selmi S., Bouriga N., Cherif M., Toujani M., Trabelsi M. (2010). Effects of drying process on a biochemical and microbiological quality of silverside (fish) Atherina lagunae. International Journal of Food Science & Technology 45: 1161 - 1168.",NA,2010,0901122,0,0,0,1,1,1,1,4
bc1106,Parapenaeopsis atlantica,Guinea shrimp,Crustacean,"Shrimp, wild, marine, flesh with shell, raw",NA,NA,NA,NA,NA,NA,0.91,22.35,"Nigeria, Lagos",NA,fi189,"Balogun A.M., Akegbejo - Samsons Y. (1992). Waste Yield, Proximate and Mineral Composition of Shrimp Resources of Nigeria's Costal Waters. Bioresource Technology. 40:157 - 161",NA,1992,0901125,0,0,0,0,0,1,1,2
bc1107,Penaeus notialis,Southern pink shrimp,Crustacean,"Shrimp, wild, marine, flesh with shell, raw",NA,NA,NA,NA,NA,NA,0.79,24.54,"Nigeria, Lagos",NA,fi189,"Balogun A.M., Akegbejo - Samsons Y. (1992). Waste Yield, Proximate and Mineral Composition of Shrimp Resources of Nigeria's Costal Waters. Bioresource Technology. 40:157 - 161",NA,1992,0901126,0,0,0,0,0,1,1,2
bc1108,Palaemon serratus,Common prawn,Crustacean,"Shrimp, wild, brackishwater, flesh with shell, raw",NA,NA,NA,NA,NA,NA,1.11,25.7,"Nigeria, Warri/Calabar",NA,fi189,"Balogun A.M., Akegbejo - Samsons Y. (1992). Waste Yield, Proximate and Mineral Composition of Shrimp Resources of Nigeria's Costal Waters. Bioresource Technology. 40:157 - 161",NA,1992,0901127,0,0,0,0,0,1,1,2
bc111,Tilapia zilli,Redbelly tilapia,Finfish,"Redbelly tilapia, wild, skinless, boneless, dorsal muscle, raw",muscle_skinless,NA,NA,NA,0.01242,NA,NA,NA,"Uganda, Lwampanga at Lake Kyoga",Dec 2005,fi23,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",NA,2008,0900111,0,0,0,1,0,0,0,1
bc1111,Crassostrea rhizophorae,Mangrove cupped oyster,Mollusc,"Mangrove oyster, wild, meat removed from shell, raw",NA,NA,NA,NA,0.120628,0.063728,1.5,10.2,"Brazil, Rio di Janeiro city, Barra de Guaratiba",Spring,fi193,"Martino R.C., Da Cruz G.M. (2004). Proximate Composition and Fatty Acid Content of the Mangrove Crassostrea rhizophorae along the year seasons. Brazilian Archives of Biology and Technology 47: 955 - 960",FA converted using XFA,2004,0901130,0,0,0,1,1,1,1,4
bc1112,Crassostrea rhizophorae,Mangrove cupped oyster,Mollusc,"Mangrove oyster, wild, meat removed from shell, raw",NA,NA,NA,NA,0.055512,0.0320736,1.6,9.9,"Brazil, Rio di Janeiro city, Barra de Guaratiba",Summer,fi193,"Martino R.C., Da Cruz G.M. (2004). Proximate Composition and Fatty Acid Content of the Mangrove Crassostrea rhizophorae along the year seasons. Brazilian Archives of Biology and Technology 47: 955 - 960",FA converted using XFA,2004,0901131,0,0,0,1,1,1,1,4
bc1113,Crassostrea rhizophorae,Mangrove cupped oyster,Mollusc,"Mangrove oyster, wild, meat removed from shell, raw",NA,NA,NA,NA,0.110386,0.072832,1.5,9.3,"Brazil, Rio di Janeiro city, Barra de Guaratiba",Autumn,fi193,"Martino R.C., Da Cruz G.M. (2004). Proximate Composition and Fatty Acid Content of the Mangrove Crassostrea rhizophorae along the year seasons. Brazilian Archives of Biology and Technology 47: 955 - 960",FA converted using XFA,2004,0901132,0,0,0,1,1,1,1,4
bc1114,Crassostrea rhizophorae,Mangrove cupped oyster,Mollusc,"Mangrove oyster, wild, meat removed from shell, raw",NA,NA,NA,NA,0.164832,0.079184,2,9.6,"Brazil, Rio di Janeiro city, Barra de Guaratiba",Winter,fi193,"Martino R.C., Da Cruz G.M. (2004). Proximate Composition and Fatty Acid Content of the Mangrove Crassostrea rhizophorae along the year seasons. Brazilian Archives of Biology and Technology 47: 955 - 960",FA converted using XFA,2004,0901133,0,0,0,1,1,1,1,4
bc1115,Euphausia superba,Antarctic krill,Crustacean,"Antarctic krill, wild, whole, raw",NA,NA,NA,NA,0.02696,0.01287,NA,NA,"USA, North of South Georgia, South Atlantic Ocean",Jan/Feb 1996,fi200,"Cripps G.C., Watkins J.L., Hill H.J., Atkinson A. (1999). Fatty acid content of Antartic krill Euphausia superba at South Georgia related to regional populations and variations in diet. Mar. Ecol. Prog. Ser. 181: 177-188",NA,1999,0901134,0,0,0,1,1,0,0,2
bc1116,Crassostrea rhizophorae,Mangrove cupped oyster,Mollusc,"Oyster, edible part, raw",NA,NA,NA,NA,NA,NA,1.06,3.22,"Brazil, Piauí, Parnaíba delta",NA,fi203,"Carvalho A.F.U., Farias D.F., Barroso C.X., Sombra C.M.L., Silvino A.S., Menezes M.O.T., Soares M.O., Fernandes D.A.O., Gouveia S.T. (2007). Nutritive value of three organisms from mangrove ecosystem: Ucides cordatus (Linnaeus, 1763), Mytella sp. (Soot-Ryen, 1955) and Crassostrea rhizophorae (Guilding, 1828). Braz. J. Biol. 67(4): 787-788",minerals expressed per DM - conversion to FW,2007,0901155,0,0,0,0,0,1,1,2
bc1117,Xiphopenaeus kroyeri,Atlantic seabob,Crustacean,"Atlantic seabob, wild, flesh, small size, raw",NA,NA,NA,NA,0.086,0.097,1,NA,"Brazil, São Paulo",NA,fi205,"Bragagnolo N., Rodriguez-Amaya D.B. (2001). Total lipid, cholesterol, and fatty acids of farmed freshwater prawn (Macrobrachium rosenbergii) and wild marine shrimp (Penaeus brasiliensis, Penaeus schimitti, Xiphopenaeus kroyeri). Journal of Food Composition and Analysis 14: 359-369","FASAT, FAMS, FAPU, FAPUN3, FAPUN6 calculated by summation of individual FA",2001,0901156,0,0,0,1,1,0,1,3
bc1118,Penaeus brasiliensis,Redspotted shrimp,Crustacean,"Redspotted shrimp, wild, flesh, medium size, raw",NA,NA,NA,NA,0.124,0.091,1,NA,"Brazil, São Paulo",NA,fi205,"Bragagnolo N., Rodriguez-Amaya D.B. (2001). Total lipid, cholesterol, and fatty acids of farmed freshwater prawn (Macrobrachium rosenbergii) and wild marine shrimp (Penaeus brasiliensis, Penaeus schimitti, Xiphopenaeus kroyeri). Journal of Food Composition and Analysis 14: 359-369","FASAT, FAMS, FAPU, FAPUN3, FAPUN6 calculated by summation of individual FA",2001,0901157,0,0,0,1,1,0,1,3
bc1119,Penaeus brasiliensis,Redspotted shrimp,Crustacean,"Redspotted shrimp, wild, flesh, medium size, raw",NA,NA,NA,NA,0.1,0.072,0.9,NA,"Brazil, Santa Catarina",NA,fi205,"Bragagnolo N., Rodriguez-Amaya D.B. (2001). Total lipid, cholesterol, and fatty acids of farmed freshwater prawn (Macrobrachium rosenbergii) and wild marine shrimp (Penaeus brasiliensis, Penaeus schimitti, Xiphopenaeus kroyeri). Journal of Food Composition and Analysis 14: 359-369","FASAT, FAMS, FAPU, FAPUN3, FAPUN6 calculated by summation of individual FA",2001,0901158,0,0,0,1,1,0,1,3
bc112,Aphanopus carbo,Black scabbardfish,Finfish,"Black scabbardfish, wild, skinless fillets, raw",muscle_skinless,11.9,NA,0.27,0.0424763,0.12370675,2.5,16.9,"Portugal, caught off Sesimbra",Jan 2007-Jan 2008,fi25,"Bandarra N.M., Batista I., Nunes M.L. (2009). Chemical composition and nutritional value of raw and cooked black scabbardfish (Aphanopus carbo). Scientia Marina 73(S2): 105-113",FA converted using XFA,2009,0900112,1,0,1,1,1,1,1,6
bc1120,Penaeus brasiliensis,Redspotted shrimp,Crustacean,"Redspotted shrimp, wild, flesh, large size, raw",NA,NA,NA,NA,0.126,0.078,1,NA,"Brazil, Santa Catarina",NA,fi205,"Bragagnolo N., Rodriguez-Amaya D.B. (2001). Total lipid, cholesterol, and fatty acids of farmed freshwater prawn (Macrobrachium rosenbergii) and wild marine shrimp (Penaeus brasiliensis, Penaeus schimitti, Xiphopenaeus kroyeri). Journal of Food Composition and Analysis 14: 359-369","FASAT, FAMS, FAPU, FAPUN3, FAPUN6 calculated by summation of individual FA",2001,0901159,0,0,0,1,1,0,1,3
bc1121,Penaeus schmitti,Southern white shrimp,Crustacean,"Southern white shrimp, wild, flesh, medium size, raw",NA,NA,NA,NA,0.085,0.062,0.9,NA,"Brazil, Santa Catarina",NA,fi205,"Bragagnolo N., Rodriguez-Amaya D.B. (2001). Total lipid, cholesterol, and fatty acids of farmed freshwater prawn (Macrobrachium rosenbergii) and wild marine shrimp (Penaeus brasiliensis, Penaeus schimitti, Xiphopenaeus kroyeri). Journal of Food Composition and Analysis 14: 359-369","FASAT, FAMS, FAPU, FAPUN3, FAPUN6 calculated by summation of individual FA",2001,0901160,0,0,0,1,1,0,1,3
bc1122,Penaeus schmitti,Southern white shrimp,Crustacean,"Southern white shrimp, wild, flesh, large size, raw",NA,NA,NA,NA,0.096,0.07,1,NA,"Brazil, Santa Catarina",NA,fi205,"Bragagnolo N., Rodriguez-Amaya D.B. (2001). Total lipid, cholesterol, and fatty acids of farmed freshwater prawn (Macrobrachium rosenbergii) and wild marine shrimp (Penaeus brasiliensis, Penaeus schimitti, Xiphopenaeus kroyeri). Journal of Food Composition and Analysis 14: 359-369","FASAT, FAMS, FAPU, FAPUN3, FAPUN6 calculated by summation of individual FA",2001,0901161,0,0,0,1,1,0,1,3
bc1123,Crangon crangon,Common shrimp,Crustacean,"Brown shrimp, wild, deheaded, peeled, raw",NA,NA,NA,NA,0.07489008,0.05958176,0.95,18.47,"Turkey, Sinop Peninsula, Black Sea",Jun 2007,fi206,"Turan H., Kaya Y. Erdem M.E. (2011). Proximate composition, cholesterol and fatty acid content of brown shrimp (Crangon crangon, L. 1758) from Sinop region, Black Sea. Journal of Aquatic Food Product Technology 20:100-107",FA converted using XFA,2011,0901162,0,0,0,1,1,1,1,4
bc1125,Tellina palatam,Palate tellin,Mollusc,"Palate tellin, wild, tissue, raw",NA,NA,NA,NA,0.024656802,0.029155424,NA,NA,"Japan, southern region fo Okinawa Island, Tomigusku intertidal flat",Jan 2001,fi207,"Bachok Z., Meziane T., Mfilinge P.L., Tsuchiaya M. (2009). Fatty acid markers as an indicator for temporal changes in food sources of the bivalve Quidnipagus palatum. Aquatic Ecosystem Health Management 12: 390-400",FAME converted using ShF,2009,0901164,0,0,0,1,1,0,0,2
bc1126,Tellina palatam,Palate tellin,Mollusc,"Palate tellin, wild, tissue, raw",NA,NA,NA,NA,0.036602927,0.02349697,NA,NA,"Japan, southern region fo Okinawa Island, Tomigusku intertidal flat",May 2001,fi207,"Bachok Z., Meziane T., Mfilinge P.L., Tsuchiaya M. (2009). Fatty acid markers as an indicator for temporal changes in food sources of the bivalve Quidnipagus palatum. Aquatic Ecosystem Health Management 12: 390-400",FAME converted using ShF,2009,0901165,0,0,0,1,1,0,0,2
bc1127,Tellina palatam,Palate tellin,Mollusc,"Palate tellin, wild, tissue, raw",NA,NA,NA,NA,0.019973921,0.009015164,NA,NA,"Japan, southern region fo Okinawa Island, Tomigusku intertidal flat",Jul 2001,fi207,"Bachok Z., Meziane T., Mfilinge P.L., Tsuchiaya M. (2009). Fatty acid markers as an indicator for temporal changes in food sources of the bivalve Quidnipagus palatum. Aquatic Ecosystem Health Management 12: 390-400",FAME converted using ShF,2009,0901166,0,0,0,1,1,0,0,2
