Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,BodyShapeI,DemersPelag,Fresh,Brack,Saltwater,DepthRangeDeep,Length,nutrient,concentration,reference,abs_lat,seanuts_id2,subgroup,source,part,page_id,level_1,level_2,realm
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,protein_g,NA,72,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,protein_g,NA,81,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,protein_g,18,79,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,protein_g,NA,55,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,protein_g,NA,72,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fat_g,NA,62,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fat_g,9,23,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fat_g,NA,81,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fat_g,13.1,82,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fat_g,9.8,27,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fat_g,11.9,48,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fat_g,16.4,27,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fat_g,16.4,72,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fat_g,NA,81,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fat_g,8,79,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fat_g,NA,55,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fat_g,6.2,72,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fapun3,NA,62,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fapun3,NA,23,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fapun3,NA,81,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fapun3,NA,82,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fapun3,NA,27,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fapun3,1.97,48,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fapun3,NA,27,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fapun3,NA,72,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fapun3,NA,81,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fapun3,1.2,79,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fapun3,NA,55,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fapun3,NA,72,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fapun_all_g,2.13,62,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fapun_all_g,2.1,23,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fapun_all_g,NA,81,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fapun_all_g,2.54,82,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fapun_all_g,NA,27,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fapun_all_g,NA,48,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fapun_all_g,NA,27,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fapun_all_g,NA,72,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fapun_all_g,NA,81,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fapun_all_g,2.1,79,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fapun_all_g,2.55,55,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,fapun_all_g,NA,72,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,mn_mg,0.035,62,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,mn_mg,NA,23,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,mn_mg,NA,81,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,mn_mg,0.01,82,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,mn_mg,0.12,27,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,mn_mg,NA,48,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,mn_mg,NA,27,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,mn_mg,NA,72,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,mn_mg,NA,81,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,mn_mg,NA,79,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,mn_mg,NA,55,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,mn_mg,NA,72,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,mg_mg,32,62,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,mg_mg,NA,23,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,mg_mg,NA,81,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,mg_mg,26,82,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,mg_mg,36,27,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,mg_mg,NA,48,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,mg_mg,NA,27,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,mg_mg,NA,72,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,mg_mg,NA,81,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,mg_mg,NA,79,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,mg_mg,NA,55,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,mg_mg,NA,72,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,epa,NA,62,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,epa,0.7,23,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,epa,NA,81,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,epa,0.57,82,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,epa,NA,27,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,epa,NA,48,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,epa,NA,27,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,epa,NA,72,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,epa,NA,81,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,epa,NA,79,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,epa,1.05,55,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,epa,NA,72,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,dha,NA,62,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,dha,0.9,23,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,dha,NA,81,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,dha,1.25,82,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,dha,NA,27,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,dha,NA,48,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,dha,NA,27,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,dha,NA,72,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,dha,NA,81,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,dha,NA,79,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,dha,1.29,55,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,NA,brack,marine,364,45,dha,NA,72,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,brackmarine
Clupea pallasii pallasii,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,pelagic-neritic,fresh,brack,marine,475,46,ca_mg,NA,23,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,freshbrackmarine
Clupea pallasii pallasii,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,pelagic-neritic,fresh,brack,marine,475,46,ca_mg,NA,81,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,freshbrackmarine
Clupea pallasii pallasii,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,pelagic-neritic,fresh,brack,marine,475,46,ca_mg,19,19,NA,NA,NA,cine,eggs,6431,Fish,Saltwater Fish,freshbrackmarine
Clupea pallasii pallasii,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,pelagic-neritic,fresh,brack,marine,475,46,ca_mg,NA,27,NA,NA,NA,cine,eggs,6431,Fish,Saltwater Fish,freshbrackmarine
Clupea pallasii pallasii,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,pelagic-neritic,fresh,brack,marine,475,46,ca_mg,19,77,NA,NA,NA,cine,eggs,6431,Fish,Saltwater Fish,freshbrackmarine
Clupea pallasii pallasii,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,pelagic-neritic,fresh,brack,marine,475,46,ca_mg,NA,34,NA,NA,NA,cine,eggs,6431,Fish,Saltwater Fish,freshbrackmarine
Clupea pallasii pallasii,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,pelagic-neritic,fresh,brack,marine,475,46,ca_mg,83,27,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,freshbrackmarine
Clupea pallasii pallasii,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,pelagic-neritic,fresh,brack,marine,475,46,ca_mg,NA,27,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,freshbrackmarine
Clupea pallasii pallasii,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,pelagic-neritic,fresh,brack,marine,475,46,ca_mg,NA,66,NA,NA,NA,cine,whole,6431,Fish,Saltwater Fish,freshbrackmarine
Clupea pallasii pallasii,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,pelagic-neritic,fresh,brack,marine,475,46,ca_mg,83,79,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,freshbrackmarine
Clupea pallasii pallasii,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,pelagic-neritic,fresh,brack,marine,475,46,ca_mg,NA,72,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,freshbrackmarine
Clupea pallasii pallasii,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,pelagic-neritic,fresh,brack,marine,475,46,zn_mg,NA,23,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,freshbrackmarine
Clupea pallasii pallasii,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,pelagic-neritic,fresh,brack,marine,475,46,zn_mg,NA,81,NA,NA,NA,cine,muscle,6431,Fish,Saltwater Fish,freshbrackmarine
Clupea pallasii pallasii,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,pelagic-neritic,fresh,brack,marine,475,46,zn_mg,NA,19,NA,NA,NA,cine,eggs,6431,Fish,Saltwater Fish,freshbrackmarine
Clupea pallasii pallasii,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,pelagic-neritic,fresh,brack,marine,475,46,zn_mg,NA,27,NA,NA,NA,cine,eggs,6431,Fish,Saltwater Fish,freshbrackmarine
