asfis_scientific_name,food_name_in_english,taxonkey,lwa,lwb,slmax,slmax_nov28,slmax_source,tl,tl_se,tl_nov28,tlse_nov28,number,sci_name,food_item_id,subgroup,country_region,type,isscaap,isscaap_cat,habitat,x3_alpha,food_name_in_own_language,processing,asfis_english_name,season,other,latitude,abs_lat,length_from_study,length_3,n_x,water_g,fat_g,fatce_g,fat_g_2,fasat_g,fams_g,fapu_g,faun_g,fatrn_g,facid_g,fapun3_g,fapun6_g,fapun9_g,epa_g,dha_g,food_item_id_2,max_length_study,comments_on_data_processing_methods_y,publication_year,biblioid_y,compiler,edible,enerc_kj_original,enerc_kcal_original,enera_kcal,dm_g,water_g_2,xn,nt_g,protcnt_g,protcnp_g,prot_g,npro_g,nnp_mg,fat_g_3,fatce_g_2,fat_g_1,fasat_g_2,fams_g_2,fapu_g_2,faun_g_2,ca_mg,fe_mg,id_mcg,k_mg,mg_mg,mn_mg,se_mcg,hg_mcg,pb_mcg,sr_mcg,retol_mcg,retol13_mcg,retoldh_mcg,retolsum_mcg,carta_mcg,cartb_mcg,atx_mcg,zea_mcg,cartoid_mcg,chocal_mcg,tocpha_mg,vitb6a_mg,vitb12_mcg,vitc_mg,zn_mg,food_name_clean,database,nutrient_ref,biblioid
Arius spp,"Sea catfish, wild, dorsal muscle tissue, skin-on, raw",NA,0.01096,2.98,70.0,NA,http://fishbase.ca/summary/1294,3.7,0.5,NA,NA,67,Arius madagascariensis,900823,Finfish,"Madagascar, Betsiboka River",W,33,Miscellaneous coastal fishes,marine,AWX,NA,r,NA,Oct,"length and weight of fish: 20-30cm, 150-300g, ca 1year old",-16.041655,16.041655,30.0,27e3,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,0.6506474,0.89352064,NA,0.03319092,0.33032868,900823,30.0,FA converted using XFA,2008,fi123,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sea_catfish_wild_dorsal_muscle_tissue_skin-on_raw,NA,NA,NA
Arius spp,"Sea catfish, wild, dorsal muscle tissue, skin-on, raw",NA,0.01096,2.98,70.0,NA,http://fishbase.ca/summary/1295,3.7,0.5,NA,NA,68,Arius madagascariensis,900824,Finfish,"Madagascar, Betsiboka River",W,33,Miscellaneous coastal fishes,marine,AWX,NA,r,NA,Nov,"length and weight of fish: 20-30cm, 150-300g, ca 1year old",-16.041655,16.041655,30.0,27e3,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,0.80538172,1.13138388,NA,0.03548732,0.48479288,900824,30.0,FA converted using XFA,2008,fi123,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sea_catfish_wild_dorsal_muscle_tissue_skin-on_raw,NA,NA,NA
Arnoglossus laterna,"Scald fish, wild, edible flesh, raw",NA,0.00562,3.12,25.0,NA,http://www.fishbase.org/summary/41,3.6,0.5,NA,NA,69,Arnoglossus laterna,900435,Finfish,"Greece, Aegean Sea",W,31,"Flounders, halibuts, soles",marine,MSF,Arnoglossa,r,Mediterranean scaldfish,NA,NA,39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900435,NA,NA,1995,fi80,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scald_fish_wild_edible_flesh_raw,NA,NA,NA
Arripis trutta,"Kahawai, wild, skinless fillet, frozen",605048,0.0033,2.8099999430000002,75.0,NA,NA,4.07,0.69,NA,NA,70,Arripis trutta,900204,Finfish,New Zealand,W,33,Miscellaneous coastal fishes,marine,ASA,NA,r,Australian salmon,Feb-84,"mean length and weight of fish: 48cm, 1775g",-40.900557,40.900557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900204,48.0,NA,1985,fi42,DR,0.346,NA,NA,NA,NA,69.3,NA,NA,21.2,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kahawai_wild_skinless_fillet_frozen,NA,NA,NA
Aspitrigla cuculus,"East Atlantic red gurnard,  wild, fillet, raw",NA,0.00813,3.06,50.0,NA,http://www.fishbase.org/summary/Chelidonichthys-cuculus.html,3.9,0.6,NA,NA,71,Aspitrigla cuculus,900329,Finfish,"Turkey, Mediterranean Sea",W,34,Miscellaneous demersal fishes,marine,GUR,NA,r,Red gurnard,NA,NA,37.370157,37.370157,NA,NA,1,NA,0.87,NA,NA,0.230437466,0.187506284,0.19927558,0.05149067,NA,NA,0.172727793,0.024541657,NA,0.018991364,0.151529686,900329,NA,FA converted using XFA,2009,fi67,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,NA,NA,0.23,0.19,0.2,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East_Atlantic_red_gurnard_wild_fillet_raw,NA,NA,NA
Aspius aspius,"Aspe, wild, skinless fillet, raw",NA,NA,NA,120.0,NA,http://www.fishbase.org/summary/4783,4.5,0.8,NA,NA,72,Aspius aspius,900156,Finfish,"Greece, Evros River",W,11,"Carps, barbels and other cyprinids",freshwater,ASU,NA,r,Ase,Summer 1987,"mean length and weight: 50cm, 1400g",41.53,41.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900156,50.0,NA,1989,fi32,DR,NA,NA,NA,NA,NA,70,6.25,NA,21.0,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,70.0,0.9,NA,400.0,70.0,0.07,NA,8,nd,nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,Aspe_wild_skinless_fillet_raw,NA,NA,NA
Aspius aspius,"Aspe, wild, skinless fillet, raw",NA,NA,NA,120.0,NA,http://www.fishbase.org/summary/4783,4.5,0.8,NA,NA,73,Aspius aspius,900157,Finfish,"Greece, Evros River",W,11,"Carps, barbels and other cyprinids",freshwater,ASU,NA,r,Aspe,Summer 1988,"mean length and weight: 40cm, 700g",41.53,41.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900157,40.0,NA,1989,fi32,DR,NA,NA,NA,NA,NA,70,6.25,NA,23.0,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,70.0,1.0,NA,400.0,60.0,0.08,NA,7,30,nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,Aspe_wild_skinless_fillet_raw,NA,NA,NA
Atheresthes stomias,"Arrow-tooth flounder, wild, fillets, raw",600517,0.01981,2.791300058,69.0,NA,NA,4.26,0.75,NA,NA,74,Atheresthes stomias,900151,Finfish,"USA, Alaska, Kodiak",W,31,"Flounders, halibuts, soles",marine,ARF,NA,r,Arrow-tooth flounder,02-Apr,NA,57.79,57.79,NA,NA,1,NA,NA,NA,3.51,0.802075779,1.250023726,0.853356147,0.226374348,NA,NA,0.79535563,0.049898705,NA,0.393730288,0.237639134,900151,NA,FAME converted using ShF and XFA,2005,fi30,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.51,0.8,1.25,0.85,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arrow-tooth_flounder_wild_fillets_raw,NA,NA,NA
Atherina boyeri,"Big-scale sand smelt, wild, whole, raw",601696,0.0075,3.023000002,20.0,NA,NA,3.12,0.26,NA,NA,75,Atherina boyeri,900797,Finfish,"Tunisia, Bizerta Sea",W,37,Miscellaneous pelagic fishes,marine,ATB,NA,r,Big-scale sand smelt,07-Sep,"mean length and weight of fish: 8.18cm, 4.82g; FA as % of FACID, FACID calculated using CF; AA as mg/g protein",37.266667,37.266667,8.18,547.343432,NA,71.99,6.2,NA,NA,2.45635264,1.43127392,1.49897312,NA,NA,NA,NA,NA,NA,0.34639424,0.47727936,900797,8.18,FA converted using XFA,2010,fi121,DR,NA,NA,NA,NA,NA,71.99,NA,NA,19.41,NA,NA,NA,NA,6.2,NA,NA,2.46,1.43,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big-scale_sand_smelt_wild_whole_raw,NA,NA,NA
Atherinidae,"Smelt, wild, whole, raw",NA,0.00575,3.06,20.0,NA,http://www.fishbase.org/Summary/SpeciesSummary.php?ID=1697&AT=smelt,3.2,0.33,NA,NA,78,Atherina sp.,902191,Finfish,"Tunisia, Kerkannah's Islands",W,37,Miscellaneous pelagic fishes,marine,SIL,NA,r,NA,07-Sep,"mean length and weight of fish: 4.65cm, 0.76g; FA as % of FACID, FACID calculated using CF; AA as mg/g protein",34.7,34.7,4.65,100.544625,NA,74.48,5.03,NA,NA,1.530616636,1.485571735,1.257162237,NA,NA,NA,NA,NA,NA,0.146054679,0.234779484,902191,4.65,FA converted using XFA,2010,fi121,DR,NA,NA,NA,NA,NA,74.48,NA,NA,17.86,NA,NA,NA,NA,5.03,NA,NA,1.53,1.49,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Smelt_wild_whole_raw,NA,NA,NA
Atherinidae,"Smelt, wild, whole, raw",NA,0.00575,3.06,20.0,NA,http://www.fishbase.org/Summary/SpeciesSummary.php?ID=1697&AT=smelt,3.2,0.33,NA,NA,76,Atherina lagunae,900798,Finfish,"Tunisia, Bizerta Lagoon",W,37,Miscellaneous pelagic fishes,marine,SIL,NA,r,NA,07-Sep,"mean length and weight of fish: 8.02cm, 3.64g; FA as % of FACID, FACID calculated using CF; AA as mg/g protein",37.266667,37.266667,8.02,515.849608,NA,73.31,6.09,NA,NA,2.047203312,2.00510714,1.072898489,NA,NA,NA,NA,NA,NA,0.200510714,0.243160783,900798,8.02,FA converted using XFA,2010,fi121,DR,NA,NA,NA,NA,NA,73.31,NA,NA,19.11,NA,NA,NA,NA,6.09,NA,NA,2.05,2.01,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Smelt_wild_whole_raw,NA,NA,NA
Atherinidae,"silverside, wild, whole, raw",NA,0.00575,3.06,20.0,NA,http://www.fishbase.org/Summary/SpeciesSummary.php?ID=1697&AT=smelt,3.2,0.33,NA,NA,77,Atherina lagunae,901122,Finfish,"Tunisia, north coast",W,37,Miscellaneous pelagic fishes,marine,SIL,NA,r,silversides_=Sand smelts nei,08-Sep,"mean length and weight: 8.05cm, 4.16g;",37.509726,37.509726,8.05,521.660125,NA,73.31,6.09,NA,NA,2.49,1.7,1.23,0.25,NA,NA,NA,NA,NA,0.16,0.32,901122,8.05,NA,2010,fi187,S.E.,NA,NA,NA,NA,NA,73.31,NA,NA,19.11,NA,NA,NA,NA,6.09,NA,NA,2.49,1.7,1.23,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,silverside_wild_whole_raw,NA,NA,NA
Atrobucca nibe,"Meagre/Croaker, wild, edible flesh, raw",NA,0.00603,3.05,45.0,NA,http://www.fishbase.org/summary/941,3.6,0.5,NA,NA,248,Corvina nigra,900425,Finfish,"Greece, Aegean Sea",W,33,Miscellaneous coastal fishes,marine,CRL,Sikios/Pantelis,r,Blackmouth croaker,Winter,NA,39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900425,NA,FAT- _analyzed according to AOAC 1975,1995,fi80,DR,NA,NA,NA,NA,NA,78,6.25,NA,20.0,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Meagre/Croaker_wild_edible_flesh_raw,NA,NA,NA
Auxis rochei,"Bullet tuna, wild, ventral muscle, raw",600093,0.00464,3.361999989,50.0,NA,NA,4.1,0.6,NA,NA,79,Auxis rochei,901007,Finfish,"Japan, Pacific Ocean _sea off",W,36,"Tunas, bonitos, billfishes",marine,BLT,NA,r,Bullet tuna,"May 1992, 1994","mean length and weight of fish: 32.1cm, 685.5g",36.204824,36.204824,32.1,33076.161,NA,NA,NA,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5807742,3.6417836,901007,32.1,FAT- _no method for lipid extraction given; FA converted using XFA; FA tr: <0.3% of FACID,1996,fi160,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bullet_tuna_wild_ventral_muscle_raw,NA,NA,NA
Auxis rochei,"Bullet tuna, wild, dorsal muscle, raw",600093,0.00464,3.361999989,50.0,NA,NA,4.1,0.6,NA,NA,80,Auxis rochei,901006,Finfish,"Japan, Pacific Ocean _sea off",W,36,"Tunas, bonitos, billfishes",marine,BLT,NA,r,Bullet tuna,"May 1992, 1994","mean length and weight of fish: 32.1cm, 685.5g",36.204824,36.204824,32.1,33076.161,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.325155,0.8584092,901006,32.1,FAT- _no method for lipid extraction given; FA converted using XFA; FA tr: <0.3% of FACID,1996,fi160,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bullet_tuna_wild_dorsal_muscle_raw,NA,NA,NA
Auxis thazard,"Frigate tuna, adult fish, muscle flesh, middle portion, raw",NA,0.00955,3.06,54.0,NA,http://www.fishbase.org/summary/94,4.34,0.68,NA,NA,83,Auxis thazard thazard,900885,Finfish,"Brazil, S†o Paulo, Santos cost",W,36,"Tunas, bonitos, billfishes",marine,FRI,Bonito cachorro,r,Frigate tuna,NA,NA,-23.372169,23.372169,NA,NA,NA,NA,6.05,NA,NA,1.8997,0.9317,NA,NA,NA,NA,2.74065,0.18755,NA,0.5324,2.0086,900885,NA,NA,2007,fi131,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.05,NA,NA,1.9,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frigate_tuna_adult_fish_muscle_flesh_middle_portion_raw,NA,NA,NA
Auxis thazard,"Frigate tuna, wild, ventral muscle, raw",600094,0.00997,3.130000114,65.0,NA,NA,4.3,0.7,NA,NA,81,Auxis thazard,901009,Finfish,"Japan, Pacific Ocean _sea off",W,36,"Tunas, bonitos, billfishes",marine,FRI,NA,r,Frigate tuna,"May 1992, Dez 1996","mean length and weight of fish: 38.3cm, 987.1g",36.204824,36.204824,38.3,56181.887,NA,NA,NA,NA,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3707943,3.7308216,901009,38.3,FAT- _no method for lipid extraction given; FA converted using XFA; FA tr: <0.3% of FACID,1996,fi160,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frigate_tuna_wild_ventral_muscle_raw,NA,NA,NA
Auxis thazard,"Frigate tuna, wild, dorsal muscle, raw",600094,0.00997,3.130000114,65.0,NA,NA,4.3,0.7,NA,NA,82,Auxis thazard,901008,Finfish,"Japan, Pacific Ocean _sea off",W,36,"Tunas, bonitos, billfishes",marine,FRI,NA,r,Frigate tuna,"May 1992, Dez 1995","mean length and weight of fish: 38.3cm, 987.1g",36.204824,36.204824,38.3,56181.887,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4661453,1.3430523,901008,38.3,FAT- _no method for lipid extraction given; FA converted using XFA; FA tr: <0.3% of FACID,1996,fi160,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frigate_tuna_wild_dorsal_muscle_raw,NA,NA,NA
Bagrus docmak,"Catfish A, wild, muscle fillet, raw",NA,0.00955,3.01,127.0,NA,http://www.fishbase.org/summary/6519,4.1,0.95,NA,NA,84,Bagrus docmac,900144,Finfish,"Uganda, Lake Viktoria, Kasenyi and Ggaba",W,13,Miscellaneous freshwater fishes,freshwater,BGK,NA,r,Semutundu,08-Feb,mean weight of fish: 4250g,-0.033333,0.033333,NA,NA,NA,NA,NA,NA,6.25,1.78042225,1.2627915,2.3776885,NA,NA,NA,1.46188025,0.91580825,NA,0.38111275,0.659837,900144,NA,FA converted using XFA,2011,fi28,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,1.78,1.26,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Catfish_A_wild_muscle_fillet_raw,NA,NA,NA
Bagrus docmak,"Semutundu, wild, skinless, boneless, dorsal muscle, raw",NA,0.00955,3.01,127.0,NA,NA,4.1,0.95,NA,NA,85,Bagrus docmas,900107,Finfish,"Uganda, Napoleon Gulf in Lake Victora",W,13,Miscellaneous freshwater fishes,freshwater,BGK,NA,r,Semutundu,05-Nov,NA,-0.755775,0.755775,NA,NA,1,NA,NA,NA,NA,0.0923,0.03744,0.13,NA,NA,0.26,0.091,0.03094,NA,0.013,0.06384,900107,NA,NA,2008,fi23,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.04,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Semutundu_wild_skinless_boneless_dorsal_muscle_raw,NA,NA,NA
Bagrus docmak,"Semutundu, wild, skinless, boneless, dorsal muscle, raw",NA,0.00955,3.01,127.0,NA,NA,4.1,0.95,NA,NA,86,Bagrus docmas,900108,Finfish,"Uganda, Lwampanga at Lake Kyoga",W,13,Miscellaneous freshwater fishes,freshwater,BGK,NA,r,Semutundu,05-Dec,NA,1.504705,1.504705,NA,NA,1,NA,NA,NA,NA,0.10388,0.04564,0.13048,NA,NA,0.28,0.08176,0.03892,NA,0.01008,0.04712,900108,NA,NA,2008,fi23,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.05,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Semutundu_wild_skinless_boneless_dorsal_muscle_raw,NA,NA,NA
Balistidae,"Grey triggerfish, wild, edible portion, raw",607327,0.021400001,3.0,53.0,NA,NA,3.44,0.4,NA,NA,87,Balistes capriscus,900966,Finfish,"Mexico, Veracruz, Gulf of Mexico",W,33,Miscellaneous coastal fishes,marine,TRI,NA,r,"Triggerfishes, durgons nei",Nov-94,NA,19.173773,19.173773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900966,NA,"FAT- _analyzed according to AOAC 1990, method 932.02",1998,fi149,DR,NA,NA,NA,102.32,NA,77.9,NA,NA,17.1,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grey_triggerfish_wild_edible_portion_raw,NA,NA,NA
Balistidae,"Grey triggerfish,  wild, fillet, raw",NA,0.01905,2.93,60.0,NA,http://www.fishbase.org/summary/7327,3.6,0.5,NA,NA,88,Balsistes capriscus,900330,Finfish,"Turkey, Mediterranean Sea",W,33,Miscellaneous coastal fishes,marine,TRI,NA,r,"Triggerfishes, durgons nei",NA,NA,37.370157,37.370157,NA,NA,1,NA,0.53,NA,NA,0.155552509,0.072978774,0.100764925,0.027393792,NA,NA,0.074655217,0.026109708,NA,0.015765698,0.057926456,900330,NA,FA converted using XFA,2009,fi67,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,NA,NA,0.16,0.07,0.1,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grey_triggerfish_wild_fillet_raw,NA,NA,NA
Barbonymus goniontus,"Common silver barb, wild, muscle fillet, raw",NA,0.01514,2.9,40.5,NA,http://www.fishbase.se/summary/286,2.4,0.13,2.4,0.13,837,Puntius gonionotus,900001,Finfish,"Thailand, main rivers _Chaopraya, Bangprakong, Mae-klong, Thajean",W,11,"Carps, barbels and other cyprinids",freshwater,PTG,Pla Ta-pien,r,silver barb,May-Oct,NA,15.484682,15.484682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900001,NA,NNP calc. as % of TN,1999,fi2,DR,0.54,NA,NA,NA,NA,73.4,6.25,2.9,17.9,NA,NA,2.7,203,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Common_silver_barb_wild_muscle_fillet_raw,NA,NA,NA
Belone belone,"Garfish, wild, edible part, raw",600047,5.5e-4,3.177999973,89.0,NA,NA,4.21,0.74,NA,NA,94,Belone belone,900289,Finfish,"Turkey, Black Sea",W,37,Miscellaneous pelagic fishes,marine,GAR,NA,r,Garfish,fall 1995-spring 1996,NA,42.163403,42.163403,NA,NA,1,65.11,13.42,NA,NA,4.439938382,4.160198746,3.667559918,0.110162954,NA,NA,2.98925319,0.678306728,NA,0.490163256,2.161174356,900289,NA,FA converted using XFA,1998,fi57,DR,NA,849.2,NA,NA,NA,65.11,6.25,NA,20.05,NA,NA,NA,NA,13.42,NA,NA,4.44,4.16,3.67,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garfish_wild_edible_part_raw,NA,NA,NA
Bivalvia,"Mussel, wild, soft body, raw",NA,NA,NA,2.3,NA,http://www.sealifebase.ca/summary/Brachidontes-pharaonis.html,NA,NA,NA,NA,105,Brachidontes pharaonis,901168,Molluscs,"Turkey, Iel, Akkuyu bay, Mediterranean Sea",W,54,Mussels,marine,CLX,NA,r,NA,May 1999-Apr 2000,"mean length and weight: 1.91cm, 0.022g",36.632173,36.632173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901168,1.91,NA,2005,fi208,V.N.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01579,Mussel_wild_soft_body_raw,NA,NA,NA
Boops boops,"Bogue seabream, wild, edible flesh, raw",600203,0.0097,3.0,30.0,NA,NA,3.0,0.03,NA,NA,95,Boops boops,900455,Finfish,"Greece, Aegean Sea",W,33,Miscellaneous coastal fishes,marine,BOG,Gopa,r,Bogue,Spring,NA,39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900455,NA,FAT- _analyzed according to AOAC 1975,1995,fi80,DR,NA,NA,NA,NA,NA,81,6.25,NA,17.0,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bogue_seabream_wild_edible_flesh_raw,NA,NA,NA
Boops boops,"Bogue seabream, wild, edible flesh, raw",600203,0.0097,3.0,30.0,NA,NA,3.0,0.03,NA,NA,99,Boops boops,900456,Finfish,"Greece, Aegean Sea",W,33,Miscellaneous coastal fishes,marine,BOG,Gopa,r,Bogue,Fall,NA,39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900456,NA,FAT- _analyzed according to AOAC 1975,1995,fi80,DR,NA,NA,NA,NA,NA,78,6.25,NA,18.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bogue_seabream_wild_edible_flesh_raw,NA,NA,NA
Boops boops,"Bogue seabream, wild, edible flesh, raw",600203,0.0097,3.0,30.0,NA,NA,3.0,0.03,NA,NA,97,Boops boops,900457,Finfish,"Greece, Aegean Sea",W,33,Miscellaneous coastal fishes,marine,BOG,Gopa,r,Bogue,Winter,NA,39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900457,NA,FAT- _analyzed according to AOAC 1975,1995,fi80,DR,NA,NA,NA,NA,NA,79,6.25,NA,20.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bogue_seabream_wild_edible_flesh_raw,NA,NA,NA
