"x","calcium_rdi","zinc_rdi","iron_rdi","epa_rdi","dha_rdi","species_no","number_of_targets","threshold","group"
9,0,0,0,1,1,9,2,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,1,0,0,0,5,1,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,1,1,10,2,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,1,0,0,0,5,1,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,1,0,0,0,7,1,"100","all species"
8,0,0,0,1,1,8,2,"100","all species"
9,0,0,0,1,1,9,2,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,1,0,0,0,6,1,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,1,0,0,0,9,1,"100","all species"
10,0,0,0,1,1,10,2,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,1,1,4,2,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,1,1,8,2,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,1,1,4,2,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,1,1,4,2,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,1,1,9,2,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,1,0,0,0,1,1,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,1,0,0,0,3,1,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,1,1,7,2,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,1,0,1,1,9,3,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,1,1,3,2,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,1,0,0,5,1,"100","all species"
6,0,0,0,1,1,6,2,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,1,1,10,2,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,1,1,10,2,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,1,1,2,2,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,1,1,8,2,"100","all species"
9,0,1,0,1,1,9,3,"100","all species"
10,0,0,0,1,1,10,2,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,1,1,9,2,"100","all species"
10,0,0,0,1,1,10,2,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,1,1,4,2,"100","all species"
5,0,0,0,1,1,5,2,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,1,0,0,0,7,1,"100","all species"
8,0,0,0,1,1,8,2,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,1,1,10,2,"100","all species"
1,1,0,0,0,0,1,1,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,1,1,5,2,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,1,1,7,2,"100","all species"
8,0,0,0,1,1,8,2,"100","all species"
9,0,0,0,1,1,9,2,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,1,1,3,2,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,1,0,0,0,6,1,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,1,0,1,1,8,3,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,1,1,2,2,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,1,1,4,2,"100","all species"
5,0,0,0,1,1,5,2,"100","all species"
6,0,0,0,1,1,6,2,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,1,0,1,1,10,3,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,1,0,0,0,5,1,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,1,0,1,1,10,3,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,1,0,0,0,4,1,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,1,1,9,2,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,1,1,8,2,"100","all species"
9,0,0,0,1,1,9,2,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,1,0,0,0,2,1,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,1,1,8,2,"100","all species"
9,0,0,0,1,1,9,2,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,1,1,5,2,"100","all species"
6,0,1,0,0,0,6,1,"100","all species"
7,0,1,0,0,0,7,1,"100","all species"
8,0,0,0,1,1,8,2,"100","all species"
9,0,0,0,1,1,9,2,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,1,1,7,2,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,1,1,10,2,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,1,1,6,2,"100","all species"
7,0,0,0,1,1,7,2,"100","all species"
8,0,0,0,1,1,8,2,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,1,1,6,2,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,1,0,0,0,9,1,"100","all species"
10,0,0,0,1,1,10,2,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,1,1,4,2,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,1,1,6,2,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,1,1,9,2,"100","all species"
10,0,1,0,0,0,10,1,"100","all species"
1,0,0,0,1,1,1,2,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,1,1,4,2,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,1,1,9,2,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,1,0,0,0,2,1,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,1,1,8,2,"100","all species"
9,0,0,0,1,1,9,2,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,1,1,2,2,"100","all species"
3,0,0,0,1,1,3,2,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,1,0,0,0,6,1,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,1,0,0,0,9,1,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,1,0,0,2,1,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,1,0,0,0,6,1,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,1,1,10,2,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,1,1,2,2,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,1,1,8,2,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,1,1,2,2,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,1,1,8,2,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,1,0,0,0,1,1,"100","all species"
2,0,1,0,0,0,2,1,"100","all species"
3,0,0,0,1,1,3,2,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,1,1,6,2,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,1,1,10,2,"100","all species"
1,0,0,0,1,1,1,2,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,1,1,7,2,"100","all species"
8,0,1,0,0,0,8,1,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,1,1,5,2,"100","all species"
6,0,1,0,1,1,6,3,"100","all species"
7,0,1,0,0,0,7,1,"100","all species"
8,0,0,0,1,1,8,2,"100","all species"
9,0,0,0,1,1,9,2,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,1,1,4,2,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,1,1,8,2,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,1,0,1,1,10,3,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,1,1,8,2,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,1,1,10,2,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,1,1,4,2,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,1,0,0,1,2,2,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,1,1,6,2,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,1,1,9,2,"100","all species"
10,0,0,0,1,1,10,2,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,1,0,0,0,2,1,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,1,1,5,2,"100","all species"
6,0,1,0,0,0,6,1,"100","all species"
7,0,1,0,0,0,7,1,"100","all species"
8,0,0,0,1,1,8,2,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,1,1,2,2,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,1,0,0,0,8,1,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,1,1,5,2,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,1,0,0,0,2,1,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,1,1,4,2,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,1,1,10,2,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,1,1,6,2,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,1,1,8,2,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,1,1,4,2,"100","all species"
5,0,0,0,1,1,5,2,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,1,0,0,0,8,1,"100","all species"
9,0,1,0,0,0,9,1,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,1,1,9,2,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,1,1,2,2,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,1,1,8,2,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,1,0,0,0,10,1,"100","all species"
1,0,0,0,1,1,1,2,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,1,1,6,2,"100","all species"
7,0,0,0,1,1,7,2,"100","all species"
8,0,0,0,1,1,8,2,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,1,1,10,2,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,1,1,9,2,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,1,1,4,2,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,1,1,9,2,"100","all species"
10,0,1,0,0,0,10,1,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,1,1,6,2,"100","all species"
7,0,0,0,1,1,7,2,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,0,0,9,0,"100","all species"
10,0,0,0,1,1,10,2,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,1,1,9,2,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,0,0,4,0,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,1,0,0,0,7,1,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,0,0,1,1,9,2,"100","all species"
10,0,0,0,1,1,10,2,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,0,0,3,0,"100","all species"
4,0,0,0,1,1,4,2,"100","all species"
5,0,0,0,0,0,5,0,"100","all species"
6,0,0,0,0,0,6,0,"100","all species"
7,0,0,0,0,0,7,0,"100","all species"
8,0,0,0,0,0,8,0,"100","all species"
9,0,1,0,0,0,9,1,"100","all species"
10,0,0,0,0,0,10,0,"100","all species"
1,0,0,0,0,0,1,0,"100","all species"
2,0,0,0,0,0,2,0,"100","all species"
3,0,0,0,1,1,3,2,"100","all species"
4,0,0,0,1,1,4,2,"100","all species"
