ref_info,Bibliography,biblioid2,seanuts_id2,food_item_id_2,food_name_clean,database,nutrient_ref,species_name,genus_species,subgroup,prot_g,protcnt_g,protein_g,fat_g,fapun3,fapun_all_g,epa,dha,ca_mg,zn_mg,fe_mg,tl,length_from_study,length_source,abs_lat,latitude,slmax,slmax_nov28,slmax_source,lwa,lwb,country_region,isscaap_cat,isscaap,season,asfis_scientific_name_fishbase_swap_in_progress,season.x,season.y,Herbivory2,HerbivoryRef,FeedingType,FeedingTypeRef,DietTroph,DietSeTroph,FoodTroph,FoodSeTroph,IsoTroph,IsoseTroph,EcoTroph,EcoseTroph,StockCode,SpecCode.x,SpecCode.y,Genus,Species,FBname,Subfamily,DemersPelag,AnaCat,DepthRangeShallow,DepthRangeDeep,LTypeMaxM,LTypeMaxF,LTypeComM,LTypeComF,Length,CommonLength,CommonLengthF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Sp2000_HierarchyCode,reference,Fresh,Marine,BrackishWater,Brack,LengthFemale,MaxLengthRef,notes,weight_from_study,Mar_fresh,wild_farmed,body_parts_included_excluded,included_excluded,X20,vit_a_IU,K_mg,mg_mg,X32
http://www.sciencedirect.com.ezproxy.library.ubc.ca/science/article/pii/S0308814608007796,NA,NA,1735,NA,NA,NA,NA,Chamelea gallina,NA NA,mollusc,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0241,10.75505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.sciencedirect.com.ezproxy.library.ubc.ca/science/article/pii/S0308814608007796,NA,NA,1736,NA,NA,NA,NA,Donax trunculus,NA NA,mollusc,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75985,33.55455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Skonberg, Denise I., and Brian L. Perkins. ""Nutrient composition of green crab (Carcinus maenus) leg meat and claw meat."" Food Chemistry 77.4 (2002): 401-404.",NA,NA,1737,NA,NA,NA,NA,Carcinus maenus,NA NA,crustacean,NA,NA,NA,NA,NA,NA,154,115,91.55,4.296,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,November 2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthony, Jane E., et al. ""Yields, proximate composition and mineral content of finfish and shellfish."" Journal of Food Science 48.1 (1983): 313-314.",NA,NA,1738,NA,NA,NA,NA,Mercenaria mercenaria,NA NA,mollusc,NA,NA,NA,NA,NA,NA,NA,NA,32.8,2.5,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,summer 1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthony, Jane E., et al. ""Yields, proximate composition and mineral content of finfish and shellfish."" Journal of Food Science 48.1 (1983): 313-314.",NA,NA,1739,NA,NA,NA,NA,Callinectes sapidus,NA NA,crustacean,NA,NA,NA,NA,NA,NA,NA,NA,34.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,summer 1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthony, Jane E., et al. ""Yields, proximate composition and mineral content of finfish and shellfish."" Journal of Food Science 48.1 (1983): 313-314.",NA,NA,1740,NA,NA,NA,NA,Crassostrea virginica,NA NA,mollusc,NA,NA,NA,NA,NA,NA,NA,NA,61,82.46,7.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,summer 1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthony, Jane E., et al. ""Yields, proximate composition and mineral content of finfish and shellfish."" Journal of Food Science 48.1 (1983): 313-314.",NA,NA,1741,NA,NA,NA,NA,Placopectens magellanicus,NA NA,mollusc,NA,NA,NA,NA,NA,NA,NA,NA,9.2,1.2187,0.1071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,summer 1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barrento, Sara, et al. ""Essential elements and contaminants in edible tissues of European and American lobsters."" Food chemistry 111.4 (2008): 862-867.",NA,NA,1742,NA,NA,NA,NA,Homarus americanus,NA NA,crustacean,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barrento, Sara, et al. ""Essential elements and contaminants in edible tissues of European and American lobsters."" Food chemistry 111.4 (2008): 862-867.",NA,NA,1743,NA,NA,NA,NA,Homarus americanus,NA NA,crustacean,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barrento, Sara, et al. ""Essential elements and contaminants in edible tissues of European and American lobsters."" Food chemistry 111.4 (2008): 862-867.",NA,NA,1744,NA,NA,NA,NA,Homarus americanus,NA NA,crustacean,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barrento, Sara, et al. ""Essential elements and contaminants in edible tissues of European and American lobsters."" Food chemistry 111.4 (2008): 862-867.",NA,NA,1745,NA,NA,NA,NA,Homarus gammarus,NA NA,crustacean,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barrento, Sara, et al. ""Essential elements and contaminants in edible tissues of European and American lobsters."" Food chemistry 111.4 (2008): 862-867.",NA,NA,1746,NA,NA,NA,NA,Homarus gammarus,NA NA,crustacean,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barrento, Sara, et al. ""Essential elements and contaminants in edible tissues of European and American lobsters."" Food chemistry 111.4 (2008): 862-867.",NA,NA,1747,NA,NA,NA,NA,Homarus gammarus,NA NA,crustacean,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barrento, Sara, et al. ""Essential elements and contaminants in edible tissues of European and American lobsters."" Food chemistry 111.4 (2008): 862-867.",NA,NA,1748,NA,NA,NA,NA,Homarus gammarus,NA NA,crustacean,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gökoðlu, Nalan, and Pýnar Yerlikaya. ""Determinaton of proximate composition and mineral contents of blue crab (Callinectes sapidus) and swim crab (Portunus pelagicus) caught off the Gulf of Antalya."" Food Chemistry 80.4 (2003): 495-498.",NA,NA,1749,NA,NA,NA,NA,Callinectes sapidus,NA NA,crustacean,NA,NA,NA,NA,NA,NA,NA,NA,149.2,6.99,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jul-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gökoðlu, Nalan, and Pýnar Yerlikaya. ""Determinaton of proximate composition and mineral contents of blue crab (Callinectes sapidus) and swim crab (Portunus pelagicus) caught off the Gulf of Antalya."" Food Chemistry 80.4 (2003): 495-498.",NA,NA,1750,NA,NA,NA,NA,Callinectes sapidus,NA NA,crustacean,NA,NA,NA,NA,NA,NA,NA,NA,64.9,4.7,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jul-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gökoðlu, Nalan, and Pýnar Yerlikaya. ""Determinaton of proximate composition and mineral contents of blue crab (Callinectes sapidus) and swim crab (Portunus pelagicus) caught off the Gulf of Antalya."" Food Chemistry 80.4 (2003): 495-498.",NA,NA,1751,NA,NA,NA,NA,Portunus pelagicus,NA NA,crustacean,NA,NA,NA,NA,NA,NA,NA,NA,150.9,4.68,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jul-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gökoðlu, Nalan, and Pýnar Yerlikaya. ""Determinaton of proximate composition and mineral contents of blue crab (Callinectes sapidus) and swim crab (Portunus pelagicus) caught off the Gulf of Antalya."" Food Chemistry 80.4 (2003): 495-498.",NA,NA,1752,NA,NA,NA,NA,Portunus pelagicus,NA NA,crustacean,NA,NA,NA,NA,NA,NA,NA,NA,87.6,3.72,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jul-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",NA,NA,1753,NA,NA,NA,NA,Ostrea edulis,NA NA,mollusc,NA,NA,NA,2.04,NA,NA,NA,NA,23.6017,19.2468,1.7316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,December,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",NA,NA,1754,NA,NA,NA,NA,Ostrea edulis,NA NA,mollusc,NA,NA,NA,1.92,NA,NA,NA,NA,23.3905,86.2042,4.0374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,February,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",NA,NA,1755,NA,NA,NA,NA,Ostrea edulis,NA NA,mollusc,NA,NA,NA,2.4,NA,NA,NA,NA,25.8339,58.7299,2.1842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,March,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",NA,NA,1756,NA,NA,NA,NA,Ostrea edulis,NA NA,mollusc,NA,NA,NA,5.51,NA,NA,NA,NA,30.2673,29.0114,5.2411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,April,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",NA,NA,1757,NA,NA,NA,NA,Ostrea edulis,NA NA,mollusc,NA,NA,NA,1.47,NA,NA,NA,NA,44.7876,41.8197,1.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",NA,NA,1758,NA,NA,NA,NA,Ostrea edulis,NA NA,mollusc,NA,NA,NA,2.04,NA,NA,NA,NA,54.8653,49.6959,3.9096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,October,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",NA,NA,1759,NA,NA,NA,NA,Ostrea edulis,NA NA,mollusc,NA,NA,NA,1.69,NA,NA,NA,NA,20.1334,26.9619,2.1565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,November,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gokoglu, Nalan, Mehmet Gokoglu, and Pinar Yerlikaya. ""Seasonal variations in proximate and elemental composition of pearl oyster (Pinctada radiata, Leach, 1814)."" Journal of the Science of Food and Agriculture 86.13 (2006): 2161-2165.",NA,NA,1760,NA,NA,NA,NA,Pinctada radiata,NA NA,mollusc,NA,NA,NA,NA,NA,NA,NA,NA,58.49844639,87.16655918,6.912621359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gokoglu, Nalan, Mehmet Gokoglu, and Pinar Yerlikaya. ""Seasonal variations in proximate and elemental composition of pearl oyster (Pinctada radiata, Leach, 1814)."" Journal of the Science of Food and Agriculture 86.13 (2006): 2161-2165.",NA,NA,1761,NA,NA,NA,NA,Pinctada radiata,NA NA,mollusc,NA,NA,NA,NA,NA,NA,NA,NA,79.8921264,47.35744855,2.058252427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gokoglu, Nalan, Mehmet Gokoglu, and Pinar Yerlikaya. ""Seasonal variations in proximate and elemental composition of pearl oyster (Pinctada radiata, Leach, 1814)."" Journal of the Science of Food and Agriculture 86.13 (2006): 2161-2165.",NA,NA,1762,NA,NA,NA,NA,Pinctada radiata,NA NA,mollusc,NA,NA,NA,NA,NA,NA,NA,NA,87.34009498,58.66447793,3.902912621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jan-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gokoglu, Nalan, Mehmet Gokoglu, and Pinar Yerlikaya. ""Seasonal variations in proximate and elemental composition of pearl oyster (Pinctada radiata, Leach, 1814)."" Journal of the Science of Food and Agriculture 86.13 (2006): 2161-2165.",NA,NA,1763,NA,NA,NA,NA,Pinctada radiata,NA NA,mollusc,NA,NA,NA,NA,NA,NA,NA,NA,64.18197807,23.50612652,0.9514563107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mar-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gokoglu, Nalan, Mehmet Gokoglu, and Pinar Yerlikaya. ""Seasonal variations in proximate and elemental composition of pearl oyster (Pinctada radiata, Leach, 1814)."" Journal of the Science of Food and Agriculture 86.13 (2006): 2161-2165.",NA,NA,1764,NA,NA,NA,NA,Pinctada radiata,NA NA,mollusc,NA,NA,NA,NA,NA,NA,NA,NA,42.18514393,54.58404174,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gokoglu, Nalan, Mehmet Gokoglu, and Pinar Yerlikaya. ""Seasonal variations in proximate and elemental composition of pearl oyster (Pinctada radiata, Leach, 1814)."" Journal of the Science of Food and Agriculture 86.13 (2006): 2161-2165.",NA,NA,1765,NA,NA,NA,NA,Pinctada radiata,NA NA,mollusc,NA,NA,NA,NA,NA,NA,NA,NA,37.23702879,33.74942839,1.126213592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jul-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fuentes, A., et al. ""Comparison of physico-chemical parameters and composition of mussels (Mytilus galloprovincialis Lmk.) from different Spanish origins."" Food Chemistry 112.2 (2009): 295-302.",NA,NA,1766,NA,NA,NA,NA,Mytilus galloprovincialis,NA NA,mollusc,NA,NA,NA,1.4,NA,NA,NA,NA,40,2.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,July 2002 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fuentes, A., et al. ""Comparison of physico-chemical parameters and composition of mussels (Mytilus galloprovincialis Lmk.) from different Spanish origins."" Food Chemistry 112.2 (2009): 295-302.",NA,NA,1767,NA,NA,NA,NA,Mytilus galloprovincialis,NA NA,mollusc,NA,NA,NA,1.7,NA,NA,NA,NA,37,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,July 2002 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fuentes, A., et al. ""Comparison of physico-chemical parameters and composition of mussels (Mytilus galloprovincialis Lmk.) from different Spanish origins."" Food Chemistry 112.2 (2009): 295-302.",NA,NA,1768,NA,NA,NA,NA,Mytilus galloprovincialis,NA NA,mollusc,NA,NA,NA,2.1,NA,NA,NA,NA,82,1.76,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,July 2002 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karakoltsidis, Pavlos A., Anastasios Zotos, and Spiros M. Constantinides. ""Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs."" Journal of Food Composition and Analysis 8.3 (1995): 258-273.",NA,NA,1769,NA,NA,NA,NA,Mytilus galloprovincialis,NA NA,mollusc,NA,NA,NA,1.67,NA,NA,NA,NA,88,4.69,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"spring and fall of 1988, winter of 1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
