sciname,Genus,Species,SpeciesRefNo,Author,FBname,PicPreferredName,PicPreferredNameM,PicPreferredNameF,PicPreferredNameJ,FamCode,Subfamily,GenCode,SubGenCode,BodyShapeI,Source,AuthorRef,Remark,TaxIssue,Fresh,Brack,Saltwater,DemersPelag,AnaCat,MigratRef,DepthRangeShallow,DepthRangeDeep,DepthRangeRef,DepthRangeComShallow,DepthRangeComDeep,DepthComRef,LongevityWild,LongevityWildRef,LongevityCaptive,LongevityCapRef,Vulnerability,Length,LTypeMaxM,LengthFemale,LTypeMaxF,MaxLengthRef,CommonLength,LTypeComM,CommonLengthF,LTypeComF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Pic,PictureFemale,LarvaPic,EggPic,ImportanceRef,Importance,PriceCateg,PriceReliability,Remarks7,LandingStatistics,Landings,MainCatchingMethod,II,MSeines,MGillnets,MCastnets,MTraps,MSpears,MTrawls,MDredges,MLiftnets,MHooksLines,MOther,UsedforAquaculture,LifeCycle,AquacultureRef,UsedasBait,BaitRef,Aquarium,AquariumFishII,AquariumRef,GameFish,GameRef,Dangerous,DangerousRef,Electrogenic,ElectroRef,Complete,GoogleImage,Comments,Profile,PD50,Emblematic,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,SpecCode
Mastacembelus armatus,Mastacembelus,armatus,6028,"(Lacepède, 1800)",Zig-zag eel,Maarm_u5.jpg,NA,NA,NA,432,NA,981,NA,eel-like,O,NA,NA,0,-1,-1,0,demersal,potamodromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.02,90.0,NA,NA,NA,37770,NA,NA,NA,NA,NA,500.0,NA,9671,MAARM_U0,NA,NA,NA,4833,commercial,unknown,NA,NA,NA,NA,NA,NA,-1,0,0,-1,-1,0,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,commercial,based mainly on capture,6028,0,NA,harmless,NA,no special ability,NA,NA,-1,"Adults live in highland streams to lowland wetlands (Ref. 57235).  Usually found in streams and rivers with sand, pebble, or boulder substrate.  They seldom leave the bottom except when disturbed.  Also occur in still waters, both in coastal marshes and dry zone tanks.  Sometimes stays partially buried in fine substrate.  Enter flooded forest (Ref. 9497).  Reported to occur in areas with rocky bottoms in the Mekong mainstream during the dry season, but enter canals, lakes and other floodplain areas during the flood season (Ref. 37770).  Forages at night on benthic insect larvae, worms and some submerged plant material (Ref. 12693).  Common during the summer months.  Marketed fresh and frequently seen in the aquarium trade (Ref. 12693).  Economic important species, both food and aquarium trades (Ref. 57235).",NA,0.5,0,14,1994-05-12T00:00:00.000Z,2,2012-05-08T00:00:00.000Z,14,1994-08-06T00:00:00.000Z,NA,10140
Merluccius merluccius,Merluccius,merluccius,1371,"(Linnaeus, 1758)",European hake,Memer_u5.jpg,NA,NA,NA,184,Merlucciinae,1339,NA,elongated,R,NA,NA,0,0,0,-1,demersal,NA,NA,30,1075,58452,70,400,35388,20.0,35388,NA,NA,63.85,140.0,TL,NA,NA,1371,45.0,TL,NA,NA,1371,15e3,NA,1371,MEMER_U2,NA,MEMER_L1,NA,4931,highly commercial,high,Reliable: based on ex-vessel price for this species,NA,"from 100,000 to 500,000","Spain, Italy, France, Portugal",seines,NA,0,-1,0,0,0,-1,0,0,-1,-1,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Found usually between 70 and 370 m depth.  Adults live close to the bottom during day-time, but move off-bottom at night.  Adults feed mainly on fish (small hakes, anchovies, pilchard, herrings, cod fishes, sardines and gadoid species) and squids.  The young feed on crustaceans (especially euphausiids and amphipods).  Are batch spawners (Ref. 51846).  Almost entirely marketed fresh, whole or filleted, to specialized restaurants or retail markets (Ref. 58452).  Utilized fresh, dried or salted and frozen; can be steamed, fried, microwaved and baked (Ref. 9988).  Stocks seem to be over-fished (Ref. 35388).",NA,0.5,0,1,1990-10-17T00:00:00.000Z,1472,2013-02-13T00:00:00.000Z,NA,NA,NA,30
Mugil cephalus,Mugil,cephalus,9321,"Linnaeus, 1758",Flathead grey mullet,Mucep_u4.jpg,NA,NA,NA,359,NA,3595,NA,fusiform / normal,R,NA,NA,0,-1,-1,-1,benthopelagic,catadromous,51243,0,120,9321,0,10,NA,16.0,28725,11.0,273,50.23,100.0,SL,NA,NA,2804,50.0,SL,NA,NA,7399,NA,NA,NA,MUCEP_U3,NA,NA,NA,4931,highly commercial,very high,Reliable: based on ex-vessel price for this species,Subsistence fisheries in some areas.,"from 10,000 to 50,000",NA,seines,beach seines (SB),0,0,-1,-1,-1,-1,0,-1,-1,-1,commercial,,12108,occasionally,9321,never/rarely,based mainly on capture,5358,-1,7248,harmless,4887,no special ability,NA,NA,-1,"Adults are found in coastal waters (Ref. 2850, 44894, 57400), often entering estuaries and rivers (Ref. 2847, 3573, 11230, 44894, 57400), sometimes far-up-river, lagoons and hypersaline environments (Ref. 57400).  They are usually in schools over sand or mud bottom (Ref. 2850), between 0 and 10 m, occurring equally in tropical, subtropical and temperate waters (Project MUGIL).  They are mainly diurnal, feeding on detritus, micro-algae and benthic organisms (Ref. 56548, 74902, 74760).  Juveniles feed on zooplankton until about 3.0 cm SL (Ref. 59043).  Reproduction takes place at sea, at various times of the year depending on the location (Ref. 74907, Amour).  There is absence of an obligatory freshwater phase in the life cycle (Ref. 74752).   Females spawn 0.8 to 2.6 million eggs which develop at sea (Ref. 74912, Chen & Su 1986).  Sexually mature at 3 to 4 years (Ref. 74902).  Maximum length reported as 120 cm SL (Ref. 7399, 57400) remains to be confirmed (Project MUGIL).  Maximum weight reported as 12 kg (Ref. 56527) seems too high for the area and remains to be confirmed (Project MUGIL).  Widely cultivated in freshwater and brackish ponds (Ref. 2847, Jackson 1984, Liao 1981).  Marketed fresh, dried, salted, and frozen; roe sold fresh or smoked (Ref. 9321); also used in Chinese medicine (Ref. 12166).",NA,0.5,0,5,1990-10-17T00:00:00.000Z,1307,2015-03-27T21:43:50.000Z,1,2006-01-16T00:00:00.000Z,NA,785
Nandus nandus,Nandus,nandus,4833,"(Hamilton, 1822)",Gangetic leaffish,Nanan_u1.jpg,NA,NA,NA,346,NA,2168,NA,fusiform / normal,O,NA,NA,0,-1,-1,0,benthopelagic,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.19,20.0,TL,NA,NA,4833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4833,commercial,unknown,NA,NA,,NA,,,-1,0,0,-1,0,0,0,-1,0,-1,never/rarely,,NA,never/rarely,NA,commercial,,4537,0,NA,harmless,NA,no special ability,NA,NA,-1,"Adults occur frequently in ditches and inundated fields.  Common in summer months when it is collected from dried-up beds of tanks, beels, bheries and others.  Found most commonly in standing or sluggish waters of lakes, reservoirs or canals (Ref. 12693).  Feed on aquatic insects and fishes (Ref. 12693).  A high-prized fish and sold fresh.",NA,0.5098,0,14,1994-05-20T00:00:00.000Z,303,2013-01-08T00:00:00.000Z,18,1994-08-13T00:00:00.000Z,NA,10260
Nemipterus japonicus,Nemipterus,japonicus,3810,"(Bloch, 1791)",Japanese threadfin bream,Nejap_u8.jpg,NA,NA,NA,324,NA,1316,NA,fusiform / normal,R,NA,NA,0,0,0,-1,demersal,non-migratory,NA,5,80,9785,NA,NA,NA,8.0,1448,NA,NA,25.76,32.0,TL,NA,NA,3836,25.0,TL,NA,NA,5450,596.0,NA,1448,NEJAP_U1,NA,NA,NA,171,commercial,high,Reliable: based on ex-vessel price for this species,NA,NA,NA,various gears,NA,0,-1,0,0,0,-1,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Very abundant in coastal waters, found on mud or sand bottoms, usually in schools.  Feeds mainly on small fishes, crustaceans, mollusks (mainly cephalopods), polychaetes and echinoderms.  Marketed mainly fresh, but also frozen, steamed, dried-salted, dry-smoked, fermented or made into fish balls and fish meal.",NA,0.5,0,23,1992-06-15T00:00:00.000Z,113,1999-07-15T00:00:00.000Z,142,1995-10-04T00:00:00.000Z,NA,4559
Notopterus notopterus,Notopterus,notopterus,7431,"(Pallas, 1769)",Bronze featherback,Nonot_u4.jpg,NA,NA,NA,37,NA,882,NA,elongated,R,NA,NA,0,-1,-1,0,demersal,potamodromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.51,60.0,SL,NA,NA,7050,25.0,TL,NA,NA,4832,NA,NA,NA,NA,NA,NA,NA,12693,commercial,unknown,NA,NA,NA,NA,NA,NA,-1,0,0,0,0,0,0,-1,0,-1,commercial,NA,4832,never/rarely,NA,commercial,NA,4537,0,NA,harmless,NA,no special ability,NA,NA,-1,"Found in clear streams and enters brackish waters (Ref. 4832).  Adults inhabit standing and sluggish waters of lakes, floodplains, canals and ponds (Ref. 12693).  Undertake localized lateral migrations from the Mekong River to floodplains during the flood season and back to the mainstream or other permanent water bodies during the dry season (Ref. 37770).  Common in tanks throughout the greater parts of India.  Feed on insects, fish (Ref. 12693), crustaceans and some young roots of aquatic plants (Ref. 6459).  Active during twilight and night.  Colonize and breed seasonally during rainy days and migrates back to permanent waters in dry season (Ref. 12693).  Breeding takes place in stagnant or running waters in the rainy season.  Eggs are laid in small clumps on submerged vegetation.  A female measuring 21-25 cm usually lays 1,200-3,000 eggs.  The fish is relished both in fresh and dried state.  Soup made from it is reported to be given to people with measles (Ref. 7431).  Of high economic importance as food fish in South and Southeast Asia to Borneo and Sumatra and taken by all types of small-scale fishing gears (Ref. 57235).",NA,1.001,0,2,1993-04-30T00:00:00.000Z,65,2014-02-27T00:00:00.000Z,10,2001-06-29T00:00:00.000Z,NA,7990
Pangasianodon hypophthalmus,Pangasianodon,hypophthalmus,7432,"(Sauvage, 1878)",Striped catfish,Pahyp_ue.jpg,NA,NA,NA,134,NA,8046,NA,elongated,r,NA,NA,0,-1,0,0,benthopelagic,potamodromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.46,130.0,SL,NA,NA,7432,NA,NA,NA,NA,NA,44e3,NA,NA,PAHYP_U1,NA,NA,NA,37772,commercial,unknown,NA,NA,NA,NA,NA,NA,-1,-1,0,-1,0,0,0,0,0,-1,commercial,NA,7432,never/rarely,NA,public aquariums,NA,51539,0,NA,harmless,NA,no special ability,NA,NA,-1,"Inhabits large rivers (Ref. 12693).  Omnivorous (Ref. 6459), feeding on fish and crustaceans as well as on vegetable debris (Ref. 12693).  A migratory species, moving upstream of the Mekong from unknown rearing areas to spawn in unknown areas in May-July and returning to the mainstream when the river waters fall seeking rearing habitats in September -December (Ref. 37772).  South of the Khone Falls, upstream migration occurs from October to February, with peak in November-December.  This migration is triggered by receding water and appears to be a dispersal migration following the lateral migration from flooded areas back into the Mekong at the end of the flood season.  Downstream migration takes place from May to August from Stung Treng to Kandal in Cambodia and further into the Mekong Delta in Viet Nam.  The presence of eggs during March to August from Stung Treng to Kandal indicates that the downstream migration is both a spawning and a trophic migration eventually bringing the fish into floodplain areas in Cambodia and Viet Nam during the flood season (Ref. 37770).  Common in the lower Mekong, where the young are collected for rearing in floating fish cages.  In the middle Mekong it is represented by large individuals that lose the dark coloration of the juveniles and subadults and become grey without stripe (Ref. 12693).  One of the most important aquaculture species in Thailand (Ref. 9497).  A photo of a 44 kg individual was said to have been featured in a Thai magazine (J.F. Helias, pers. comm., Fishing Adventures Thailand, e-mail: fishasia@ksc.th.com).  Such a maximum weight also seems reasonable based on length-weight relationship for this species.  Aquarium keeping:  in groups of 5 or more  individuals; not recommended for home aquariums; minimum aquarium size >150 cm (Ref. 51539).",NA,0.75,0,34,1995-07-20T00:00:00.000Z,393,2010-04-06T00:00:00.000Z,97,2005-06-23T00:00:00.000Z,NA,14154
Platycephalus indicus,Platycephalus,indicus,3397,"(Linnaeus, 1758)",Bartail flathead,Plind_u7.jpg,NA,NA,NA,273,NA,5315,NA,elongated,O,NA,NA,0,0,-1,-1,reef-associated,oceanodromous,51243,20,200,36128,NA,NA,NA,NA,NA,NA,NA,36.94,100.0,TL,NA,NA,7050,60.0,TL,NA,NA,3476,3500.0,NA,40637,PLIND_U0,NA,NA,NA,4931,commercial,very high,Reliable: based on ex-vessel price for this species,NA,"from 1,000 to 10,000",NA,trawls,unspecified bottom trawls (TB),-1,-1,0,0,0,0,0,0,-1,0,commercial,NA,NA,never/rarely,NA,never/rarely,NA,NA,-1,12484,harmless,NA,no special ability,NA,NA,-1,"Found on sandy and muddy bottoms of coastal waters (Ref. 5213, 48635).  Frequently in estuaries, juveniles have been taken in freshwater.  Taken by handlining and seining in shallow waters and by trawling at depths to 30 m, usually less (Ref. 9790).  A good food fish (Ref. 4315) that is marketed fresh (Ref. 5284).  Commercially cultured in Japan.  Used in Chinese medicine (Ref. 12166).",NA,0.5,0,1,1990-10-17T00:00:00.000Z,65,2003-10-09T00:00:00.000Z,138,1995-10-06T00:00:00.000Z,NA,950
Eleutheronema tetradactylum,Eleutheronema,tetradactylum,41639,"(Shaw, 1804)",Fourfinger threadfin,Eltet_u2.jpg,NA,NA,NA,361,NA,1052,NA,elongated,R,NA,NA,0,-1,-1,-1,pelagic-neritic,amphidromous,51243,0,23,6390,NA,NA,NA,NA,NA,NA,NA,68.99,200.0,TL,NA,NA,3479,50.0,TL,NA,NA,3479,145e3,NA,4965,ELTET_U0,NA,NA,NA,4931,highly commercial,high,Reliable: based on ex-vessel price for this species,NA,"from 1,000 to 10,000",NA,seines,beach seines (SB),0,-1,0,-1,0,-1,0,0,-1,0,commercial,NA,40297,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Adults occur mainly over shallow muddy bottoms in coastal waters.  Also enter rivers (Ref. 3479, 6390, 11230).  Juveniles found in estuaries.  During winter, adults ascend the rivers.  They usually form loose schools, although larger fish are more often observed in pairs or singly (Ref. 6390).  Feed on prawns and fish (largely members of Mugilidae, Engraulidae, and Sciaenidae) with occasional polychaetes.  Frequency of crustaceans to fish in the diet varies seasonally.  Larvae (7-30 mm TL) feed mainly on copepods and mysids but also take shrimps and prawn larvae (Ref. 57343).  Juveniles (31-60 TL) feed on prawns shrimps and mysids (Ref. 57343).  Protandrous hermaphrodites.  Marketed fresh, frozen, and dried or salted.",NA,0.625,0,2,1990-10-17T00:00:00.000Z,2,2013-11-18T00:00:00.000Z,2,1999-04-07T00:00:00.000Z,NA,340
Oncorhynchus mykiss,Oncorhynchus,mykiss,4706,"(Walbaum, 1792)",Rainbow trout,Onmyk_f0.jpg,NA,NA,NA,76,Salmoninae,2445,NA,fusiform / normal,R,NA,NA,0,-1,-1,-1,benthopelagic,anadromous,51243,0,200,50550,NA,NA,NA,11.0,12193,4.0,273,36.29,122.0,TL,NA,NA,96339,60.0,TL,NA,NA,5504,25400.0,NA,7251,ONMYK_U2,NA,NA,NA,4931,highly commercial,low,Reliable: based on ex-vessel price for this species,Important game fish.,"from 100,000 to 500,000",NA,hooks and lines,,0,-1,0,0,0,0,0,0,-1,0,commercial,life cycle closed in commercial culture,12108,never/rarely,NA,never/rarely,based mainly on capture,9183,-1,4699,potential pest,NA,no special ability,NA,NA,-1,"Adults inhabit cold headwaters, creeks, small to large rivers, and lakes.  Anadromous in coastal streams (Ref. 5723).  Stocked in almost all water bodies as lakes, rivers and streams, usually not stocked in water reaching summer temperatures above 25°C or ponds with very low oxygen concentrations.  Feed on a variety of aquatic and terrestrial invertebrates and small fishes. At the sea, they prey on fish and cephalopods.  Mature individuals undertake short spawning migrations.  Anadromous and lake forms may migrate long distances to spawning streams (Ref. 59043). Utilized fresh, smoked, canned, and frozen; eaten steamed, fried, broiled, boiled, microwaved and baked (Ref. 9988).  Cultured in many countries and is often hatched and stocked into rivers and lakes especially to attract recreational fishers (Ref. 9988).",NA,0.5,0,2,1990-10-17T00:00:00.000Z,2291,2014-12-16T00:00:00.000Z,97,2003-01-15T00:00:00.000Z,NA,239
Ailia coila,Ailia,coila,4833,"(Hamilton, 1822)",Gangetic ailia,Aicoi_u3.jpg,NA,NA,NA,133,NA,8511,NA,elongated,O,NA,NA,0,-1,-1,0,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.96,30.0,TL,NA,NA,4833,18.0,TL,NA,NA,4833,NA,NA,NA,NA,NA,NA,NA,4833,commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Adults found in large rivers and connected waters.  They inhabit surface to mid-waters.  Occur in shoals (Ref. 4833).  Oviparous, eggs are unguarded (Ref. 205).",NA,1.0,0,10,1995-06-06T00:00:00.000Z,2,2012-05-17T00:00:00.000Z,1,1999-11-18T00:00:00.000Z,NA,13334
Euthynnus affinis,Euthynnus,affinis,168,"(Cantor, 1849)",Kawakawa,Euaff_u1.jpg,NA,NA,NA,416,Scombrinae,7010,NA,fusiform / normal,R,NA,NA,0,0,0,-1,pelagic-neritic,oceanodromous,51243,0,200,54439,NA,NA,NA,NA,NA,NA,NA,37.34,100.0,FL,NA,NA,168,60.0,FL,NA,NA,168,14e3,NA,30874,EUAFF_U0,NA,NA,NA,4931,highly commercial,medium,Reliable: based on ex-vessel price for this species,NA,"from 100,000 to 500,000","Philippines, Malaysia, India",hooks and lines,trolling lines (LTL),-1,-1,0,-1,0,-1,0,0,-1,-1,never/rarely,,NA,never/rarely,NA,never/rarely,,NA,-1,4699,reports of ciguatera poisoning,30911,no special ability,NA,NA,-1,"Occurs in open waters but always remains close to the shoreline.  The young may enter bays and harbors.  Forms multi-species schools by size with other scombrid species comprising from 100 to over 5,000 individuals.  A highly opportunistic predator feeding indiscriminately on small fishes, especially on clupeoids and atherinids; also on squids, crustaceans and zooplankton (Ref. 9684).  Generally marketed canned and frozen; also utilized dried, salted, smoked (Ref. 9684) and fresh (Ref. 9987).",NA,0.625,0,2,1990-10-17T00:00:00.000Z,949,2013-04-30T00:00:00.000Z,18,1994-03-16T00:00:00.000Z,NA,96
Katsuwonus pelamis,Katsuwonus,pelamis,168,"(Linnaeus, 1758)",Skipjack tuna,Kapel_m0.jpg,NA,NA,NA,416,Scombrinae,4643,NA,fusiform / normal,R,NA,NA,0,0,0,-1,pelagic-oceanic,oceanodromous,NA,0,260,9340,0,NA,55287,12.0,168,NA,NA,40.19,110.0,FL,NA,NA,89423,80.0,FL,NA,NA,168,34500.0,NA,168,KAPEL_U0,NA,NA,NA,4931,highly commercial,high,Reliable: based on ex-vessel price for this species,NA,"more than 500,000",Mostly Japan (FAO fishing area 61); also 67.,seines,purse seines (PS),-1,-1,0,-1,0,-1,0,0,-1,-1,never/rarely,,NA,never/rarely,NA,never/rarely,,NA,-1,4699,reports of ciguatera poisoning,4690,no special ability,NA,NA,-1,"Found in offshore waters; larvae restricted to waters with surface temperatures of 15°C to 30°C (Ref. 6390).  Exhibit a strong tendency to school in surface waters with birds, drifting objects, sharks, whales and may show a characteristic behavior like jumping, feeding, foaming, etc.  Feed on fishes, crustaceans, cephalopods and mollusks; cannibalism is common.  Spawn throughout the year in the tropics, eggs released in several portions (Ref. 35388).  Eggs and larvae are pelagic (Ref. 6769).  Preyed upon by large pelagic fishes (Ref. 6885).  Also taken by trolling on light tackle using plugs, spoons, feathers, or strip bait (Ref. 9684).  Marketed fresh, frozen or canned (Ref. 9340); also dried-salted and smoked (Ref. 9987).",NA,1.0,0,2,1990-10-17T00:00:00.000Z,2,2012-02-29T00:00:00.000Z,2,1999-08-19T00:00:00.000Z,NA,107
Rastrelliger kanagurta,Rastrelliger,kanagurta,168,"(Cuvier, 1816)",Indian mackerel,Rakan_u9.jpg,NA,NA,NA,416,Scombrinae,1042,NA,fusiform / normal,R,NA,NA,0,0,0,-1,pelagic-neritic,oceanodromous,51243,20,90,12260,NA,NA,NA,4.0,168,NA,NA,17.5,38.0,TL,NA,NA,90102,25.0,TL,NA,NA,30573,NA,NA,NA,RAKAN_U1,NA,NA,NA,4931,highly commercial,very high,Reliable: based on ex-vessel price for this species,NA,"from 100,000 to 500,000","By India, Philippines, Thailand",seines,purse seines (PS),0,-1,0,-1,0,-1,0,-1,0,-1,never/rarely,NA,NA,occasionally,6822,never/rarely,NA,NA,-1,4537,harmless,NA,no special ability,NA,NA,-1,"Adults occur in coastal bays, harbors and deep lagoons, usually in some turbid plankton-rich waters.  Form schools.  Feed on phytoplankton (diatoms) and small zooplankton (cladocerans, ostracods, larval polychaetes, etc.) (Ref. 9684).  Small groups were seen eating eggs of <i>Cheilio inermis</i> straight after spawning (Ref. 48637).  Adult individuals feed on macroplankton such as larval shrimps and fish.  Eggs and larvae are pelagic (Ref. 6769).  Generally marketed fresh, frozen, canned, dried-salted, and smoked; also made into fish sauce (Ref. 9684).",NA,0.625,0,2,1990-10-17T00:00:00.000Z,2,2013-06-26T00:00:00.000Z,18,1994-03-21T00:00:00.000Z,NA,111
Scomberomorus guttatus,Scomberomorus,guttatus,168,"(Bloch & Schneider, 1801)",Indo-Pacific king mackerel,Scgut_u0.jpg,NA,NA,NA,416,Scombrinae,2960,NA,fusiform / normal,R,NA,NA,0,0,-1,-1,pelagic-neritic,oceanodromous,51243,15,200,9684,20,90,12260,NA,NA,NA,NA,42.4,76.0,FL,NA,NA,168,55.0,FL,NA,NA,9684,NA,NA,NA,SCGUT_U0,NA,NA,NA,4931,highly commercial,very high,Reliable: based on ex-vessel price for this species,Consumed as food.,"from 10,000 to 50,000","Mostly by India, Indonesia",gillnets,drift gillnets (GND),-1,0,0,-1,0,-1,0,0,-1,-1,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,-1,4537,harmless,NA,no special ability,NA,NA,-1,"A pelagic migratory fish inhabiting coastal waters at depths between 15-200 m; sometimes entering turbid estuarine waters; usually found in small schools (Ref. 9684).  Feeds mainly on small schooling fishes (especially sardines and anchovies), squids and crustaceans (Ref. 9684).  Fishing peaks in the months of November and December in Eastern Thailand, late Dec and January in the northern part of the Gulf and January to March in its western part.  Caught with midwater trawls, purse seines, bamboo stake traps, and by trolling (Ref. 9684).  Marketed mainly fresh; also dried-salted (Ref. 9684), smoked and frozen (Ref. 9987).  Small quantities of frozen product are exported to Europe and North America (Ref. 9987).",NA,0.5,0,2,1990-10-17T00:00:00.000Z,2,2015-03-19T00:00:00.000Z,18,1994-03-23T00:00:00.000Z,NA,123
Thunnus albacares,Thunnus,albacares,168,"(Bonnaterre, 1788)",Yellowfin tuna,Thalb_u0.jpg,NA,NA,NA,416,Scombrinae,8961,NA,fusiform / normal,R,NA,NA,0,0,-1,-1,pelagic-oceanic,oceanodromous,51243,1,250,6390,1,100,55289,9.0,72462,NA,NA,50.67,239.0,FL,NA,NA,40637,150.0,FL,NA,NA,168,2e5,NA,26550,THALB_U2,NA,NA,NA,4931,highly commercial,high,Reliable: based on ex-vessel price for this species,NA,"more than 500,000","1011764 t in 1990; By Mexico,USA(77), Japan(7",seines,purse seines (PS),-1,-1,0,-1,0,0,0,0,-1,-1,experimental,,93983,never/rarely,NA,never/rarely,,NA,-1,4699,harmless,NA,no special ability,NA,NA,-1,"An oceanic species occurring above and below the thermoclines.  Pelagic in open water , but rarely seen near reefs (Ref. 48637).  They school primarily by size, either in monospecific or multi-species groups.  Larger fish frequently school with porpoises, also associated with floating debris and other objects.  Feed on fishes, crustaceans and squids.  It is sensitive to low concentrations of oxygen and therefore is not usually caught below 250 m in the tropics (Ref. 28952, 30329).  Peak spawning occurs during the summer, in batches (Ref. 9684, 51846).  Eggs and larvae are pelagic (Ref. 6769).  Encircling nets are employed to catch schools near the surface (Ref. 9340).  Marketed mainly  frozen and canned (Ref. 9684), but also fresh (Ref. 9340) and smoked (Ref. 9987).  Highly valued for sashimi (Ref. 26938).",NA,0.5039,0,2,1990-10-17T00:00:00.000Z,2,2015-06-01T00:00:00.000Z,2,1999-08-24T00:00:00.000Z,NA,143
Scorpaena porcus,Scorpaena,porcus,4570,"Linnaeus, 1758",Black scorpionfish,Scpor_u0.jpg,NA,NA,NA,264,Scorpaeninae,4531,NA,fusiform / normal,R,NA,NA,0,0,0,-1,demersal,non-migratory,NA,NA,800,4570,NA,NA,NA,NA,NA,NA,NA,49.39,37.0,TL,NA,NA,40637,15.0,TL,NA,NA,3397,870.0,NA,40637,SCPOR_U0,NA,NA,NA,NA,minor commercial,low,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,seines,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,commercial,based mainly on capture,NA,0,NA,traumatogenic,4690,no special ability,NA,NA,-1,"Solitary and sedentary.  Common among rocks and algae.  Feeds on small fishes (gobies, blennies), crustaceans and other invertebrates (Ref. 4570).",NA,0.5,0,5,1990-10-24T00:00:00.000Z,1,2002-03-10T00:00:00.000Z,14,1994-08-08T00:00:00.000Z,NA,1758
Sillaginopsis panijus,Sillaginopsis,panijus,6205,"(Hamilton, 1822)",Flathead sillago,Sipan_u0.jpg,NA,NA,NA,307,NA,8474,NA,elongated,R,NA,NA,0,-1,-1,-1,demersal,amphidromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.16,44.0,TL,NA,NA,4833,25.0,TL,NA,NA,3504,NA,NA,NA,SIPAN_U0,NA,NA,NA,171,commercial,very high,Very questionable: based on ex-vessel price for species in this family,Marketed fresh.,NA,NA,NA,NA,0,-1,0,0,0,0,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Found in shallow, open muddy bays and estuaries (Ref. 4833).  Feed on fish, crustaceans and algae.  Spawn twice a year during the months of November to February and August to September and the juveniles migrate toward the upper reaches during March and April and during December where they remain for 2 to 3 months.  Sexually mature upon reaching a length of 12 cm (Ref. 6205).  Oviparous (Ref. 205).",NA,1.0,0,2,1990-10-17T00:00:00.000Z,949,2009-08-20T00:00:00.000Z,2,1994-07-28T00:00:00.000Z,NA,402
Ompok pabda,Ompok,pabda,4833,"(Hamilton, 1822)",Pabdah catfish,Ompab_u6.jpg,NA,NA,NA,132,NA,2076,NA,elongated,O,NA,NA,0,-1,0,0,demersal,potamodromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.21,30.0,TL,NA,NA,12190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4833,commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Adults inhabit clear as well as muddy rivers, streams, ponds and lakes (Ref. 41236).",NA,0.5,0,10,1995-06-06T00:00:00.000Z,2,2011-04-08T00:00:00.000Z,NA,1996-09-27T00:00:00.000Z,NA,13327
