Food Item ID,Food Item ID,Subgroup,"Country, region",Type,ISSCAAP,3_alpha,Food name in own language,Food name in English,Processing,Scientific name,ASFIS English name,ASFIS Scientific name,Season,Other,n,Comments on data processing/methods,Publication year,BiblioID,Compiler,Latest revision in version,CA(mg),FE(mg),ZN(mg),F20D5N3(g),F22D6N3(g),AS(mcg),CD(mcg),HG(mcg),PB(mcg)
0901433,0901433,Molluscs,Unknown,,55,SCE,,"Great scallop, edible flesh, raw/frozen",r,Pecten maximus,Great Atlantic scallop,Pecten maximus,,,4,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,,,,0.105,0.105,,,,
0901434,0901434,Crustacean,Unknown,,43,LBE,,"Lobster, edible flesh raw/frozen",r,Homarus gammarus,European lobster,Homarus gammarus,,,1,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,,,,0.028,0.178,,,,
0901436,0901436,Molluscs,Unknown,,57,OCC,,"Octopus, edible flesh raw/frozen",r,Octopus vulgaris,Common octopus,Octopus vulgaris,,,1,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,,,,0.037,0.056,,,,
0901438,0901438,Crustacean,Unknown,,45,DCP,,"Shrimp, edible flesh, raw/frozen",r,Palaemon serratus/Crangon crangon,Natantian decapods nei,"Natantia/Palaemonidae, Crangonidae",,,4,"CPR/CSH; FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,,,,0.071,0.066,,,,
0901439,0901439,Molluscs,Unknown,,57,SQR,,"Squid, edible flesh raw/frozen",r,Loligo vulgaris,European squid,Loligo vulgaris,,,4,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,DR,1.0,,,,0.068,0.167,,,,
0901452,0901452,Finfish,"Unknown (samples from local fish markets, Malaysia)",,36,COM,Tenggiri papan,"Spanish mackerel, fillet, raw",r,Scomberomorus commersonii,Narrow-barred Spanish mackerel,Scomberomorus commerson,,,,FA converted using XFA,2001,fi51,DR,1.0,,,,0.07132203,0.28406894,,,,
0901453,0901453,Finfish,"Unknown (samples from local fish markets, Malaysia)",,38,RBY,Pari,"Whiptail stingray, fillet, raw",r,Gymnura spp.,Butterfly rays,Gymnura spp.,,,,FA converted using XFA,2001,fi51,DR,1.0,,,,0.086332025,0.29336125,,,,
0901454,0901454,Finfish,"Unknown (samples from local fish markets, Malaysia)",,33,FOT,Senangin,"Fourfinger threadfin, fillet, raw",r,Eleutheronema tradactylum,Fourfinger threadfin,Eleutheronema tradactylum,,,,FA converted using XFA,2001,fi51,DR,1.0,,,,0.115452356,0.192550388,,,,
0901455,0901455,Finfish,"Unknown (samples from local fish markets, Malaysia)",,33,CAE,Sembilang,"Striped sea catfish, fillet, raw",r,Plotosus spp.,Eeltail catfishes,Plotosus spp.,,,,FA converted using XFA,2001,fi51,DR,1.0,,,,0.166300732,0.25584728,,,,
0901456,0901456,Finfish,"Unknown (samples from local fish markets, Malaysia)",,37,POB,Bawal Hitam,"Black pomfret, fillet, raw",r,Parastromateus niger,Black pomfret,Parastromateus niger,,,,FA converted using XFA,2001,fi51,DR,1.0,,,,0.127431626,0.230262552,,,,
0901457,0901457,Finfish,"Unknown (samples from local fish markets, Malaysia)",,37,SIP,Bawal Putih,"Silver pomfret, fillet, raw",r,Pampus argenteus,Silver pomfret,Pampus argenteus,,,,FA converted using XFA,2001,fi51,DR,1.0,,,,0.021090646,0.48611367,,,,
0901458,0901458,Finfish,"Unknown (samples from local fish markets, Malaysia)",,35,FRS,Tamban,"Fringescale sardine, fillet, raw",r,Clupea fimbriata,Fringescale sardinella,Sardinella fimbriata,,,,FA converted using XFA,2001,fi51,DR,1.0,,,,0.11797113,0.46917254,,,,
0901459,0901459,Finfish,"Unknown (samples from local fish markets, Malaysia)",,37,HAS,Cencaru,"Hardtail pomfret, fillet, raw",r,Magalapsis cordyla,Torpedo scad,Megalapsis cordyla,,,,FA converted using XFA,2001,fi51,DR,1.0,,,,0.157284864,0.78096304,,,,
0901460,0901460,Finfish,"Unknown (samples from local fish markets, Malaysia)",,37,RAG,Kembung,"Indian mackerel, fillet, raw",r,Rastrelliger kanagurta,Indian mackerel,Rastrelliger kanagurta,,,,FA converted using XFA,2001,fi51,DR,1.0,,,,0.193181104,0.5934589,,,,
0901461,0901461,Finfish,"Unknown (samples from local fish markets, Malaysia)",,37,TRY,Selar Kuning,"Yellow striped scad, fillet, raw",r,Selarides leptolejus,Yellowstripe scad,Selaroides leptolepis,,,,FA converted using XFA,2001,fi51,DR,1.0,,,,0.208044277,1.43063193,,,,
0901471,0901471,Finfish,"Unknown (samples from local fish market in Riyadh, Saudi Arabia)",,33,ENI,Hammour,"Grouper, muscle tissue (dorsal fillet), raw",r,Epinephelus coioides,Orange-spotted grouper,Epinephelus coioides,,,1,FA converted using XFA,2009,fi64,DR,1.0,,,,0.0077945,0.0249424,,,,
0901481,0901481,Finfish,"Unknown (samples from local fish market, India)",,11,LRH,,"Rohu, meat, raw",r,Labeo rohita,Roho labeo,Labeo rohita,May-Oct,,1,FA converted using XFA,2010,fi75,DR,1.0,,,,0.0366832,0.1238058,,,,
0901482,0901482,Finfish,"Unknown (samples from local fish market, India)",,11,CTT,,"Catla, meat, raw",r,Catla catla,Catla,Catla catla,May-Oct,,1,FA converted using XFA,2010,fi75,DR,1.0,,,,0.0374498,0.0445158,,,,
0901483,0901483,Finfish,"Unknown (samples from local fish market, India)",,11,CMG,,"Mrigal, meat, raw",r,Cirrhinus mrigala,Mrigal carp,Cirrhinus mrigala,May-Oct,,1,FA converted using XFA,2010,fi75,DR,1.0,,,,0.0265944,0.0392584,,,,
0901484,0901484,Finfish,"Unknown (samples from local fish market, India)",,12,TLM,,"Tilapia, meat, raw",r,Oreochromis mossambicus,Mozambique tilapia,Oreochromis mossambicus,May-Oct,,1,FA converted using XFA,2010,fi75,DR,1.0,,,,0.0170034,0.023338,,,,
0901485,0901485,Finfish,"Unknown (samples from local fish market, India)",,11,FCP,,"Common carp, meat, raw",r,Cyprinus carpio,Common carp,Cyprinus carpio,May-Oct,,1,FA converted using XFA,2010,fi75,DR,1.0,,,,0.1597524,0.2380624,,,,
0901506,0901506,Finfish,"Unknown (samples from local fish market, Istanbul)",,31,SOL,,"Common sole, wild, edible muscle tissue, raw",r,Solea solea,Common sole,Solea solea,"Winter (Dec 2006, Jan, Feb 2007)",,1,,2010,fi92,DR,1.0,62.5988,7.2671,1.1391,,,40,7.9,34.4,28.8
0901507,0901507,Finfish,"Unknown (samples from local fish market, Istanbul)",,31,SOL,,"Common sole, wild, edible muscle tissue, raw",r,Solea solea,Common sole,Solea solea,"Spring (Mar, Apr, May 2007)",,1,,2010,fi92,DR,1.0,70.4694,6.0642,1.4187,,,28,3.1,43.5,26.9
0901508,0901508,Finfish,"Unknown (samples from local fish market, Istanbul)",,31,SOL,,"Common sole, wild, edible muscle tissue, raw",r,Solea solea,Common sole,Solea solea,"Summer (Jun, Jul, Aug 2007)",,1,,2010,fi92,DR,1.0,78.7263,5.8136,1.4496,,,30,0.2,42,47.5
0901509,0901509,Finfish,"Unknown (samples from local fish market, Istanbul)",,31,SOL,,"Common sole, wild, edible muscle tissue, raw",r,Solea solea,Common sole,Solea solea,"Autumn (Sep, Oct, Nov 2007)",,1,,2010,fi92,DR,1.0,44.2052,15.236,3.5635,,,35.3,1.5,103.8,53.1
0901510,0901510,Finfish,"Unknown (samples from local fish market, Istanbul)",,33,MUR,,"Striped red mullet, wild, edible muscle tissue, raw",r,Mullus surmuletus,Surmullet,Mullus surmuletus,"Winter (Dec 2006, Jan, Feb 2007)",,1,,2010,fi92,DR,1.0,51.8822,9.4846,1.4933,,,96.6,8.6,32.9,22.9
0901511,0901511,Finfish,"Unknown (samples from local fish market, Istanbul)",,33,MUR,,"Striped red mullet, wild, edible muscle tissue, raw",r,Mullus surmuletus,Surmullet,Mullus surmuletus,"Spring (Mar, Apr, May 2007)",,1,,2010,fi92,DR,1.0,62.5135,5.8733,1.1739,,,45.1,9.4,36.1,5.8
0901512,0901512,Finfish,"Unknown (samples from local fish market, Istanbul)",,33,MUR,,"Striped red mullet, wild, edible muscle tissue, raw",r,Mullus surmuletus,Surmullet,Mullus surmuletus,"Summer (Jun, Jul, Aug 2007)",,1,,2010,fi92,DR,1.0,52.9022,1.8889,1.1905,,,17.4,0.5,66.2,6.5
0901513,0901513,Finfish,"Unknown (samples from local fish market, Istanbul)",,33,MUR,,"Striped red mullet, wild, edible muscle tissue, raw",r,Mullus surmuletus,Surmullet,Mullus surmuletus,"Autumn (Sep, Oct, Nov 2007)",,1,,2010,fi92,DR,1.0,60.4496,12.5783,3.0927,,,16.4,1.5,38.5,26.5
0901514,0901514,Finfish,"Unknown (samples from local fish market, Istanbul)",,32,WHG,,"Whiting, wild, edible muscle tissue, raw",r,Merlangius merlangus,Whiting,Merlangius merlangus,"Winter (Dec 2006, Jan, Feb 2007)",,1,,2010,fi92,DR,1.0,73.5713,7.6567,1.2857,,,33.5,5.4,14.6,60.1
0901515,0901515,Finfish,"Unknown (samples from local fish market, Istanbul)",,32,WHG,,"Whiting, wild, edible muscle tissue, raw",r,Merlangius merlangus,Whiting,Merlangius merlangus,"Spring (Mar, Apr, May 2007)",,1,,2010,fi92,DR,1.0,46.7305,3.2061,1.115,,,31.2,3.8,34,19.1
0901516,0901516,Finfish,"Unknown (samples from local fish market, Istanbul)",,32,WHG,,"Whiting, wild, edible muscle tissue, raw",r,Merlangius merlangus,Whiting,Merlangius merlangus,"Summer (Jun, Jul, Aug 2007)",,1,,2010,fi92,DR,1.0,58.831,2.2046,1.5099,,,22.8,2.1,29.2,11.1
0901517,0901517,Finfish,"Unknown (samples from local fish market, Istanbul)",,32,WHG,,"Whiting, wild, edible muscle tissue, raw",r,Merlangius merlangus,Whiting,Merlangius merlangus,"Autumn (Sep, Oct, Nov 2007)",,1,,2010,fi92,DR,1.0,57.394,7.8313,1.4984,,,29.8,0.4,33.4,15.5
0901523,0901523,Finfish,"Unknown (samples from Turkey, Hatay, local fish market)",,13,CLZ,,"African catfish, fillet, raw",r,Clarias gariepinus,North African catfish,Clarias gariepinus,,"length and weight of fish: 25-30cm, 250-300g",1,Minerals expressed per DM - conversion to FW; Vitamins assumed to be expressed on a FW basis. Minerals and vitamin A data were not included (very low or very high values).,2009,fi97,DR,1.0,,,,,,,,,
0901528,0901528,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",,36,GUT,,"Seer, wild, skinless, muscle flesh, raw",r,Scomberomorus guttatus,Indo-Pacific king mackerel,Scomberomorus guttatus,Dec 1988-Mar 1989,,1,,1993,fi98,DR,1.0,35.3,1.1,1.5,,,,,,
0901529,0901529,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",,24,HIL,,"Hilsa (marine), wild, skinless, muscle flesh, raw",r,Hilsa hilsa,Hilsa shad,Tenualosa ilisha,Dec 1988-Mar 1990,,1,,1993,fi98,DR,1.0,35.5,1.2,2.3,,,,,,
0901530,0901530,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",,35,EYP,,"Anchovy, wild, skinless, muscle flesh, raw",r,Thryssa purava,Oblique-jaw thryssa,Thryssa purava,Dec 1988-Mar 1991,,1,,1993,fi98,DR,1.0,43,1.5,3.2,,,,,,
0901531,0901531,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",,37,POB,,"Pomfret (Black), wild, skinless, muscle flesh, raw",r,Parastromteur niger,Black pomfret,Parastromateus niger,Dec 1988-Mar 1992,,1,,1993,fi98,DR,1.0,23.8,0.8,1.1,,,,,,
0901532,0901532,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",,33,OTI,,"Jew fish, wild, skinless, muscle flesh, raw",r,Pseudosciaena diacanthus,Blackspotted croaker,Protonibea diacanthus,Dec 1988-Mar 1993,,1,,1993,fi98,DR,1.0,14.5,0.9,1.4,,,,,,
0901533,0901533,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",,33,MUF,,"Mullet, wild, skinless, muscle flesh, raw",r,Mugil cephalus,Flathead grey mullet,Mugil cephalus,Dec 1988-Mar 1994,,1,,1993,fi98,DR,1.0,15.7,0.8,2.2,,,,,,
0901534,0901534,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",,37,RAG,,"Mackerel, wild, skinless, muscle flesh, raw",r,Rastrelliger kanagurta,Indian mackerel,Rastrelliger kanagurta,Dec 1988-Mar 1995,,1,,1993,fi98,DR,1.0,30.3,1.3,2.3,,,,,,
0901535,0901535,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",,34,PCX,,"Conger eel, wild, skinless, muscle flesh, raw",r,Muraenesox talabon,Pike-congers nei,Muraenesox spp,Dec 1988-Mar 1996,,1,,1993,fi98,DR,1.0,11.2,0.8,1.7,,,,,,
0901536,0901536,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",,37,SIP,,"Pomfret (White), wild, skinless, muscle flesh, raw",r,Pampus argenteus,Silver pomfret,Pampus argenteus,Dec 1988-Mar 1997,,1,,1993,fi98,DR,1.0,21.6,0.5,1.5,,,,,,
0901537,0901537,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",,37,TRE,,"Trevally, wild, skinless, muscle flesh, raw",r,Caranx sansun,"Jacks, crevalles nei",Caranx spp,Dec 1988-Mar 1996,,1,,1993,fi98,DR,1.0,8.9,1.8,2.5,,,,,,
0901538,0901538,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",,33,NNJ,,"Pinkperch, wild, skinless, muscle flesh, raw",r,Nemipterus japonicus,Japanese threadfin bream,Nemipterus japonicus,Dec 1988-Mar 1999,,1,,1993,fi98,DR,1.0,15,1.7,1.8,,,,,,
0901539,0901539,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",,35,FRS,,"Lesser sardine, wild, skinless, muscle flesh, raw",r,Sardinella fimbriata,Fringescale sardinella,Sardinella fimbriata,Dec 1988-Mar 2000,,1,,1993,fi98,DR,1.0,51.4,1.1,1.6,,,,,,
0901540,0901540,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",,33,OYD,,"Thread fins, wild, skinless, muscle flesh, raw",r,Polynemus indicus,Indian threadfin,Leptomelanosoma indicum,Dec 1988-Mar 2001,,1,,1993,fi98,DR,1.0,4.7,0.8,1.5,,,,,,
0901541,0901541,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",,33,BUC,,"Bombay duck, wild, skinless, muscle flesh, raw",r,Harpodon nehereus,Bombay-duck,Harpadon nehereus,Dec 1988-Mar 2002,,1,,1993,fi98,DR,1.0,19.8,0.7,2.7,,,,,,
0901542,0901542,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",,25,GIP,,"Giant perch (marine), wild, skinless, muscle flesh, raw",r,Lates calcarifer,Barramundi,Lates calcarifer,Dec 1988-Mar 2003,,1,,1993,fi98,DR,1.0,8.8,0.7,1.1,,,,,,
0901543,0901543,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",,38,RSK,,"Shark, wild, skinless, muscle flesh, raw",r,Scoliodon sorrakowah,Requiem sharks nei,Carcharhinidae,Dec 1988-Mar 2004,,1,,1993,fi98,DR,1.0,19.3,0.9,1.5,,,,,,
0901544,0901544,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",,33,CAX,,"Cat fish, wild, skinless, muscle flesh, raw",r,Tachysurus zona,,Ariidae,Dec 1988-Mar 2005,,1,,1993,fi98,DR,1.0,6.2,1.4,1.7,,,,,,
0901545,0901545,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",,13,KNA,,"Murrel, wild, skinless, muscle flesh, raw",r,Ophiocephalus marules,Great snakehead ,Channa marulius,Dec 1988-Mar 2006,,1,,1993,fi98,DR,1.0,10.1,0.6,1.5,,,,,,
0901546,0901546,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",,11,LRH,,"Rohu, wild, skinless, muscle flesh, raw",r,Labeo rohita,Roho labeo,Labeo rohita,Dec 1988-Mar 2007,,1,,1993,fi98,DR,1.0,12.9,0.7,1.3,,,,,,
0901547,0901547,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",,11,CTT,,"Catla, wild, skinless, muscle flesh, raw",r,Catla catla,Catla,Catla catla,Dec 1988-Mar 2008,,1,,1993,fi98,DR,1.0,20.8,0.9,2,,,,,,
0901548,0901548,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",,13,FSI,Armadillo,"muscle flesh, skinless, raw",r,Hypostomus watwata,Freshwater siluroids nei,Siluroidei,,,1,FA converted using XFA,2000,fi99,DR,1.0,19.66,0.9,,0.02882737,,,,,
0901549,0901549,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",,13,PLR,Bocachico,"Netted prochilod, muscle flesh, skinless, raw",r,Prochilodus reticulatus,Netted prochilod,Prochilodus reticulatus,,,1,FA converted using XFA,2000,fi99,DR,1.0,10,1.2,,0.14112075,,,,,
0901550,0901550,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",,13,CSM,Cachama,"Cachama, muscle flesh, skinless, raw",r,Colossoma macropomum,Cachama,Colossoma macropomum,,,1,FA converted using XFA,2000,fi99,DR,1.0,15.66,1.4,,1.0966102,0.559495,,,,
0901551,0901551,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",,33,MOJ,Carpeta,"muscle flesh, skinless, raw",r,Eugerres plumieri,Mojarras(=Silver-biddies) nei,Gerres spp,,,1,FA converted using XFA,2000,fi99,DR,1.0,10.78,1.2,,0.10577996,0.23079264,,,,
0901552,0901552,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",,33,YNA,Corvina,"Acoupa weakfish, muscle flesh, skinless, raw",r,Cynoscion maracaiboensis,Acoupa weakfish,Cynoscion acoupa,,,1,FA converted using XFA,2000,fi99,DR,1.0,79.33,1.6,,0.22455249,0.49839699,,,,
0901553,0901553,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",,33,MGU,Lisa,"White mullet, muscle flesh, skinless, raw",r,Mugil curema,White mullet,Mugil curema,,,1,FA converted using XFA,2000,fi99,DR,1.0,75,1.5,,0.23576857,0.14255774,,,,
0901554,0901554,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",,32,HOF,Merluza,"Offshore silver hake, muscle flesh, skinless, raw",r,Merluccius albidus,Offshore silver hake,Merluccius albidus,,,1,FA converted using XFA,2000,fi99,DR,1.0,23,1.3,,,,,,,
0901555,0901555,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",,33,GPN,Mero,"Nassau grouper, muscle flesh, skinless, raw",r,Epinephelus striatus,Nassau grouper,Epinephelus striatus,,,1,FA converted using XFA,2000,fi99,DR,1.0,69,0.9,,0.04415764,0.16665948,,,,
0901556,0901556,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",,33,LJU,Pargo,"Blackfin snapper, muscle flesh, skinless, raw",r,Lutjanus buccanella,Blackfin snapper,Lutjanus buccanella,,,1,FA converted using XFA,2000,fi99,DR,1.0,17.66,1.26,,0.05050976,0.21015668,,,,
0901557,0901557,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",,33,SNO,Robalo,"Common snook, muscle flesh, skinless, raw",r,Centropomus undecimalis,Common snook,Centropomus undecimalis,,,1,FA converted using XFA,2000,fi99,DR,1.0,73,1.46,,,,,,,
0901558,0901558,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",,12,TLP,Tilapia,"Tilapia, muscle flesh, skinless, raw",r,Oreochromis sp.,Tilapias nei,Oreochromis (=Tilapia) spp,,,1,FA converted using XFA,2000,fi99,DR,1.0,41,1.76,,0.10614132,0.098279,,,,
0901559,0901559,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",,23,TRR,Trucha,"Rainbow trout, muscle flesh, skinless, raw",r,Oncorhynchus mykiss,Rainbow trout,Oncorhynchus mykiss,,,1,FA converted using XFA,2000,fi99,DR,1.0,71.33,1.45,,0.02513,0.231196,,,,
0901585,0901585,Finfish,Unknown,,13,BNC,Matrinxã,"Matrinxã, dorsolateral fillet, skin-on, raw",r,Brycon cephalus,,Brycon cephalus,,"average weight and length of fish: 751.9g, 32.8cm",1,PRO-/FAT- (analyzed according to AOAC 1995),2010,fi106,DR,1.0,,,,,,,,,
0901614,0901614,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,LZX,Changu,"Changu, wild (small size), dorsal muscle fillet, skinless, raw",r,,,(Lethrinus spp),Nov-Dec 1993,"mean length and weight: 20cm, 133g; Iodine given in mcg/kg wet weight",1,,1997,fi118,DR,1.0,,,,,,,,,
0901615,0901615,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,LZX,Changu,"Changu, wild (medium size), dorsal muscle fillet, skinless, raw",r,,,(Lethrinus spp),Nov-Dec 1993,"mean length and weight: 24cm, 235g; Iodine given in mcg/kg wet weight",1,,1997,fi118,DR,1.0,,,,,,,,,
0901616,0901616,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,LZX,Changu,"Changu, wild (large size), dorsal muscle fillet, skinless, raw",r,,,(Lethrinus spp),Nov-Dec 1993,"mean length and weight: 31cm, 537g; Iodine given in mcg/kg wet weight",1,,1997,fi118,DR,1.0,,,,,,,,,
0901617,0901617,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,SPI,Tasi,"Tasi, wild (small size), dorsal muscle fillet, skinless, raw",r,,Spinefeet(=Rabbitfishes) nei,Siganus spp,Nov-Dec 1993,"mean length and weight: 19cm, 85g; Iodine given in mcg/kg wet weight",1,,1997,fi118,DR,1.0,,,,,,,,,
0901618,0901618,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,SPI,Tasi,"Tasi, wild (medium size), dorsal muscle fillet, skinless, raw",r,,Spinefeet(=Rabbitfishes) nei,Siganus spp,Nov-Dec 1993,"mean length and weight: 24cm, 181g; Iodine given in mcg/kg wet weight",1,,1997,fi118,DR,1.0,,,,,,,,,
0901619,0901619,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,SPI,Tasi,"Tasi, wild (large size), dorsal muscle fillet, skinless, raw",r,,Spinefeet(=Rabbitfishes) nei,Siganus spp,Nov-Dec 1993,"mean length and weight: 35cm, 620g; Iodine given in mcg/kg wet weight",1,,1997,fi118,DR,1.0,,,,,,,,,
0901620,0901620,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,LZX,Changu,"Changu, wild (small size), skin, raw",r,,,(Lethrinus spp),Nov-Dec 1993,Iodine given in mcg/kg wet weight,1,,1997,fi118,DR,1.0,,,,,,,,,
0901621,0901621,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,LZX,Changu,"Changu, wild, (medium size), skin, raw",r,,,(Lethrinus spp),Nov-Dec 1993,Iodine given in mcg/kg wet weight,1,,1997,fi118,DR,1.0,,,,,,,,,
0901622,0901622,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,LZX,Changu,"Changu, wild (large size), skin, raw",r,,,(Lethrinus spp),Nov-Dec 1993,Iodine given in mcg/kg wet weight,1,,1997,fi118,DR,1.0,,,,,,,,,
0901623,0901623,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,SPI,Tasi,"Tasi, wild (small size), skin, raw",r,,Spinefeet(=Rabbitfishes) nei,(Siganus spp),Nov-Dec 1993,Iodine given in mcg/kg wet weight,1,,1997,fi118,DR,1.0,,,,,,,,,
0901624,0901624,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,SPI,Tasi,"Tasi, wild, (medium size), skin, raw",r,,Spinefeet(=Rabbitfishes) nei,(Siganus spp),Nov-Dec 1993,Iodine given in mcg/kg wet weight,1,,1997,fi118,DR,1.0,,,,,,,,,
0901625,0901625,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,SPI,Tasi,"Tasi, wild (large size), skin, raw",r,,Spinefeet(=Rabbitfishes) nei,(Siganus spp),Nov-Dec 1993,Iodine given in mcg/kg wet weight,1,,1997,fi118,DR,1.0,,,,,,,,,
0901626,0901626,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,TAI,Pawale,"Pawale, wild, whole, raw",r,,Indo-Pacific tarpon,(Megalops cyprinoides),Nov-Dec 1993,"mean length and weight: 7.5cm, 5.1g; Iodine given in mcg/kg wet weight",1,,1997,fi118,DR,1.0,,,,,,,,,
0901627,0901627,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,11,FCY,Dagaa mchete,"Dagaa mchete, wild, whole, raw",r,,Cyprinids nei,(Cyprinidae),Nov-Dec 1993,"mean length and weight: 10.2cm, 7.5g; Iodine given in mcg/kg wet weight",1,,1997,fi118,DR,1.0,,,,,,,,,
0901628,0901628,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,11,FCY,Dagaa papa,"Dagaa papa, wild, whole, raw",r,,Cyprinids nei,(Cyprinidae),Nov-Dec 1993,Iodine given in mcg/kg wet weight,1,,1997,fi118,DR,1.0,,,,,,,,,
0901629,0901629,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,11,FCY,Dagaa kavu,"Dagaa kavu, wild, whole, raw",r,,Cyprinids nei,(Cyprinidae),Nov-Dec 1993,Iodine given in mcg/kg wet weight,1,,1997,fi118,DR,1.0,,,,,,,,,
0901630,0901630,Crustacean,"Tanzania, Dar es Salaam, Indian Ocean",W,40,DCP,,"Prawns, wild, whole, raw",r,,Natantian decapods nei,(Natantia),Nov-Dec 1993,,1,,1997,fi118,DR,1.0,,,,,,,,,
0901631,0901631,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,11,FCY,Dagaa mchete,"Dagaa mchete, wild, whole fish, raw",r,,Cyprinids nei,(Cyprinidae),Nov-Dec 1993,"mean length and weight: 10.4cm, 8.5g; Iodine given in mcg/kg wet weight",6,,1997,fi118,DR,1.0,,,,,,,,,
0901632,0901632,Finfish,"Ethiopia, Zwai, Lake Zwai",W,11,HXP,,"Carp, wild (small size), dorsal muscle fillet, skinless, raw",r,,Carps nei,Hypophthalmichthys spp,Nov 1993,"mean length and weight: 24cm, 191g; Iodine given in mcg/kg wet weight",1,,1997,fi118,DR,1.0,,,,,,,,,
