seanuts_id2,species1,nutrient,concentration,feeding_mode,feeding_level,EnvTemp,DemersPelag,BodyShapeI,part,log_concentration,log_length,bulk_trophic_level,DepthRangeDeep,AgeMatMin,realm,source
NA,Eleginus gracilis,protein_g,14.7,variable,mainly animals (troph. 2.8 and up),polar,demersal,fusiform / normal,muscle,2.6878474937846906,4.007333185232471,3.78,300,2.2,freshbrackmarine,cine
NA,Eleginus gracilis,protein_g,8,variable,mainly animals (troph. 2.8 and up),polar,demersal,fusiform / normal,liver,2.0794415416798357,4.007333185232471,3.78,300,2.2,freshbrackmarine,cine
NA,Eleginus gracilis,fat_g,0.8,variable,mainly animals (troph. 2.8 and up),polar,demersal,fusiform / normal,muscle,-0.2231435513142097,4.007333185232471,3.78,300,2.2,freshbrackmarine,cine
NA,Eleginus gracilis,fat_g,45.1,variable,mainly animals (troph. 2.8 and up),polar,demersal,fusiform / normal,liver,3.8088822465086327,4.007333185232471,3.78,300,2.2,freshbrackmarine,cine
NA,Esox lucius,ca_mg,57,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,4.04305126783455,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,ca_mg,57,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,4.04305126783455,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,ca_mg,50,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,3.912023005428146,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,ca_mg,60,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,4.0943445622221,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,ca_mg,19.894,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,2.990418178730222,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,ca_mg,8,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,2.0794415416798357,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,ca_mg,259,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,5.556828061699537,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,ca_mg,32.6,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,3.484312288372662,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,ca_mg,143,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,4.962844630259907,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,ca_mg,4.6,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,liver,1.5260563034950492,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,zn_mg,0.67,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.40047756659712525,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,zn_mg,0.67,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.40047756659712525,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,zn_mg,0.96,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.040821994520255166,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,zn_mg,0.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.35667494393873245,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,zn_mg,0.581,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.5430045221302259,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,zn_mg,1.1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,0.09531017980432493,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,zn_mg,1.11,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,0.10436001532424286,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,zn_mg,0.4,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.916290731874155,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,zn_mg,0.9,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.10536051565782628,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,zn_mg,8.4,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,liver,2.128231705849268,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fe_mg,0.55,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.5978370007556204,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fe_mg,0.55,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.5978370007556204,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fe_mg,0.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-1.2039728043259361,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fe_mg,0.4,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.916290731874155,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fe_mg,0.55,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.5978370007556204,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fe_mg,0.217,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-1.5278579254416775,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fe_mg,0.1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-2.3025850929940455,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fe_mg,0.47,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.7550225842780328,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fe_mg,0.2,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-1.6094379124341003,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fe_mg,0.4,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.916290731874155,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fe_mg,0.99,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,liver,-0.01005033585350145,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,protein_g,19.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,2.9601050959108397,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,protein_g,19.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,2.9601050959108397,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,protein_g,19,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,2.9444389791664403,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,protein_g,19,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,2.9444389791664403,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,protein_g,18.1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,2.89591193827178,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,protein_g,17,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,2.833213344056216,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,protein_g,18.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,2.928523523860541,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,protein_g,21.8,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,3.0819099697950434,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,protein_g,16.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,offal,2.803360380906535,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,protein_g,18.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,2.917770732084279,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,protein_g,5.1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,liver,1.62924053973028,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fat_g,1.2,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,0.1823215567939546,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fat_g,0.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.35667494393873245,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fat_g,0.69,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.37106368139083207,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fat_g,0.69,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.37106368139083207,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fat_g,1.2,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,0.1823215567939546,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fat_g,0.8,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.2231435513142097,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fat_g,1.1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,0.09531017980432493,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fat_g,1.29,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,0.25464221837358075,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fat_g,0.8,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.2231435513142097,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fat_g,0.4,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.916290731874155,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fat_g,0.9,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.10536051565782628,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fat_g,0.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.35667494393873245,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fat_g,5.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,offal,1.667706820558076,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fat_g,0.9,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.10536051565782628,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fat_g,0.9,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.10536051565782628,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fat_g,0.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.35667494393873245,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fat_g,5.8,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,liver,1.7578579175523736,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fapun3,0.4,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.916290731874155,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fapun3,0.1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-2.3025850929940455,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fapun3,0.97,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,liver,-0.030459207484708574,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fapun_all_g,0.4,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.916290731874155,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fapun_all_g,0.2,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-1.6094379124341003,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fapun_all_g,0.202,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-1.5994875815809322,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fapun_all_g,0.202,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-1.5994875815809322,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fapun_all_g,0.044,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-3.123565645063876,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fapun_all_g,0.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-0.35667494393873245,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fapun_all_g,0.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-1.2039728043259361,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,fapun_all_g,1.6,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,liver,0.47000362924573563,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,mn_mg,0.24,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-1.4271163556401458,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,mn_mg,0.24,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-1.4271163556401458,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,mn_mg,0.04,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-3.2188758248682006,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,mn_mg,0.03,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-3.506557897319982,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,mn_mg,0.047,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-3.0576076772720784,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,mn_mg,0.236,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,-1.443923473956527,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,mg_mg,31,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,3.4339872044851463,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,mg_mg,29,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,3.367295829986474,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,mg_mg,28,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,3.332204510175204,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Esox lucius,mg_mg,17.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,2.8507065015037334,4.919980925828125,4.400000095367432,30,1.9444444444444444,freshbrack,cine
NA,Gadus macrocephalus,ca_mg,7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),boreal,demersal,fusiform / normal,muscle,1.9459101490553132,4.77912349311153,4.115,1280,4.0625,brackmarine,cine
NA,Gadus macrocephalus,ca_mg,10,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),boreal,demersal,fusiform / normal,muscle,2.302585092994046,4.77912349311153,4.115,1280,4.0625,brackmarine,cine
NA,Gadus macrocephalus,zn_mg,0.4,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),boreal,demersal,fusiform / normal,muscle,-0.916290731874155,4.77912349311153,4.115,1280,4.0625,brackmarine,cine
NA,Gadus macrocephalus,zn_mg,0.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),boreal,demersal,fusiform / normal,muscle,-1.2039728043259361,4.77912349311153,4.115,1280,4.0625,brackmarine,cine
NA,Gadus macrocephalus,fe_mg,0.26,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),boreal,demersal,fusiform / normal,muscle,-1.3470736479666092,4.77912349311153,4.115,1280,4.0625,brackmarine,cine
NA,Gadus macrocephalus,fe_mg,0.2,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),boreal,demersal,fusiform / normal,muscle,-1.6094379124341003,4.77912349311153,4.115,1280,4.0625,brackmarine,cine
NA,Gadus macrocephalus,protein_g,17.9,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),boreal,demersal,fusiform / normal,muscle,2.884800712846709,4.77912349311153,4.115,1280,4.0625,brackmarine,cine
NA,Gadus macrocephalus,protein_g,16.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),boreal,demersal,fusiform / normal,muscle,2.8154087194227095,4.77912349311153,4.115,1280,4.0625,brackmarine,cine
NA,Gadus macrocephalus,protein_g,16.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),boreal,demersal,fusiform / normal,offal,2.803360380906535,4.77912349311153,4.115,1280,4.0625,brackmarine,cine
NA,Gadus macrocephalus,protein_g,21.4,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),boreal,demersal,fusiform / normal,eggs,3.0633909220278057,4.77912349311153,4.115,1280,4.0625,brackmarine,cine
NA,Gadus macrocephalus,protein_g,17.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),boreal,demersal,fusiform / normal,muscle,2.8507065015037334,4.77912349311153,4.115,1280,4.0625,brackmarine,cine
NA,Gadus macrocephalus,fat_g,0.6,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),boreal,demersal,fusiform / normal,muscle,-0.5108256237659907,4.77912349311153,4.115,1280,4.0625,brackmarine,cine
NA,Gadus macrocephalus,fat_g,0.63,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),boreal,demersal,fusiform / normal,muscle,-0.4620354595965587,4.77912349311153,4.115,1280,4.0625,brackmarine,cine
NA,Gadus macrocephalus,fat_g,0.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),boreal,demersal,fusiform / normal,muscle,-0.35667494393873245,4.77912349311153,4.115,1280,4.0625,brackmarine,cine
NA,Gadus macrocephalus,fat_g,1.9,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),boreal,demersal,fusiform / normal,offal,0.6418538861723947,4.77912349311153,4.115,1280,4.0625,brackmarine,cine
NA,Gadus macrocephalus,fat_g,2,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),boreal,demersal,fusiform / normal,eggs,0.6931471805599453,4.77912349311153,4.115,1280,4.0625,brackmarine,cine
NA,Gadus macrocephalus,fat_g,0.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),boreal,demersal,fusiform / normal,muscle,-0.35667494393873245,4.77912349311153,4.115,1280,4.0625,brackmarine,cine
NA,Gadus macrocephalus,fat_g,0.64,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),boreal,demersal,fusiform / normal,muscle,-0.4462871026284195,4.77912349311153,4.115,1280,4.0625,brackmarine,cine
NA,Gadus macrocephalus,fapun3,0.1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),boreal,demersal,fusiform / normal,muscle,-2.3025850929940455,4.77912349311153,4.115,1280,4.0625,brackmarine,cine
NA,Gadus macrocephalus,fapun_all_g,0.2,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),boreal,demersal,fusiform / normal,muscle,-1.6094379124341003,4.77912349311153,4.115,1280,4.0625,brackmarine,cine
NA,Gadus macrocephalus,fapun_all_g,0.244,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),boreal,demersal,fusiform / normal,muscle,-1.4105870536889351,4.77912349311153,4.115,1280,4.0625,brackmarine,cine
NA,Gadus macrocephalus,fapun_all_g,0.4,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),boreal,demersal,fusiform / normal,muscle,-0.916290731874155,4.77912349311153,4.115,1280,4.0625,brackmarine,cine
NA,Gadus macrocephalus,mn_mg,0.012,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),boreal,demersal,fusiform / normal,muscle,-4.422848629194137,4.77912349311153,4.115,1280,4.0625,brackmarine,cine
NA,Gadus macrocephalus,mg_mg,24,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),boreal,demersal,fusiform / normal,muscle,3.1780538303479458,4.77912349311153,4.115,1280,4.0625,brackmarine,cine
NA,Gadus morhua,ca_mg,16,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,muscle,2.772588722239781,5.298317366548036,4.29,600,3.625,brackmarine,cine
NA,Gadus morhua,ca_mg,30,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,muscle,3.4011973816621555,5.298317366548036,4.29,600,3.625,brackmarine,cine
NA,Gadus morhua,ca_mg,17,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,tongues + cheeks,2.833213344056216,5.298317366548036,4.29,600,3.625,brackmarine,cine
NA,Gadus morhua,ca_mg,16,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,muscle,2.772588722239781,5.298317366548036,4.29,600,3.625,brackmarine,cine
NA,Gadus morhua,ca_mg,10,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,liver,2.302585092994046,5.298317366548036,4.29,600,3.625,brackmarine,cine
NA,Gadus morhua,ca_mg,10,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,liver,2.302585092994046,5.298317366548036,4.29,600,3.625,brackmarine,cine
NA,Gadus morhua,ca_mg,10,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,eggs,2.302585092994046,5.298317366548036,4.29,600,3.625,brackmarine,cine
NA,Gadus morhua,ca_mg,16,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,muscle,2.772588722239781,5.298317366548036,4.29,600,3.625,brackmarine,cine
NA,Gadus morhua,ca_mg,15,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,muscle,2.70805020110221,5.298317366548036,4.29,600,3.625,brackmarine,cine
NA,Gadus morhua,zn_mg,0.45,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,muscle,-0.7985076962177716,5.298317366548036,4.29,600,3.625,brackmarine,cine
NA,Gadus morhua,zn_mg,0.589,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,muscle,-0.5293290953305504,5.298317366548036,4.29,600,3.625,brackmarine,cine
NA,Gadus morhua,zn_mg,1.94,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,liver,0.6626879730752367,5.298317366548036,4.29,600,3.625,brackmarine,cine
NA,Gadus morhua,zn_mg,2.2,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,eggs,0.7884573603642703,5.298317366548036,4.29,600,3.625,brackmarine,cine
NA,Gadus morhua,zn_mg,0.6,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,muscle,-0.5108256237659907,5.298317366548036,4.29,600,3.625,brackmarine,cine
NA,Gadus morhua,zn_mg,0.38,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,muscle,-0.9675840262617056,5.298317366548036,4.29,600,3.625,brackmarine,cine
NA,Gadus morhua,fe_mg,0.38,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,muscle,-0.9675840262617056,5.298317366548036,4.29,600,3.625,brackmarine,cine
NA,Gadus morhua,fe_mg,0.31,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,tongues + cheeks,-1.171182981502945,5.298317366548036,4.29,600,3.625,brackmarine,cine
NA,Gadus morhua,fe_mg,1.75,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,muscle,0.5596157879354227,5.298317366548036,4.29,600,3.625,brackmarine,cine
