sciname,Genus,Species,SpeciesRefNo,Author,FBname,PicPreferredName,PicPreferredNameM,PicPreferredNameF,PicPreferredNameJ,FamCode,Subfamily,GenCode,SubGenCode,BodyShapeI,Source,AuthorRef,Remark,TaxIssue,Fresh,Brack,Saltwater,DemersPelag,AnaCat,MigratRef,DepthRangeShallow,DepthRangeDeep,DepthRangeRef,DepthRangeComShallow,DepthRangeComDeep,DepthComRef,LongevityWild,LongevityWildRef,LongevityCaptive,LongevityCapRef,Vulnerability,Length,LTypeMaxM,LengthFemale,LTypeMaxF,MaxLengthRef,CommonLength,LTypeComM,CommonLengthF,LTypeComF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Pic,PictureFemale,LarvaPic,EggPic,ImportanceRef,Importance,PriceCateg,PriceReliability,Remarks7,LandingStatistics,Landings,MainCatchingMethod,II,MSeines,MGillnets,MCastnets,MTraps,MSpears,MTrawls,MDredges,MLiftnets,MHooksLines,MOther,UsedforAquaculture,LifeCycle,AquacultureRef,UsedasBait,BaitRef,Aquarium,AquariumFishII,AquariumRef,GameFish,GameRef,Dangerous,DangerousRef,Electrogenic,ElectroRef,Complete,GoogleImage,Comments,Profile,PD50,Emblematic,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,SpecCode
Coregonus lavaretus,Coregonus,lavaretus,5204,"(Linnaeus, 1758)",European whitefish,Colav_u4.jpg,NA,NA,NA,76,Coregoninae,7065,NA,fusiform / normal,O,NA,NA,0,-1,-1,-1,demersal,anadromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.64,73.0,TL,NA,NA,40637,NA,NA,NA,NA,NA,1e4,NA,35388,NA,NA,NA,NA,4931,commercial,high,Reliable: based on ex-vessel price for this species,NA,"from 1,000 to 10,000",NA,seines,NA,0,-1,0,0,0,0,0,0,0,0,commercial,NA,12108,never/rarely,NA,never/rarely,NA,NA,-1,4699,harmless,NA,no special ability,NA,NA,-1,"Gregarious lacustrine forms (Ref. 2163) and anadromous estuarine forms, rarely in full saltwater.  Feeds on planktonic crustaceans, or larger benthic crustaceans in brackish water.  Movement in water column as a function of zooplankton repartition (Ref. 2163). Spawns in gravel, near shore, in shallow water, in December (Ref. 59043).  Likely to benefit from environmental regulations in France passed on 8/12/88 (Ref. 2163).",NA,0.5,0,2,1990-10-17T00:00:00.000Z,393,2010-07-02T00:00:00.000Z,1,1994-03-08T00:00:00.000Z,NA,232
Coregonus clupeaformis,Coregonus,clupeaformis,1998,"(Mitchill, 1818)",Lake whitefish,Coclu_u0.jpg,NA,NA,NA,76,Coregoninae,7065,NA,fusiform / normal,O,NA,NA,0,-1,-1,0,demersal,anadromous,51243,18,128,3849,NA,NA,NA,50.0,3494,12.0,273,47.56,100.0,TL,NA,NA,9988,54.1,TL,NA,NA,12193,19e3,NA,28850,COCLU_U0,NA,NA,NA,4931,commercial,very high,Very questionable: based on ex-vessel price for species in this family,NA,"from 10,000 to 50,000",NA,seines,NA,0,-1,0,-1,0,0,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,public aquariums,NA,273,-1,4699,harmless,NA,no special ability,NA,NA,-1,"Primarily a lake dweller (Ref. 27547).  Also found in large rivers and enters brackish water (Ref. 5723).  Nerito-pelagic (Ref. 58426).  Appears to be rather sedentary, at least in the Great Lakes (Ref. 27547).  Movement in large lakes generally consists of 4 stages:  movement from deep to shallow water in the spring; movement back to deep water in the summer as the shoal water warms; migration to shallow-water spawning areas in the fall and early winter; and post-spawning movement back to deeper water (Ref. 27547).  Forms separate populations in large lakes (Ref. 27547).  Adults feed mainly on aquatic insect larvae, mollusks and amphipods (Ref. 1091, 3849), but also other fishes and fish eggs, including their own (Ref. 1998).  Extensive hatchery programs for the propagation have been carried out on the Great Lakes and other areas for years (Ref. 3746, 3849).  Valued for its meat as well as for its roe, which is made into an excellent caviar; utilized fresh, smoked, and frozen; eaten steamed, fried, broiled, boiled, microwaved, and baked (Ref. 9988).",NA,0.5,0,2,1990-10-17T00:00:00.000Z,303,2014-03-14T00:00:00.000Z,113,1995-12-15T00:00:00.000Z,NA,234
Scomberomorus guttatus,Scomberomorus,guttatus,168,"(Bloch & Schneider, 1801)",Indo-Pacific king mackerel,Scgut_u0.jpg,NA,NA,NA,416,Scombrinae,2960,NA,fusiform / normal,R,NA,NA,0,0,-1,-1,pelagic-neritic,oceanodromous,51243,15,200,9684,20,90,12260,NA,NA,NA,NA,42.4,76.0,FL,NA,NA,168,55.0,FL,NA,NA,9684,NA,NA,NA,SCGUT_U0,NA,NA,NA,4931,highly commercial,very high,Reliable: based on ex-vessel price for this species,Consumed as food.,"from 10,000 to 50,000","Mostly by India, Indonesia",gillnets,drift gillnets (GND),-1,0,0,-1,0,-1,0,0,-1,-1,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,-1,4537,harmless,NA,no special ability,NA,NA,-1,"A pelagic migratory fish inhabiting coastal waters at depths between 15-200 m; sometimes entering turbid estuarine waters; usually found in small schools (Ref. 9684).  Feeds mainly on small schooling fishes (especially sardines and anchovies), squids and crustaceans (Ref. 9684).  Fishing peaks in the months of November and December in Eastern Thailand, late Dec and January in the northern part of the Gulf and January to March in its western part.  Caught with midwater trawls, purse seines, bamboo stake traps, and by trolling (Ref. 9684).  Marketed mainly fresh; also dried-salted (Ref. 9684), smoked and frozen (Ref. 9987).  Small quantities of frozen product are exported to Europe and North America (Ref. 9987).",NA,0.5,0,2,1990-10-17T00:00:00.000Z,2,2015-03-19T00:00:00.000Z,18,1994-03-23T00:00:00.000Z,NA,123
Sebastes ruberrimus,Sebastes,ruberrimus,2850,"(Cramer, 1895)",Yelloweye rockfish,Serub_u0.jpg,NA,NA,NA,573,Sebastinae,2902,NA,fusiform / normal,O,NA,NA,0,0,0,-1,reef-associated,NA,NA,15,549,27437,NA,NA,NA,118.0,39247,NA,NA,73.46,104.0,TL,NA,NA,40637,NA,NA,NA,NA,NA,17820.0,NA,40637,NA,NA,NA,NA,27436,commercial,medium,Questionable: based on ex-vessel price for species in this genus,NA,NA,southeast Alaska,hooks and lines,unspecified longlines (LL),0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,public aquariums,NA,27436,-1,4699,harmless,NA,no special ability,NA,NA,-1,"Occur in rocky reefs and boulder fields (Ref. 27437), the young found in shallower regions (Ref. 27436).  Feed on fishes and crustaceans (Ref. 28499).  Viviparous (Ref. 34817).  Sold as fillets (Ref. 6885).",NA,0.5,0,1,1991-05-01T00:00:00.000Z,1,2005-12-21T00:00:00.000Z,10,1994-07-11T00:00:00.000Z,NA,3996
Thymallus arcticus,Thymallus,arcticus,3221,"(Pallas, 1776)",Arctic grayling,Tharc_u0.jpg,NA,NA,NA,76,Thymallinae,802,NA,fusiform / normal,O,NA,NA,0,-1,0,0,benthopelagic,NA,NA,30,NA,5723,NA,NA,NA,18.0,33969,NA,NA,59.49,76.0,TL,NA,NA,5723,34.3,TL,NA,NA,12193,3830.0,NA,40637,THARC_U0,NA,NA,NA,9707,minor commercial,very high,Very questionable: based on ex-vessel price for species in this family,NA,NA,NA,seines,NA,0,0,0,0,0,0,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,-1,4699,harmless,NA,no special ability,NA,NA,-1,"Inhabits open water of clear, cold, medium to large rivers and lakes.  Enters rocky creeks to spawn (Ref. 5723).  Occurs in piedmont and montane cold streams, rivers and lakes with high oxygen concentrations (Ref. 59043).  Forms schools in moderate numbers (Ref. 9988).  Young feed on zooplankton with a gradual shift to immature insects; adults feed mainly on surface insects but also take in  fishes, fish eggs, lemmings, and planktonic crustaceans (Ref. 1998).  Spawns in montane streams with heavy current on shallows with rock-gravel bottom (Ref. 59043).  Utilized fresh and can be fried, broiled, boiled, and baked (Ref. 9988).",NA,0.5001,0,1,1991-05-01T00:00:00.000Z,303,2011-04-18T00:00:00.000Z,97,2003-01-16T00:00:00.000Z,NA,2693
Rastrelliger kanagurta,Rastrelliger,kanagurta,168,"(Cuvier, 1816)",Indian mackerel,Rakan_u9.jpg,NA,NA,NA,416,Scombrinae,1042,NA,fusiform / normal,R,NA,NA,0,0,0,-1,pelagic-neritic,oceanodromous,51243,20,90,12260,NA,NA,NA,4.0,168,NA,NA,17.5,38.0,TL,NA,NA,90102,25.0,TL,NA,NA,30573,NA,NA,NA,RAKAN_U1,NA,NA,NA,4931,highly commercial,very high,Reliable: based on ex-vessel price for this species,NA,"from 100,000 to 500,000","By India, Philippines, Thailand",seines,purse seines (PS),0,-1,0,-1,0,-1,0,-1,0,-1,never/rarely,NA,NA,occasionally,6822,never/rarely,NA,NA,-1,4537,harmless,NA,no special ability,NA,NA,-1,"Adults occur in coastal bays, harbors and deep lagoons, usually in some turbid plankton-rich waters.  Form schools.  Feed on phytoplankton (diatoms) and small zooplankton (cladocerans, ostracods, larval polychaetes, etc.) (Ref. 9684).  Small groups were seen eating eggs of <i>Cheilio inermis</i> straight after spawning (Ref. 48637).  Adult individuals feed on macroplankton such as larval shrimps and fish.  Eggs and larvae are pelagic (Ref. 6769).  Generally marketed fresh, frozen, canned, dried-salted, and smoked; also made into fish sauce (Ref. 9684).",NA,0.625,0,2,1990-10-17T00:00:00.000Z,2,2013-06-26T00:00:00.000Z,18,1994-03-21T00:00:00.000Z,NA,111
Oncorhynchus gorbuscha,Oncorhynchus,gorbuscha,5723,"(Walbaum, 1792)",Pink salmon,Ongor_f5.jpg,NA,NA,NA,76,Salmoninae,2445,NA,fusiform / normal,O,NA,NA,0,-1,-1,-1,demersal,anadromous,51243,0,250,50550,NA,NA,NA,3.0,27547,NA,NA,36.98,76.0,TL,NA,NA,9015,50.5,TL,NA,NA,12193,6800.0,NA,27436,ONGOR_U0,ONGOR_F0,NA,NA,4931,highly commercial,low,Reliable: based on ex-vessel price for this species,NA,"from 100,000 to 500,000",NA,various gears,NA,-1,-1,0,-1,0,0,0,0,-1,-1,commercial,NA,12108,never/rarely,NA,never/rarely,NA,NA,-1,4699,harmless,NA,no special ability,NA,NA,-1,"An anadromous species which inhabits ocean and coastal streams (Ref. 5723).  Epipelagic (Ref. 58426). Pelagic at the sea.  In freshwater, lives in montane and piedmont rivers with moderate to fast current and gravel bottom. Spawns in riffles or at head of riffles in shallow water with current up to 1.5 m/s, and clean coarse gravel (Ref. 59043).  Spends 18 months at sea after which spawning migration to the natal river or stream occurs; but because the species is less certain of its homing and there is a certain degree of wandering, streams as much as 640 km from natal streams may be used (Ref. 1998, 27547).  Upon emerging from the gravel, fry immediately move downstream and remain inshore for a few months before going out to sea.  Fry may feed on nymphal and larval insects while in fresh water, but may not feed at all.  In the sea, young feed on copepods and larvacean tunicates, its diet shifting to amphipods, euphausiids and fishes as the fish grows (Ref. 27547).  Other food include ostracods, decapod larvae, cirripeds, tunicates, dipterous insects (Ref. 1998, 27547).  Fry may be preyed upon by birds and mammals while adults by marine mammals and large fish (Ref. 1998).  Mostly sold canned (Ref. 1998) but also utilized fresh, smoked, and frozen; also valued for caviar, especially in Japan; eaten steamed, fried, broiled, boiled, microwaved, and baked (Ref. 9988).  The smallest of the true salmon (Ref. 12218).  The Alaska Salmon fishery of this species has been certified by the Marine Stewardship Council (<a>http://www.msc.org/</a>) as well-managed and sustainable (<a>http://www.msc.org/html/content_485.htm).</a>",NA,0.5,0,2,1990-10-17T00:00:00.000Z,10,2010-07-03T00:00:00.000Z,97,2003-01-15T00:00:00.000Z,NA,240
Pleuronectes platessa,Pleuronectes,platessa,30193,"Linnaeus, 1758",European plaice,Plpla_u8.jpg,NA,NA,NA,440,Pleuronectinae,2193,NA,short and / or deep,R,NA,NA,0,0,-1,-1,demersal,oceanodromous,51243,0,200,35388,10,50,35388,50.0,173,NA,NA,71.05,100.0,SL,NA,NA,4705,40.0,TL,NA,NA,3397,7e3,NA,173,PLPLA_U0,NA,PLPLA_L0,NA,4931,highly commercial,medium,Reliable: based on ex-vessel price for this species,NA,"from 100,000 to 500,000",NA,seines,NA,0,-1,0,-1,0,-1,0,0,-1,0,commercial,NA,4537,never/rarely,NA,public aquariums,based mainly on capture,12253,-1,9988,harmless,NA,no special ability,NA,NA,-1,"Adults live on mixed bottoms, the older the deeper the occurrence; small individuals are usually seen on bathing beaches (Ref. 9988).  Occurs on mud and sand bottom from a few meters down to about 100 m, at sea, estuaries and rarely entering freshwaters (Ref. 59043).  Reported as resident intertidal species with homing behavior (Ref. 32612).  Feed mainly on thin-shelled mollusks and polychaetes.  Batch spawner (Ref. 51846).  The most important flatfish for fisheries in Europe.  Utilized fresh and frozen; eaten steamed, fried, boiled, microwaved and baked (Ref. 9988).  Active at night in the very shallow water while day time is spent buried in the sand.  Stationary for long periods, tagging experiments have shown that their spawning migrations can be long.  Changes in the environmental conditions have been disadvantageous.  Populations in Kattegat and Danish belts decreased in 1980's and early 1990's due to discharge of nutritive salts.  Wadden sea is still an excellent nursery ground (Ref.35388).",NA,0.625,0,2,1990-10-17T00:00:00.000Z,14,2013-08-07T00:00:00.000Z,102,1995-10-27T00:00:00.000Z,NA,1342
Silurus glanis,Silurus,glanis,59043,"Linnaeus, 1758",Wels catfish,Sigla_ud.jpg,NA,NA,NA,132,NA,3260,NA,elongated,R,NA,NA,0,-1,-1,0,benthopelagic,non-migratory,NA,0,30,9988,NA,NA,NA,80.0,59043,60.0,274,84.46,500.0,SL,NA,NA,59043,300.0,TL,NA,NA,9988,306e3,NA,9988,SIGLA_U0,NA,NA,NA,4931,commercial,unknown,NA,NA,"from 10,000 to 50,000",NA,seines,,0,-1,0,-1,0,0,0,0,-1,0,commercial,,12108,never/rarely,NA,never/rarely,,274,-1,4699,potential pest,NA,no special ability,NA,NA,-1,"Inhabits large and medium size lowland rivers, backwaters and well vegetated lakes (Ref. 59043).  Occurs mainly in large lakes and rivers, though occasionally enters brackish water in the Baltic and Black Seas (Ref. 9988).  Found in deep waters of dams constructed on the lower reaches of rivers (Ref. 9696).  A nocturnal predator, foraging near bottom and in water column.  Larvae and juveniles are benthic, feeding on a wide variety of invertebrates and fish. Adults prey on fish and other aquatic vertebrates. Attains first sexual maturity at 2-3 years of age (Ref. 59043).  Spawns in the salt water of the Aral Sea (at Kulandy) (Ref. 1441).  Marketed fresh, canned and frozen; can be pan-fried and baked (Ref. 9988). Locally threatened due to river regulation destroying shallow spawning sites (Ref. 59043).",NA,0.5001,0,2,1990-10-17T00:00:00.000Z,10,2010-07-01T00:00:00.000Z,97,2003-01-09T00:00:00.000Z,NA,289
Oncorhynchus tshawytscha,Oncorhynchus,tshawytscha,5723,"(Walbaum, 1792)",Chinook salmon,Ontsh_m1.jpg,NA,NA,NA,76,Salmoninae,2445,NA,fusiform / normal,O,NA,NA,0,-1,-1,-1,benthopelagic,anadromous,51243,0,375,58426,NA,NA,NA,9.0,12193,4.0,273,68.24,150.0,TL,NA,NA,40637,70.0,TL,NA,NA,9258,61400.0,NA,27547,ONTSH_U1,NA,NA,NA,4931,highly commercial,very high,Reliable: based on ex-vessel price for this species,NA,"from 10,000 to 50,000",Canada (Ref. 9988),NA,NA,-1,-1,0,-1,0,-1,-1,0,-1,-1,commercial,NA,12108,never/rarely,NA,public aquariums,based mainly on capture,9183,-1,4699,potential pest,12257,no special ability,NA,NA,-1,"Adults return to natal streams from the sea  to spawn (Ref. 27547).  Fry may migrate to the sea after only 3 months in fresh water, some may stay for as long as 3 years, but generally most stay a year in the stream before migrating (Ref. 27547).  Some individuals remain close inshore throughout their lives, but some make extensive migrations (Ref. 27547, 44894).  Also found in lakes (Ref. 1998).  Possibly up to 375 m depth (Ref. 6793).  Epipelagic (Ref. 58426).  Food in streams is mainly terrestrial insects and small crustaceans; in the sea, major food items include fishes, crustaceans, and other invertebrates (Ref. 27547).  Young are preyed upon by fishes and birds (such as mergansers and kingfishers); adults are prey of large mammals and large birds (Ref. 1998).  Highly regarded game fish (Ref. 27547).  Flesh is usually red, but some are white; the red meat commands a higher price (Ref. 27547).  Marketed fresh, smoked, frozen, and canned.  Eaten steamed, fried, broiled, boiled, microwaved, and baked (Ref. 9988).  Viscera said to contain high vitamin A content and used successfully as food for hatchery fish (Ref. 28971, 28977).  The Alaska Salmon fishery of this species has been certified by the Marine Stewardship Council (<a>http://www.msc.org/</a>) as well-managed and sustainable (<a>http://www.msc.org/html/content_485.htm</a>).",NA,0.5,0,2,1990-10-17T00:00:00.000Z,97,2010-11-23T00:00:00.000Z,97,2003-01-09T00:00:00.000Z,NA,244
Pseudoplatystoma fasciatum,Pseudoplatystoma,fasciatum,36506,"(Linnaeus, 1766)",Barred sorubim,Psfas_u5.jpg,NA,NA,NA,150,NA,2792,NA,fusiform / normal,O,NA,"Considered as species inquirenda by some authors.  Junior synonym <i>Platystoma punctifer<i> (Buitrago-Suárez, 2006:120) is considered valid by Buitrago-Suárez & Burr, 2007 (Ref. 59362).  This species record will be modified.",1,-1,0,0,demersal,potamodromous,51243,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.74,104.0,TL,NA,NA,40637,NA,NA,NA,NA,NA,7e4,NA,35381,PSFAS_U0,NA,NA,NA,4537,commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,public aquariums,based mainly on capture,9183,-1,4699,harmless,NA,no special ability,NA,NA,-1,"Occurs throughout the principal riverbeds and sometimes in the flooded areas of forests.  Its biology is similar to that of <i>P. tigrinum</i> but it appears to be more fond of shady streams.  Feeds at night on fish (loricariids, cichlids and characoids) as well as crabs (Ref. 6868).  Confines its foraging activities to riverbeds.  Its yellowish flesh is succulent and like that of other silurids, it is without bones (Ref. 27188).  Females reach a more notable size.  They become sexually mature at 56 cm, males at 45 cm.  Fecundity is estimated at 8 million eggs per kg (Ref. 35381).  Utilized for human consumption.  See Loubens and Panfili, 2000 (Ref. 34213) for reproductive biology and ecology.",NA,0.5078,0,10,1992-09-15T00:00:00.000Z,14,2015-03-19T00:00:00.000Z,2,1994-08-08T00:00:00.000Z,NA,6410
Parastromateus niger,Parastromateus,niger,7300,"(Bloch, 1795)",Black pomfret,Panig_uf.jpg,NA,NA,NA,314,Caranginae,3802,NA,short and / or deep,R,NA,NA,0,0,-1,-1,reef-associated,amphidromous,51243,15,105,12260,15,40,54702,NA,NA,NA,NA,36.64,75.0,TL,NA,NA,5284,30.0,TL,NA,NA,3287,NA,NA,NA,PANIG_U1,NA,NA,NA,4931,highly commercial,high,Reliable: based on ex-vessel price for this species,NA,"from 10,000 to 50,000",mainly in area 71,various gears,NA,-1,-1,0,-1,0,-1,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Adults inhabit coastal areas with muddy substrate.  Found near the bottom during daytime and near the surface at night.  They also enter estuaries (Ref. 1479).  Normally form large schools (Ref. 5213).  Swim on its side near the surface (Ref. 3197).  Feed on zooplankton (Ref. 30573).  Excellent food fish (Ref. 3197); marketed fresh, may be dried or salted (Ref. 5284).",NA,1.0,0,2,1990-11-10T00:00:00.000Z,303,2013-07-12T00:00:00.000Z,113,1997-02-05T00:00:00.000Z,NA,1947
Merluccius albidus,Merluccius,albidus,1371,"(Mitchill, 1818)",Offshore silver hake,Mealb_u0.jpg,NA,NA,NA,184,Merlucciinae,1339,NA,fusiform / normal,R,NA,NA,0,0,0,-1,bathydemersal,non-migratory,NA,80,1170,1371,160,640,1371,NA,NA,NA,NA,29.69,40.6,TL,70.0,TL,1371,30.0,TL,45.0,TL,1371,NA,4100.0,5951,MEALB_U1,NA,NA,NA,171,minor commercial,medium,Questionable: based on ex-vessel price for species in this genus,Caught with silver hake.,NA,Negligible catches by Cuba & USA,trawls,bottom otter trawls (OTB),0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Offshore species which inhabit the outer part of the continental shelf and upper part of the slope.  Feed at night when they come up towards the surface (Ref. 1371).  Juveniles feed primarily on crustaceans (Ref. 58452).  Adults' food consists primarily of fishes (particularly lantern fishes, sardines and anchovies) and, to a lesser extent, crustaceans and squids (Ref. 1371).  Spawning occurs near the bottom at 330-550 m depth range from April to July in New England and from late spring to early autumn in the Gulf of Mexico and the Carribean Sea (Ref. 58452).  Marketed fresh, frozen and smoked.",NA,0.5,0,2,1990-10-17T00:00:00.000Z,393,2010-04-05T00:00:00.000Z,2,1994-08-12T00:00:00.000Z,NA,1080
Rutilus rutilus,Rutilus,rutilus,59043,"(Linnaeus, 1758)",Roach,Rurut_ua.jpg,NA,NA,NA,122,Leuciscinae,4266,NA,fusiform / normal,O,NA,NA,0,-1,-1,0,benthopelagic,potamodromous,51243,15,NA,NA,NA,NA,NA,14.0,41616,NA,NA,53.12,50.0,SL,NA,NA,59043,25.0,TL,NA,NA,556,1840.0,NA,4699,RURUT_U0,NA,NA,NA,4931,commercial,unknown,NA,NA,"from 1,000 to 10,000",NA,seines,,-1,-1,0,-1,0,0,0,0,-1,0,commercial,,12108,never/rarely,NA,never/rarely,based mainly on capture,13389,-1,4699,potential pest,59043,no special ability,NA,NA,-1,"Found in a wide variety of habitats, mainly in lowland areas.  Most abundant in nutrient-rich lakes and large to medium sized rivers and backwaters.  Also recorded from small lowland streams and from brackish coastal lagoons.  In fast-flowing rivers, confined to stretches where backwaters or shelters allow for overwintering.  Larvae and juveniles live in wide variety of littoral habitats. Preys predominantly on benthic invertebrates, zooplankton, plant material and detritus.  May shift from littoral to pelagic habitats and between benthic food and zooplankton when abundance of a specific food item is high or for avoidance of predation and/or competition.  Breeds among dense submerged vegetation in backwaters or lakes, flooded meadows or in shallow, fast-flowing river habitats on plant or gravel bottom.  Undertakes short spawning migrations.  Stays in backwaters or in deep parts of lakes to overwinter.  Produces fertile hybrids with <i>Abramis brama</i> (Ref. 59043).  Pale yellow eggs are found attached to vegetation and tree roots (Ref. 41678).  There is only little commercial fishing for this species, but valued for recreational fishing.  Utilized fresh and dried or salted; can be pan-fried, broiled and baked (Ref. 9988).",NA,0.502,0,2,1990-10-17T00:00:00.000Z,65,2013-07-18T00:00:00.000Z,97,2003-01-16T00:00:00.000Z,NA,272
Pampus argenteus,Pampus,argenteus,3517,"(Euphrasen, 1788)",Silver pomfret,Paarg_u0.jpg,NA,NA,NA,425,NA,550,NA,short and / or deep,O,NA,NA,0,0,0,-1,benthopelagic,oceanodromous,51243,5,110,12260,NA,NA,NA,NA,NA,NA,NA,32.65,60.0,SL,NA,NA,9811,30.0,SL,NA,NA,9811,NA,NA,NA,PAARG_U0,NA,NA,NA,4931,highly commercial,high,Reliable: based on ex-vessel price for this species,NA,"from 10,000 to 50,000",NA,trawls,unspecified bottom trawls (TB),0,-1,0,0,0,-1,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Inshore species, usually  in schools over muddy bottoms, associated with fish species like <i>Nemipterus</i> and <i>Leiognathus</i>.  Adults feed on ctenophores, salps, medusae, and other zooplankton groups.  Western populations spawn from late winter through the summer with peaks from April to June.  Sold fresh in local markets or shipped frozen to urban centers.  Used in Chinese medicine (Ref. 12166).",NA,0.5313,0,2,1990-10-17T00:00:00.000Z,2,2011-01-28T00:00:00.000Z,2,1994-08-29T00:00:00.000Z,NA,491
