"","unique_paper","subgroup","species_name","nutrient","concentration1","concentration","dri_per","ref_info","ref_number","Authors","Title","Publication","Volume","Number","Pages","Year","Publisher","notes"
"1121","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","finfish","Solea vulgaris","fat",0.67,0.67,0.957142857142857,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1122","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","finfish","Solea vulgaris","fat",0.7,0.7,1,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1123","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","finfish","Solea vulgaris","fat",1,1,1.42857142857143,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1124","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","finfish","Solea vulgaris","protein",16,16,32,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1125","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","finfish","Solea vulgaris","protein",18,18,36,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1126","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","finfish","Spicara vulgaris","dha",0.12061,0.12061,12.061,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1127","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","finfish","Spicara vulgaris","epa",0.15507,0.15507,15.507,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1128","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","finfish","Spicara vulgaris","fat",1,1,1.42857142857143,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1129","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","finfish","Spicara vulgaris","fat",2,2,2.85714285714286,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1130","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","finfish","Spicara vulgaris","fat",3,3,4.28571428571429,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1131","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","finfish","Spicara vulgaris","protein",15,15,30,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1132","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","finfish","Spicara vulgaris","protein",18,18,36,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1133","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","finfish","Trachurus trachurus","dha",0.20104,0.20104,20.104,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1134","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","finfish","Trachurus trachurus","epa",0.07539,0.07539,7.539,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1135","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","finfish","Trachurus trachurus","fat",1,1,1.42857142857143,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1136","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","finfish","Trachurus trachurus","fat",1.5,1.5,2.14285714285714,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1137","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","finfish","Trachurus trachurus","fat",2,2,2.85714285714286,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1138","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","finfish","Trachurus trachurus","protein",18,18,36,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1139","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","finfish","Trachurus trachurus","protein",20,20,40,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1140","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","finfish","Trigla lucerna","fat",2,2,2.85714285714286,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1141","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","finfish","Trigla lucerna","protein",19,19,38,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1142","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","finfish","Zeus faber","fat",1,1,1.42857142857143,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1143","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","finfish","Zeus faber","protein",20,20,40,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1144","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Loligo vulgaris","dha",0.01388,0.01388,1.388,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1145","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Loligo vulgaris","epa",0.049968,0.049968,4.9968,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1146","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Loligo vulgaris","fat",0.6,0.6,0.857142857142857,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1147","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Loligo vulgaris","fat",1,1,1.42857142857143,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1148","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Loligo vulgaris","protein",15,15,30,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1149","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Mytilus galloprovincialis","calcium",88,88,7.33333333333333,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1150","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Mytilus galloprovincialis","dha",0.1170468,0.1170468,11.70468,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1151","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Mytilus galloprovincialis","epa",0.195078,0.195078,19.5078,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1152","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Mytilus galloprovincialis","fat",1,1,1.42857142857143,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1153","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Mytilus galloprovincialis","fat",1.67,1.67,2.38571428571429,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1154","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Mytilus galloprovincialis","fat",2,2,2.85714285714286,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1155","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Mytilus galloprovincialis","iron",10.9,10.9,60.5555555555556,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1156","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Mytilus galloprovincialis","protein",8,8,16,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1157","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Mytilus galloprovincialis","protein",10.73,10.73,21.46,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1158","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Mytilus galloprovincialis","protein",11,11,22,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1159","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Mytilus galloprovincialis","protein",13,13,26,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1160","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Mytilus galloprovincialis","zinc",4.69,4.69,42.6363636363636,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1161","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Octopus vulgaris","dha",0.04387005,0.04387005,4.387005,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1162","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Octopus vulgaris","epa",0.0376029,0.0376029,3.76029,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1163","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Octopus vulgaris","fat",0.2,0.2,0.285714285714286,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1164","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Octopus vulgaris","fat",0.3,0.3,0.428571428571429,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1165","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Octopus vulgaris","fat",0.5,0.5,0.714285714285714,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1166","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Octopus vulgaris","fat",1,1,1.42857142857143,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1167","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Octopus vulgaris","protein",11,11,22,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1168","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Octopus vulgaris","protein",13,13,26,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1169","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Octopus vulgaris","protein",15,15,30,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1170","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Sepia officinalis","fat",0.2,0.2,0.285714285714286,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1171","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Sepia officinalis","protein",17,17,34,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
"1172","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs_Journal of food composition and analysis","mollusc","Todarodes sagittatus","fat",0.3,0.3,0.428571428571429,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",75,"Karakoltsidis, Pavlos A; Zotos, Anastasios; Constantinides, Spiros M;","Composition of the commercially important Mediterranean finfish, crustaceans, and molluscs","Journal of food composition and analysis","8","3","258-273",1995,"Elsevier",NA
