"","sciname","StockDefs","TempMin","TempMax","SpecCode"
"154","Coryphaenoides rupestris","West of Scotland, Irish Sea, Celtic Sea, West of Ireland, around Faroe(ICES Subareas VI and VII,
and Divisions Vb and XIIb)",NA,NA,332
"155","Melanogrammus aeglefinus","Northeast Atlantic:  Bay of Biscay to Spitzbergen; in the Barents Sea to Novaya Zemlya; around Iceland; rare at the southern Greenland.  Northwest Atlantic:  Cape May, New Jersey to the Strait of Belle Isle.",NA,NA,1381
"156","Melanogrammus aeglefinus","Irish Sea (ICES division VIIa)",NA,NA,1381
"157","Melanogrammus aeglefinus","Northeast Atlantic:  Faroe Island (ICES Division Vb).",NA,NA,1381
"158","Melanogrammus aeglefinus","Northeast Atlantic:  Iceland (ICES division Va).",NA,NA,1381
"159","Melanogrammus aeglefinus","Northeast Atlantic:  North East Arctic - Barents Sea and Norwegian Sea (ICES subareas I and II).",NA,NA,1381
"160","Melanogrammus aeglefinus","Northeast Atlantic:  North Sea, Skagerrak (ICES subarea IV and Division IIIa). This stock occupy the northern and central North Sea and Skagerrak and are possibly linked to the Division VIa stock on the West of Scotland (Ref. 92286).",NA,NA,1381
"161","Melanogrammus aeglefinus","Northeast Atlantic:  Rockall (ICES division VIb).  This stock is an entirely separate stock from that on the continental shelf of the British Isles.",NA,NA,1381
"162","Melanogrammus aeglefinus","Northeast Atlantic:  West of Ireland and Celtic Sea (ICES divisions VIIb-k).  Adults are continuously distributed from the north of Biscay along thte Irish coasts and the west of Scotland into the North Sea. However, this stock may not be distinct from those in the surrounding areas from the present distribution (Ref. 92240).",NA,NA,1381
"163","Melanogrammus aeglefinus","Northeast Atlantic:  West of Scotland (ICES division VIa).",NA,NA,1381
"164","Melanogrammus aeglefinus","Northwest Atlantic: Eastern Scotian Shelf and Southern Gulf of St. Lawrence (NAFO Div. 4TVW).",NA,NA,1381
"165","Melanogrammus aeglefinus","Northwest Atlantic: Georges Bank (NAFO Div. 5Zjm - Canada; Div. 5Z - USA).",NA,NA,1381
"166","Melanogrammus aeglefinus","Northwest Atlantic: Grand Banks (NAFO Div. 3LNO).",NA,NA,1381
"167","Melanogrammus aeglefinus","Northwest Atlantic: Gulf of Maine (NAFO Div. 5Y).",NA,NA,1381
"168","Melanogrammus aeglefinus","Northwest Atlantic: St. Pierre Bank (NAFO Div. 3Ps).",NA,NA,1381
"169","Melanogrammus aeglefinus","Northwest Atlantic: Western Scotian Shelf (NAFO Div. 4X).",NA,NA,1381
"170","Merluccius merluccius","Eastern Atlantic:  Norway and Iceland, southward to Mauritania.  Also in the Mediterranean Sea and along the southern coast of the Black Sea.",NA,NA,30
"171","Merluccius merluccius","North Sea, Skagerrak, Kattegat, West of Scotland, Irish Sea, Celtic Sea, Channel, Northern and Eastern Bay of Biscay (ICES Division IIIa, Subareas IV, VI, and VII, and Divisions VIIIa,b,d).",NA,NA,30
"172","Merluccius merluccius","Southern Bay of Biscay and Western Iberian Seas (ICES divisions VIIIc and Ixa).",NA,NA,30
"173","Zeus faber","Worldwide in distribution.  Eastern Atlantic:  Norway to South Africa, also the Mediterranean and Black Sea.  Western Pacific:  Japan, Korea, Australia and New Zealand.  Also known from the Indian Ocean.",NA,NA,1370
"174","Pollachius pollachius","Northeast Atlantic: Iceland, the Faeroes  and Norway to the Bay of Biscay (Ref. 1371); also southern Baltic Sea (Ref. 89342) with records from Poland, Latvia and Estonia (Refs. 36252, 52079).",NA,NA,34
"175","Pollachius virens","Eastern Atlantic:  Barents Sea, Spitsbergen to Bay of Biscay, around Iceland.  Western Atlantic:  southwest Greenland, Hudson Strait to North Carolina, although rare at the extremes of the range.  Migrations for spawning are known to occur.  Also long-distance north-south migrations for Europe and the US.",NA,NA,1343
"176","Pollachius virens","Northeast Atlantic:  Faroe Island (ICES Division Vb).",NA,NA,1343
"177","Pollachius virens","Northeast Atlantic:  Iceland (ICES division Va).",NA,NA,1343
"178","Pollachius virens","Northeast Atlantic:  North East Arctic - Barents Sea and Norwegian Sea (ICES subareas I and II).",NA,NA,1343
"179","Pollachius virens","Northeast Atlantic:  North Sea, Skagerrak, West of Scotland and Rockall (ICES subarea IV, division IIIa and subarea VI).",NA,NA,1343
"180","Salmo salar","North Atlantic Ocean:  temperate and arctic zones in northern hemisphere (Ref. 51442).
In the western Atlantic, it ranges from western Greenland and the coastal drainages of Quebec, Canada, to Connecticut, USA  (Ref. 5723). Landlocked stocks are present in North America (Ref. 1998). In the eastern Atlantic, it ranges from the White and Barents Sea basins through northeastern Europe to the Baltic and North Sea basins, including Iceland (Ref. 59043). Introduced to New Zealand, Chile, southern Argentina (Ref. 59043) and Australia (Ref. 6390).
Listed in Appendix III of the Bern Convention (2002) (freshwater only).
Listed in Annex II (freshwater only; excluding Finnish population) and V (freshwater only) of the EC Habitats Directive (2007).",2,9,236
"181","Salmo salar","Northeast Atlantic:  Baltic Sea Main Basin and Gulf of Bothnia (ICES subdivisions 22-31).",NA,NA,236
"182","Salmo salar","Northeast Atlantic:  Gulf of Finland (ICES subdivion 32).",NA,NA,236
"183","Sardina pilchardus","Northeast Atlantic:  Iceland (rare) and North Sea, southward to Bay de Gorée, Senegal.  Mediterranean (common in the western part and in Adriatic Sea, rare in the eastern part), Sea of Marmara and Black Sea.",NA,NA,1350
"184","Sardina pilchardus","Northeast Atlantic:  Southern Bay of Biscay and Western Iberian Seas (ICES divisions VIIIc and Ixa).",NA,NA,1350
"185","Solea solea","Eastern Atlantic:  southward from Trondheim Fjord (including North Sea and western Baltic) and Mediterranean Sea (including Sea of Marmara, Bosporus and southwestern Black Sea) (Ref. 4710). Elsewhere, southward to Senegal (Ref. 4710), including Cape Verde (Ref. 5304).",8,24,525
"186","Solea solea","Northeast Atlantic:  Eastern Bay of Biscay (ICES division VIIIa, b).",NA,NA,525
"187","Solea solea","Northeast Atlantic:  Eastern Celtic Sea (ICES divisions VIIf, g).",NA,NA,525
"188","Solea solea","Northeast Atlantic:  Eastern Channel (ICES division VIId).",NA,NA,525
"189","Solea solea","Northeast Atlantic:  Irish Sea (ICES division VIIa).",NA,NA,525
"190","Solea solea","Northeast Atlantic:  North Sea (ICES subarea IV).",NA,NA,525
"191","Solea solea","Northeast Atlantic:  Western Channel (ICES division VIIe).",NA,NA,525
"192","Solea solea","Northeast Atlantic:  Skagerrak, Kattegat and the Belts (ICES Division IIIa and Subdivision 22-24)",NA,NA,525
"193","Solea solea","Northeast Atlantic:  West of Ireland (ICES divisions VIIb, c)",NA,NA,525
"194","Solea solea","Northeast Atlantic:  Western Celtic Sea (ICES divisions VIIh-k)",NA,NA,525
"195","Xiphias gladius","Atlantic, Indian and Pacific:  tropical and temperate and sometimes cold waters, including the Mediterranean Sea, the Sea of Marmara, the Black Sea, and the Sea of Azov.  Highly migratory species, Annex I of the 1982 Convention on the Law of the Sea (Ref. 26139).  Mt DNA restriction analysis reveal that genetic differentiation occurs between populations inhabiting the Mediterranean Sea and the tropical Atlantic ocean, indicating little genetic exchange occurring between the two (Ref. 12784).",5,27,226
"196","Xiphias gladius","North Atlantic stock.",NA,NA,226
"197","Thunnus thynnus","Western Atlantic:  Labrador and Newfoundland to Gulf of Mexico, and Caribbean Sea to Venezuela and Brazil.  Eastern Atlantic:   Lofoten Islands off Norway to Canary Islands, including the Mediterranean and the southern part of the Black Sea (Ref. 6769).  Reported from Mauritania (Ref. 5377).  There is a subpopulation off South Africa.  Highly migratory species, Annex I of the 1982 Convention on the Law of the Sea (Ref. 26139).",3,30,147
"198","Thunnus thynnus","Eastern Atlantic stock (eastern central).",NA,NA,147
"199","Thunnus thynnus","Western Atlantic stock (western central).",NA,NA,147
"200","Trisopterus luscus","Northeastern Atlantic:  from Norway to Morocco incl. British Isles and offshore islands, and Skagerrak, and in the western Mediterranean Ref. 1371, 90172).",NA,NA,1367
"201","Scomberomorus commerson","Indo-West Pacific:  Red Sea and South Africa to Southeast Asia, north to China and Japan and south to southeast Australia, and to Fiji (Ref. 6390).  Immigrant to the eastern Mediterranean Sea by way of the Suez Canal.  Southeast Atlantic:  St. Helena.",NA,NA,121
"202","Eleutheronema tetradactylum","Indo-West Pacific:  Persian Gulf to Papua New Guinea and northern Australia.  Replaced by <i>Eleutheronema rhadinum</i> (Jordan & Evermann, 1902), in East Asia (Japan, China, Viet Nam).",NA,NA,340
"203","Parastromateus niger","Indo-West Pacific:  East Africa to southern Japan and Australia.",NA,NA,1947
"204","Pampus argenteus","Indo-West Pacific:  Persian Gulf to Indonesia, north to Hokkaido, Japan.  Extralimital captures have been made from the Adriatic and off Hawaii.  Not recorded from Australasia.  Northeastern Atlantic: 3 reports of capture reported from this area (Ref. 86350).",NA,NA,491
"205","Sardinella fimbriata","Indo-West Pacific:  southern India and Bay of Bengal to the Philippines, also eastern tip of Papua New Guinea.  Often confused with <i>Sardinella gibbosa</i> in Indian waters.",NA,NA,1507
"206","Megalaspis cordyla","Indo-West Pacific:  East Africa to Japan and Australia.",NA,NA,384
"207","Rastrelliger kanagurta","Indo-West Pacific:  Red Sea and East Africa to Indonesia, north to the Ryukyu Islands and China, south to Australia, Melanesia and Samoa.  Entered the eastern Mediterranean Sea through the Suez Canal.",17,NA,111
"208","Selaroides leptolepis","Indo-West Pacific:  Persian Gulf to the Philippines, north to Japan, south to the Arafura Sea (Ref. 9819) and Australia (Ref. 3287).",NA,NA,388
"209","Epinephelus coioides","Indo-West Pacific:  Red Sea south to at least Durban, South Africa and eastward to Palau and Fiji, north to the Ryukyu Islands, south to the Arafura Sea (Ref. 9819) and  Australia.  Recently reported from the Mediterranean coast of  Israel (Ref. 5222).  Frequently misidentified as <i>Epinephelus tauvina</i> or <i>Epinephelus malabaricus</i> (Ref. 27362).",NA,NA,6465
"210","Labeo rohita","Rohu x catla hybrid.  <i>Labeo rohita</i> and <i>Catla catla</i> cross.",NA,NA,82
"211","Labeo rohita","Rohu x common carp hybrid.  <i>Labeo rohita</i> and <i>Cyprinus carpio</i> cross.",NA,NA,82
"212","Labeo rohita","Asia:  Pakistan, India, Bangladesh, Myanmar and Nepal.",NA,NA,82
"213","Catla catla","Catla (<i>Catla catla</i>) x calbasu (<i>Labeo calbasu</i>) hybrid.  An intergeneric hybrid produced by hypophysation.",NA,NA,4439
"214","Catla catla","Asia:  Pakistan, India, Bangladesh, Nepal and Myanmar.",18,28,4439
"215","Cirrhinus mrigala","Asia: Pakistan, India, Nepal and Bangladesh. Introduced into Peninsular India.",NA,NA,66743
"216","Mullus surmuletus","Eastern Atlantic:  Western Norway, English Channel (rare in North Sea) to Dakar, Senegal and the Canary Islands, including the Mediterranean and the Black Sea.",NA,NA,1327
"217","Clarias gariepinus","Africa:  almost Pan-Africa, absent from Maghreb, the upper and lower Guinea and the Cape province and probably also Nogal province.  Asia:  Jordan, Israel, Lebanon, Syria and southern Turkey.  Widely introduced to other parts of Africa, Europe and Asia.  Several countries report adverse ecological impact after introduction.",8,35,1934
"218","Scomberomorus guttatus","Indo-West Pacific:  Persian Gulf, India and Sri Lanka (Ref. 9684) to southeast Asia, north to Hong Kong and Wakasa Bay, Sea of Japan.",NA,NA,123
"219","Tenualosa ilisha","Indian Ocean:  Persian Gulf eastward to Myanmar, including western and eastern coasts of India.  Reported from the Gulf of Tonkin, Viet Nam (Ref. 9706).  Reported in Tigris River basin and probably other rivers of southern Iran (Ref. 39702).",NA,NA,1596
"220","Thryssa purava","Indian Ocean:  eastern coasts of India; possibly also Myanmar.",NA,NA,596
"221","Protonibea diacanthus","Indo-West Pacific:  west coast of the Persian Gulf and along the coasts of India and Sri Lanka, north to Japan and south through the Philippines and Borneo to New Guinea and northern Australia.",NA,NA,4571
"222","Mugil cephalus","Cosmopolitan in coastal waters of the tropical, subtropical and temperate zones of all seas.  Eastern Pacific:  California, USA to Chile (Ref. 2850).  Western Pacific:  Japan to Australia (Ref. 9812).  Western Indian Ocean:  from India to South Africa (Ref. 4393).   Western Atlantic:  Nova Scotia, Canada to Brazil (Ref. 7251); Cape Cod to southern Gulf of Mexico (Ref. 26938);  absent in the Bahamas and most of West Indies and Caribbean (Ref. 7251, 9761).  Eastern Atlantic:  Bay of Biscay to South Africa, including the Mediterranean Sea and Black Sea (Ref. 7399).  Reported in Sea of Okhotsk (Ref. 50550).",8,24,785
"223","Nemipterus japonicus","Indo-Pacific.  A Red Sea immigrant into the Mediterranean reported from Haifa Bay (2005) (Ref. 72453, 72484).  A record of this species from northwestern Australia is unfounded.",NA,NA,4559
"224","Leptomelanosoma indicum","Indo-West Pacific:  known with certainty from Pakistan to Papua New Guinea.  Reports from the east coast of Africa need to be verified (Ref. 57343).",NA,NA,4469
"225","Harpadon nehereus","Indo-West Pacific: Somalia to Papua New Guinea, north to Japan and south to Indonesia.",NA,NA,260
"226","Lates calcarifer","Indo-West Pacific:  eastern edge of the Persian Gulf to China, Taiwan and southern Japan, southward to southern Papua New Guinea and northern Australia.",15,28,346
"227","Channa marulius","Asia:  India to China, south to Thailand and Cambodia (Ref. 12693) and Pakistan (Ref. 4833).",24,28,5144
"228","Prochilodus reticulatus","South America:  Lake Maracaibo basin (Ref. 37057).  Reported from Argentina (Ref. 9086).",NA,NA,5491
"229","Colossoma macropomum","South America:  Amazon and Orinoco basins as wild form; pisciculture form largely distributed in South America.",22,28,263
"230","Eugerres plumieri","Western Atlantic:  South Carolina to western Florida, USA (Ref. 26938) and the entire Gulf of Mexico to Brazil; absent from Bahamas and smaller islands in West Indies.",NA,NA,1053
"231","Cynoscion acoupa","Western Atlantic:  Panama to Argentina.",NA,NA,1169
"232","Mugil curema","Western Atlantic:  Nova Scotia, but uncommon north of Cape Cod (Harrison, pers. Comm.) to Argentina (Ref. 74796).  Eastern Atlantic:  Senegal River outlet southwards to the Congo River outlet (Democratic Republic of the Congo)(Ref. 57400).  Eastern Pacific:  Gulf of California to Chile (Ref. 9321).",NA,NA,1086
"233","Merluccius albidus","Western Central Atlantic:  Georges Bank, New England to Suriname and French Guiana.",NA,NA,1080
"234","Epinephelus striatus","Western Atlantic:  Bermuda, Florida, Bahamas, Yucatan Peninsula and throughout the Caribbean to southern Brazil.  Not known from the Gulf of Mexico except at the Campeche Bank off the coast of Yucatan, at Tortugas and off Key West.",NA,NA,18
"235","Lutjanus buccanella","Western Atlantic:  as far north as North Carolina, USA and Bermuda south to Trinidad and northern Brazil; including the Gulf of Mexico (Ref. 9626).  Very common in the Caribbean, particularly the Antilles.",NA,NA,1419
"236","Centropomus undecimalis","Western Atlantic:  southern Florida (USA), southeastern coast of the Gulf of Mexico, most of the Antilles and Caribbean coast of Central and South America extending southward to Rio de Janeiro, Brazil; also North Carolina and Texas,  USA (Ref. 7251).",25,31,345
"237","Oncorhynchus mykiss","Native to Pacific Slope from Kuskokwim River, Alaska to (at least) Rio Santa Domingo, Baja California, Mexico; upper Mackenzie River drainage (Arctic basin), Alberta and British Columbia in Canada; endorheic basins of southern Oregon, USA.  Widely introduced in cold waters elsewhere in North America and rest of the world (Ref. 5723).  Eastern Pacific:  Kamchatkan Peninsula and have been recorded from the Commander Islands east of Kamchatka and sporadically in the Sea of Okhotsk as far south as the mouth of the Amur River along the mainland.  The records outside Kamchatka probably represent migrating or straying Kamchatkan steelhead (<i>penshinensis</i>) rather than the established native population (Reg.  50080). Several countries report adverse ecological impact after introduction.",10,24,239
"238","Brycon cephalus","South America:  Upper Amazon River basin in Peru and Bolivia.",22,26,25516
"239","Ctenopharyngodon idella","Asia:  China to eastern Siberia (Amur River system, Ref. 1441).  Widely transported around the world (Ref. 7248).  Persists only in Europe by stocking (Ref. 59043).  Introductions often brought with it the parasitic tapeworm <i>Bothriocephalus opsarichthydis</i> (synonym of <i>B. acheilognathi</i>) (Ref. 12217).  Several countries report adverse ecological impact after introduction.",0,35,79
"240","Katsuwonus pelamis","Cosmopolitan in tropical and warm-temperate waters.  Not found in the Black Sea.  Highly migratory species, Annex I of the 1982 Convention on the Law of the Sea (Ref. 26139).",14.6999998092651,30,107
"241","Oncorhynchus kisutch","North Pacific: distributed from the Anadyr River in Russia south towards Hokkaido, Japan, and from Point Hope in Alaska southwards to Chamalu Bay in Baja California, Mexico.",0,24.7999992370605,245
"242","Thunnus alalunga","Cosmopolitan in tropical and temperate waters of all oceans including the Mediterranean Sea but not at the surface between 10°N and 10°S.  Western Pacific:  range extend in a broad band between 40°N and 40°S (Ref. 9684).  Often confused with juvenile <i>Thunnus obesus</i> which also have very long pectorals but with rounded tips.  Highly migratory species, Annex I of the 1982 Convention on the Law of the Sea (Ref. 26139).",9.5,25.2000007629395,142
"243","Thunnus alalunga","North Atlantic stock (northeast, eastern central, northwest and western central).",NA,NA,142
"244","Thunnus alalunga","South Atlantic stock (Antarctic, southeast and southwest).",NA,NA,142
"245","Gymnura marmorata","Eastern Pacific:  California, USA to Peru.",NA,NA,2578
"246","Bagre marinus","Western Atlantic:  coast of Gulf of Mexico, Cuba, western margin of the Caribbean, and the northern margin of South America.  Sometimes in rivers and estuaries.",NA,NA,959
"247","Rhomboplites aurorubens","Western Atlantic:  Bermuda and North Carolina, USA, to São Paulo, Brazil (Ref. 57756), including West Indies, Gulf of Mexico and Caribbean Sea (Anderson, pers. comm.).",NA,NA,213
"248","Carcharhinus porosus","Western Atlantic:  upper Gulf of Mexico, to southern Brazil; recorded from Uruguay (Ref. 58839).  Specimens of <i>porosus</i> from Borneo, Viet Nam and Thailand may represent an undescribed small species of <i>Carcharhinus</i>.",NA,NA,881
"249","Trichiurus lepturus","Circumtropical and temperate waters of the world.  <i>Trichiurus japonicus</i> which was originally described from Japan as <i>Trichiurus lepturus japonicus</i> was synonymized with <i>Trichiurus lepturus</i>.  Another nominal species synonymized with <i>Trichiurus lepturus</i> is <i>Trichiurus nitens</i> from the eastern Pacific Ocean (California to Peru).",NA,NA,1288
"250","Caranx crysos","Eastern Atlantic:  Senegal to Angola (Ref. 4225, 13121, 57392), including the western Mediterranean, St. Paul's Rocks (Ref. 13121), and Ascension Island.  Reported from Mauritania (Ref. 55783).  Western Atlantic:  Nova Scotia, Canada to Brazil (Ref. 7251), including the Gulf of Mexico (Ref. 9626) and the Caribbean.  Also found in Argentina (Ref. 59355). In the tropical Eastern Pacific, it is replaced by <i>Caranx caballus</i> Günther 1869, which may be conspecific.",NA,NA,1933
"251","Lutjanus campechanus","Western Atlantic:  Gulf of Mexico and eastern coast of the USA extending northward to Massachusetts, coasts of Florida (Ref. 26938), but rare north of the Carolinas.  Throughout Gulf of Mexico (Ref. 26938).  This species has been referred to as <i>Lutjanus aya</i> by previous authors, but Rivas (Ref. 6409) proved that <i>Bodianus aya</i> Bloch, 1790 is not a lutjanid, but probably a sciaenid.",NA,NA,1423
"252","Lutjanus peru","Eastern Pacific:  Mexico to Peru.",NA,NA,170
"253","Caranx hippos","Eastern Atlantic:  Portugal to Angola, including the western Mediterranean.  Western Atlantic:  Nova Scotia, Canada and northern Gulf of Mexico to Uruguay (Ref. 7251), including the Greater Antilles (Ref. 9626).  Absent from eastern Lesser Antilles (Ref. 26938).  Indian Ocean records are probably misidentifications of <i>Caranx ignobilis</i>.  Reports from Pacific refer to <i>Caranx caninus</i>, which may be conspecific.",NA,NA,71
"254","Epinephelus morio","Western Atlantic:  North Carolina, USA to southern Brazil, including the Gulf of Mexico, Caribbean, and Bermuda; strays occur north to Massachusetts.",NA,NA,17
"255","Diapterus rhombeus","Western Atlantic:  southern Gulf of Mexico, Central America and the Antilles to Brazil (Ref. 9626).",NA,NA,1048
"256","Scomberomorus cavalla","Western Atlantic:  Canada (Ref. 5951) to Massachusetts, USA to São Paulo, Brazil.  Eastern Central Atlantic:  St. Paul's Rocks (Ref. 13121).",NA,NA,120
"257","Cynoscion nebulosus","Western Atlantic:  New York to southern Florida in USA and the entire Gulf of Mexico. Northeastern Atlantic: recently reported from Guadalquivir River estuary in Spain (Ref. 94474).",NA,NA,405
"258","Lutjanus synagris","Western Atlantic:  Bermuda (Anderson, pers. comm.) and North Carolina, USA to southeastern Brazil, including Gulf of Mexico and Caribbean Sea (Ref. 9626).  Most abundant around the Antilles, on the Campeche Bank, off Panama and the northern coast of South America.  <i>Lutjanus ambiguus</i> (Poey, 1860), an intergeneric hybrid with <i>Ocyurus chrysurus</i> (Bloch) as demonstrated by Loftus (1992: Ref. 33006), followed by McEachran &. Fechhelm  (2005: Ref. 78464).",NA,NA,181
"259","Selene vomer","Western Atlantic:  Canada (Ref. 5951) to Maine to Florida, USA (possibly from Nova Scotia, Canada), along coasts of central and south America (Ref. 26938) to Uruguay, including Bermuda and Gulf of Mexico (Ref. 9626).  Rare in Greater Antilles (Ref. 26938).",NA,NA,1004
"260","Acanthurus xanthopterus","Indo-Pacific:  coast of East Africa to the Hawaiian Islands and French Polynesia, north to southern Japan, south to the Great Barrier Reef and New Caledonia.  Eastern Pacific:  lower Gulf of California and Clipperton Island to Panama and the Galapagos Islands.",24,28,1261
"261","Arius jella","Indian Ocean:  India.",NA,NA,1289
"262","Ariomma indicum","Indo-Pacific:  South Africa to the Persian Gulf east to the Indo-Malayan region, north to Japan.",NA,NA,1300
"263","Strongylura strongylura","Indo-West Pacific:  Persian Gulf eastward along the coasts of Pakistan, India, and Sri Lanka, then extending to southern China, the Philippines, and northern Australia.  A record from Zanzibar (Tanzania) needs confirmation.",NA,NA,1316
"264","Trachinotus ovatus","Eastern Atlantic:  Bay of Biscay, British and Scandinavian waters (rare vagrant) to Angola, including the Mediterranean Sea and offshore islands.",NA,NA,1773
"265","Scomberoides tol","Indo-West Pacific:  widespread throughout the Indian Ocean from Natal, South Africa northward and from Japan south to Australia and east to Fiji.",26,29,1953
"266","Decapterus russelli","Indo-West Pacific:  East Africa to Japan, the Arafura Sea (Ref. 9819) and  Australia. A Lessepsian migrant (Ref. 72453).",NA,NA,374
"267","Carangoides malabaricus","Indo-West Pacific:  east coast of Africa (without verified records from the Red Sea) to Sri Lanka and farther eastward to the Gulf of Thailand, north to Japan and south to Australia.",NA,NA,4443
"268","Atropus atropos","Indo-West Pacific:  in the tropical waters, north to Mie Prefecture, Japan.",NA,NA,1929
"269","Chanos chanos","Indo-Pacific:  along continental shelves and around islands, where temperatures are greater than 20°C.  Red Sea and South Africa to Hawaii and the Marquesas, north to Japan, south to Victoria, Australia.  Eastern Pacific:  San Pedro, California to the Galapagos.",15,42.5,80
"270","Chirocentrus dorab","Indo-Pacific:  probably throughout the warmer coastal waters, from the Red Sea and East Africa to the Solomon Islands, north to southern Japan, south to northern Australia.  Recently reported from Tonga (Ref. 53797).",NA,NA,6358
"271","Chirocentrus nudus","Indo-West Pacific:  Red Sea and East Africa to the Solomon Islands, south to Australia (Ref. 33390).  Questionably occurring in the Mascarenes (Ref. 33390).  Probably similar to that of <i>Chirocentrus dorab</i>, but not always distinguished from that species (Ref. 188).",NA,NA,1452
"272","Etroplus maculatus","Asia:  India and Sri Lanka.",20,25,8703
"273","Opisthopterus tardoore","Indo-West Pacific:  in tropical waters, from the Gulf of Oman to at least Madras, perhaps to the north and along the coasts of Myanmar, certainly at Penang, to the Java Sea, and Gulf of Thailand.",NA,NA,1652
"274","Dussumieria acuta","Indo-Pacific:  Persian Gulf (and perhaps south to Somalia), along the coasts of Pakistan, India and Malaysia to Indonesia (Kalimantan) and the Philippines.  Earlier records included <i>Dussumieria elopsoides</i>.",NA,NA,1453
"275","Sardinella melanura","Indo-West Pacific:  Gulf of Aden south to Madagascar and Mauritius and east to the Arabian Sea and northwestern India (apparently not found south of Bombay nor in northern Bay of Bengal); then from Indonesia (but not in South China Sea) to Samoa.  Reported from the Penghu Islands (Ref. 55073).",NA,NA,1513
"276","Dussumieria elopsoides","Indo-Pacific:  Suez and western Indian Ocean (the Persian Gulf to Mombasa; possibly to Madagascar) to China, the Arafura Sea (Ref. 9819) and to about Tonga.  Previous records of <i>Dussumieria acuta</i> from northeastern Indian Ocean would refer to this species (Ref. 5978).",NA,NA,1454
"277","Cynoglossus dubius","Western Indian Ocean:  west coast of India.",NA,NA,9242
"278","Elops machnata","Indo-West Pacific:  Persian Gulf  (Ref. 68964), Red Sea to Mossel Bay, South Africa and east to India and western Pacific.  Africa:  Inland waters.",NA,NA,5512
"279","Thryssa dussumieri","Indo-Pacific:  coasts of Pakistan, India, Myanmar and south of Penang; apparently not yet found in Gulf of Oman or the Persian Gulf; Malaysia, Indonesia north to Taiwan, no records from Papua New Guinea or northern coasts of Australia.",NA,NA,586
"280","Ephippus orbis","Indo-West Pacific:  Persian Gulf to Natal, South Africa, eastward to India and Lesser Sunda Island, Indonesia, north to Japan (Ref. 559) and Taiwan, south to northern Australia (Ref. 9710).",NA,NA,8243
"281","Gerres filamentosus","Indo-Pacific:  East Africa and Madagascar to Japan and Australia; New Caledonia (Ref. 26587) and Vanuatu (Ref. 13300).  Enters rivers and lakes in Madagascar and the east coast of Africa.  Not in the Middle East (Ref. 103159).",26,29,4463
"282","Pomadasys kaakan","Indo-West Pacific:  Red Sea and east coast of Africa to southeast Asia, north to Taiwan, south to Queensland, Australia. Also reported from Persian Gulf (Ref. 68964).",NA,NA,6006
"283","Hemiramphus lutkei","Pacific Ocean:  ranging eastward to the Gilbert Islands and Samoa, north to southern Japan.  Confused with <i>Hemiramphus archipelagicus</i> under the name <i>Hemiramphus marginatus</i> by many authors (Ref. 10943).",NA,NA,7709
"284","Lactarius lactarius","Indo-West Pacific:  East Africa (Ref. 2871, 5213, 30573) to Southeast Asia, north to Japan, south to Queensland, Australia.  Reported from Fiji (Ref. 12743).",NA,NA,363
"285","Eubleekeria splendens","Indo-West Pacific:  from India to Papua New Guinea; north to Japan; south to Australia,",NA,NA,4454
"286","Photopectoralis bindus","Indo-West Pacific:  Port Sudan in the Red Sea and the Persian Gulf to Japan, the Arafura Sea (Ref. 9819), and Australia.",NA,NA,4449
"287","Lethrinus lentjan","Indo-West Pacific:  widespread, from the Red Sea, Arabian (Persian) Gulf, and East Africa to the Ryukyus and Tonga.",NA,NA,1863
"288","Lutjanus gibbus","Indo-Pacific:  Red Sea and East Africa to the Line and Society islands, north to southern Japan, south to Australia.",NA,NA,265
"289","Pristipomoides filamentosus","Indo-Pacific:  East Africa to Hawaii and Tahiti, north to southern Japan, south to eastern Australia and Lord Howe Island.",NA,NA,201
"290","Megalops cyprinoides","Indo-Pacific:   Persian Gulf (Ref. 68964), Red Sea and Natal, South Africa (Ref. 3969) to the Society Islands, north to southern Korea, south to the Arafura Sea (Ref. 9819) and New South Wales.  Restricted to high islands (Palau, Caroline and Mariana islands) in Micronesia.  Reported as far inland as the lower Shire in Malawi and the Save-Runde junction in Zimbabwe (Ref. 7248).  Widespread in the Lower Zambezi River channels up to Marromeu and in the Micelo River up to Malingapanzi (Ref. 39494). South China Sea, Taiwan Strait, and East China Sea(Ref.33302).",22,24,227
"291","Moolgarda cunnesius","Indo-West Pacific:  south to South Africa.",NA,NA,4700
"292","Upeneus vittatus","Indo-Pacific:  Persian Gulf (Ref.80050); Red Sea south to East London, South Africa and east to Micronesia and the Hawaiian, Marquesan, and Society islands, north to southern Japan, south to New Caledonia.",26,29,4821
"293","Aetomylaeus nichofii","Indo-West Pacific:  Persian Gulf to the Philippines, north to Korea and southern Japan, south to northern Australia.  Possibly in the Red Sea and eastern and southern Africa.",NA,NA,10120
"294","Polydactylus sextarius","Eastern Indian Ocean and Western Pacific:  southwestern India to Papua New Guinea, north to Japan.  May rarely occur in the Philippines, eastern Indonesia, and Papua New Guinea (Ref. 57343).  Not in Red Sea (Ref. 84159).",NA,NA,4470
"295","Psettodes erumei","Indo-West Pacific:  Red Sea and East Africa to Japan and  Australia.",NA,NA,513
"296","Nibea maculata","Indian Ocean:  coasts of India and Sri Lanka, probably extending to Thailand and Malaysia.",NA,NA,11003
"297","Johnius carutta","Indian Ocean:  Pakistan eastward to the west coast of the Malay Peninsula.",NA,NA,4647
