ref_info,seanuts_id2,species_name,country_region,nutrient,concentration
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",1663,Sepia officinalis,NA,fapun3,0.261
"Andrade A.D., Rubira A.F., Matsushita M., Souza N.E. (1995). ω3 fatty acids in freshwater fish from South Brazil. JAOCS 72(10): 1207-1210",1287,Serrasalmus emarginatus,NA,fapun3,0.075447027
"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",1297,Siganus rivulatus,NA,fapun3,0.24253878
"Surtt J., Lee H.J., Kwon H. (2009). Regional Difference in Fatty Acid Content of Korean Shellfish. Food Sci. Biotechnol 18: 367 - 373",1615,Sinonovacula constricta,NA,fapun3,0.598
"Surtt J., Lee H.J., Kwon H. (2009). Regional Difference in Fatty Acid Content of Korean Shellfish. Food Sci. Biotechnol 18: 367 - 373",1616,Sinonovacula constricta,NA,fapun3,0.615
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",1320,Solea solea,NA,fapun3,0.109
"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",1295,Sparus aurata,NA,fapun3,2.9936644
"Kalogeropoulos N., Andrikopoulos N.K., Hassapidou M. (2004). Dietary evalutation of Mediterranean fish and molluscs pan-fried in virgin olive oil. Journal of the Science of Food and Agriculture 84:1750-1758",1561,Spicara smaris,NA,fapun3,0.590897784
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",1334,Spondyliosoma cantharus,NA,fapun3,1.507
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1363,Thunnus alalunga,NA,fapun3,1.33025
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",1322,Thunnus thynnus,NA,fapun3,0.18
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1365,Thunnus thynnus,NA,fapun3,0.17177
"Kalogeropoulos N., Andrikopoulos N.K., Hassapidou M. (2004). Dietary evalutation of Mediterranean fish and molluscs pan-fried in virgin olive oil. Journal of the Science of Food and Agriculture 84:1750-1758",1562,Trachurus trachurus,NA,fapun3,0.774803883
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1369,Trichiurus lepturus,NA,fapun3,0.2301
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",1331,Trisopterus luscus,NA,fapun3,0.077
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",1335,Trisopterus luscus,NA,fapun3,0.094
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",1321,Xiphias gladius,NA,fapun3,3.764
"Luzia L.A., Sampaio G.R., Castellucci C.M.N., Torres E.A.F.S. (2003). The influence of season on the lipid profiles of five commercially important species of Brazilian fish. Food Chemistry 83: 93 - 97",1588,Xiphopenaeus kroyeri,NA,fapun3,0.078205
"Luzia L.A., Sampaio G.R., Castellucci C.M.N., Torres E.A.F.S. (2003). The influence of season on the lipid profiles of five commercially important species of Brazilian fish. Food Chemistry 83: 93 - 97",1593,Xiphopenaeus kroyeri,NA,fapun3,0.11201864
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",1313,Zeus faber,NA,fapun3,0.203
"Kalogeropoulos N., Andrikopoulos N.K., Hassapidou M. (2004). Dietary evalutation of Mediterranean fish and molluscs pan-fried in virgin olive oil. Journal of the Science of Food and Agriculture 84:1750-1758",1557,Atherina boyeri,NA,protcnt_g,17.21
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1366,Bagre marinus,NA,protcnt_g,17.0
"Ifon E.T., Umoh I.B. (1987). Biochemical and nutritional evaluation of Egreria radiata (Clam), a delicacy of some riverine peasant populations in Nigeria. Food Chemistry 24: 21-27",1630,Bivalvia,NA,protcnt_g,11.285
"Kalogeropoulos N., Andrikopoulos N.K., Hassapidou M. (2004). Dietary evalutation of Mediterranean fish and molluscs pan-fried in virgin olive oil. Journal of the Science of Food and Agriculture 84:1750-1758",1559,Boops boops,NA,protcnt_g,18.22
Vlieg P. (1985). Proximate analysis of commercial New Zealand fish species - 4. New Zealand Journal of Technology 1: 245-249,1301,Callorhinchus capensis,NA,protcnt_g,22.5
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1370,Caranx crysos,NA,protcnt_g,14.27
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1373,Caranx hippos,NA,protcnt_g,21.3
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",259,Caranx ignobilis,NA,protcnt_g,19.8
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1368,Carcharhinus porosus,NA,protcnt_g,21.15
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",194,Catla catla,NA,protcnt_g,16.0
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",76,Centropomus undecimalis,NA,protcnt_g,21.61
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1377,Centropomus undecimalis,NA,protcnt_g,20.0
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",252,Channa marulius,NA,protcnt_g,17.3
"Wimalasena S., Jayasuriya M.N.S. (1996). Nutrient analysis of some fresh water fish. J. Natn. Sci. Coun. Sri Lanka 24(1): 21-26",63,Channa striata,NA,protcnt_g,16.9
"Ersoy B., Özeren A. (2009). The effect of cooking methods on mineral and vitamin contents of African catfish. Food Chemistry 115: 419-422",1359,Clarias gariepinus,NA,protcnt_g,16.2
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",211,Colossoma macropomum,NA,protcnt_g,21.43
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",162,Coregonus clupeaformis,NA,protcnt_g,18.0
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",179,Coregonus clupeaformis,NA,protcnt_g,20.0
"Wu T., Mao L. (2008). Influences of hot air drying and microwave drying on nutritional and odorous properties of grass carp (Ctenophayngodon idellus) fillets. Food Chemistry 110: 647-653",1361,Ctenopharyngodon idella,NA,protcnt_g,19.1
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",257,Cyclopterus lumpus,NA,protcnt_g,11.1
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",69,Cynoscion acoupa,NA,protcnt_g,20.73
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1378,Cynoscion nebulosus,NA,protcnt_g,17.9
"Hadjinikolova L. (2008). Investigations on the chemical composition of carp (Cyprinus carpio L.), bighead carp (Aristichthys nobilis Rich.) and pike (Esox Lusius L.) during different stagees of individual growth. Bulgarian Journal of Agricultural Science 14(2): 121-126",1298,Cyprinus carpio,NA,protcnt_g,16.21
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1375,Diapterus rhombeus,NA,protcnt_g,15.8
"Fu X.Y., Xue C.H., Miao B.C., Li Z.J., Zhang Y.Q., Wang Q. (2007). Effect of processing steps on physico - chemicalproperties of dried - seasoned squid. Food Chemistry 103: 287 - 294",1604,Dosidicus gigas,NA,protcnt_g,12.278
"Kalogeropoulos N., Andrikopoulos N.K., Hassapidou M. (2004). Dietary evalutation of Mediterranean fish and molluscs pan-fried in virgin olive oil. Journal of the Science of Food and Agriculture 84:1750-1758",1558,Engraulis encrasicolus,NA,protcnt_g,20.47
Tawfik M.S. (2009). Proximate composition and fatty acid profiles in most common available fish species in saudi market. Asian Journal of Clinical Nutrition 1(1): 50-57,1352,Epinephelus coioides,NA,protcnt_g,19.14
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1374,Epinephelus morio,NA,protcnt_g,15.1
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",87,Epinephelus striatus,NA,protcnt_g,19.73
"Hadjinikolova L. (2008). Investigations on the chemical composition of carp (Cyprinus carpio L.), bighead carp (Aristichthys nobilis Rich.) and pike (Esox Lusius L.) during different stagees of individual growth. Bulgarian Journal of Agricultural Science 14(2): 121-126",1300,Esox lucius,NA,protcnt_g,14.42
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",247,Eugerres plumieri,NA,protcnt_g,20.48
"Wimalasena S., Jayasuriya M.N.S. (1996). Nutrient analysis of some fresh water fish. J. Natn. Sci. Coun. Sri Lanka 24(1): 21-26",39,Glossogobius giuris,NA,protcnt_g,12.9
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1364,Gymnura marmorata,NA,protcnt_g,22.82
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",197,Harpadon nehereus,NA,protcnt_g,8.0
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Nunes M.L. (2009). Nutritional Quality of the edible tissues of Euripean Lobster Homarus gammarus and American Lobster Homarus Americanus. Journal of Agricultural and Food Chemistry 57: 3645 - 3652",1596,Homarus americanus,NA,protcnt_g,17.1
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Nunes M.L. (2009). Nutritional Quality of the edible tissues of Euripean Lobster Homarus gammarus and American Lobster Homarus Americanus. Journal of Agricultural and Food Chemistry 57: 3645 - 3652",1597,Homarus americanus,NA,protcnt_g,15.6
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Nunes M.L. (2009). Nutritional Quality of the edible tissues of Euripean Lobster Homarus gammarus and American Lobster Homarus Americanus. Journal of Agricultural and Food Chemistry 57: 3645 - 3652",1600,Homarus americanus,NA,protcnt_g,12.3
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Nunes M.L. (2009). Nutritional Quality of the edible tissues of Euripean Lobster Homarus gammarus and American Lobster Homarus Americanus. Journal of Agricultural and Food Chemistry 57: 3645 - 3652",1601,Homarus americanus,NA,protcnt_g,12.4
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Nunes M.L. (2009). Nutritional Quality of the edible tissues of Euripean Lobster Homarus gammarus and American Lobster Homarus Americanus. Journal of Agricultural and Food Chemistry 57: 3645 - 3652",1602,Homarus americanus,NA,protcnt_g,22.1
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Nunes M.L. (2009). Nutritional Quality of the edible tissues of Euripean Lobster Homarus gammarus and American Lobster Homarus Americanus. Journal of Agricultural and Food Chemistry 57: 3645 - 3652",1594,Homarus gammarus,NA,protcnt_g,18.3
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Nunes M.L. (2009). Nutritional Quality of the edible tissues of Euripean Lobster Homarus gammarus and American Lobster Homarus Americanus. Journal of Agricultural and Food Chemistry 57: 3645 - 3652",1595,Homarus gammarus,NA,protcnt_g,17.6
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Nunes M.L. (2009). Nutritional Quality of the edible tissues of Euripean Lobster Homarus gammarus and American Lobster Homarus Americanus. Journal of Agricultural and Food Chemistry 57: 3645 - 3652",1598,Homarus gammarus,NA,protcnt_g,12.6
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Nunes M.L. (2009). Nutritional Quality of the edible tissues of Euripean Lobster Homarus gammarus and American Lobster Homarus Americanus. Journal of Agricultural and Food Chemistry 57: 3645 - 3652",1599,Homarus gammarus,NA,protcnt_g,13.2
"Hadjinikolova L. (2008). Investigations on the chemical composition of carp (Cyprinus carpio L.), bighead carp (Aristichthys nobilis Rich.) and pike (Esox Lusius L.) during different stagees of individual growth. Bulgarian Journal of Agricultural Science 14(2): 121-126",1299,Hypophthalmichthys nobilis,NA,protcnt_g,14.56
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",198,Hypostomus watwata,NA,protcnt_g,25.53
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",226,Labeo rohita,NA,protcnt_g,13.5
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",262,Lates calcarifer,NA,protcnt_g,16.0
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",282,Leptomelanosoma indicum,NA,protcnt_g,18.1
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",206,Lutjanus buccanella,NA,protcnt_g,20.99
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1371,Lutjanus campechanus,NA,protcnt_g,20.0
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1372,Lutjanus peru,NA,protcnt_g,15.4
"Caula F.C.B., de Oliveira M.P., Maiaa E.L. (2008). Teor de colesterol e composição centesimal de algumas especies de peixes do estado do Ceará. Ciência e Tecnologia de Alimentos 28(4): 959-963",1553,Lutjanus purpureus,NA,protcnt_g,18.4
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1379,Lutjanus synagris,NA,protcnt_g,18.5
"Marques A., Teixeira B., Barrento S., Anacleto P., Carvalho M.L., Nunes M.L. (2010). Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Compositon and Analysis 23: 230 - 237.",72,Maja brachydactyla,NA,protcnt_g,15.7
"Marques A., Teixeira B., Barrento S., Anacleto P., Carvalho M.L., Nunes M.L. (2010). Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Compositon and Analysis 23: 230 - 237.",183,Maja brachydactyla,NA,protcnt_g,24.1
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",75,Merlangius merlangus,NA,protcnt_g,13.43
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",122,Merlangius merlangus,NA,protcnt_g,17.24
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",125,Merlangius merlangus,NA,protcnt_g,16.24
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",146,Merlangius merlangus,NA,protcnt_g,15.05
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",185,Merluccius albidus,NA,protcnt_g,18.7
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",210,Mugil cephalus,NA,protcnt_g,15.3
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",74,Mugil curema,NA,protcnt_g,21.17
"Kalogeropoulos N., Andrikopoulos N.K., Hassapidou M. (2004). Dietary evalutation of Mediterranean fish and molluscs pan-fried in virgin olive oil. Journal of the Science of Food and Agriculture 84:1750-1758",1560,Mullus barbatus barbatus,NA,protcnt_g,14.79
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",100,Mullus surmuletus,NA,protcnt_g,17.45
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",107,Mullus surmuletus,NA,protcnt_g,16.61
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",133,Mullus surmuletus,NA,protcnt_g,18.89
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",137,Mullus surmuletus,NA,protcnt_g,15.16
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",242,Muraenesox bagio,NA,protcnt_g,18.4
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",212,Nemipterus japonicus,NA,protcnt_g,15.3
"Fu X.Y., Xue C.H., Miao B.C., Li Z.J., Zhang Y.Q., Wang Q. (2007). Effect of processing steps on physico - chemicalproperties of dried - seasoned squid. Food Chemistry 103: 287 - 294",1603,Ommastrephes bartramii,NA,protcnt_g,20.0568
"Perea A. Gómez E. Mayorga Y., Triana C.Y. (2008). Caracterización nutricional de pescados de produccion y consumo regional en Bucaramanga, Colombia. Archivos Latinoamericanos de Nutricion 58(1): 91-97",1,Oncorhynchus kisutch,NA,protcnt_g,20.15
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",78,Oncorhynchus mykiss,NA,protcnt_g,20.86
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",157,Oncorhynchus nerka,NA,protcnt_g,27.0
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",160,Oncorhynchus nerka,NA,protcnt_g,19.0
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",273,Oncorhynchus nerka,NA,protcnt_g,21.0
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",278,Oncorhynchus nerka,NA,protcnt_g,19.0
"Wimalasena S., Jayasuriya M.N.S. (1996). Nutrient analysis of some fresh water fish. J. Natn. Sci. Coun. Sri Lanka 24(1): 21-26",143,Oreochromis mossambicus,NA,protcnt_g,17.8
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",156,Oreochromis niloticus,NA,protcnt_g,23.34
"Caula F.C.B., de Oliveira M.P., Maiaa E.L. (2008). Teor de colesterol e composição centesimal de algumas especies de peixes do estado do Ceará. Ciência e Tecnologia de Alimentos 28(4): 959-963",1554,Oreochromis niloticus,NA,protcnt_g,17.7
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",187,Pampus argenteus,NA,protcnt_g,19.5
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",184,Parastromateus niger,NA,protcnt_g,17.0
Tawfik M.S. (2009). Proximate composition and fatty acid profiles in most common available fish species in saudi market. Asian Journal of Clinical Nutrition 1(1): 50-57,1351,Pimelodus maculatus,NA,protcnt_g,20.2
Tawfik M.S. (2009). Proximate composition and fatty acid profiles in most common available fish species in saudi market. Asian Journal of Clinical Nutrition 1(1): 50-57,1353,Pimelodus maculatus,NA,protcnt_g,19.97
"Caula F.C.B., de Oliveira M.P., Maiaa E.L. (2008). Teor de colesterol e composição centesimal de algumas especies de peixes do estado do Ceará. Ciência e Tecnologia de Alimentos 28(4): 959-963",1555,Prochilodus brevis,NA,protcnt_g,18.7
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",255,Prochilodus reticulatus,NA,protcnt_g,22.82
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",213,Protonibea diacanthus,NA,protcnt_g,16.0
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",171,Rastrelliger kanagurta,NA,protcnt_g,16.1
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1367,Rhomboplites aurorubens,NA,protcnt_g,18.24
