trad_foods_data_id,taxon_name,ca_mg,fe_mg,zn_mg,epa,dha,biblio_id,culture,Bibliography
482,Gadiformes,15,0.478,1.05,NA,NA,27,Nootkan,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
483,Gadiformes,15,0.478,1.05,NA,NA,27,Cree,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
484,Gadiformes,15,0.478,1.05,NA,NA,27,Montagnais-Naskapi,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
485,Gadiformes,15,0.478,1.05,NA,NA,27,Abenaki,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
486,Gadiformes,15,0.478,1.05,NA,NA,27,Mi'kmaq,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
487,Gadiformes,15,0.478,1.05,NA,NA,27,Wampanoag,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
488,Gadus morhua,NA,NA,NA,0.08,0.23,55,Inuit-Inupiaq,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
489,Gadus morhua,NA,NA,NA,0.08,0.23,55,Yupik,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
490,Gadus morhua,NA,NA,NA,0.08,0.23,55,Bella Coola,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
491,Gadus morhua,NA,NA,NA,0.08,0.23,55,Central Salish,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
492,Gadus morhua,NA,NA,NA,0.08,0.23,55,Tsimshian,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
493,Gadus morhua,NA,NA,NA,0.08,0.23,55,Haida,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
494,Gadus morhua,NA,NA,NA,0.08,0.23,55,Tlingit,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
495,Gadus morhua,NA,NA,NA,0.08,0.23,55,Kwakiutl,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
496,Gadus morhua,NA,NA,NA,0.08,0.23,55,Nootkan,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
497,Gadus morhua,NA,NA,NA,0.08,0.23,55,Cree,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
498,Gadus morhua,NA,NA,NA,0.08,0.23,55,Montagnais-Naskapi,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
499,Gadus morhua,NA,NA,NA,0.08,0.23,55,Abenaki,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
500,Gadus morhua,NA,NA,NA,0.08,0.23,55,Mi'kmaq,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
501,Gadus morhua,NA,NA,NA,0.08,0.23,55,Wampanoag,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
502,Gadus morhua,NA,NA,NA,0.087,0.195,59,Inuit-Inupiaq,"Hyví_nen L, Koivistoinen P: Fatty acid analysis, TAG equivalents as net fat value, and nutritional attributes of fish and fish products. Journal of Food Composition and Analysis 1994, 7(1-2):44-58."
503,Gadus morhua,NA,NA,NA,0.087,0.195,59,Yupik,"Hyví_nen L, Koivistoinen P: Fatty acid analysis, TAG equivalents as net fat value, and nutritional attributes of fish and fish products. Journal of Food Composition and Analysis 1994, 7(1-2):44-58."
504,Gadus morhua,NA,NA,NA,0.087,0.195,59,Bella Coola,"Hyví_nen L, Koivistoinen P: Fatty acid analysis, TAG equivalents as net fat value, and nutritional attributes of fish and fish products. Journal of Food Composition and Analysis 1994, 7(1-2):44-58."
505,Gadus morhua,NA,NA,NA,0.087,0.195,59,Central Salish,"Hyví_nen L, Koivistoinen P: Fatty acid analysis, TAG equivalents as net fat value, and nutritional attributes of fish and fish products. Journal of Food Composition and Analysis 1994, 7(1-2):44-58."
506,Gadus morhua,NA,NA,NA,0.087,0.195,59,Tsimshian,"Hyví_nen L, Koivistoinen P: Fatty acid analysis, TAG equivalents as net fat value, and nutritional attributes of fish and fish products. Journal of Food Composition and Analysis 1994, 7(1-2):44-58."
507,Gadus morhua,NA,NA,NA,0.087,0.195,59,Haida,"Hyví_nen L, Koivistoinen P: Fatty acid analysis, TAG equivalents as net fat value, and nutritional attributes of fish and fish products. Journal of Food Composition and Analysis 1994, 7(1-2):44-58."
508,Gadus morhua,NA,NA,NA,0.087,0.195,59,Tlingit,"Hyví_nen L, Koivistoinen P: Fatty acid analysis, TAG equivalents as net fat value, and nutritional attributes of fish and fish products. Journal of Food Composition and Analysis 1994, 7(1-2):44-58."
509,Gadus morhua,NA,NA,NA,0.087,0.195,59,Kwakiutl,"Hyví_nen L, Koivistoinen P: Fatty acid analysis, TAG equivalents as net fat value, and nutritional attributes of fish and fish products. Journal of Food Composition and Analysis 1994, 7(1-2):44-58."
510,Gadus morhua,NA,NA,NA,0.087,0.195,59,Nootkan,"Hyví_nen L, Koivistoinen P: Fatty acid analysis, TAG equivalents as net fat value, and nutritional attributes of fish and fish products. Journal of Food Composition and Analysis 1994, 7(1-2):44-58."
511,Gadus morhua,NA,NA,NA,0.087,0.195,59,Cree,"Hyví_nen L, Koivistoinen P: Fatty acid analysis, TAG equivalents as net fat value, and nutritional attributes of fish and fish products. Journal of Food Composition and Analysis 1994, 7(1-2):44-58."
512,Gadus morhua,NA,NA,NA,0.087,0.195,59,Montagnais-Naskapi,"Hyví_nen L, Koivistoinen P: Fatty acid analysis, TAG equivalents as net fat value, and nutritional attributes of fish and fish products. Journal of Food Composition and Analysis 1994, 7(1-2):44-58."
513,Gadus morhua,NA,NA,NA,0.087,0.195,59,Abenaki,"Hyví_nen L, Koivistoinen P: Fatty acid analysis, TAG equivalents as net fat value, and nutritional attributes of fish and fish products. Journal of Food Composition and Analysis 1994, 7(1-2):44-58."
514,Gadus morhua,NA,NA,NA,0.087,0.195,59,Mi'kmaq,"Hyví_nen L, Koivistoinen P: Fatty acid analysis, TAG equivalents as net fat value, and nutritional attributes of fish and fish products. Journal of Food Composition and Analysis 1994, 7(1-2):44-58."
515,Gadus morhua,NA,NA,NA,0.087,0.195,59,Wampanoag,"Hyví_nen L, Koivistoinen P: Fatty acid analysis, TAG equivalents as net fat value, and nutritional attributes of fish and fish products. Journal of Food Composition and Analysis 1994, 7(1-2):44-58."
516,Gadus morhua,16,1.75,0.589,NA,NA,27,Inuit-Inupiaq,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
517,Gadus morhua,16,1.75,0.589,NA,NA,27,Yupik,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
518,Gadus morhua,16,1.75,0.589,NA,NA,27,Bella Coola,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
519,Gadus morhua,16,1.75,0.589,NA,NA,27,Central Salish,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
520,Gadus morhua,16,1.75,0.589,NA,NA,27,Tsimshian,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
521,Gadus morhua,16,1.75,0.589,NA,NA,27,Haida,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
522,Gadus morhua,16,1.75,0.589,NA,NA,27,Tlingit,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
523,Gadus morhua,16,1.75,0.589,NA,NA,27,Kwakiutl,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
524,Gadus morhua,16,1.75,0.589,NA,NA,27,Nootkan,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
525,Gadus morhua,16,1.75,0.589,NA,NA,27,Cree,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
526,Gadus morhua,16,1.75,0.589,NA,NA,27,Montagnais-Naskapi,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
527,Gadus morhua,16,1.75,0.589,NA,NA,27,Abenaki,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
528,Gadus morhua,16,1.75,0.589,NA,NA,27,Mi'kmaq,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
529,Gadus morhua,16,1.75,0.589,NA,NA,27,Wampanoag,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
530,Haliotididae,34,2.06,1.42,NA,NA,27,Bella Coola,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
531,Haliotididae,34,2.06,1.42,NA,NA,27,Tsimshian,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
532,Haliotididae,34,2.06,1.42,NA,NA,27,Haida,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
533,Haliotididae,34,2.06,1.42,NA,NA,27,Tlingit,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
534,Haliotididae,34,2.06,1.42,NA,NA,27,Nootkan,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
535,Hexagrammos spp.,12,1,NA,NA,NA,27,Inuit-Inupiaq,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
536,Hexagrammos spp.,12,1,NA,NA,NA,27,Yupik,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
537,Hexagrammos spp.,12,1,NA,NA,NA,27,Bella Coola,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
538,Hexagrammos spp.,12,1,NA,NA,NA,27,Central Salish,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
539,Hexagrammos spp.,12,1,NA,NA,NA,27,Tsimshian,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
540,Hexagrammos spp.,12,1,NA,NA,NA,27,Tlingit,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
541,Hexagrammos spp.,12,1,NA,NA,NA,27,Kwakiutl,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
542,Hexagrammos spp.,12,1,NA,NA,NA,27,Nootkan,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
543,Hexagrammos spp.,12,1,NA,NA,NA,27,Cree,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
544,Hippoglossinae,NA,NA,NA,0.16,0.22,55,Inuit-Inupiaq,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
545,Hippoglossinae,NA,NA,NA,0.16,0.22,55,Yupik,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
546,Hippoglossinae,NA,NA,NA,0.16,0.22,55,Bella Coola,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
547,Hippoglossinae,NA,NA,NA,0.16,0.22,55,Central Salish,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
548,Hippoglossinae,NA,NA,NA,0.16,0.22,55,Tsimshian,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
549,Hippoglossinae,NA,NA,NA,0.16,0.22,55,Haida,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
550,Hippoglossinae,NA,NA,NA,0.16,0.22,55,Tlingit,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
551,Hippoglossinae,NA,NA,NA,0.16,0.22,55,Kwakiutl,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
552,Hippoglossinae,NA,NA,NA,0.16,0.22,55,Nootkan,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
553,Hippoglossinae,NA,NA,NA,0.16,0.22,55,Abenaki,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
554,Hippoglossinae,NA,NA,NA,0.16,0.22,55,Mi'kmaq,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
555,Hippoglossinae,NA,NA,NA,0.16,0.22,55,Wampanoag,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
556,Hippoglossinae,19,1,NA,NA,NA,27,Inuit-Inupiaq,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
557,Hippoglossinae,19,1,NA,NA,NA,27,Yupik,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
558,Hippoglossinae,19,1,NA,NA,NA,27,Bella Coola,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
559,Hippoglossinae,19,1,NA,NA,NA,27,Central Salish,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
560,Hippoglossinae,19,1,NA,NA,NA,27,Tsimshian,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
561,Hippoglossinae,19,1,NA,NA,NA,27,Haida,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
562,Hippoglossinae,19,1,NA,NA,NA,27,Tlingit,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
563,Hippoglossinae,19,1,NA,NA,NA,27,Kwakiutl,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
564,Hippoglossinae,19,1,NA,NA,NA,27,Nootkan,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
565,Hippoglossinae,19,1,NA,NA,NA,27,Abenaki,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
566,Hippoglossinae,19,1,NA,NA,NA,27,Mi'kmaq,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
567,Hippoglossinae,19,1,NA,NA,NA,27,Wampanoag,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
568,Hippoglossus hippoglossus,NA,NA,NA,0.16,0.22,55,Inuit-Inupiaq,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
569,Hippoglossus hippoglossus,NA,NA,NA,0.16,0.22,55,Yupik,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
570,Hippoglossus hippoglossus,NA,NA,NA,0.16,0.22,55,Bella Coola,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
571,Hippoglossus hippoglossus,NA,NA,NA,0.16,0.22,55,Central Salish,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
572,Hippoglossus hippoglossus,NA,NA,NA,0.16,0.22,55,Tsimshian,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
573,Hippoglossus hippoglossus,NA,NA,NA,0.16,0.22,55,Haida,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
574,Hippoglossus hippoglossus,NA,NA,NA,0.16,0.22,55,Tlingit,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
575,Hippoglossus hippoglossus,NA,NA,NA,0.16,0.22,55,Kwakiutl,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
576,Hippoglossus hippoglossus,NA,NA,NA,0.16,0.22,55,Nootkan,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
577,Hippoglossus hippoglossus,NA,NA,NA,0.16,0.22,55,Abenaki,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
578,Hippoglossus hippoglossus,NA,NA,NA,0.16,0.22,55,Mi'kmaq,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
579,Hippoglossus hippoglossus,NA,NA,NA,0.16,0.22,55,Wampanoag,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
580,Hippoglossus stenolepis,22,0.09,0.08,NA,NA,27,Inuit-Inupiaq,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
581,Hippoglossus stenolepis,22,0.09,0.08,NA,NA,27,Yupik,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
582,Hippoglossus stenolepis,22,0.09,0.08,NA,NA,27,Bella Coola,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
583,Hippoglossus stenolepis,22,0.09,0.08,NA,NA,27,Central Salish,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
584,Hippoglossus stenolepis,22,0.09,0.08,NA,NA,27,Tsimshian,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
585,Hippoglossus stenolepis,22,0.09,0.08,NA,NA,27,Haida,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
586,Hippoglossus stenolepis,22,0.09,0.08,NA,NA,27,Tlingit,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
587,Hippoglossus stenolepis,22,0.09,0.08,NA,NA,27,Kwakiutl,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
588,Hippoglossus stenolepis,22,0.09,0.08,NA,NA,27,Nootkan,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
589,Hippoglossus stenolepis,22,0.09,0.08,NA,NA,27,Abenaki,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
590,Hippoglossus stenolepis,22,0.09,0.08,NA,NA,27,Mi'kmaq,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
591,Hippoglossus stenolepis,22,0.09,0.08,NA,NA,27,Wampanoag,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
592,Homarus americanus,NA,NA,NA,0.24,0.12,55,Abenaki,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
593,Homarus americanus,NA,NA,NA,0.24,0.12,55,Mi'kmaq,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
594,Homarus americanus,NA,NA,NA,0.24,0.12,55,Wampanoag,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
595,Hypomesus olidus,750,NA,NA,NA,NA,27,Yupik,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
596,Hypomesus olidus,NA,5,NA,NA,NA,27,Yupik,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
597,Ictaluridae,225,1.58,NA,NA,NA,27,Montagnais-Naskapi,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
598,Ictalurus punctatus,46,NA,0.83,NA,NA,27,Montagnais-Naskapi,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
599,Illex illecebrosus,NA,NA,NA,0.27,0.64,55,Inuit-Inupiaq,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
600,Illex illecebrosus,NA,NA,NA,0.27,0.64,55,Tlingit,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
601,Illex illecebrosus,NA,NA,NA,0.27,0.64,55,Kwakiutl,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
602,Illex illecebrosus,NA,NA,NA,0.27,0.64,55,Mi'kmaq,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
603,Illex illecebrosus,NA,NA,NA,0.27,0.64,55,Wampanoag,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
604,Katharina turnicata,121,16,NA,NA,NA,19,Yupik,"Drury HM: Nutrients in native soods of southeastern Alaska. Journal of Ethnobiology 1985, 5(2):87-100."
