Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,DemersPelag,DepthRangeDeep,Length,obs_id,subgroup,food_name_in_english,body_part,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,biblio_id,bibliography,scientific_name,asfis_scientific_name,genus_species,submitted_name,common_name,location,season,comments_on_data_processing_methods,publication_year,food_item_id,caldata,irondata,zincdata,epadata,dhadata,proteindata,fatdata,data_here,realm
Microstomus kitt,3,mainly animals (troph. 2.8 and up),sucking food-containing material,3.21,temperate,demersal,200,65,bc615,Finfish,"Lemon sole, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,NA,0.7,fi105,"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",Microstomus kitt,Microstomus kitt,Microstomus kitt,Microstomus kitt,Lemon sole,"Unknown, Nolsoyar Bank",Sep 2001,NA,2006,0900634,0,0,0,0,0,0,1,1,marine
Microstomus kitt,3,mainly animals (troph. 2.8 and up),sucking food-containing material,3.21,temperate,demersal,200,65,bc615,Finfish,"Lemon sole, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,NA,0.7,fi105,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",Microstomus kitt,Microstomus kitt,Microstomus kitt,Microstomus kitt,Lemon sole,"Unknown, Nolsoyar Bank",Sep 2001,NA,2006,0900634,0,0,0,0,0,0,1,1,marine
Microstomus kitt,3,mainly animals (troph. 2.8 and up),sucking food-containing material,3.21,temperate,demersal,200,65,bc616,Finfish,"Lemon sole, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,NA,0.7,fi105,"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",Microstomus kitt,Microstomus kitt,Microstomus kitt,Microstomus kitt,Lemon sole,"Unknown, Nolsoyar Bank",Sep 2001,NA,2006,0900635,0,0,0,0,0,0,1,1,marine
Microstomus kitt,3,mainly animals (troph. 2.8 and up),sucking food-containing material,3.21,temperate,demersal,200,65,bc616,Finfish,"Lemon sole, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,NA,0.7,fi105,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",Microstomus kitt,Microstomus kitt,Microstomus kitt,Microstomus kitt,Lemon sole,"Unknown, Nolsoyar Bank",Sep 2001,NA,2006,0900635,0,0,0,0,0,0,1,1,marine
Microstomus kitt,3,mainly animals (troph. 2.8 and up),sucking food-containing material,3.21,temperate,demersal,200,65,bc617,Finfish,"Lemon sole, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,NA,0.8,fi105,"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",Microstomus kitt,Microstomus kitt,Microstomus kitt,Microstomus kitt,Lemon sole,"Unknown, Orkney Islands",Feb 2001,NA,2006,0900636,0,0,0,0,0,0,1,1,marine
Microstomus kitt,3,mainly animals (troph. 2.8 and up),sucking food-containing material,3.21,temperate,demersal,200,65,bc617,Finfish,"Lemon sole, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,NA,0.8,fi105,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",Microstomus kitt,Microstomus kitt,Microstomus kitt,Microstomus kitt,Lemon sole,"Unknown, Orkney Islands",Feb 2001,NA,2006,0900636,0,0,0,0,0,0,1,1,marine
Microstomus kitt,3,mainly animals (troph. 2.8 and up),sucking food-containing material,3.21,temperate,demersal,200,65,bc618,Finfish,"Lemon sole, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,NA,0.7,fi105,"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",Microstomus kitt,Microstomus kitt,Microstomus kitt,Microstomus kitt,Lemon sole,"Unknown, Orkney Islands",Feb 2001,NA,2006,0900637,0,0,0,0,0,0,1,1,marine
Microstomus kitt,3,mainly animals (troph. 2.8 and up),sucking food-containing material,3.21,temperate,demersal,200,65,bc618,Finfish,"Lemon sole, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,NA,0.7,fi105,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",Microstomus kitt,Microstomus kitt,Microstomus kitt,Microstomus kitt,Lemon sole,"Unknown, Orkney Islands",Feb 2001,NA,2006,0900637,0,0,0,0,0,0,1,1,marine
Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,demersal,1370,76,af596,Finfish,"Dover sole, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,16.8,0.95,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,Microstomus pacificus,Microstomus pacificus,Microstomus pacificus,Microstomus pacificus,Dover sole,"USA, Washington/Oregon/N California",NA,NA,1976,0901900,0,0,0,0,0,1,1,2,marine
Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,demersal,1370,76,bc195,Finfish,"Dover sole, wild, boneless, skinless fillet, raw",muscle_skinless,NA,NA,NA,0.08,0.09,NA,1,fi36,"Wander R.C., Patton B.D. (1991) Lipids and fatty acids of three species of Northeast Pacific finfish harvested in summer. Journal of Food Composition and Analysis, 4, 128-135",Microstomus pacificus,Microstomus pacificus,Microstomus pacificus,Microstomus pacificus,Dover sole,"USA, off the OR coast, Pacific Ocean",Sep 1987,CHOLE-: colorimetric method using ferric chloride (Sweeney and Weihrauch 1976),1991,0900195,0,0,0,1,1,0,1,3,marine
Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,demersal,1370,76,bc812,Finfish,"Dover sole, wild, fillet, raw",muscle,11.5,0.1984,0.3428,NA,NA,NA,NA,fi125,"Teeny F.M., Gauglitz Jr. E.J., Hall A.S., Houle C.R.(1984). Mineral composition of the edible muscle tissue of seven species of fish from the Northeast Pacific. J. Agric. Food Chem. 32: 852-855",Microstomus pacificus,Microstomus pacificus,Microstomus pacificus,Microstomus pacificus,Dover sole,"USA, OR, Northeast Pacific, Newport",NA,NA,1984,0900831,1,1,1,0,0,0,0,3,marine
Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,demersal,1370,76,bc813,Finfish,"Dover sole, wild, fillet, raw",muscle,11.9,0.1795,0.3179,NA,NA,NA,NA,fi125,"Teeny F.M., Gauglitz Jr. E.J., Hall A.S., Houle C.R.(1984). Mineral composition of the edible muscle tissue of seven species of fish from the Northeast Pacific. J. Agric. Food Chem. 32: 852-855",Microstomus pacificus,Microstomus pacificus,Microstomus pacificus,Microstomus pacificus,Dover sole,"USA, AK, Northeast Pacific, Cape Ommaney",NA,NA,1984,0900832,1,1,1,0,0,0,0,3,marine
Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,demersal,1370,76,bc814,Finfish,"Dover sole, wild, fillet, raw",muscle,20.2,0.256,0.5056,NA,NA,NA,NA,fi125,"Teeny F.M., Gauglitz Jr. E.J., Hall A.S., Houle C.R.(1984). Mineral composition of the edible muscle tissue of seven species of fish from the Northeast Pacific. J. Agric. Food Chem. 32: 852-855",Microstomus pacificus,Microstomus pacificus,Microstomus pacificus,Microstomus pacificus,Dover sole,"USA, CA, Northeast Pacific, Santa Cruz",NA,NA,1984,0900833,1,1,1,0,0,0,0,3,marine
Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,demersal,1370,76,bc963,Finfish,"Dover sole, wild, fillet, raw",muscle,NA,NA,NA,NA,NA,16.81,NA,fi156,"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490",Microstomus pacificus,Microstomus pacificus,Microstomus pacificus,Microstomus pacificus,Dover sole,"USA, north of Astoria Canyon, North Pacific",Aug 1977,NA,1979,0900982,0,0,0,0,0,1,0,1,marine
Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,demersal,1370,76,c457,Finfish,"Dover Sole, muscle",muscle,NA,NA,NA,0.08,0.09,NA,1,25,"Wander RC, Patton BD: Lipids and fatty acids of three species of northeast Pacific finfish harvested in summer. Journal of Food Composition and Analysis 1991, 4(2):128-135.",NA,NA,Microstomus pacificus,Microstomus pacificus,Dover Sole,NA,NA,NA,NA,NA,0,0,0,1,1,0,1,3,marine
Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,demersal,1370,76,c458,Finfish,"Dover Sole, muscle",muscle,50,NA,NA,NA,NA,15.1,0.9,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Microstomus pacificus,Microstomus pacificus,Dover Sole,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,3,marine
Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,demersal,1370,76,c459,Finfish,"Dover Sole, whole",whole,NA,NA,NA,NA,NA,12.7,3.5,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Microstomus pacificus,Microstomus pacificus,Dover Sole,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,2,marine
Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,demersal,1370,76,c460,Finfish,"Dover Sole, offal",viscera,NA,NA,NA,NA,NA,11.7,4.4,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Microstomus pacificus,Microstomus pacificus,Dover Sole,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,2,marine
Molva dypterygia,8.8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.13,temperate,demersal,1000,155,bc621,Finfish,"Blue ling, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,NA,0.8,fi105,"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",Molva dypterygia,Molva dypterygia,Molva dypterygia,Molva dypterygia,Blue ling,"Unknown, Nordhavid",Sep 2001,NA,2006,0900640,0,0,0,0,0,0,1,1,marine
Molva dypterygia,8.8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.13,temperate,demersal,1000,155,bc621,Finfish,"Blue ling, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,NA,0.8,fi105,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",Molva dypterygia,Molva dypterygia,Molva dypterygia,Molva dypterygia,Blue ling,"Unknown, Nordhavid",Sep 2001,NA,2006,0900640,0,0,0,0,0,0,1,1,marine
Molva dypterygia,8.8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.13,temperate,demersal,1000,155,bc622,Finfish,"Blue ling, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,NA,0.8,fi105,"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",Molva dypterygia,Molva dypterygia,Molva dypterygia,Molva dypterygia,Blue ling,"Unknown, Nordhavid",Sep 2001,NA,2006,0900641,0,0,0,0,0,0,1,1,marine
Molva dypterygia,8.8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.13,temperate,demersal,1000,155,bc622,Finfish,"Blue ling, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,NA,0.8,fi105,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",Molva dypterygia,Molva dypterygia,Molva dypterygia,Molva dypterygia,Blue ling,"Unknown, Nordhavid",Sep 2001,NA,2006,0900641,0,0,0,0,0,0,1,1,marine
Molva molva,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.2,temperate,demersal,1000,200,bc619,Finfish,"Ling, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,NA,0.7,fi105,"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",Molva molva,Molva molva,Molva molva,Molva molva,Ling,"Unknown, Nolsoyar Bank",Sep 2001,NA,2006,0900638,0,0,0,0,0,0,1,1,marine
Molva molva,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.2,temperate,demersal,1000,200,bc619,Finfish,"Ling, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,NA,0.7,fi105,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",Molva molva,Molva molva,Molva molva,Molva molva,Ling,"Unknown, Nolsoyar Bank",Sep 2001,NA,2006,0900638,0,0,0,0,0,0,1,1,marine
Molva molva,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.2,temperate,demersal,1000,200,bc620,Finfish,"Ling, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,NA,0.7,fi105,"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",Molva molva,Molva molva,Molva molva,Molva molva,Ling,"Unknown, Pobie Bank",Sep 2001,NA,2006,0900639,0,0,0,0,0,0,1,1,marine
Molva molva,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.2,temperate,demersal,1000,200,bc620,Finfish,"Ling, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,NA,0.7,fi105,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",Molva molva,Molva molva,Molva molva,Molva molva,Ling,"Unknown, Pobie Bank",Sep 2001,NA,2006,0900639,0,0,0,0,0,0,1,1,marine
Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,benthopelagic,120,100,af229,Finfish,"Mullet, wild, skinless, muscle flesh, raw",muscle_skinless,15.7,0.8,2.2,NA,NA,15.3,2.2,fi98,"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",Mugil cephalus,Mugil cephalus,Mugil cephalus,Mugil cephalus,Flathead grey mullet,"Unknown (samples from local fish market, Hyderabad, India)",Dec 1988-Mar 1994,NA,1993,0901533,1,1,1,0,0,1,1,5,freshbrackmarine
Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,benthopelagic,120,100,bc302,Finfish,"Mullet, wild, fillet, raw",muscle,NA,NA,NA,0.18973185,0.138955993,NA,2.09,fi66,"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638",Mugil cephalus,Mugil cephalus,Mugil cephalus,Mugil cephalus,Flathead grey mullet,"Turkey, local fish market (Meiterranean and Aegean Sea)",NA,FA converted using XFA,2007,0900321,0,0,0,1,1,0,1,3,freshbrackmarine
Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,benthopelagic,120,100,bc330,Finfish,"Flathead mullet, wild, fillet, raw",muscle,NA,NA,NA,0.170965683,0.086497201,NA,2.13,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",Mugil cephalus,Mugil cephalus,Mugil cephalus,Mugil cephalus,Flathead grey mullet,"Turkey, Mediterranean Sea",NA,FA converted using XFA,2009,0900349,0,0,0,1,1,0,1,3,freshbrackmarine
Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,benthopelagic,120,100,bc402,Finfish,"Grey mullet, wild, edible flesh, raw",muscle,NA,NA,NA,NA,NA,NA,1.33,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",Mugil cephalus,Mugil cephalus,Mugil cephalus,Mugil cephalus,Flathead grey mullet,"Greece, Aegean Sea",NA,"mean of lipid value (spring, fall, winter) used for FA calculation; FAT- (analyzed according to AOAC 1975); FA converted using XFA; FA tr= <0.1g/100g fillet",1995,0900421,0,0,0,0,0,0,1,1,freshbrackmarine
Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,benthopelagic,120,100,bc441,Finfish,"Grey mullet, wild, edible flesh, raw",muscle,NA,NA,NA,NA,NA,20,1,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",Mugil cephalus,Mugil cephalus,Mugil cephalus,Mugil cephalus,Flathead grey mullet,"Greece, Aegean Sea",Spring,FAT- (analyzed according to AOAC 1975),1995,0900460,0,0,0,0,0,1,1,2,freshbrackmarine
Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,benthopelagic,120,100,bc442,Finfish,"Grey mullet, wild, edible flesh, raw",muscle,NA,NA,NA,NA,NA,21,2,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",Mugil cephalus,Mugil cephalus,Mugil cephalus,Mugil cephalus,Flathead grey mullet,"Greece, Aegean Sea",Fall,FAT- (analyzed according to AOAC 1975),1995,0900461,0,0,0,0,0,1,1,2,freshbrackmarine
Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,benthopelagic,120,100,bc443,Finfish,"Grey mullet, wild, edible flesh, raw",muscle,NA,NA,NA,NA,NA,18,1,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",Mugil cephalus,Mugil cephalus,Mugil cephalus,Mugil cephalus,Flathead grey mullet,"Greece, Aegean Sea",Winter,FAT- (analyzed according to AOAC 1975),1995,0900462,0,0,0,0,0,1,1,2,freshbrackmarine
Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,benthopelagic,120,100,c474,Finfish,"Flathead Gray Mullet, muscle",muscle,51,1.7,0.398,NA,NA,20.1,4.6,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Mugil cephalus,Mugil cephalus,Flathead Gray Mullet,NA,NA,NA,NA,NA,1,1,1,0,0,1,1,5,freshbrackmarine
Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,benthopelagic,120,100,c475,Finfish,"Flathead Gray Mullet, whole",whole,195,NA,NA,NA,NA,15.7,5.1,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Mugil cephalus,Mugil cephalus,Flathead Gray Mullet,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,3,freshbrackmarine
Mullus surmuletus,1.3333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.46,subtropical,demersal,409,40,af206,Finfish,"Striped red mullet, wild, edible muscle tissue, raw",muscle,51.8822,9.4846,1.4933,NA,NA,15.16,17.37,fi92,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",Mullus surmuletus,Mullus surmuletus,Mullus surmuletus,Mullus surmuletus,Surmullet,"Unknown (samples from local fish market, Istanbul)","Winter (Dec 2006, Jan, Feb 2007)",NA,2010,0901510,1,1,1,0,0,1,1,5,marine
Mullus surmuletus,1.3333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.46,subtropical,demersal,409,40,af207,Finfish,"Striped red mullet, wild, edible muscle tissue, raw",muscle,62.5135,5.8733,1.1739,NA,NA,17.45,9.71,fi92,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",Mullus surmuletus,Mullus surmuletus,Mullus surmuletus,Mullus surmuletus,Surmullet,"Unknown (samples from local fish market, Istanbul)","Spring (Mar, Apr, May 2007)",NA,2010,0901511,1,1,1,0,0,1,1,5,marine
Mullus surmuletus,1.3333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.46,subtropical,demersal,409,40,af208,Finfish,"Striped red mullet, wild, edible muscle tissue, raw",muscle,52.9022,1.8889,1.1905,NA,NA,18.89,2.06,fi92,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",Mullus surmuletus,Mullus surmuletus,Mullus surmuletus,Mullus surmuletus,Surmullet,"Unknown (samples from local fish market, Istanbul)","Summer (Jun, Jul, Aug 2007)",NA,2010,0901512,1,1,1,0,0,1,1,5,marine
Mullus surmuletus,1.3333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.46,subtropical,demersal,409,40,af209,Finfish,"Striped red mullet, wild, edible muscle tissue, raw",muscle,60.4496,12.5783,3.0927,NA,NA,16.61,12.28,fi92,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",Mullus surmuletus,Mullus surmuletus,Mullus surmuletus,Mullus surmuletus,Surmullet,"Unknown (samples from local fish market, Istanbul)","Autumn (Sep, Oct, Nov 2007)",NA,2010,0901513,1,1,1,0,0,1,1,5,marine
Mullus surmuletus,1.3333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.46,subtropical,demersal,409,40,bc577,Finfish,"Surmullet, wild, ventral and dorsal muscle flesh, raw",muscle,NA,NA,NA,NA,NA,19.57,4.65,fi102,"Koubaa A., Abdelmouleh A., Bouain A., Mihoubi N.B. (2010). Experimental and statistical investigations of the global chemical composition of six trawling fish of the Gulf of Gabés (Mediterranean Sea). Journal of the Marine Biological Association of the United Kingdom. 1-7 (article in press).",Mullus surmilitus,Mullus surmuletus,Mullus surmuletus,Mullus surmuletus,Surmullet,"Tunisia, Gulf of Gabés, Mediterranean Sea",Dec 2005-May 2006,NA,2010,0900596,0,0,0,0,0,1,1,2,marine
Mustelus lenticulatus,2.45,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.5,subtropical,demersal,860,125,bc205,Finfish,"Rig, wild, skinless fillet, frozen",muscle_skinless,NA,NA,NA,NA,NA,21.4,0.9,fi42,Vlieg P. (1985). Proximate analysis of commercial New Zealand fish species - 4. New Zealand Journal of Technology 1: 245-249,Mustelus benticulatus,Mustelus lenticulatus,Mustelus lenticulatus,Mustelus lenticulatus,Spotted estuary smooth-hound,New Zealand,Dec 1983,NA,1985,0900205,0,0,0,0,0,1,1,2,marine
Myoxocephalus scorpius,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.85,polar,demersal,451,60,bc1439,Finfish,"Sculpin, wild, whole/no skin, raw",whole,429,0.5,0.9,NA,NA,18,1.5,fc002,"Kuhnlein, H.V., Soueida, R. (1992). Use and nutrient composition of traditional Baffin Inuit Foods. Journal of Food Composition and Analysis 5:112-126.",Acanthocottus groenlandicus,NA,Acanthocottus groenlandicus,Acanthocottus groenlandicus,NA,"Canada, Arctic Circle, NorthWest Territories, Broughton Island (Qikiqtarjuak)",1985 to 1988,"proximate composition determined by AOAC methods (1984); crude fat determinations (16.064); protein by methods 47.021 and 47.023, tr=trace amounts (Cu <0.05 mg/100 g)",1992,0902356,1,1,1,0,0,1,1,5,brackmarine
Myoxocephalus scorpius,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.85,polar,demersal,451,60,bc1504,Finfish,"Sculpin, wild, whole/no skin, raw",whole,NA,NA,NA,0.1,0.1,NA,1.5,fc005,"Kuhnlein, H.V., Kubow, S., Soueida, A.R. (1991). Lipid components of tradicional inuit foods and diets of Baffin Island. Journal of Food Composition and Analysis 4, 227-236.",Acanthocottus groenlandicus,NA,Acanthocottus groenlandicus,Acanthocottus groenlandicus,NA,"Canada, Arctic Circle, NorthWest Territories, Baffin Island (community of Broughton Island)",1985 to 1988,Samples were taken in the wild (informed by the author); one sample was a composite from 2 or more individuals animals (equal portion per animal were sampled); tr=trace amount (0.05 g/100 g wet weight); nd = not detectable levels ranging from 0.04 (22:5) to 1.38 (20:4) mg/g dry weight,1991,0902421,0,0,0,1,1,0,1,3,brackmarine
Myoxocephalus scorpius,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.85,polar,demersal,451,60,c484,Finfish,"Shorthorn Sculpin, muscle",muscle,NA,NA,4.3,NA,NA,NA,NA,50,"Bohn A, Fallis BW: Metal concentrations (As, Cd, Cu, Pb and Zn) in shorthorn sculpins, Myoxocephalus scorpius (Linnaeus), and Arctic char, Salvelinus alpinus (Linnaeus), from the vicinity of Strathcona Sound, Northwest Territories. Water Research 1978, 12",NA,NA,Myoxocephalus scorpius,Myoxocephalus scorpius,Shorthorn Sculpin,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,brackmarine
Myoxocephalus scorpius,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.85,polar,demersal,451,60,c485,Finfish,"Shorthorn Sculpin, liver",liver,NA,NA,10,NA,NA,NA,NA,50,"Bohn A, Fallis BW: Metal concentrations (As, Cd, Cu, Pb and Zn) in shorthorn sculpins, Myoxocephalus scorpius (Linnaeus), and Arctic char, Salvelinus alpinus (Linnaeus), from the vicinity of Strathcona Sound, Northwest Territories. Water Research 1978, 12",NA,NA,Myoxocephalus scorpius,Myoxocephalus scorpius,Shorthorn Sculpin,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,brackmarine
Nemipterus japonicus,0.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,tropical,demersal,80,32,af234,Finfish,"Pinkperch, wild, skinless, muscle flesh, raw",muscle_skinless,15,1.7,1.8,NA,NA,15.3,1.3,fi98,"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",Nemipterus japonicus,Nemipterus japonicus,Nemipterus japonicus,Nemipterus japonicus,Japanese threadfin bream,"Unknown (samples from local fish market, Hyderabad, India)",Dec 1988-Mar 1999,NA,1993,0901538,1,1,1,0,0,1,1,5,marine
