cine_id,genus_species,ca_mg,fe_mg,zn_mg,epa,dha,biblio_id,culture,culture_page_id
534,Oncorhynchus keta,11,NA,NA,NA,NA,34,Cree,6446
534,Oncorhynchus keta,11,NA,NA,NA,NA,34,Montagnais-Naskapi,6446
534,Oncorhynchus keta,11,NA,NA,NA,NA,34,Abenaki,6446
534,Oncorhynchus keta,11,NA,NA,NA,NA,34,Micmac,6446
536,Oncorhynchus keta,12,0.475,1.37,NA,NA,27,Inuit-Inupiaq,6446
536,Oncorhynchus keta,12,0.475,1.37,NA,NA,27,Yupik,6446
536,Oncorhynchus keta,12,0.475,1.37,NA,NA,27,Bella Coola,6446
536,Oncorhynchus keta,12,0.475,1.37,NA,NA,27,Central Salish,6446
536,Oncorhynchus keta,12,0.475,1.37,NA,NA,27,Tsimshian,6446
536,Oncorhynchus keta,12,0.475,1.37,NA,NA,27,Haida,6446
536,Oncorhynchus keta,12,0.475,1.37,NA,NA,27,Tlingit,6446
536,Oncorhynchus keta,12,0.475,1.37,NA,NA,27,Kwakiutl,6446
536,Oncorhynchus keta,12,0.475,1.37,NA,NA,27,Nootkan,6446
536,Oncorhynchus keta,12,0.475,1.37,NA,NA,27,Cree,6446
536,Oncorhynchus keta,12,0.475,1.37,NA,NA,27,Montagnais-Naskapi,6446
536,Oncorhynchus keta,12,0.475,1.37,NA,NA,27,Abenaki,6446
536,Oncorhynchus keta,12,0.475,1.37,NA,NA,27,Micmac,6446
547,Oncorhynchus kisutch,36,1.345,NA,NA,NA,27,Inuit-Inupiaq,6446
547,Oncorhynchus kisutch,36,1.345,NA,NA,NA,27,Yupik,6446
547,Oncorhynchus kisutch,36,1.345,NA,NA,NA,27,Bella Coola,6446
547,Oncorhynchus kisutch,36,1.345,NA,NA,NA,27,Central Salish,6446
547,Oncorhynchus kisutch,36,1.345,NA,NA,NA,27,Tsimshian,6446
547,Oncorhynchus kisutch,36,1.345,NA,NA,NA,27,Haida,6446
547,Oncorhynchus kisutch,36,1.345,NA,NA,NA,27,Tlingit,6446
547,Oncorhynchus kisutch,36,1.345,NA,NA,NA,27,Kwakiutl,6446
547,Oncorhynchus kisutch,36,1.345,NA,NA,NA,27,Nootkan,6446
547,Oncorhynchus kisutch,36,1.345,NA,NA,NA,27,Cree,6446
547,Oncorhynchus kisutch,36,1.345,NA,NA,NA,27,Montagnais-Naskapi,6446
547,Oncorhynchus kisutch,36,1.345,NA,NA,NA,27,Abenaki,6446
547,Oncorhynchus kisutch,36,1.345,NA,NA,NA,27,Micmac,6446
553,Oncorhynchus mykiss,54,NA,NA,NA,NA,11,Inuit-Inupiaq,6151
553,Oncorhynchus mykiss,54,NA,NA,NA,NA,11,Yupik,6151
553,Oncorhynchus mykiss,54,NA,NA,NA,NA,11,Bella Coola,6151
553,Oncorhynchus mykiss,54,NA,NA,NA,NA,11,Central Salish,6151
553,Oncorhynchus mykiss,54,NA,NA,NA,NA,11,Tsimshian,6151
553,Oncorhynchus mykiss,54,NA,NA,NA,NA,11,Haida,6151
553,Oncorhynchus mykiss,54,NA,NA,NA,NA,11,Tlingit,6151
553,Oncorhynchus mykiss,54,NA,NA,NA,NA,11,Kwakiutl,6151
553,Oncorhynchus mykiss,54,NA,NA,NA,NA,11,Nootkan,6151
553,Oncorhynchus mykiss,54,NA,NA,NA,NA,11,Cree,6151
553,Oncorhynchus mykiss,54,NA,NA,NA,NA,11,Montagnais-Naskapi,6151
553,Oncorhynchus mykiss,54,NA,NA,NA,NA,11,Micmac,6151
559,Oncorhynchus mykiss,NA,NA,NA,0.377,1.05,59,Inuit-Inupiaq,6151
559,Oncorhynchus mykiss,NA,NA,NA,0.377,1.05,59,Yupik,6151
559,Oncorhynchus mykiss,NA,NA,NA,0.377,1.05,59,Bella Coola,6151
559,Oncorhynchus mykiss,NA,NA,NA,0.377,1.05,59,Central Salish,6151
559,Oncorhynchus mykiss,NA,NA,NA,0.377,1.05,59,Tsimshian,6151
559,Oncorhynchus mykiss,NA,NA,NA,0.377,1.05,59,Haida,6151
559,Oncorhynchus mykiss,NA,NA,NA,0.377,1.05,59,Tlingit,6151
559,Oncorhynchus mykiss,NA,NA,NA,0.377,1.05,59,Kwakiutl,6151
559,Oncorhynchus mykiss,NA,NA,NA,0.377,1.05,59,Nootkan,6151
559,Oncorhynchus mykiss,NA,NA,NA,0.377,1.05,59,Cree,6151
559,Oncorhynchus mykiss,NA,NA,NA,0.377,1.05,59,Montagnais-Naskapi,6151
559,Oncorhynchus mykiss,NA,NA,NA,0.377,1.05,59,Micmac,6151
561,Oncorhynchus mykiss,9,NA,NA,NA,NA,11,Inuit-Inupiaq,6151
561,Oncorhynchus mykiss,9,NA,NA,NA,NA,11,Yupik,6151
561,Oncorhynchus mykiss,9,NA,NA,NA,NA,11,Bella Coola,6151
561,Oncorhynchus mykiss,9,NA,NA,NA,NA,11,Central Salish,6151
561,Oncorhynchus mykiss,9,NA,NA,NA,NA,11,Tsimshian,6151
561,Oncorhynchus mykiss,9,NA,NA,NA,NA,11,Haida,6151
561,Oncorhynchus mykiss,9,NA,NA,NA,NA,11,Tlingit,6151
561,Oncorhynchus mykiss,9,NA,NA,NA,NA,11,Kwakiutl,6151
561,Oncorhynchus mykiss,9,NA,NA,NA,NA,11,Nootkan,6151
561,Oncorhynchus mykiss,9,NA,NA,NA,NA,11,Cree,6151
561,Oncorhynchus mykiss,9,NA,NA,NA,NA,11,Montagnais-Naskapi,6151
561,Oncorhynchus mykiss,9,NA,NA,NA,NA,11,Micmac,6151
564,Oncorhynchus mykiss,32,2.37,1.28,NA,NA,27,Inuit-Inupiaq,6151
564,Oncorhynchus mykiss,32,2.37,1.28,NA,NA,27,Yupik,6151
564,Oncorhynchus mykiss,32,2.37,1.28,NA,NA,27,Bella Coola,6151
564,Oncorhynchus mykiss,32,2.37,1.28,NA,NA,27,Central Salish,6151
564,Oncorhynchus mykiss,32,2.37,1.28,NA,NA,27,Tsimshian,6151
564,Oncorhynchus mykiss,32,2.37,1.28,NA,NA,27,Haida,6151
564,Oncorhynchus mykiss,32,2.37,1.28,NA,NA,27,Tlingit,6151
564,Oncorhynchus mykiss,32,2.37,1.28,NA,NA,27,Kwakiutl,6151
564,Oncorhynchus mykiss,32,2.37,1.28,NA,NA,27,Nootkan,6151
564,Oncorhynchus mykiss,32,2.37,1.28,NA,NA,27,Cree,6151
564,Oncorhynchus mykiss,32,2.37,1.28,NA,NA,27,Montagnais-Naskapi,6151
564,Oncorhynchus mykiss,32,2.37,1.28,NA,NA,27,Micmac,6151
566,Oncorhynchus mykiss,NA,3.392,11.8,NA,NA,27,Inuit-Inupiaq,6151
566,Oncorhynchus mykiss,NA,3.392,11.8,NA,NA,27,Yupik,6151
566,Oncorhynchus mykiss,NA,3.392,11.8,NA,NA,27,Bella Coola,6151
566,Oncorhynchus mykiss,NA,3.392,11.8,NA,NA,27,Central Salish,6151
566,Oncorhynchus mykiss,NA,3.392,11.8,NA,NA,27,Tsimshian,6151
566,Oncorhynchus mykiss,NA,3.392,11.8,NA,NA,27,Haida,6151
566,Oncorhynchus mykiss,NA,3.392,11.8,NA,NA,27,Tlingit,6151
566,Oncorhynchus mykiss,NA,3.392,11.8,NA,NA,27,Kwakiutl,6151
566,Oncorhynchus mykiss,NA,3.392,11.8,NA,NA,27,Nootkan,6151
566,Oncorhynchus mykiss,NA,3.392,11.8,NA,NA,27,Cree,6151
566,Oncorhynchus mykiss,NA,3.392,11.8,NA,NA,27,Montagnais-Naskapi,6151
566,Oncorhynchus mykiss,NA,3.392,11.8,NA,NA,27,Micmac,6151
568,Oncorhynchus mykiss,NA,NA,NA,0.459,1.44,59,Inuit-Inupiaq,6151
568,Oncorhynchus mykiss,NA,NA,NA,0.459,1.44,59,Yupik,6151
568,Oncorhynchus mykiss,NA,NA,NA,0.459,1.44,59,Bella Coola,6151
568,Oncorhynchus mykiss,NA,NA,NA,0.459,1.44,59,Central Salish,6151
568,Oncorhynchus mykiss,NA,NA,NA,0.459,1.44,59,Tsimshian,6151
568,Oncorhynchus mykiss,NA,NA,NA,0.459,1.44,59,Haida,6151
568,Oncorhynchus mykiss,NA,NA,NA,0.459,1.44,59,Tlingit,6151
568,Oncorhynchus mykiss,NA,NA,NA,0.459,1.44,59,Kwakiutl,6151
568,Oncorhynchus mykiss,NA,NA,NA,0.459,1.44,59,Nootkan,6151
568,Oncorhynchus mykiss,NA,NA,NA,0.459,1.44,59,Cree,6151
568,Oncorhynchus mykiss,NA,NA,NA,0.459,1.44,59,Montagnais-Naskapi,6151
568,Oncorhynchus mykiss,NA,NA,NA,0.459,1.44,59,Micmac,6151
579,Oncorhynchus nerka,NA,NA,NA,0.22,0.57,28,Inuit-Inupiaq,6446
579,Oncorhynchus nerka,NA,NA,NA,0.22,0.57,28,Yupik,6446
579,Oncorhynchus nerka,NA,NA,NA,0.22,0.57,28,Bella Coola,6446
579,Oncorhynchus nerka,NA,NA,NA,0.22,0.57,28,Central Salish,6446
579,Oncorhynchus nerka,NA,NA,NA,0.22,0.57,28,Tsimshian,6446
579,Oncorhynchus nerka,NA,NA,NA,0.22,0.57,28,Haida,6446
579,Oncorhynchus nerka,NA,NA,NA,0.22,0.57,28,Tlingit,6446
579,Oncorhynchus nerka,NA,NA,NA,0.22,0.57,28,Kwakiutl,6446
579,Oncorhynchus nerka,NA,NA,NA,0.22,0.57,28,Nootkan,6446
579,Oncorhynchus nerka,NA,NA,NA,0.22,0.57,28,Cree,6446
579,Oncorhynchus nerka,NA,NA,NA,0.22,0.57,28,Montagnais-Naskapi,6446
579,Oncorhynchus nerka,NA,NA,NA,0.22,0.57,28,Abenaki,6446
579,Oncorhynchus nerka,NA,NA,NA,0.22,0.57,28,Micmac,6446
580,Oncorhynchus nerka,NA,NA,NA,1.88,3.67,28,Inuit-Inupiaq,6446
580,Oncorhynchus nerka,NA,NA,NA,1.88,3.67,28,Yupik,6446
580,Oncorhynchus nerka,NA,NA,NA,1.88,3.67,28,Bella Coola,6446
580,Oncorhynchus nerka,NA,NA,NA,1.88,3.67,28,Central Salish,6446
580,Oncorhynchus nerka,NA,NA,NA,1.88,3.67,28,Tsimshian,6446
580,Oncorhynchus nerka,NA,NA,NA,1.88,3.67,28,Haida,6446
580,Oncorhynchus nerka,NA,NA,NA,1.88,3.67,28,Tlingit,6446
580,Oncorhynchus nerka,NA,NA,NA,1.88,3.67,28,Kwakiutl,6446
580,Oncorhynchus nerka,NA,NA,NA,1.88,3.67,28,Nootkan,6446
580,Oncorhynchus nerka,NA,NA,NA,1.88,3.67,28,Cree,6446
580,Oncorhynchus nerka,NA,NA,NA,1.88,3.67,28,Montagnais-Naskapi,6446
580,Oncorhynchus nerka,NA,NA,NA,1.88,3.67,28,Abenaki,6446
580,Oncorhynchus nerka,NA,NA,NA,1.88,3.67,28,Micmac,6446
581,Oncorhynchus nerka,176,1.18,NA,NA,NA,27,Inuit-Inupiaq,6446
581,Oncorhynchus nerka,176,1.18,NA,NA,NA,27,Yupik,6446
581,Oncorhynchus nerka,176,1.18,NA,NA,NA,27,Bella Coola,6446
581,Oncorhynchus nerka,176,1.18,NA,NA,NA,27,Central Salish,6446
581,Oncorhynchus nerka,176,1.18,NA,NA,NA,27,Tsimshian,6446
581,Oncorhynchus nerka,176,1.18,NA,NA,NA,27,Haida,6446
581,Oncorhynchus nerka,176,1.18,NA,NA,NA,27,Tlingit,6446
581,Oncorhynchus nerka,176,1.18,NA,NA,NA,27,Kwakiutl,6446
581,Oncorhynchus nerka,176,1.18,NA,NA,NA,27,Nootkan,6446
581,Oncorhynchus nerka,176,1.18,NA,NA,NA,27,Cree,6446
581,Oncorhynchus nerka,176,1.18,NA,NA,NA,27,Montagnais-Naskapi,6446
581,Oncorhynchus nerka,176,1.18,NA,NA,NA,27,Abenaki,6446
581,Oncorhynchus nerka,176,1.18,NA,NA,NA,27,Micmac,6446
590,Oncorhynchus tshawytscha,30,NA,NA,NA,NA,11,Inuit-Inupiaq,6446
590,Oncorhynchus tshawytscha,30,NA,NA,NA,NA,11,Yupik,6446
590,Oncorhynchus tshawytscha,30,NA,NA,NA,NA,11,Bella Coola,6446
590,Oncorhynchus tshawytscha,30,NA,NA,NA,NA,11,Central Salish,6446
590,Oncorhynchus tshawytscha,30,NA,NA,NA,NA,11,Tsimshian,6446
590,Oncorhynchus tshawytscha,30,NA,NA,NA,NA,11,Haida,6446
590,Oncorhynchus tshawytscha,30,NA,NA,NA,NA,11,Tlingit,6446
590,Oncorhynchus tshawytscha,30,NA,NA,NA,NA,11,Kwakiutl,6446
590,Oncorhynchus tshawytscha,30,NA,NA,NA,NA,11,Nootkan,6446
590,Oncorhynchus tshawytscha,30,NA,NA,NA,NA,11,Cree,6446
590,Oncorhynchus tshawytscha,30,NA,NA,NA,NA,11,Montagnais-Naskapi,6446
590,Oncorhynchus tshawytscha,30,NA,NA,NA,NA,11,Abenaki,6446
590,Oncorhynchus tshawytscha,30,NA,NA,NA,NA,11,Micmac,6446
595,Oncorhynchus tshawytscha,NA,NA,NA,0.44,0.55,25,Inuit-Inupiaq,6446
595,Oncorhynchus tshawytscha,NA,NA,NA,0.44,0.55,25,Yupik,6446
595,Oncorhynchus tshawytscha,NA,NA,NA,0.44,0.55,25,Bella Coola,6446
595,Oncorhynchus tshawytscha,NA,NA,NA,0.44,0.55,25,Central Salish,6446
595,Oncorhynchus tshawytscha,NA,NA,NA,0.44,0.55,25,Tsimshian,6446
595,Oncorhynchus tshawytscha,NA,NA,NA,0.44,0.55,25,Haida,6446
595,Oncorhynchus tshawytscha,NA,NA,NA,0.44,0.55,25,Tlingit,6446
595,Oncorhynchus tshawytscha,NA,NA,NA,0.44,0.55,25,Kwakiutl,6446
595,Oncorhynchus tshawytscha,NA,NA,NA,0.44,0.55,25,Nootkan,6446
595,Oncorhynchus tshawytscha,NA,NA,NA,0.44,0.55,25,Cree,6446
595,Oncorhynchus tshawytscha,NA,NA,NA,0.44,0.55,25,Montagnais-Naskapi,6446
595,Oncorhynchus tshawytscha,NA,NA,NA,0.44,0.55,25,Abenaki,6446
595,Oncorhynchus tshawytscha,NA,NA,NA,0.44,0.55,25,Micmac,6446
598,Oncorhynchus tshawytscha,28,NA,NA,NA,NA,11,Inuit-Inupiaq,6446
598,Oncorhynchus tshawytscha,28,NA,NA,NA,NA,11,Yupik,6446
598,Oncorhynchus tshawytscha,28,NA,NA,NA,NA,11,Bella Coola,6446
598,Oncorhynchus tshawytscha,28,NA,NA,NA,NA,11,Central Salish,6446
598,Oncorhynchus tshawytscha,28,NA,NA,NA,NA,11,Tsimshian,6446
598,Oncorhynchus tshawytscha,28,NA,NA,NA,NA,11,Haida,6446
598,Oncorhynchus tshawytscha,28,NA,NA,NA,NA,11,Tlingit,6446
598,Oncorhynchus tshawytscha,28,NA,NA,NA,NA,11,Kwakiutl,6446
598,Oncorhynchus tshawytscha,28,NA,NA,NA,NA,11,Nootkan,6446
598,Oncorhynchus tshawytscha,28,NA,NA,NA,NA,11,Cree,6446
598,Oncorhynchus tshawytscha,28,NA,NA,NA,NA,11,Montagnais-Naskapi,6446
598,Oncorhynchus tshawytscha,28,NA,NA,NA,NA,11,Abenaki,6446
598,Oncorhynchus tshawytscha,28,NA,NA,NA,NA,11,Micmac,6446
600,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Inuit-Inupiaq,6446
600,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Yupik,6446
600,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Bella Coola,6446
600,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Central Salish,6446
600,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Tsimshian,6446
600,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Haida,6446
600,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Tlingit,6446
600,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Kwakiutl,6446
600,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Nootkan,6446
600,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Cree,6446
600,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Montagnais-Naskapi,6446
600,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Abenaki,6446
600,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Micmac,6446
602,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Inuit-Inupiaq,6446
602,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Yupik,6446
602,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Bella Coola,6446
602,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Central Salish,6446
602,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Tsimshian,6446
602,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Haida,6446
602,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Tlingit,6446
602,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Kwakiutl,6446
602,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Nootkan,6446
602,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Cree,6446
602,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Montagnais-Naskapi,6446
602,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Abenaki,6446
602,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Micmac,6446
604,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Inuit-Inupiaq,6446
604,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Yupik,6446
604,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Bella Coola,6446
604,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Central Salish,6446
604,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Tsimshian,6446
604,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Haida,6446
604,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Tlingit,6446
604,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Kwakiutl,6446
604,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Nootkan,6446
604,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Cree,6446
604,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Montagnais-Naskapi,6446
604,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Abenaki,6446
604,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Micmac,6446
606,Oncorhynchus tshawytscha,20,0.9,0.8,NA,NA,27,Inuit-Inupiaq,6446
606,Oncorhynchus tshawytscha,20,0.9,0.8,NA,NA,27,Yupik,6446
606,Oncorhynchus tshawytscha,20,0.9,0.8,NA,NA,27,Bella Coola,6446
606,Oncorhynchus tshawytscha,20,0.9,0.8,NA,NA,27,Central Salish,6446
606,Oncorhynchus tshawytscha,20,0.9,0.8,NA,NA,27,Tsimshian,6446
606,Oncorhynchus tshawytscha,20,0.9,0.8,NA,NA,27,Haida,6446
606,Oncorhynchus tshawytscha,20,0.9,0.8,NA,NA,27,Tlingit,6446
606,Oncorhynchus tshawytscha,20,0.9,0.8,NA,NA,27,Kwakiutl,6446
606,Oncorhynchus tshawytscha,20,0.9,0.8,NA,NA,27,Nootkan,6446
606,Oncorhynchus tshawytscha,20,0.9,0.8,NA,NA,27,Cree,6446
606,Oncorhynchus tshawytscha,20,0.9,0.8,NA,NA,27,Montagnais-Naskapi,6446
606,Oncorhynchus tshawytscha,20,0.9,0.8,NA,NA,27,Abenaki,6446
606,Oncorhynchus tshawytscha,20,0.9,0.8,NA,NA,27,Micmac,6446
611,Oncorhynchus tshawytscha,NA,2.6,NA,NA,NA,34,Inuit-Inupiaq,6446
611,Oncorhynchus tshawytscha,NA,2.6,NA,NA,NA,34,Yupik,6446
611,Oncorhynchus tshawytscha,NA,2.6,NA,NA,NA,34,Bella Coola,6446
611,Oncorhynchus tshawytscha,NA,2.6,NA,NA,NA,34,Central Salish,6446
611,Oncorhynchus tshawytscha,NA,2.6,NA,NA,NA,34,Tsimshian,6446
611,Oncorhynchus tshawytscha,NA,2.6,NA,NA,NA,34,Haida,6446
611,Oncorhynchus tshawytscha,NA,2.6,NA,NA,NA,34,Tlingit,6446
611,Oncorhynchus tshawytscha,NA,2.6,NA,NA,NA,34,Kwakiutl,6446
611,Oncorhynchus tshawytscha,NA,2.6,NA,NA,NA,34,Nootkan,6446
611,Oncorhynchus tshawytscha,NA,2.6,NA,NA,NA,34,Cree,6446
611,Oncorhynchus tshawytscha,NA,2.6,NA,NA,NA,34,Montagnais-Naskapi,6446
611,Oncorhynchus tshawytscha,NA,2.6,NA,NA,NA,34,Abenaki,6446
611,Oncorhynchus tshawytscha,NA,2.6,NA,NA,NA,34,Micmac,6446
612,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Inuit-Inupiaq,6446
612,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Yupik,6446
612,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Bella Coola,6446
612,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Central Salish,6446
612,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Tsimshian,6446
612,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Haida,6446
612,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Tlingit,6446
612,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Kwakiutl,6446
612,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Nootkan,6446
612,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Cree,6446
612,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Montagnais-Naskapi,6446
612,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Abenaki,6446
612,Oncorhynchus tshawytscha,20,NA,NA,NA,NA,11,Micmac,6446
613,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Inuit-Inupiaq,6446
613,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Yupik,6446
613,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Bella Coola,6446
613,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Central Salish,6446
613,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Tsimshian,6446
613,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Haida,6446
613,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Tlingit,6446
613,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Kwakiutl,6446
613,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Nootkan,6446
613,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Cree,6446
613,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Montagnais-Naskapi,6446
613,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Abenaki,6446
613,Oncorhynchus tshawytscha,22,NA,NA,NA,NA,11,Micmac,6446
614,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Inuit-Inupiaq,6446
614,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Yupik,6446
614,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Bella Coola,6446
614,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Central Salish,6446
614,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Tsimshian,6446
614,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Haida,6446
614,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Tlingit,6446
614,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Kwakiutl,6446
614,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Nootkan,6446
614,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Cree,6446
614,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Montagnais-Naskapi,6446
614,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Abenaki,6446
614,Oncorhynchus tshawytscha,14,NA,NA,NA,NA,11,Micmac,6446
619,Ophiodon elongatus,5,1,NA,NA,NA,34,Inuit-Inupiaq,6433
619,Ophiodon elongatus,5,1,NA,NA,NA,34,Yupik,6433
619,Ophiodon elongatus,5,1,NA,NA,NA,34,Bella Coola,6433
619,Ophiodon elongatus,5,1,NA,NA,NA,34,Central Salish,6433
619,Ophiodon elongatus,5,1,NA,NA,NA,34,Tsimshian,6433
619,Ophiodon elongatus,5,1,NA,NA,NA,34,Tlingit,6433
619,Ophiodon elongatus,5,1,NA,NA,NA,34,Kwakiutl,6433
619,Ophiodon elongatus,5,1,NA,NA,NA,34,Nootkan,6433
619,Ophiodon elongatus,5,1,NA,NA,NA,34,Cree,6433
622,Ophiodon elongatus,35,0.49,0.03,NA,NA,27,Inuit-Inupiaq,6433
622,Ophiodon elongatus,35,0.49,0.03,NA,NA,27,Yupik,6433
622,Ophiodon elongatus,35,0.49,0.03,NA,NA,27,Bella Coola,6433
622,Ophiodon elongatus,35,0.49,0.03,NA,NA,27,Central Salish,6433
622,Ophiodon elongatus,35,0.49,0.03,NA,NA,27,Tsimshian,6433
622,Ophiodon elongatus,35,0.49,0.03,NA,NA,27,Tlingit,6433
622,Ophiodon elongatus,35,0.49,0.03,NA,NA,27,Kwakiutl,6433
622,Ophiodon elongatus,35,0.49,0.03,NA,NA,27,Nootkan,6433
622,Ophiodon elongatus,35,0.49,0.03,NA,NA,27,Cree,6433
625,Osmerus mordax,NA,0.9,1.65,0.12,0.18,55,Inuit-Inupiaq,6451
625,Osmerus mordax,NA,0.9,1.65,0.12,0.18,55,Montagnais-Naskapi,6451
625,Osmerus mordax,NA,0.9,1.65,0.12,0.18,55,Abenaki,6451
625,Osmerus mordax,NA,0.9,1.65,0.12,0.18,55,Micmac,6451
625,Osmerus mordax,NA,0.9,1.65,0.12,0.18,55,Wampanoag,6451
626,Osmerus mordax,NA,NA,2,NA,NA,27,Inuit-Inupiaq,6451
626,Osmerus mordax,NA,NA,2,NA,NA,27,Montagnais-Naskapi,6451
626,Osmerus mordax,NA,NA,2,NA,NA,27,Abenaki,6451
626,Osmerus mordax,NA,NA,2,NA,NA,27,Micmac,6451
626,Osmerus mordax,NA,NA,2,NA,NA,27,Wampanoag,6451
634,Osmerus mordax,74,0.6,NA,NA,NA,34,Inuit-Inupiaq,6451
634,Osmerus mordax,74,0.6,NA,NA,NA,34,Montagnais-Naskapi,6451
634,Osmerus mordax,74,0.6,NA,NA,NA,34,Abenaki,6451
634,Osmerus mordax,74,0.6,NA,NA,NA,34,Micmac,6451
634,Osmerus mordax,74,0.6,NA,NA,NA,34,Wampanoag,6451
635,Ostrea lurida,68,10.3,NA,NA,NA,27,Tlingit,6507
635,Ostrea lurida,68,10.3,NA,NA,NA,27,Nootkan,6507
635,Ostrea lurida,68,10.3,NA,NA,NA,27,Cree,6507
635,Ostrea lurida,68,10.3,NA,NA,NA,27,Abenaki,6507
635,Ostrea lurida,68,10.3,NA,NA,NA,27,Micmac,6507
635,Ostrea lurida,68,10.3,NA,NA,NA,27,Wampanoag,6507
644,Ostreidae,111,8.185,23.2,NA,NA,27,Tlingit,6507
644,Ostreidae,111,8.185,23.2,NA,NA,27,Nootkan,6507
644,Ostreidae,111,8.185,23.2,NA,NA,27,Cree,6507
644,Ostreidae,111,8.185,23.2,NA,NA,27,Abenaki,6507
644,Ostreidae,111,8.185,23.2,NA,NA,27,Micmac,6507
644,Ostreidae,111,8.185,23.2,NA,NA,27,Wampanoag,6507
646,Parastichopus californicus,30,0.6,NA,NA,NA,19,Inuit-Inupiaq,6524
