species1,latin_name,pageid,level_1,level_2,common_name,latin_name1,part,preparation,reference,nutrient,concentration,AgeMatMin,feeding_level,feeding_mode,bulk_trophic_level,EnvTemp,BodyShapeI,DemersPelag,DepthRangeDeep,Length,log_concentration,log_length,seanuts_id2,species_name,subgroup,abs_lat
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,86,ca_mg,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4849066497880004,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,87,ca_mg,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7376696182833684,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,36,zn_mg,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2231435513142097,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,53,zn_mg,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6931471805599453,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,53,zn_mg,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6931471805599453,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,36,fe_mg,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,53,fe_mg,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.10536051565782628,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,53,fe_mg,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47000362924573563,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,86,fe_mg,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35667494393873245,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,87,fe_mg,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6931471805599453,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,36,protein_g,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.990719731730447,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,53,protein_g,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9444389791664403,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,53,protein_g,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.295836866004329,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,86,protein_g,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.295836866004329,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,87,protein_g,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.772588722239781,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,36,fat_g,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6100697927420065,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,53,fat_g,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6094379124341003,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,oil,raw,23,fat_g,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.605170185988092,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,53,fat_g,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.302585092994046,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,86,fat_g,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.302585092994046,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,87,fat_g,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.772588722239781,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,oil,raw,23,fapun_all_g,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3978584803966405,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,36,mn_mg,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.268697949366879,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,53,mn_mg,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.912023005428146,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,53,mn_mg,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.506557897319982,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,36,mg_mg,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.367295829986474,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,53,mg_mg,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.30406509320417,NA,NA,NA,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,53,mg_mg,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.970291913552122,NA,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,63,ca_mg,13,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,2.5649493574615367,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,58,ca_mg,13,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,2.5649493574615367,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,27,ca_mg,13,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,2.5649493574615367,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,79,ca_mg,13,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,2.5649493574615367,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,7,zn_mg,0.55,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,-0.5978370007556204,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,13,zn_mg,0.55,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,-0.5978370007556204,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,63,zn_mg,0.55,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,-0.5978370007556204,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,79,zn_mg,0.5,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,-0.6931471805599453,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,7,fe_mg,0.77,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,-0.2613647641344075,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,13,fe_mg,0.77,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,-0.2613647641344075,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,63,fe_mg,0.77,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,-0.2613647641344075,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,58,fe_mg,1.1,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,0.09531017980432493,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,27,fe_mg,0.93,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,-0.07257069283483537,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,79,fe_mg,0.9,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,-0.10536051565782628,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,7,protein_g,19.9,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,2.990719731730447,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,13,protein_g,19.9,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,2.990719731730447,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,63,protein_g,19.9,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,2.990719731730447,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,58,protein_g,20,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,2.995732273553991,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,27,protein_g,20.1,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,3.0007198150650303,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,79,protein_g,20.1,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,3.0007198150650303,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,23,fat_g,3.4,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,1.2237754316221157,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,7,fat_g,3.45,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,1.2383742310432684,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,13,fat_g,3.45,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,1.2383742310432684,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,63,fat_g,3.45,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,1.2383742310432684,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,58,fat_g,4,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,1.3862943611198906,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,27,fat_g,4.8,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,1.5686159179138452,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,79,fat_g,5,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,1.6094379124341003,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,72,fat_g,5.2,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,1.6486586255873816,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,55,fat_g,6,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,1.791759469228055,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,79,fapun3,1.5,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,0.4054651081081644,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,23,fapun_all_g,1.4,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,0.3364722366212129,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,7,fapun_all_g,1.35,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,0.30010459245033816,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,13,fapun_all_g,1.35,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,0.30010459245033816,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,88,fapun_all_g,1.35,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,0.30010459245033816,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,79,fapun_all_g,2,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,0.6931471805599453,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,7,mn_mg,0.015,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,-4.199705077879927,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,13,mn_mg,0.015,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,-4.199705077879927,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,63,mn_mg,0.015,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,-4.199705077879927,4.330733340286331,NA,NA,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,63,mg_mg,26,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,3.258096538021482,4.330733340286331,NA,NA,NA,NA
Oncorhynchus keta,Oncorhynchus keta,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,not specified,raw (Alaska Native),88,ca_mg,7,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,1.9459101490553132,4.605170185988092,NA,NA,NA,NA
Oncorhynchus keta,Oncorhynchus keta,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,7,ca_mg,11,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,2.3978952727983707,4.605170185988092,NA,NA,NA,NA
Oncorhynchus keta,Oncorhynchus keta,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,13,ca_mg,11,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,2.3978952727983707,4.605170185988092,NA,NA,NA,NA
Oncorhynchus keta,Oncorhynchus keta,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,63,ca_mg,11,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,2.3978952727983707,4.605170185988092,NA,NA,NA,NA
Oncorhynchus keta,Oncorhynchus keta,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,34,ca_mg,11,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,2.3978952727983707,4.605170185988092,NA,NA,NA,NA
Oncorhynchus keta,Oncorhynchus keta,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,58,ca_mg,11,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,2.3978952727983707,4.605170185988092,NA,NA,NA,NA
Oncorhynchus keta,Oncorhynchus keta,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,27,ca_mg,12,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,2.4849066497880004,4.605170185988092,NA,NA,NA,NA
Oncorhynchus keta,Oncorhynchus keta,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,79,ca_mg,12,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,2.4849066497880004,4.605170185988092,NA,NA,NA,NA
Oncorhynchus keta,Oncorhynchus keta,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,not specified,raw (Alaska Native),88,zn_mg,0.54,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,-0.616186139423817,4.605170185988092,NA,NA,NA,NA
Oncorhynchus keta,Oncorhynchus keta,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,7,zn_mg,0.47,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,-0.7550225842780328,4.605170185988092,NA,NA,NA,NA
Oncorhynchus keta,Oncorhynchus keta,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,13,zn_mg,0.47,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,-0.7550225842780328,4.605170185988092,NA,NA,NA,NA
Oncorhynchus keta,Oncorhynchus keta,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,63,zn_mg,0.47,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,-0.7550225842780328,4.605170185988092,NA,NA,NA,NA
Oncorhynchus keta,Oncorhynchus keta,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,27,zn_mg,1.37,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,0.3148107398400336,4.605170185988092,NA,NA,NA,NA
Oncorhynchus keta,Oncorhynchus keta,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,79,zn_mg,1,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,0,4.605170185988092,NA,NA,NA,NA
Oncorhynchus keta,Oncorhynchus keta,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,not specified,raw (Alaska Native),88,fe_mg,0.56,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,-0.579818495252942,4.605170185988092,NA,NA,NA,NA
Oncorhynchus keta,Oncorhynchus keta,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,7,fe_mg,0.55,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,-0.5978370007556204,4.605170185988092,NA,NA,NA,NA
Oncorhynchus keta,Oncorhynchus keta,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,13,fe_mg,0.55,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,-0.5978370007556204,4.605170185988092,NA,NA,NA,NA
Oncorhynchus keta,Oncorhynchus keta,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,63,fe_mg,0.55,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,-0.5978370007556204,4.605170185988092,NA,NA,NA,NA
Oncorhynchus keta,Oncorhynchus keta,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,27,fe_mg,0.475,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,-0.7444404749474959,4.605170185988092,NA,NA,NA,NA
Oncorhynchus keta,Oncorhynchus keta,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,79,fe_mg,0.5,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,fusiform / normal,benthopelagic,250,100,-0.6931471805599453,4.605170185988092,NA,NA,NA,NA
