RefID,Type,Citation
fi127,Articles from scientific literature,"Wu T., Mao L. (2008). Influences of hot air drying and microwave drying on nutritional and odorous properties of grass carp (Ctenophayngodon idellus) fillets. Food Chemistry 110: 647-653"
fi128,Articles from scientific literature,"González S., Flick G.J., O'Keefe S.F., Duncan S.E., McLean E. Craig S.R. (2006). Composition of farmed and wild yellow perch (Perca flavescens). Journal of Food Composition and Analysis 19: 720-726"
fi129,Articles from scientific literature,"Roos N., Chamnan C., Loeung D., Jakobsen J., Thilsted S.H. (2007). Freshwater fish a ad dietary source of vitamin A in Cambodia. Food Chemistry 103: 1104-1111"
fi130,Articles from scientific literature,"Eboh L. Mepba H.D. Ekpo M.B. (2006). Heavy metal contaminants and processing effects on the composition, storage stabilty and fatty acid profile of five common commercially available fish species in Oron Local Government, Nigeria. Food Chemistry 97: 490-497"
fi131,Articles from scientific literature,"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547"
fi132,Articles from scientific literature,"Karahadian C., Fowler K.P., Dyveke H.C. (1995). Comparison of chemical composition of striped bass (Morone saxatilis) from three Chesapeake Bay tributaries with those of two aquaculture hybrid striped bass types. Food Chemistry 54(4): 409-418"
fi133,Articles from scientific literature,"Miniadis-Meimaroglou S., Dimizas C., Loukas V., Moukas A., Vlachos A., Thomaidis N., Paraskevopoulou V., Dasenakis M. (2007). Proximate composition, fatty acids, cholesterol, minerals in frozen red porgy. Chemistry and Physics of Lipids 146: 104-110"
fi134,Articles from scientific literature,"Luzzana U., Scolari M., Campo Dall'Orto B., Vaini F.A., Nargaye N., Valfré F. (2002). Fillet yield and chemical composition of farm-raised sunshine bass (Morono chrysops x Morone saxatilis) fed high-energy diets. J. Appl. Ichthyol. 18: 65-69"
fi135,Articles from scientific literature,"Rodríguez C., Acosta C., Badía P., Cejas J.R., Santamaría F.J., Lorenzo A. (2004). Assessment of lipid and essential fatty acids requirements of black seabream (Spondyliosoma cantharus) by comparison of lipid composition in muscle and liver of wild and captive adult fish. Comparative Biochemistry and Physiology, PartB 139:619-629"
fi136,Articles from scientific literature,"Yanar Y., Küçükgülmez A., Ersoy B., Celik M. (2006). Cooking effects on fatty acid composition of cultured sea bass (Dicentrarchus labrax) fillets. Journal of Muscle Foods 18: 88-94"
fi137,Articles from scientific literature,Méndez E. González R.M. (1997). Seasonal changes in the chemical and lipid composition of fillets of the Southwest Atlantic hake (Merluccius hubbsi). Food Chemistry 59(2): 213-217
fi138,Articles from scientific literature,"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631"
fi139,Articles from scientific literature,"Steiner-Asiedu M., Julshamn K., Lie Ø. (1991). Effect of local processing methods (cooking, frying and smoking) on three fish species from Ghana: Part I. Proximate composition, fatty acids, minerals, trace elements and vitamins. Food Chemistry 40:309-321"
fi140,Articles from scientific literature,"Steiner-Asiedu M., Asiedu D., Njaa L.R. (1991). Effect of local processing methods (cooking, frying and smoking) on three fish species from Ghana: Part II. Amino acids and protein quality. Food Chemistry 41: 227-236"
fi141,Articles from scientific literature,"Mai J., Shetty J.K., Kan T.-M., Kinsella J.E. (1980). Protein and amino acid composition of select freshwater fish. J. Agric. Food Chem. 28(4): 884-885"
fi142,Articles from scientific literature,"Eslami S., Hajizadeh Moghaddam A., Jafari N., Nabavi S.F., Nabavi M.S., Ebrahimzadeh M.A. (2010). Trace element level in different tissues of Rutilus frisii kutum collected from Tajan river, Iran. Biological Trace Element Research 1-9 (article in press)"
fi143,Articles from scientific literature,"Badiani A., Anfossi P., Fiorentini L., Gatta P.P., Manfredini M., Nanni N., Stipa S. Tolomelli B. (1996). Nutritional composition of cultured sturegeon (Acipenser spp.). Journal of Food Composition and Analysis 9: 171-190"
fi144,Articles from scientific literature,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209"
fi145,Articles from scientific literature,"Grigorakis K., Alexis M.N., Taylor K.D.A., Hole M. (2002). Comparison of wild and cultured gildhead sea bream (Sparus aurata); composition, appearance and seasonal variations. International Journal of Food Science and Technology 37:477-484"
fi146,Articles from scientific literature,"Gladyshev M.I., Sushchik N.N., Gubanenko G.A., Demirchieva S.M., Kalachova G.S. (2007). Effect of boiling and frying on the content of essential polyunsaturated fatty acids in muscle tissue of four fish species. Food Chemistry 101:1694-1700"
fi147,Articles from scientific literature,"Thakur D.P., Morioka K., Itoh N., Wada M., Itoh Y. (2009). Muscle biochemical constituents of cultured amberjack Seriola dumerili and their influence ond raw meat texture. Fish Sci 75:1489-1498"
fi148,Articles from scientific literature,Balogun A.M. (1985). Proximate analysis of the flesh and anatomical weight composition of skipjack tuna (Katsuwonus pelamis). Food Chemistry 17: 117-123
fi149,Articles from scientific literature,"Castro-González M.I., Silencio Barrita J.L., Juárez Silva M.E., Montaño Benavides S., Pérez-Gil Romo F. (1998). Composición química de la fauna de acompañamiento del camarón de Veracruz (Golfo de México). Revista de Biología Tropical 46(2): 249-256"
fi150,Articles from scientific literature,"Stephen N.M., Shakila J.R., Jeyasekaran G., Sukumar D. (2010). Effect of different types of heat processing on chemical changes in tuna. J Food Sci Technol 47(2): 174-181"
fi151,Articles from scientific literature,"Perea A. Gómez E. Mayorga Y., Triana C.Y. (2008). Caracterización nutricional de pescados de produccion y consumo regional en Bucaramanga, Colombia. Archivos Latinoamericanos de Nutricion 58(1): 91-97"
fi152,Articles from scientific literature,"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336"
fi153,Articles from scientific literature,"García-Arias M.T., Navarro M.P., García-Linares M.C. (2004). Effects of different thermal treatments and storage on the proximate composition and protein quality in canned tuna. Archivos Latinoamericanos de Nutricíon 54(1): 112-117"
fi154,Articles from scientific literature,"Manthey-Karl M, Karl H., Lehmann I., Meyer C. Ostermeyer U., Schubring R. (2010). Quality of organically and conventionally farmed rainbow trout (Oncorhynchus mykiss) and smoked products thereof from the German market. Arch Lebensmittelhyg 61: 40-49"
fi155,Articles from scientific literature,"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461"
fi156,Articles from scientific literature,"Gordon D.T., Roberts G.L., Heintz D.M. (1979). Thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490"
fi157,Articles from scientific literature,"Caula F.C.B., de Oliveira M.P., Maiaa E.L. (2008). Teor de colesterol e composição centesimal de algumas especies de peixes do estado do Ceará. Ciência e Tecnologia de Alimentos 28(4): 959-963"
fi158,Articles from scientific literature,"Orban E., Di Lana G., Nevigato T., Casini I., Caproni R., Santaroni G., Giulini G. (2006). Nutritional and commercial quality of the striped venus clam, Chamelea gallina, from the Adriatic sea. Food Chemistry 101: 1063-1070"
fi159,Articles from scientific literature,"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Carvalho M.L., Nunes M.L. (2008). Essential elements and contaminants in edible tissues of European and American lobsters. Food Chemistry 111: 862-867"
fi160,Articles from scientific literature,"Saito H., Ishihara K. (1996). Docosahexaenoic acid content of fatty acids in lipids of two species of frigate mackerel, Auxis rocheri and Auxis thazard. Biosci. Biotech. Biochem. 60(6): 1014-1016"
fi161,Articles from scientific literature,"Chen D.-W., Zhang M., Shrestha S. (2007). Compositional characteristics and nutritional quality of Chinese mitten crab (Eriocheir sinensis). Food Chemistry 103: 1343-1349"
fi162,Articles from scientific literature,"Lourenço H.M., Anacleto P., Afonso C., Martins M.F., Carvalho M.L., Lino A.R., Nunes M.L. (2009). Chemical characterisation of Nephrops norvegicus from the Portuguese coast. J Sci Food Agric 89: 2572-2580"
fi163,Articles from scientific literature,"Liu L.L., Wang S.P. (2002). Histology and biochemical composition of the autotomy mantle of Ficus ficus (Mesogastropoda: Ficidae). Acta Zoologica 83:111-116"
fi164,Articles from scientific literature,"Skonberg D.I., Perkins B.L. (2002). Nutrient composition of green crab (Carcinus maenus) leg meat and claw meat. Food Chemistry 77: 401-404"
fi165,Articles from scientific literature,"Latyshev N.A., Kasyanov S.P., Kharlamenko V.I., Svetashev V.I. (2009). Lipids and of fatty acids od edible crabs o the north-western Pacific. Food Chemistry 116: 657-661"
fi166,Articles from scientific literature,"Lytle J.S., Lytle T.F. (1994). Fatty acid and cholesterol content of sharks and rays. Journal of Food Composition and Analysis 7: 110-118"
fi167,Articles from scientific literature,"Kalay M., Sangün M.K., Ayas D., Göçer M. (2008). Chemical composition and some trace element levels of thinlip mullet, Liza ramada caught from Mersin Gulf. Ekoloji 17(68): 11-16"
fi168,Articles from scientific literature,"Zlatanos S., Laskaridis K., Sagredos A. (2009). Determination of proximate composition, fatty acid content and amino acid profile of five lesser-common sea organism from the Mediterranean Sea. International Journal of Food Science and Technology 44:1590-1594"
fi169,Articles from scientific literature,"Fuentes A., Fernández-Segovia I., Escriche I., Serra J.A. (2009). Comparison of physico-chemical parameters and composition of mussels (Mytilus galloprovincialis Lmk.) from different Spanish origins. Food Chemistry 112: 295-302"
fi170,Articles from scientific literature,"Sriket P., Benjakul S., Visessanguan W., Kijroongrojana K. (2007). Comparative studies of chemical composition and thermal properties of black tiger shrimp (Penaeus monodon) and white shrimp (Penaeus vannamei) meats. Food Chemistry 103: 119-1207"
fi171,Articles from scientific literature,"Heu M.-S., Kim J.-S., Shahidi F. (2003). Components and nutritional quality of shrimp processing by-products. Food Chemistry 82:235-242"
fi172,Articles from scientific literature,"Yanar Y., Celik M. (2006). Seasonal amino acid profiles and mineral contents of green tiger shrimp (Penaeus semisulcatus De Haan, 1844) and speckled shrimp (Metapenaeus monoceros Fabricus, 1789) from the Eastern Mediterranean. Food Chemistry 94: 33-36"
fi173,Articles from scientific literature,"Kalogeropoulos N., Andrikopoulos N.K., Hassapidou M. (2004). Dietary evalutation of Mediterranean fish and molluscs pan-fried in virgin olive oil. Journal of the Science of Food and Agriculture 84:1750-1758"
fi174,Articles from scientific literature,"Linehan L.G., O'Connor T.P., Burnell G. (1999). Seasonal variation in the chemical composition and fatty acid profile of Pacific oysters (Crassostrea gigas). Food Chemistry 64:211-214"
fi175,Articles from scientific literature,"Musaiger A.O., Al-Rumaidh M.J. (2005). Proximate and mineral composition of crab meat consumed in Bahrain. International Journal of Food Sciences and Nutrition 56(4): 231-235"
fi176,Articles from scientific literature,Laxmilatha P. (2009). Proximate composition of the surf clam Mactra violacea (Gmelin 1791). Indian J. Fish. 56(2): 147-150
fi177,Articles from scientific literature,"King I., Childs M.T., Dorsett C., Ostrander J.G., Monsen E.R. (1990). Shellfish: Proximate composition, minerals, fatty acids, and sterols. Journal of the American Dietetic Association 90(5): 677-685"
fi178,Articles from scientific literature,"Biandolino F., Portacci G., Prato E. (2010). Influence of natural diet on growth and biochemical composition of Octopus vulgaris Cuvier, 1797. Aqucult Int 18: 1163-1175"
fi179,Articles from scientific literature,"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109"
fi180,Articles from scientific literature,"Unusan N. (2007). Change in proximate, amino acid and fatty acid contents in muscle tissue of rainbow trout (Oncorhynchus mykiss) after cooking, 2007. International Journal of Food Science and Technology 42: 1087 - 1093"
fi181,Articles from scientific literature,"Anibal J., Esteves E., Rocha C. (2011). Seasonal variations in gross biochemical composition, percent edibility, and condition index of the clam ruditapes decussatus cultivated in the ria formosa (South Portugal). Journal of Shellfish Research 30(1): 17 -"
fi182,Articles from scientific literature,"Lapa - Guimaraes J., De Felicio P. E., Guzman E.S.C. (2005). Chemical and microbial analyses of squid muscle (Loligo plei) during storage in ice. Food Chemistry. 91: 477 - 483"
fi183,Articles from scientific literature,"Mairesse G., Thomas M., Gardeur J.N., Brun - Bellut J. (2006). Effects of Geographic Source, Rearing System, and Season on the Nutritional Quality of Wild and Farmed Perca fluviatilis. Lipids 61 (3): 221 - 229"
fi184,Articles from scientific literature,"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235"
fi185,Articles from scientific literature,"Luzia L.A., Sampaio G.R., Castellucci C.M.N., Torres E.A.F.S. (2003). The influence of season on the lipid profiles of five commercially important species of Brazilian fish. Food Chemistry 83: 93 - 97"
fi186,Articles from scientific literature,"Sushchik N.N., Gladyshev M.I., Kalachova G.S. (2007). Seasonal dynamics on fatty acid content of a common food fish from the Yenisei river, Serbian grayling, Thymallus arcticus. Food Chemistry 104: 1353 - 1358"
fi187,Articles from scientific literature,"Selmi S., Bouriga N., Cherif M., Toujani M., Trabelsi M. (2010). Effects of drying process on a biochemical and microbiological quality of silverside (fish) Atherina lagunae. International Journal of Food Science & Technology 45: 1161 - 1168."
fi188,Articles from scientific literature,"Marques A., Teixeira B., Barrento S., Anacleto P., Carvalho M.L., Nunes M.L. (2010). Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Compositon and Analysis 23: 230 - 237."
fi189,Articles from scientific literature,"Balogun A.M., Akegbejo - Samsons Y. (1992). Waste Yield, Proximate and Mineral Composition of Shrimp Resources of Nigeria's Costal Waters. Bioresource Technology. 40:157 - 161"
fi190,Articles from scientific literature,"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Nunes M.L. (2009). Nutritional Quality of the edible tissues of Euripean Lobster Homarus gammarus and American Lobster Homarus Americanus. Journal of Agricultural and Food Chemistry 57: 3645 - 3652"
fi191,Articles from scientific literature,"Stroud G.D., Dalgarno E.J. (1982). Wild and Farmed Lobsters (Homarus Gammarus). A comparison of Yield, Proximate chemical composition and sensory properties. Aqualculture 29: 147 - 154"
fi192,Articles from scientific literature,"Özden Ö., Erkan N., Ulusoy S.(2009). Seasonal variations in the macronutrient mineral and proximate composition of two clams (Chamelea gallina and Donax trunculus). International Journal of Food Sciences and Nutrition 60: 402 - 412"
fi193,Articles from scientific literature,"Martino R.C., Da Cruz G.M. (2004). Proximate Composition and Fatty Acid Content of the Mangrove Crassostrea rhizophorae along the year seasons. Brazilian Archives of Biology and Technology 47: 955 - 960"
fi194,Articles from scientific literature,"Fu X.Y., Xue C.H., Miao B.C., Li Z.J., Zhang Y.Q., Wang Q. (2007). Effect of processing steps on physico - chemicalproperties of dried - seasoned squid. Food Chemistry 103: 287 - 294"
fi195,Articles from scientific literature,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11
fi196,Articles from scientific literature,"Osibona A., Kusemiju K., Akande G.R. (2009). Fatty acid composition and amino acid profile of two freshwater species, african catfish (Clarias gariepinus) and tilapia (Tilapia zillii). African Journal of Food Agriculture Nutrition and Development 9(1): 608-621"
fi197,Articles from scientific literature,"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566"
fi198,Articles from scientific literature,"Li G., Li J., Li D. (2010). Seasonal variation in nutrient composition of Mytilus coruscus from China. J. Agric. Food Chem. 58: 7831-7837"
fi199,Articles from scientific literature,"Roos N., Leth T., Jakobsen J., Thilsted S.H. (2002). High vitamin A content in some small indigenous fish species in Bangladesh: perspectives for food-based strategies to reduce vitamin A deficiency. International Journal of Food Science and Nutrition 53:425-437"
fi200,Articles from scientific literature,"Cripps G.C., Watkins J.L., Hill H.J., Atkinson A. (1999). Fatty acid content of Antartic krill Euphausia superba at South Georgia related to regional populations and variations in diet. Mar. Ecol. Prog. Ser. 181: 177-188"
fi201,Articles from scientific literature,"_engör G.F., Gün H. Kalafato_lu H. (2008). Determination of the amino acid and chemical composition of canned smoked mussels (Mytilus galloprovincialis, L.). Turk. J. Vet. Amin. Sci. 32(1): 1-5"
fi202,Articles from scientific literature,"Özden Ö., Erkan N. (2011). A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Journal of Nutrition 113(4): 457-469"
fi203,Articles from scientific literature,"Carvalho A.F.U., Farias D.F., Barroso C.X., Sombra C.M.L., Silvino A.S., Menezes M.O.T., Soares M.O., Fernandes D.A.O., Gouveia S.T. (2007). Nutritive value of three organisms from mangrove ecosystem: Ucides cordatus (Linnaeus, 1763), Mytella sp. (Soot-Ryen, 1955) and Crassostrea rhizophorae (Guilding, 1828). Braz. J. Biol. 67(4): 787-788"
fi204,Articles from scientific literature,"Su X.-Q., Antonas K., Li D., Nichols P. (2006). Seasonal variations of total lipid and fatty acid contents in the muscle of two Australian farmed abalone species. Journal of Food Lipids 13: 411-423"
fi205,Articles from scientific literature,"Bragagnolo N., Rodriguez-Amaya D.B. (2001). Total lipid, cholesterol, and fatty acids of farmed freshwater prawn (Macrobrachium rosenbergii) and wild marine shrimp (Penaeus brasiliensis, Penaeus schimitti, Xiphopenaeus kroyeri). Journal of Food Composition and Analysis 14: 359-369"
fi206,Articles from scientific literature,"Turan H., Kaya Y. Erdem M.E. (2011). Proximate composition, cholesterol and fatty acid content of brown shrimp (Crangon crangon, L. 1758) from Sinop region, Black Sea. Journal of Aquatic Food Product Technology 20:100-107"
fi207,Articles from scientific literature,"Bachok Z., Meziane T., Mfilinge P.L., Tsuchiaya M. (2009). Fatty acid markers as an indicator for temporal changes in food sources of the bivalve Quidnipagus palatum. Aquatic Ecosystem Health Management 12: 390-400"
fi208,Articles from scientific literature,"Göksu M.Z., Akar M., Cevik F., Findik Ö. (2005). Bioaccumulation of some heavy metals (Cd, Fe, Zn, Cu) in two bivalvia species (Pinctada radiata, Leach 1814 and Brachidontes pharaonis, Fischer 1870). Turk J Vet Anim Sci 29: 89-93"
fi209,Articles from scientific literature,"Yap C.K., Ismail A., Tan S.G. (2004). Heavy metal (Cd, Cu, Pb and Zn) concentrations in the green-lipped mussel Perna viridis (Linnaeus) collected from some wild and aquacultural sites in the west coast of Peninsular Malaysia. Food Chemistry 84: 569-575"
fi210,Articles from scientific literature,"Özyurt G. Duysak Ö., Akamca E., Tureli C. (2006). Seasonal changes of fatty acids of cuttlefish Sepia officinalis L. (Mollusca: Cephalopoda) in the north eastern Mediterranean sea. Food Chemistry 95: 382-385"
fi211,Articles from scientific literature,"Zarai Z., Frikha F., Balti R. Miled N., Gargouri Y. Mejdoub H. (2011). Nutrient composition of the marine snail (Hexaplex trunculus) from the Tunisian Mediterranean coast. J Sci Food Agric 91: 1265-1270"
fi212,Articles from scientific literature,"Phillips K.L., Jackson G.D., Nichols P.D. (2001). Prediation on myctophids by the squid Moroteuthis ingens around Macquarie and Heard Islands: stomach content and fatty acid analyses. Mar Ecol Progr Ser 215: 179-189"
fi213,Articles from scientific literature,"Ackefors H. Castell J., Örde-Öström I.-L. (1997). Preliminary results on the fatty acid composition of freshwater crayfish, Astacus astacus and Pacifastacus leiusculus, held in captivity. Journal of the World Aquaculture Society 28(1): 97-105"
fi214,Articles from scientific literature,"Barim O., Karatepe M. (2010). The effects of pollution on the vitamins A, E, C, ?-carotene contents and oxiadative stress of the freshwater crayfish, Astacus leptodactylus. Ecotoxicology and Environmental Safety 73: 138-142"
fi215,Articles from scientific literature,"Colakoglu F.A., Ormanci H.B., Berik N., Kunili I.E., Colakoglu S. (2011). Proximate and elemental composition of chamelea gallina from the southern coast of the Marmara Sea (Turkey). Biol Trace Elem Res 1-9 (article in press)"
fi216,Articles from scientific literature,"Bea J. H., Yoon S.H., Lim S.Y. (2011). A comparative of heavy metal contents and biochemical characteristics of Japanese (Haliotis discus) and Korean abalone (Haliotis discus hannai). Food Sci Biotechnol 20(1): 273-276"
fi217,Articles from scientific literature,"Chiou T.-K., Chang H.-K., Lo L., Lan H.-L., Shiau C.-Y. (2000). Changes ins chemical constituents and physical indices during processing of dried-seasoned squid. Fisheries Science 66:708-715"
fi218,Articles from scientific literature,"Wu X., Cheng Y., Sui L., Yang X., Nan T., Wang J. (2007). Biochemical composition of pond-reared and lake-stocked Chinese mitten crab Eriocheir sinensis (H. Milne-Edwards) broodstock. Aquaculture Research 38: 1459-1567"
fi219,Articles from scientific literature,"Wu X., Zhou B., Cheng Y., Zeng C., Wang C., Feng L. (2010). Comparison of gender differences in biochemical composition and nutritional value of various edible parts of the blue swimmer crab. Journal of Food Composition and Analysis 23: 154-159"
fi220,Articles from scientific literature,"Rosa R., Nunes M.L. (2003). Nutritional quality of red shrimp, Aristeus antennatus (Risso), pink shrimp, Parapenaeus longirostris (Lucas), and Norway lobster, Nephrops norvegicus (Linnaeus). Journal of the Science of Food and Agriculture 84: 89-94"
fi221,Articles from scientific literature,"Gökodlu N., Yerlikaya P. (2003). Determination of proximate composition and mineral contents of blue crab (Callinectes sapidus) and swim crab (Portunus pelagicus) caught off the Gulf of Antalya. Food Chemistry 80: 495-498"
fi222,Articles from scientific literature,"Bono G., Gai G., Peiretti P.G., Badalucco C., Brugiapaglia A., Siragusa G., Palmegiano G.B. (2012). Chemical and nutritional characterisation of the Central Mediterranean giant red shrimp (Aristaeomorpha foliacea): influence of trophic and geographical factors on flesh quality. Food Chemistry 130: 104-110"
fi223,Articles from scientific literature,"Tavares M., do Amaral Mello M. R. P., Campos N.C., de Morais C., Ostini S. (1998). Proximate composition and caloric value of the mussel Perna perna, cultivated in Ubatuba, São Paulo State, Brazil. Food Chemistry 62(4): 473-475"
fi224,Articles from scientific literature,"Ifon E.T., Umoh I.B. (1987). Biochemical and nutritional evaluation of Egreria radiata (Clam), a delicacy of some riverine peasant populations in Nigeria. Food Chemistry 24: 21-27"
fi225,Articles from scientific literature,"Ozogul Y., Duysak O., Ozogul F., Özkütük A.S., Türeli C. (2008). Seasonal effects in the nutritional quality of the body structural tissue of cephalopods. Food Chemistry 108: 847-852"
fi226,Articles from scientific literature,"Orban E., Di Lana G., Masci M., Nevigato T., Casini I., Caproni R., Gambelli L., Pellizzato M. (2004). Growth, nutritional quality and safety of oysters (Crassostrea gigas) cultured in the lagoon of Venice (Italy). Journal of the Science of Food and Agriculture 84: 1929-1938"
fi227,Articles from scientific literature,"Beltrán-Lugo A.I., Maeda-Martínez A.N., Pacheco-Aguilar R., Nolasco-Soria H.G. (2006). Seasonal variations in chemical, physical, textural, and microstructural properties of adductor muscles of Pacific lions-paw scallop (Nodipecten subnodosus). Aquaculture 258: 619-632"
fi228,Articles from scientific literature,"Stanek M., Kupcewicz B., Dabrowski J., Janicki B. (2010). Estimation of Fat content and Fatty acids profile in the meat of spiny - cheek crayfish (Orconeces Limosus Raf.) from the Brda river and the lake Goplo). Journal Central European Agriculture 11: 297 - 304"
fi229,Articles from scientific literature,"Men L.T., Thanh V.C., Hirata Y., Yamasaki S. (2004). Evaluation of the Genetic Diversities and nutritional Values of the Tra (Pangasius hypophthalmus) and the Basa (Pangasius bocourti) Catfish cultivated in the Mekong River Delta of Vietnam. Asian - Aust. J. Anim. Sci. 5: 671 - 676"
fi230,Articles from scientific literature,"Watanabe F., Katsura H., Takenaka S., Enomoto T., Miyamoto E., Nakatsuka T., Nakano Y. (2001) Characterization of Viatmin B12 compounds from edibe shellfish, clam, oyster and mussel. International Journal of Food Sciences and Nutrition 52: 263 - 268"
fi231,Articles from scientific literature,"Vasconcoles P., Gaspar M.B., Castro M., Nunes M.L. (2009) Influence of growth and reproductive cycle on the meat yield and proximate composition Hexaplex trunculus (Gastropoda: Muricidae). Journal of the Marine Biological Association of the United Kingdom 89: 1223 - 1231"
fi232,Articles from scientific literature,"Tsape K., Sinanoglou V.J., Miniadis - Meimaroglou S. (2010). Comparative analysis of the fatty acid and sterol profiles of widly consumed Mediterranean crustacean species. Food Chemistry 122: 292 - 299"
fi233,Articles from scientific literature,"Procopia de Moura A.F., Torres R.P., Mancini - Filho J., Filho A.T. (2002). Caracterizacao da fracao lipidica de amostras comercias de camarao - rosa. Archivos Latinamericanos de Nutricion 52: 207 - 211"
fi234,Articles from scientific literature,"Surtt J., Lee H.J., Kwon H. (2009). Regional Difference in Fatty Acid Content of Korean Shellfish. Food Sci. Biotechnol 18: 367 - 373"
fi235,Articles from scientific literature,"Blanco Metzler A., Montero Campos M. (1992). Composicion quimico - nutricional de la carne de cambute, Strombus galeatus (Mesogastropodia: Strombidae). Rev. Biol. Trop. 40: 89 - 93"
fi236,Articles from scientific literature,Dincer T. (2006). Differences of Turkish clam (Ruditapes decussates) and Manila clam (Ruditapes philippinarum) according to their proximate composition and heavy metal contents. Journal of Shellfish Research 25: 455 - 459.
fi237,Articles from scientific literature,"Erkan N., Özden Ö., Ulusoy S. (2011). Seasonal Micro- and Macro- Mineral Profile and Proximate Composition of Oyster (Ostera edulis) Analyzed by ICP - MS. Food Anal. Methods 4: 35 - 40"
fi238,Articles from scientific literature,"Sachindra N.M., Bhaskar N., Mahendrakar N.S. (2005). Carotenoids in different body components of Indian shrimps. J. Sci. Food Agric. 85: 167-172"
fi239,Articles from scientific literature,"Yanar Y., Celik M., Yanar M. (2004). Seasonal changes in total carotenoid contents of wild marine shrimps (Penaeus semisulcatus and Metapenaeus monoceros) inhabiting the eastern Mediterranean. Food Chemistry 88: 267-269"
fi240,Articles from scientific literature,"Jiménez-Arce G. (1993). Composición químico-nutricional en diferentes tallas y sexos del cambute, Strombus gracilior (Mesogastropoda: Strombidae) de Playa Panamá, Costa Rica. Rev. Biol. Trop. 41(3): 345-349"
fi241,Articles from scientific literature,"Lourenco H.M., Anacleto P., Afonso C., Ferraria V., Martins M.F., Carvalho M.L., Lino A.R., Nunes M.L. (2009). Elemental composition of cephalopods from Portuguese continental waters. Food Chemistry 113: 1146-1153"
fi243,Analytical reports,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir _., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
fi244,Analytical reports,Pôle AQUIMER. (2007). Nutritional contents of aquatic products project – <www.nutraqua.com>. Composition nutritionnelle des produits aquatiques. Retrieved from <http://www.nutraqua.com/en/>.
fi266,Analytical reports,"Öhrvik V., von Malmborg A., Mattisson I., Wretling S., Åstrand C. (2012) Fish, shellfish and fish products - analysis of nutrients. Rapport 1 - 2012. Livsmedels verket, National Food Agency, Sweden."
fi268,Analytical reports,"Hulshof, P. J. M., van de Bovenkamp, P., Boogerd, L., Bos, J., Germing-Nouwen, C., Kosmeyer-Schuil, T., et al. (1990). Voedingsmiddelenanalyses van de Vakgroep Humane Voeding. Deel 10 Vis, Schaal-en schelpdieren. Wageningen: VakgroepHumane Voeding, Landbouwuniversiteit."
fi269,Analytical reports,"UK Nutrient Analysis of Fish (March, 2013) – BibID NAF https://www.gov.uk/government/publications/nutrient-analysis-of-fish"
fi275,Articles from scientific literature,"Ozogul Y., Polat A., Ucak I., Ozogul F. (2011) Seasonal fat and fatty acid variations of seven marine fish species from the Mediterranean Sea. Eur J Lipid Sci Technol 113: 1491-1498."
fi276,Articles from scientific literature,"Martínez-Valverde I., Periago M.J., Santaella M., Ros G. (2000) The content and nutritional significance of minerals on fish flesh in the presence and absence of bone. Food Chemistry 71:503-509."
