species,CA_mg,ZN_mg,FE_mg,EPA_g,DHA_g,Length,max_length,Subgroup,Habitat,TL,FoodTroph,Herbivory2,Abs_lat,DemersPelag,taxon
Merluccius merluccius,NA,NA,NA,NA,NA,140,130,Finfish,marine,4.42,4.3,mainly animals (troph. 2.8 and up),39.019184,demersal,"Cods, hakes, haddocks"
Merluccius merluccius,NA,NA,NA,NA,NA,140,130,Finfish,marine,4.42,4.3,mainly animals (troph. 2.8 and up),39.019184,demersal,"Cods, hakes, haddocks"
Merluccius merluccius,NA,NA,NA,NA,NA,140,130,Finfish,marine,4.42,4.3,mainly animals (troph. 2.8 and up),39.019184,demersal,"Cods, hakes, haddocks"
Merluccius merluccius,NA,NA,NA,0.032889248,0.151879264,140,130,Finfish,marine,4.42,4.3,mainly animals (troph. 2.8 and up),37.370157,demersal,"Cods, hakes, haddocks"
Merluccius merluccius,NA,NA,NA,NA,NA,140,130,Finfish,marine,4.42,4.3,mainly animals (troph. 2.8 and up),60.529651,demersal,"Cods, hakes, haddocks"
Merluccius productus,NA,NA,NA,0.069467419,0.118810272,91,75,Finfish,marine,4.35,3.98000001907349,mainly animals (troph. 2.8 and up),53.726668,pelagic-oceanic,"Cods, hakes, haddocks"
Merluccius productus,10.4,0.3052,0.24,NA,NA,91,75,Finfish,marine,4.35,3.98000001907349,mainly animals (troph. 2.8 and up),46.187884,pelagic-oceanic,"Cods, hakes, haddocks"
Merluccius productus,9.2,0.3969,0.26,NA,NA,91,75,Finfish,marine,4.35,3.98000001907349,mainly animals (troph. 2.8 and up),46.187884,pelagic-oceanic,"Cods, hakes, haddocks"
Merluccius productus,NA,NA,NA,NA,NA,91,75,Finfish,marine,4.35,3.98000001907349,mainly animals (troph. 2.8 and up),46.25,pelagic-oceanic,"Cods, hakes, haddocks"
Micromesistius poutassou,NA,NA,NA,NA,NA,50,41,Finfish,marine,4.01,3.70000004768372,mainly animals (troph. 2.8 and up),60.529651,bathypelagic,"Cods, hakes, haddocks"
Micromesistius poutassou,NA,NA,NA,NA,NA,50,41,Finfish,marine,4.01,3.70000004768372,mainly animals (troph. 2.8 and up),60.529651,bathypelagic,"Cods, hakes, haddocks"
Microstomus kitt,NA,NA,NA,NA,NA,65,53,Finfish,marine,3.22,3.21,mainly animals (troph. 2.8 and up),62.1,demersal,"Flounders, halibuts, soles"
Microstomus kitt,NA,NA,NA,NA,NA,65,53,Finfish,marine,3.22,3.21,mainly animals (troph. 2.8 and up),62.1,demersal,"Flounders, halibuts, soles"
Microstomus kitt,NA,NA,NA,NA,NA,65,53,Finfish,marine,3.22,3.21,mainly animals (troph. 2.8 and up),59.042913,demersal,"Flounders, halibuts, soles"
Microstomus kitt,NA,NA,NA,NA,NA,65,53,Finfish,marine,3.22,3.21,mainly animals (troph. 2.8 and up),59.042913,demersal,"Flounders, halibuts, soles"
Microstomus pacificus,11.9,0.3179,0.18,NA,NA,76,62,Finfish,marine,3.27,3.34,mainly animals (troph. 2.8 and up),56.167222,demersal,"Flounders, halibuts, soles"
Microstomus pacificus,11.5,0.3428,0.2,NA,NA,76,62,Finfish,marine,3.27,3.34,mainly animals (troph. 2.8 and up),44.636784,demersal,"Flounders, halibuts, soles"
Microstomus pacificus,20.2,0.5056,0.26,NA,NA,76,62,Finfish,marine,3.27,3.34,mainly animals (troph. 2.8 and up),36.974117,demersal,"Flounders, halibuts, soles"
Microstomus pacificus,NA,NA,NA,0.08,0.09,76,62,Finfish,marine,3.27,3.34,mainly animals (troph. 2.8 and up),45.9053,demersal,"Flounders, halibuts, soles"
Microstomus pacificus,NA,NA,NA,NA,NA,76,62,Finfish,marine,3.27,3.34,mainly animals (troph. 2.8 and up),46.25,demersal,"Flounders, halibuts, soles"
Molva dypterygia,NA,NA,NA,NA,NA,155,127,Finfish,marine,4.48,4.13,mainly animals (troph. 2.8 and up),NA,demersal,"Cods, hakes, haddocks"
Molva dypterygia,NA,NA,NA,NA,NA,155,127,Finfish,marine,4.48,4.13,mainly animals (troph. 2.8 and up),NA,demersal,"Cods, hakes, haddocks"
Molva molva,NA,NA,NA,NA,NA,200,164,Finfish,marine,3,4.2,mainly animals (troph. 2.8 and up),62.1,demersal,"Cods, hakes, haddocks"
Molva molva,NA,NA,NA,NA,NA,200,164,Finfish,marine,3,4.2,mainly animals (troph. 2.8 and up),60.657778,demersal,"Cods, hakes, haddocks"
Monopterus albus,NA,NA,NA,NA,NA,100,100,Finfish,freshwater,2.9,2.88000011444092,mainly animals (troph. 2.8 and up),15.484682,demersal,Miscellaneous freshwater fishes
Monopterus albus,525,1.4,1.1,NA,0.0259462,100,100,Finfish,freshwater,2.9,2.88000011444092,mainly animals (troph. 2.8 and up),14.903036,demersal,Miscellaneous freshwater fishes
Mora moro,NA,NA,NA,0.040644489,0.102507995,80,80,Finfish,marine,3.75,3.75,mainly animals (troph. 2.8 and up),57.596278,bathypelagic,"Cods, hakes, haddocks"
Mormyrus rume,359,6,1,NA,NA,100,100,Finfish,freshwater,2.5,2.48,plants/detritus+animals (troph. 2.2-2.79),11.066667,demersal,Miscellaneous freshwater fishes
Morone saxatilis,NA,NA,NA,0.030294607,0.039406969,200,164,Finfish,freshwater,4.34,4.47,mainly animals (troph. 2.8 and up),39.417895,demersal,Miscellaneous diadromous fishes
Morone saxatilis,NA,NA,NA,0.109320718,0.092059552,200,164,Finfish,freshwater,4.34,4.47,mainly animals (troph. 2.8 and up),39.035249,demersal,Miscellaneous diadromous fishes
Morone saxatilis,NA,NA,NA,0.144192955,0.0885191,200,164,Finfish,freshwater,4.34,4.47,mainly animals (troph. 2.8 and up),39.035249,demersal,Miscellaneous diadromous fishes
Morone saxatilis,NA,NA,NA,0.202316218,0.217035819,200,164,Finfish,freshwater,4.34,4.47,mainly animals (troph. 2.8 and up),38.348222,demersal,Miscellaneous diadromous fishes
Morone saxatilis,NA,NA,NA,0.108376051,0.137723084,200,164,Finfish,freshwater,4.34,4.47,mainly animals (troph. 2.8 and up),38.174196,demersal,Miscellaneous diadromous fishes
Morone saxatilis,NA,NA,NA,0.153419175,0.2022475,200,164,Finfish,freshwater,4.34,4.47,mainly animals (troph. 2.8 and up),38.348222,demersal,Miscellaneous diadromous fishes
Morone saxatilis,NA,NA,NA,0.116950645,0.127684165,200,164,Finfish,freshwater,4.34,4.47,mainly animals (troph. 2.8 and up),38.348222,demersal,Miscellaneous diadromous fishes
Mugil cephalus,NA,NA,NA,NA,NA,100,120,Finfish,marine,2.13,2.48,mainly plants/detritus (troph. 2-2.19),39.019184,benthopelagic,Miscellaneous coastal fishes
Mugil cephalus,NA,NA,NA,0.170965683,0.086497201,100,120,Finfish,marine,2.13,2.48,mainly plants/detritus (troph. 2-2.19),37.370157,benthopelagic,Miscellaneous coastal fishes
Mugil cephalus,NA,NA,NA,0.18973185,0.138955993,100,120,Finfish,marine,2.13,2.48,mainly plants/detritus (troph. 2-2.19),38.963745,benthopelagic,Miscellaneous coastal fishes
Mugil cephalus,NA,NA,NA,0.0878312,0.0988101,100,120,Finfish,marine,2.13,2.48,mainly plants/detritus (troph. 2-2.19),39.019184,benthopelagic,Miscellaneous coastal fishes
Mugil cephalus,NA,NA,NA,NA,NA,100,120,Finfish,marine,2.13,2.48,mainly plants/detritus (troph. 2-2.19),39.019184,benthopelagic,Miscellaneous coastal fishes
Mugil cephalus,NA,NA,NA,NA,NA,100,120,Finfish,marine,2.13,2.48,mainly plants/detritus (troph. 2-2.19),39.019184,benthopelagic,Miscellaneous coastal fishes
Mugil liza,NA,NA,NA,0.24252,0.63468,80,63,Finfish,marine,2,2,mainly plants/detritus (troph. 2-2.19),23.372169,demersal,Miscellaneous coastal fishes
Mullus surmuletus,NA,NA,NA,NA,NA,40,40,Finfish,marine,3.4,3.46,mainly animals (troph. 2.8 and up),34.208024,demersal,Miscellaneous coastal fishes
Mustelus lenticulatus,NA,NA,NA,NA,NA,125,125,Finfish,marine,3.5,3.5,mainly animals (troph. 2.8 and up),40.900557,demersal,"Sharks, rays, chimaeras"
Mycteroperca acutirostris,NA,NA,NA,0.44233,1.24747,80,80,Finfish,marine,3.4,3.4,mainly animals (troph. 2.8 and up),23.372169,reef-associated,Miscellaneous coastal fishes
Mycteroperca rubra,NA,NA,NA,0.041560536,0.117860604,144,144,Finfish,marine,4.1,4.13,mainly animals (troph. 2.8 and up),37.370157,demersal,Miscellaneous coastal fishes
Mystus vittatus,NA,NA,NA,NA,NA,21,21,Finfish,freshwater,3.1,3.97,mainly animals (troph. 2.8 and up),22.816667,demersal,Miscellaneous freshwater fishes
Mastacembelus armatus,NA,NA,NA,NA,NA,90,90,Finfish,freshwater,3.3,2.78,plants/detritus+animals (troph. 2.2-2.79),24.4333,demersal,Miscellaneous freshwater fishes
Mastacembelus armatus,NA,NA,NA,NA,NA,90,90,Finfish,freshwater,3.3,2.78,plants/detritus+animals (troph. 2.2-2.79),24.4333,demersal,Miscellaneous freshwater fishes
Nandus nandus,NA,NA,NA,NA,NA,20,20,Finfish,freshwater,3.9,3.89,mainly animals (troph. 2.8 and up),22.816667,benthopelagic,Miscellaneous freshwater fishes
Nemipterus japonicus,NA,NA,NA,NA,NA,32,32,Finfish,marine,3.82,3.76999998092651,mainly animals (troph. 2.8 and up),3.144341,demersal,Miscellaneous coastal fishes
Notopterus notopterus,NA,NA,NA,NA,NA,60,60,Finfish,freshwater,3.5,3.4,mainly animals (troph. 2.8 and up),22.816667,demersal,Miscellaneous freshwater fishes
Notopterus notopterus,NA,NA,NA,NA,NA,60,122,Finfish,freshwater,3.7,3.4,mainly animals (troph. 2.8 and up),15.484682,demersal,Miscellaneous freshwater fishes
Notothenia neglecta,NA,NA,NA,NA,NA,45,45,Finfish,marine,3.1,3.26,plants/detritus+animals (troph. 2.2-2.79),82.862752,benthopelagic,Miscellaneous coastal fishes
Notothenia neglecta,NA,NA,NA,0.51678,0.79431,45,45,Finfish,marine,3.1,3.26,plants/detritus+animals (troph. 2.2-2.79),62,benthopelagic,Miscellaneous coastal fishes
Oblada melanura,NA,NA,NA,NA,NA,34,34,Finfish,marine,3,3.38,mainly animals (troph. 2.8 and up),39.019184,benthopelagic,Miscellaneous coastal fishes
Odax pullus,NA,NA,NA,NA,NA,40,40,Finfish,marine,2.1,2.73,mainly plants/detritus (troph. 2-2.19),40.900557,demersal,Miscellaneous coastal fishes
Oncorhynchus kisutch,NA,NA,NA,NA,NA,107.95,88,Finfish,marine,4.25,4.18,mainly animals (troph. 2.8 and up),48.368122,demersal,"Salmons, trouts, smelts"
Oncorhynchus kisutch,8,0.4,0.4,NA,NA,107.95,88,Finfish,marine,4.25,4.18,mainly animals (troph. 2.8 and up),52.372895,demersal,NA
Oncorhynchus kisutch,NA,NA,NA,NA,NA,107.95,88,Finfish,marine,4.25,4.18,mainly animals (troph. 2.8 and up),48.368122,demersal,"Salmons, trouts, smelts"
Oncorhynchus kisutch,66,0.7,0.6,NA,NA,107.95,88,Finfish,marine,4.25,4.18,mainly animals (troph. 2.8 and up),52.372895,demersal,NA
Oncorhynchus kisutch,29,0.67,0.8,NA,NA,107.95,76,Finfish,marine,NA,4.18,mainly animals (troph. 2.8 and up),52.372895,demersal,NA
Oncorhynchus mykiss,NA,NA,NA,NA,NA,122,120,Finfish,freshwater,4.4,3.53,mainly animals (troph. 2.8 and up),46.207215,benthopelagic,"Salmons, trouts, smelts"
Oncorhynchus mykiss,NA,NA,NA,NA,NA,122,120,Finfish,freshwater,4.4,3.53,mainly animals (troph. 2.8 and up),46.207215,benthopelagic,"Salmons, trouts, smelts"
Oncorhynchus mykiss,NA,NA,NA,NA,NA,122,120,Finfish,freshwater,4.4,3.53,mainly animals (troph. 2.8 and up),42.740759,benthopelagic,"Salmons, trouts, smelts"
Oncorhynchus tshawytscha,NA,NA,NA,0.44,0.55,150,121,Finfish,marine,4.4,3.83,mainly animals (troph. 2.8 and up),45.9053,benthopelagic,"Salmons, trouts, smelts"
Oncorhynchus tshawytscha,NA,NA,NA,NA,NA,150,121,Finfish,marine,4.4,3.83,mainly animals (troph. 2.8 and up),45.867615,benthopelagic,"Salmons, trouts, smelts"
Oncorhynchus keta,44,0.58,0.7,NA,NA,100,100,Finfish,marine,NA,3.42,mainly animals (troph. 2.8 and up),52.372895,benthopelagic,NA
Oncorhynchus mykiss,43,0.66,1.5,NA,NA,122,120,Finfish,freshwater,NA,3.53,mainly animals (troph. 2.8 and up),52.372895,benthopelagic,NA
Oncorhynchus nerka,52,0.9,0.8,NA,NA,84,84,Finfish,marine,NA,3.23,mainly animals (troph. 2.8 and up),52.372895,pelagic-oceanic,NA
Oncorhynchus tshawytscha,26,0.44,0.3,NA,NA,150,150,Finfish,marine,NA,3.83,mainly animals (troph. 2.8 and up),52.372895,benthopelagic,NA
Ophiodon elongatus,NA,NA,NA,NA,NA,152,125,Finfish,marine,4.32,4.32,mainly animals (troph. 2.8 and up),46.25,demersal,Miscellaneous coastal fishes
Opisthonema oglinum,NA,NA,NA,0.9044,2.527,38,31,Finfish,marine,3.23,3.6,mainly animals (troph. 2.8 and up),23.372169,reef-associated,"Herrings, sardines, anchovies"
Oreochromis niloticus,621.6,1.3209,0.83,0.039166696,0.133166766,60,60,Finfish,freshwater,2,2.01999998092651,mainly plants/detritus (troph. 2-2.19),4.565474,benthopelagic,Tilapias and other cichlids
Oreochromis niloticus,NA,NA,NA,NA,NA,60,60,Finfish,freshwater,2,2.01999998092651,mainly plants/detritus (troph. 2-2.19),4.565474,benthopelagic,Tilapias and other cichlids
Oreochromis macrochir,NA,NA,NA,0.013985924,0.0574764,43,43,Finfish,freshwater,2.2,2.21,mainly plants/detritus (troph. 2-2.19),19.065134,benthopelagic,Tilapias and other cichlids
Oreochromis macrochir,NA,NA,NA,0.018878146,0.12090498,43,43,Finfish,freshwater,2.2,2.21,mainly plants/detritus (troph. 2-2.19),19.065134,benthopelagic,Tilapias and other cichlids
Oreochromis macrochir,NA,NA,NA,0.039845871,0.112158748,43,43,Finfish,freshwater,2.2,2.21,mainly plants/detritus (troph. 2-2.19),19.065134,benthopelagic,Tilapias and other cichlids
Oreochromis niloticus,NA,NA,NA,NA,NA,60,60,Finfish,freshwater,2,2.01999998092651,mainly plants/detritus (troph. 2-2.19),7.031297,benthopelagic,Tilapias and other cichlids
Oreochromis niloticus,NA,NA,NA,NA,NA,60,60,Finfish,freshwater,2,2.01999998092651,mainly plants/detritus (troph. 2-2.19),6.255568,benthopelagic,Tilapias and other cichlids
Oreochromis niloticus,NA,NA,NA,0.012881055,0.076739861,60,60,Finfish,freshwater,2,2.01999998092651,mainly plants/detritus (troph. 2-2.19),19.065134,benthopelagic,Tilapias and other cichlids
Oreochromis niloticus,NA,NA,NA,0.01037568,0.04279968,60,60,Finfish,freshwater,2,2.01999998092651,mainly plants/detritus (troph. 2-2.19),19.065134,benthopelagic,Tilapias and other cichlids
Oreochromis niloticus,NA,NA,NA,NA,NA,60,60,Finfish,freshwater,2,2.01999998092651,mainly plants/detritus (troph. 2-2.19),7.031297,benthopelagic,Tilapias and other cichlids
Oreochromis niloticus,NA,NA,NA,NA,NA,60,60,Finfish,freshwater,2,2.01999998092651,mainly plants/detritus (troph. 2-2.19),7.031297,benthopelagic,Tilapias and other cichlids
Oreochromis niloticus,NA,NA,NA,NA,NA,60,60,Finfish,freshwater,2,2.01999998092651,mainly plants/detritus (troph. 2-2.19),7.031297,benthopelagic,Tilapias and other cichlids
Oreochromis niloticus,NA,NA,NA,NA,NA,60,60,Finfish,freshwater,2,2.01999998092651,mainly plants/detritus (troph. 2-2.19),7.971943,benthopelagic,Tilapias and other cichlids
Oreochromis niloticus,NA,NA,NA,NA,NA,60,60,Finfish,freshwater,2,2.01999998092651,mainly plants/detritus (troph. 2-2.19),7.971943,benthopelagic,Tilapias and other cichlids
Oreochromis niloticus,NA,NA,NA,NA,NA,60,60,Finfish,freshwater,2,2.01999998092651,mainly plants/detritus (troph. 2-2.19),2.516667,benthopelagic,Tilapias and other cichlids
Oreochromis niloticus,NA,NA,NA,NA,NA,60,60,Finfish,freshwater,2,2.01999998092651,mainly plants/detritus (troph. 2-2.19),2.516667,benthopelagic,Tilapias and other cichlids
Oreochromis niloticus,NA,NA,NA,NA,NA,60,60,Finfish,freshwater,2,2.01999998092651,mainly plants/detritus (troph. 2-2.19),2.516667,benthopelagic,Tilapias and other cichlids
Oreochromis niloticus,NA,NA,NA,NA,NA,60,60,Finfish,freshwater,2,2.01999998092651,mainly plants/detritus (troph. 2-2.19),6.255568,benthopelagic,Tilapias and other cichlids
Oreochromis niloticus,NA,NA,NA,0.010859908,0.048743308,60,60,Finfish,freshwater,2,2.01999998092651,mainly plants/detritus (troph. 2-2.19),19.065134,benthopelagic,Tilapias and other cichlids
Oreochromis niloticus,NA,NA,NA,NA,NA,60,60,Finfish,freshwater,2,2.01999998092651,mainly plants/detritus (troph. 2-2.19),6.255568,benthopelagic,Tilapias and other cichlids
Oreochromis niloticus,NA,NA,NA,0.01365,0.06335,60,60,Finfish,freshwater,2,2.01999998092651,mainly plants/detritus (troph. 2-2.19),1.504705,benthopelagic,Tilapias and other cichlids
Oreochromis niloticus,883,7,3,NA,NA,60,60,Finfish,freshwater,2,2.01999998092651,mainly plants/detritus (troph. 2-2.19),11.066667,benthopelagic,Tilapias and other cichlids
Oreochromis niloticus,NA,NA,NA,NA,NA,60,60,Finfish,freshwater,2,2.01999998092651,mainly plants/detritus (troph. 2-2.19),7.971943,benthopelagic,Tilapias and other cichlids
Oreochromis niloticus,NA,NA,NA,0.17525383,0.64891283,60,60,Finfish,freshwater,2,2.01999998092651,mainly plants/detritus (troph. 2-2.19),0.033333,benthopelagic,Tilapias and other cichlids
Oreochromis niloticus,NA,NA,NA,NA,NA,60,60,Finfish,freshwater,2,2.01999998092651,mainly plants/detritus (troph. 2-2.19),15.484682,benthopelagic,Tilapias and other cichlids
Oreochromis niloticus,NA,NA,NA,0.02035,0.0714,60,60,Finfish,freshwater,2,2.01999998092651,mainly plants/detritus (troph. 2-2.19),1.433393,benthopelagic,Tilapias and other cichlids
Oreochromis niloticus,NA,NA,NA,0.00874,0.05846,60,60,Finfish,freshwater,2,2.01999998092651,mainly plants/detritus (troph. 2-2.19),0.755775,benthopelagic,Tilapias and other cichlids
Pagellus erythrinus,NA,NA,NA,0.074576297,0.30990909,60,60,Finfish,marine,3.4,3.46,mainly animals (troph. 2.8 and up),38.963745,benthopelagic,Miscellaneous coastal fishes
Pagellus bogaraveo,NA,NA,NA,NA,NA,70,70,Finfish,marine,3.7,3.73,mainly animals (troph. 2.8 and up),39.019184,benthopelagic,Miscellaneous coastal fishes
Pagellus bogaraveo,39,0.263,0.15,NA,0.229,70,70,Finfish,marine,3.66,3.73,mainly animals (troph. 2.8 and up),42.575055,benthopelagic,Miscellaneous coastal fishes
Pagellus bogaraveo,64,0.256,0.14,0.018,0.22,70,70,Finfish,marine,3.66,3.73,mainly animals (troph. 2.8 and up),42.575055,benthopelagic,Miscellaneous coastal fishes
Pagellus bogaraveo,69,0.356,0.19,0.018,0.203,70,70,Finfish,marine,3.66,3.73,mainly animals (troph. 2.8 and up),42.575055,benthopelagic,Miscellaneous coastal fishes
Pagellus erythrinus,NA,NA,NA,NA,NA,60,60,Finfish,marine,3.52,3.46,mainly animals (troph. 2.8 and up),34.208024,benthopelagic,Miscellaneous coastal fishes
Pagrus auratus,NA,NA,NA,NA,NA,130,130,Finfish,marine,3.3,3.47,mainly animals (troph. 2.8 and up),39.019184,reef-associated,Miscellaneous coastal fishes
Pagrus pagrus,NA,NA,NA,0.030405616,0.153564534,91,90,Finfish,marine,3.8,3.55,mainly animals (troph. 2.8 and up),37.370157,benthopelagic,Miscellaneous coastal fishes
Pagrus pagrus,NA,NA,NA,NA,NA,91,90,Finfish,marine,3.8,3.55,mainly animals (troph. 2.8 and up),34.208024,benthopelagic,Miscellaneous coastal fishes
Pagrus pagrus,NA,0.61,1.42,0.0364,0.0988,91,75,Finfish,marine,3.65,3.55,mainly animals (troph. 2.8 and up),14.764504,benthopelagic,Miscellaneous coastal fishes
Pagrus pagrus,NA,NA,NA,0.02631,0.15824,91,75,Finfish,marine,3.65,3.55,mainly animals (troph. 2.8 and up),39.919841,benthopelagic,Miscellaneous coastal fishes
Pampus argenteus,NA,NA,NA,NA,NA,60,60,Finfish,marine,3.18,3.23,mainly animals (troph. 2.8 and up),9.71212,benthopelagic,Miscellaneous pelagic fishes
Pampus argenteus,NA,NA,NA,NA,NA,60,60,Finfish,marine,3.18,3.23,mainly animals (troph. 2.8 and up),3.144341,benthopelagic,Miscellaneous pelagic fishes
Pampus argenteus,NA,NA,NA,0.200048145,0.5459927,60,25.8,Finfish,marine,3.3,3.23,mainly animals (troph. 2.8 and up),29.985295,benthopelagic,Miscellaneous pelagic fishes
Parambassis wolffii,1252.61,1.809024,1.53,NA,NA,20,20,Finfish,marine,3.7,3.72,mainly animals (troph. 2.8 and up),12.265754,demersal,Miscellaneous coastal fishes
Parastromateus niger,NA,NA,NA,NA,NA,75,62,Finfish,marine,3.64,2.9300000667572,mainly animals (troph. 2.8 and up),3.144341,reef-associated,Miscellaneous pelagic fishes
Parastromateus niger,NA,NA,NA,NA,NA,75,62,Finfish,marine,3.64,2.9300000667572,mainly animals (troph. 2.8 and up),9.71212,reef-associated,Miscellaneous pelagic fishes
Parona signata,NA,NA,NA,0.1336918,0.508827,60,46,Finfish,marine,3.4,3.4,mainly animals (troph. 2.8 and up),34.941407,demersal,Miscellaneous pelagic fishes
Patagonotothen ramsayi,NA,NA,NA,0.086307624,0.195420108,44,44,Finfish,marine,3.5,3.49,mainly animals (troph. 2.8 and up),51.796253,benthopelagic,Miscellaneous demersal fishes
Patagonotothen ramsayi,NA,NA,NA,0.055120347,0.280779133,44,44,Finfish,marine,3.5,3.49,mainly animals (troph. 2.8 and up),51.796253,benthopelagic,Miscellaneous demersal fishes
Patagonotothen ramsayi,8.635,0.6825,0.3265,NA,NA,44,44,Finfish,marine,3.5,3.49,mainly animals (troph. 2.8 and up),51.796253,benthopelagic,Miscellaneous demersal fishes
Patagonotothen ramsayi,NA,NA,NA,0.093000334,0.236501244,44,44,Finfish,marine,3.5,3.49,mainly animals (troph. 2.8 and up),51.796253,benthopelagic,Miscellaneous demersal fishes
Patagonotothen ramsayi,NA,NA,NA,0.154125024,0.341466648,44,44,Finfish,marine,3.5,3.49,mainly animals (troph. 2.8 and up),51.796253,benthopelagic,Miscellaneous demersal fishes
Perca flavescens,2.99,0.135388,0.09,0.000384852,0.056503323,50,50,Finfish,freshwater,3.7,3.36,mainly animals (troph. 2.8 and up),45.052237,benthopelagic,Miscellaneous freshwater fishes
Perca flavescens,NA,NA,NA,NA,NA,50,50,Finfish,freshwater,3.7,3.36,mainly animals (troph. 2.8 and up),42.740759,benthopelagic,Miscellaneous freshwater fishes
Perca fluviatilis,85.4,0.584,0.16,0.04723626,0.13118861,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),42.606001,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,46.3,0.737,0.24,0.042595948,0.118886214,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),42.119525,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,62.4,0.693,0.2,0.033646877,0.1795541,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),42.260357,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,18.29,0.472605,0.13,NA,NA,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),54.117096,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,17.27,0.44161,0.11,NA,NA,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),54.084241,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,10.2,0.421452,0.11,NA,NA,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),54.00394,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,8.8,0.408639,0.09,NA,NA,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),54.117096,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,11.1,0.40198,0.1,NA,NA,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),54.084241,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,NA,NA,NA,NA,NA,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),61.92411,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,NA,NA,NA,NA,NA,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),61.92411,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,NA,NA,NA,NA,NA,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),61.92411,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,NA,NA,NA,NA,NA,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),61.92411,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,NA,NA,NA,NA,NA,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),61.341081,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,NA,NA,NA,NA,NA,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),61.341081,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,NA,NA,NA,NA,NA,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),61.508114,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,NA,NA,NA,NA,NA,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),61.508114,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,NA,NA,NA,0.12324125,0.36578003,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),51.821038,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,NA,NA,NA,0.15723708,0.37998961,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),46.402497,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,NA,NA,NA,0.136724,0.3545058,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),51.821038,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,NA,NA,NA,0.1095292,0.3391872,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),51.821038,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,NA,NA,NA,0.13063635,0.39860835,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),51.821038,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,NA,NA,NA,0.12081186,0.39547814,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),51.821038,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,NA,NA,NA,0.20176792,0.33174112,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),46.402497,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,NA,NA,NA,0.1680728,0.36735912,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),46.402497,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,NA,NA,NA,0.14496418,0.43857807,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),46.402497,demersal,Miscellaneous freshwater fishes
Perca fluviatilis,NA,NA,NA,0.11847254,0.3819909,60,60,Finfish,freshwater,4.4,3.66,mainly animals (troph. 2.8 and up),46.402497,demersal,Miscellaneous freshwater fishes
Phycis blennoides,NA,NA,NA,NA,NA,110,90,Finfish,marine,3.49,3.66,mainly animals (troph. 2.8 and up),53.810441,benthopelagic,"Cods, hakes, haddocks"
