autoctr,sciname,StockCode,EcologyRefNo,HabitatsRef,Neritic,SupraLittoralZone,LittoralZone,TidePools,Intertidal,SubLittoral,Oceanic,Epipelagic,Estuaries,Mangroves,MarshesSwamps,Stream,Lakes,Cave,Cave2,Herbivory2,HerbivoryRef,FeedingType,FeedingTypeRef,DietTroph,DietSeTroph,DietTLu,DietseTLu,DietRemark,DietRef,FoodTroph,FoodSeTroph,FoodRemark,FoodRef,AddRems,AssociationRef,Parasitism,Solitary,Symbiosis,Symphorism,Commensalism,Mutualism,Epiphytic,Schooling,SchoolingFrequency,SchoolingLifestage,Shoaling,ShoalingFrequency,ShoalingLifestage,AssociationsWith,AssociationsRemarks,OutsideHost,OHRemarks,InsideHost,IHRemarks,SubstrateRef,Benthic,Sessile,Mobile,Demersal,Endofauna,Pelagic,Megabenthos,Macrobenthos,Meiobenthos,SoftBottom,Sand,Coarse,Fine,Level,Sloping,Silt,Mud,Ooze,Detritus,Organic,HardBottom,Rocky,Rubble,SpecialHabitatRef,Macrophyte,BedsBivalve,BedsRock,SeaGrassBeds,BedsOthers,CoralReefs,DropOffs,ReefFlats,Lagoons,Burrows,Tunnels,Crevices,Vents,Seamounts,DeepWaterCorals,Vegetation,Leaves,Stems,Roots,Driftwood,OInverterbrates,OIRemarks,Verterbrates,VRemarks,Pilings,BoatHulls,Corals,SoftCorals,OnPolyp,BetweenPolyps,HardCorals,OnExoskeleton,InterstitialSpaces,Entered,Dateentered,Modified,Datemodified,Expert,Datechecked,TS,Marine,saltmarshes,caves,mesopelagic,bathypelagic,abyssopelagic,hadopelagic,BrackishWater,FreshWater,IsoTroph,IsoseTroph,IsoRemark,IsoRef,EcoTroph,EcoseTroph,EcoRemark,EcoRef,ShoalingRef,E_Append,E_DateAppend,SpecCode
11904,Ostrea edulis,30309,88171,NA,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,mainly plants/detritus (troph. 2-2.19),88171,selective plankton feeding,88171,NA,NA,NA,NA,NA,NA,2,0,Trophic level and s.e. inferred from exclusive plant/detritus food items.,NA,"Typically found in rich estuaries and shallow-waters along the tidal zone, attached to stones, compacted mud or silt, muddy sand or gravel substrate, or on bivalve shell fragments. May also be found on wave-exposed areas; and up to depths of 80 m.  Prefer salinities between18 to 40; and water temperature of 17°C.  Suspension feeders; filters phytoplankton from the ambient waters. Sexual maturity at 3 years. Alternating hermaphrodites; initially producing and releasing sperm as males and then becoming female and producing eggs kept in the mantle cavity where they are fertilized.  Highly fecund with 500,000 to more than a million eggs produced by a single individual per year. Incubation in the mantle cavity lasts from 7 to 10 days, followed by a 10 to 30-day  planktonic larval veliger stage, until it permanently cements itself with a byssal substance unto the substrate, often in aggregating colonies. Dispersal distances, as influenced by the currents, estimated to be more than 10 km.  Life span estimated at 20 to 30 years. A human food source since the Stone Age.  German North Sea populations decline began in the late 18th century and attributed to the use of steam ships in oyster fishery; and since the 1950s to 2012, is considered extinct in German waters.  Identified hindrance to recolonization include anthropogenic influences such as overfishing and unregulated fishing; presence of invasive species and eutrophication linked to aquaculture; habitat-altering and destructive marine construction activities; poisoning from oil spills and from the liquid biocide, tributyltin hydride, in anti-fouling marine paint used in commercial shipping; as well as temperature and osmotic stress due to climate change (Ref. 88171).",88171,1,0,0,1,1,0,0,0,NA,NA,0,NA,NA,Parasites: <i>Marteilia refringens</i>; <i>Bonamia ostreae</i>.  Commensals: <i>Ascidiella aspersa</i>; <i>A. scabra</i>; <i>Myxicola infundibulum</i>; <i>Sabella pavonina</i>; <i>Lanice conchilega</i>; <i>Chaetopterus variopedatus</i>; <i>C. terebellids</i>; <i>Cliona viridis</i>; <i>C. celata</i>; <i>Plocamium cartilagineum</i>; <i>Nitophyllum punctatum</i>; <i>Spyridia filamentosa</i>.,"Associated parasites: <i>Marteilia refringens</i> and <i>Bonamia ostreae</i> protozoans caused severe losses in flat oyster farms in the 1960s and since 1979, respectively.  Colony-forming behavior: larvae settle preferentially in areas where other larvae of its species have colonized.  Commensal associations in oyster banks: sea squirts, large tube-dwelling bristle worms, boring sponges, red algae, and a variety of juvenile fish populations  (Ref. 88171).",0,NA,0,NA,95344,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,88171,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,8,2007-02-19T00:00:00.000Z,286,2014-05-08T00:00:00.000Z,NA,NA,2015-05-11T10:15:35.000Z,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48103
1492,Palaemon serratus,1727,434,NA,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,plants/detritus+animals (troph. 2.2-2.79),434,browsing on substrate,96376,NA,NA,NA,NA,seaweeds and small crustaceans,434,2.69,0.32,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Inhabits rocky and muddy bottoms in shallow waters to depths of about 40 m.  Omnivorous, feeding on seaweeds and small crustaceans.",434,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,4,2006-03-07T00:00:00.000Z,247,2014-06-24T00:00:00.000Z,NA,NA,2015-05-11T10:15:27.000Z,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24520
186,Palinurus elephas,302,85369,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,plants/detritus+animals (troph. 2.2-2.79),NA,browsing on substrate,NA,NA,NA,NA,NA,NA,NA,3.34,0.66,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Occurs at depths between shore to 200 m, on rocky bottoms and coralligenous substrates where there are lots of protective holes and micro-caves.  Adults may be solitary, in pairs or in small groups.  Highly omnivorous and preys on hard-shelled bottom dwelling organisms, i.e., mollusks, echinoderms and crustaceans.  They are generalists and opportunistic feeders depending on the abundance of benthic organisms (Ref. 85369).  Ovigerous females are observed from September to October and February to March (Ref. 4).",4,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,85310,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,85310,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,5,2006-01-04T00:00:00.000Z,1,2011-01-06T00:00:00.000Z,NA,NA,2015-05-11T10:15:26.000Z,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26132
12090,Pandalus borealis,29150,2952,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07,0.35,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Considered as a free-living (Ref. 3123) stenohaline species living on soft substrates with high organic content.  It is an opportunistic omnivore functioning as a predator and a scavenger (Ref. 85480).,2952,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,85480,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,5,2007-02-22T00:00:00.000Z,4,2010-11-12T00:00:00.000Z,NA,NA,2015-05-11T10:15:35.000Z,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25892
46084,Pandalus jordani,29152,82649,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23,0.39,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Found on green mud or mixed mud and sand bottoms.  Can tolerate bottom water salinities ranging from 28.69-34.64 parts per thousand.  Males are found in shallower areas (commonly 75-128 m) than females during first 6 months of the year and there is mixing during the remaining half of the year (Ref. 82469).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,82649,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,4,2009-11-13T00:00:00.000Z,NA,2009-11-13T00:00:00.000Z,NA,NA,2015-05-11T10:15:35.000Z,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25894
43878,Panopea abrupta,30746,78828,NA,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Buries in a variety of substrates, mud, sand and gravel, along the intertidal zone  (Ref. 95344).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,78828,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,3,2008-09-29T00:00:00.000Z,286,2014-04-03T00:00:00.000Z,NA,NA,2015-05-11T10:15:35.000Z,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49109
43872,Paralithodes camtschaticus,29400,78813,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),78813,NA,NA,NA,NA,NA,NA,Molluscs and echinoderms make up the dier in Barents Sea.,78813,3.7,0.43,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,3,2008-09-26T00:00:00.000Z,NA,2008-09-26T00:00:00.000Z,NA,NA,2015-05-11T10:15:35.000Z,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26511
43877,Paralithodes platypus,29401,78827,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,3,2008-09-29T00:00:00.000Z,NA,2008-09-29T00:00:00.000Z,NA,NA,2015-05-11T10:15:35.000Z,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26512
203,Parapenaeopsis atlantica,321,8,NA,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Found on bottom mud or sandy mud marine and estuarine environment with temperature not less than 16°C (Ref. 8).,8,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,8,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,4,2006-01-05T00:00:00.000Z,4,2008-11-14T00:00:00.000Z,NA,NA,2015-05-11T10:15:26.000Z,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25248
229,Parapenaeopsis stylifera,353,8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,4,2006-01-09T00:00:00.000Z,4,2008-05-29T00:00:00.000Z,NA,NA,2015-05-11T10:15:26.000Z,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25410
345,Parapenaeus longirostris,435,8,NA,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),434,hunting macrofauna (predator),NA,NA,NA,NA,NA,"clams, mysids, crangonids",434,3.3,0.44,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Prefers mud or muddy sand substrates (Ref. 8).  Feeds on benthic organisms (clams, mysids and small crangonids; Ref. 434). Also occurs in pelagic depths between 100 to 200 m (Ref. 92299).",8,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,804,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,4,2006-01-12T00:00:00.000Z,82,2012-11-29T00:00:00.000Z,NA,NA,2015-05-11T10:15:26.000Z,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25376
471,Penaeus monodon,557,8,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Juveniles are found in estuarine environments (Ref. 8).  Enters shallow brackish water or kept in ponds (Ref. 374).,8,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,8,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,4,2006-01-20T00:00:00.000Z,4,2008-05-30T00:00:00.000Z,NA,NA,2015-05-11T10:15:26.000Z,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25353
501,Penaeus semisulcatus,582,8,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Trophic level and s.e. inferred from exclusive plant/detritus food items.,NA,"Occurs on mud, sandy-mud or sandy-grit substrates (Ref. 10).  Prefers marine (adults) and estuarine (juveniles) environments in subtropical and tropical climates (Ref. 8).  Forms small shoals.  Predominantly nocturnal and buries in substrate during day time (Ref. 10).  Postlarvae settle exclusively in seagrass beds (Ref. 084594).",8,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,0,NA,0,NA,10,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,4,2006-01-26T00:00:00.000Z,82,2010-08-04T00:00:00.000Z,NA,NA,2015-05-11T10:15:26.000Z,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25354
791,Perna viridis,892,356,NA,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,2,0.22,NA,NA,NA,NA,NA,NA,NA,NA,Commonly found bysally attached to various hard objects or substrates in protected bays and estuaries (Ref. 80041).  Littoral and sublittoral to a depth of 20 m (Ref. 348).,348,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,80041,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,5,2006-02-15T00:00:00.000Z,4,2009-02-06T00:00:00.000Z,NA,NA,2015-05-11T10:15:26.000Z,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2006-02-15,83835
1006,Pinctada radiata,1226,348,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bysally attached to rocks, dead corals and various submerged objects, often forming large natural banks.  On soft bottoms, they aggregate to one another.  Littoral, sublittoral and shelf zone, from low tide levels to a depth of about 150 m.  Most common on sublittoral bottoms, from depths of 5 to 25 m.",2684,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,5,2006-03-01T00:00:00.000Z,293,2015-04-22T00:00:00.000Z,NA,NA,2015-05-11T10:15:27.000Z,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84430
752,Portunus pelagicus,853,343,NA,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,plants/detritus+animals (troph. 2.2-2.79),8747,hunting macrofauna (predator),8747,2.48,0.19,NA,NA,Troph of juv./adults.,8747,3.54,0.46,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Inhabits sandy to sandy-muddy substrates in areas near reefs, mangroves, and sea grass and algal beds.  Juveniles tend to occur in shallow intertidal areas (Ref. 343).",343,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,343,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,343,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,4,2006-02-07T00:00:00.000Z,293,2015-03-26T00:00:00.000Z,NA,NA,2015-05-11T10:15:26.000Z,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9329
2900,Todarodes sagittatus,3980,417,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),NA,hunting macrofauna (predator),NA,NA,NA,NA,NA,NA,NA,4.01,0.68,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Occurs from the surface to a depth of 1000 m.,417,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,417,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,4,2006-03-27T00:00:00.000Z,1,2011-01-07T00:00:00.000Z,NA,NA,2015-05-11T10:15:28.000Z,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57559
569,Xiphopenaeus kroyeri,663,8,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Found in muddy and sandy bottoms (Ref. 83922).  Abundant in river estuaries (Ref. 8).,8,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,8,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,4,2006-01-31T00:00:00.000Z,5,2013-10-16T00:00:00.000Z,173,2013-10-16T00:00:00.000Z,2015-05-11T10:15:26.000Z,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25385
25286,Metacarcinus magister,29613,8391,NA,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),865,hunting macrofauna (predator),865,NA,NA,NA,NA,NA,NA,4,0.28,Tentative trophic level derived from 1 + troph of a single food item,12764,It is found on soft bottoms in very low intertidal areas to a depth of 360 meters (Ref. 865).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,8391,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,4,2007-06-13T00:00:00.000Z,5,2014-03-26T00:00:00.000Z,NA,NA,2015-05-11T10:15:35.000Z,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27124
571,Haliotis cracherodii,664,312,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,plants/detritus+animals (troph. 2.2-2.79),312,browsing on substrate,NA,NA,NA,NA,NA,NA,NA,2,0,Trophic level and s.e. inferred from exclusive plant/detritus food items.,NA,"Found under large rocks and in deep crevices in the middle to low intertidal zones.  Herbivorous; known to grab drifting blades of brown algae with their tentacles; they also scrape diatoms and other microscopic algae from rocks.  Usually feeds on various species of brown algae, but the smaller individuals ingest diatoms and coralline algae.  Preyed on by humans.  Under crowded conditions, adult abalones may graze the growth of marine plants from other shells (Ref. 312).",312,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,5,2006-01-31T00:00:00.000Z,1,2011-01-06T00:00:00.000Z,NA,NA,2015-05-11T10:15:26.000Z,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2571
